Genus,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5
Paenibacillus,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,2.0,3.0
Paeniclostridium,0.0,0.0,0.0,0.0,0.0,4.0,9.0,7.0,8.0,3.0
Paludibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Pantoea,0.0,0.0,0.0,0.0,0.0,24936.0,25151.0,25184.0,25301.0,25119.0
Paracraurococcus,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Parafilimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Pedobacter,0.0,0.0,0.0,0.0,0.0,70.0,66.0,74.0,64.0,74.0
Peridiniphycidae,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0
Perlucidibaca,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,4.0,5.0
Petrimonas,0.0,0.0,0.0,0.0,0.0,105.0,90.0,100.0,99.0,102.0
Phascolarctobacterium,0.0,0.0,0.0,0.0,0.0,1951.0,1986.0,2027.0,1938.0,2005.0
Phaselicystis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0
Phytophthora,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,3.0,7.0
Pir4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0
Planctomyces,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,9.0,9.0
Planktomarina,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0
Platygloeaceae,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,22.0
Plesiomonas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Polaribacter,0.0,0.0,0.0,0.0,0.0,12.0,32.0,15.0,21.0,34.0
Polaromonas,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,2.0
Polynucleobacter,0.0,0.0,0.0,0.0,0.0,32.0,42.0,46.0,49.0,44.0
Porphyra,0.0,0.0,0.0,0.0,0.0,7.0,10.0,9.0,8.0,12.0
Porphyromonas,0.0,0.0,0.0,0.0,0.0,3.0,19.0,21.0,4.0,5.0
Prevotella,0.0,0.0,0.0,0.0,0.0,212.0,209.0,191.0,217.0,214.0
Prevotellaceae,0.0,0.0,0.0,0.0,0.0,30.0,28.0,28.0,29.0,26.0
Propionibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Prosthecobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Proteiniphilum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0
Proteocatella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Proteus,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0
Pseudoalteromonas,0.0,0.0,0.0,0.0,0.0,45.0,52.0,44.0,50.0,56.0
Pseudochrobactrum,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Pseudohongiella,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,12.0,5.0
Pseudolabrys,0.0,0.0,0.0,0.0,0.0,7500.0,7555.0,7533.0,7383.0,7553.0
Pseudomonas,0.0,0.0,0.0,0.0,0.0,68.0,59.0,70.0,70.0,67.0
Pseudophaeobacter,0.0,0.0,0.0,0.0,0.0,13.0,7.0,7.0,9.0,11.0
Pseudoxanthomonas,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0
Psychrobacter,0.0,0.0,0.0,0.0,0.0,20.0,17.0,19.0,15.0,17.0
Psychrosphaera,0.0,0.0,0.0,0.0,0.0,15.0,18.0,14.0,18.0,15.0
Pterygota,0.0,0.0,0.0,0.0,0.0,242.0,224.0,227.0,243.0,233.0
Pyropia,0.0,0.0,0.0,0.0,0.0,6.0,8.0,9.0,6.0,3.0
RDI82,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0
Reticulamoeba,0.0,0.0,0.0,0.0,0.0,334.0,354.0,340.0,334.0,345.0
Rheinheimera,0.0,0.0,0.0,0.0,0.0,42.0,45.0,38.0,43.0,39.0
Rhizobacter,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0
Rhizobium,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,8.0,6.0
Rhodobacter,0.0,0.0,0.0,0.0,0.0,14.0,17.0,14.0,9.0,7.0
Rhodococcus,0.0,0.0,0.0,0.0,0.0,29.0,42.0,39.0,28.0,27.0
Rhodoferax,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,3.0
Rhodopirellula,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Rhodoplanes,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,8.0,3.0
Rhodotorula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Rhodovulum,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0
Rhodymenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0
Rhynchostoma,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Rice,0.0,0.0,0.0,0.0,0.0,40.0,38.0,39.0,38.0,45.0
Rikenellaceae,0.0,0.0,0.0,0.0,0.0,9.0,12.0,7.0,13.0,10.0
Rimostrombidium,0.0,0.0,0.0,0.0,0.0,14.0,12.0,19.0,15.0,18.0
Robinsoniella,0.0,0.0,0.0,0.0,0.0,149.0,160.0,164.0,171.0,152.0
Romboutsia,0.0,0.0,0.0,0.0,0.0,158.0,140.0,159.0,148.0,153.0
Rotylenchulus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Rubripirellula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Ruminiclostridium,0.0,0.0,0.0,0.0,0.0,2698.0,2757.0,2745.0,2662.0,2669.0
Ruminobacter,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
Ruminococcaceae,0.0,0.0,0.0,0.0,0.0,12363.0,12405.0,12506.0,12462.0,12279.0
SM1A02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Saccharicrinis,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
Saccharomycetaceae,0.0,0.0,0.0,0.0,0.0,5515.0,5327.0,5455.0,4052.0,4860.0
Saccharomycodaceae,0.0,0.0,0.0,0.0,0.0,1637.0,1610.0,1547.0,1489.0,1642.0
Salinarchaeum,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0
Sarcina,0.0,0.0,0.0,0.0,0.0,7.0,19.0,12.0,26.0,6.0
Schizochytrium,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0
Selenomonas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Semaeostomeae,0.0,0.0,0.0,0.0,0.0,18.0,10.0,15.0,15.0,10.0
Serratia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Silicofilosea,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0
Slackia,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
Solanum,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0
Sordariaceae,0.0,0.0,0.0,0.0,0.0,125.0,119.0,119.0,127.0,107.0
Sphaeropleales,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Sphingomonas,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,6.0
Spirochaeta,0.0,0.0,0.0,0.0,0.0,393.0,418.0,453.0,398.0,442.0
Spirosoma,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0
Spirotrichea,0.0,0.0,0.0,0.0,0.0,25.0,32.0,33.0,28.0,25.0
Spirotrichonympha,0.0,0.0,0.0,0.0,0.0,49.0,55.0,55.0,58.0,41.0
Spirulina,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0
Sporacetigenium,0.0,0.0,0.0,0.0,0.0,13.0,21.0,23.0,22.0,19.0
Spumellaria,0.0,0.0,0.0,0.0,0.0,148.0,129.0,136.0,143.0,119.0
Staphylococcus,0.0,0.0,0.0,0.0,0.0,12.0,17.0,14.0,10.0,10.0
Stenotrophomonas,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
Stolidobranchia,0.0,0.0,0.0,0.0,0.0,79.0,79.0,96.0,78.0,84.0
Streptobacillus,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Streptomyces,0.0,0.0,0.0,0.0,0.0,7907.0,7948.0,7889.0,7767.0,7954.0
Streptophyta,0.0,0.0,0.0,0.0,0.0,6303.0,4251.0,4324.0,4288.0,6283.0
Succiniclasticum,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,6.0
Sudhausia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Sulfitobacter,0.0,0.0,0.0,0.0,0.0,13.0,12.0,13.0,8.0,0.0
Sulfurimonas,0.0,0.0,0.0,0.0,0.0,2381.0,2468.0,2428.0,2434.0,2418.0
Sulfurovum,0.0,0.0,0.0,0.0,0.0,10.0,17.0,13.0,13.0,10.0
Sutterella,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,4.0,0.0
Symphothece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Syndiniales,0.0,0.0,0.0,0.0,0.0,103.0,111.0,110.0,95.0,115.0
Syntrophococcus,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Tenacibaculum,0.0,0.0,0.0,0.0,0.0,12.0,19.0,7.0,22.0,0.0
Termite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Terrimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Terrisporobacter,0.0,0.0,0.0,0.0,0.0,22.0,14.0,18.0,19.0,36.0
Thorsellia,0.0,0.0,0.0,0.0,0.0,30.0,17.0,24.0,25.0,24.0
Tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Toxocara,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,7.0
Tremellaceae,0.0,0.0,0.0,0.0,0.0,295.0,314.0,340.0,328.0,365.0
Trichocephalida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Trichocomaceae,0.0,0.0,0.0,0.0,0.0,2493.0,2472.0,2482.0,2456.0,2469.0
Tricladida,0.0,0.0,0.0,0.0,0.0,53.0,47.0,31.0,35.0,44.0
Triplonchida,0.0,0.0,0.0,0.0,0.0,199.0,200.0,222.0,222.0,220.0
Triticum,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,6.0,4.0
Truepera,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0
Tylenchida,0.0,0.0,0.0,0.0,0.0,48.0,55.0,54.0,55.0,57.0
Tylenchorhynchus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tyzzerella,0.0,0.0,0.0,0.0,0.0,5367.0,5208.0,5251.0,5354.0,5338.0
UCG-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Ulkenia,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0
Undibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Variibacter,0.0,0.0,0.0,0.0,0.0,18.0,18.0,19.0,21.0,16.0
Veneroida,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Verticillium,0.0,0.0,0.0,0.0,0.0,1576.0,1568.0,1501.0,1539.0,1545.0
Vibrio,0.0,0.0,0.0,0.0,0.0,76.0,57.0,55.0,56.0,64.0
Withania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Woeseia,0.0,0.0,0.0,0.0,0.0,18.0,14.0,12.0,14.0,12.0
Xenasmataceae,0.0,0.0,0.0,0.0,0.0,223.0,234.0,247.0,216.0,219.0
Xylariaceae,0.0,0.0,0.0,0.0,0.0,1186.0,629.0,1357.0,822.0,791.0
Yersinia,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0
Zizania,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
[Anaerorhabdus],0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
[Clostridium],0.0,0.0,0.0,0.0,0.0,335.0,351.0,342.0,357.0,364.0
[Eubacterium],0.0,0.0,0.0,0.0,0.0,23233.0,22684.0,23300.0,23113.0,23254.0
[Ruminococcus],0.0,0.0,0.0,0.0,0.0,30.0,29.0,21.0,32.0,56.0
bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
marine,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,2.0
pItb-vmat-80,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,15.0,6.0
possible,0.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,10.0,3.0
uncultured,0.0,0.0,0.0,0.0,0.0,56725.0,57254.0,56918.0,57099.0,56809.0
unknown,0.0,0.0,0.0,0.0,0.0,183790.0,184787.0,185531.0,184812.0,183259.0
wastewater,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
