# Constructed from biom file
#OTU ID	OL-16S-1a	OL-16S-1b	OL-16S-2a	OL-16S-2b	OL-16S-3a	OL-16S-3b	OL-16S-4a	OL-16S-4b
5466e69fccc4344e89813300c685f8bc	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0
380a05a4da3c877b51078bfd63c4d22b	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0
33ba9187c4be108c179042620ae7e191	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0
f7df5b7b2080a758f6e7487f2b272399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0
d373541e8d1182ab16f04624fc5c5236	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ffb70b771874d8abcb6003cd5a9d007c	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aad9c82a5de104c7e117d10d93ea4ef0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0
b319aaff9a6c35748f8354341cda0e51	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0
3b6c03456397b2e17af5e24fa00bb822	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0
116d3f877360a6621569a60b59c29bd1	0.0	0.0	0.0	40.0	38.0	0.0	0.0	0.0
6670e9537317b4dd8f3d343f4960dc2b	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0
251ce2f138a57e0ac3720a13654f7569	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0
3adac4efbcf4f8f0fccb7f69236e447f	0.0	0.0	0.0	0.0	29.0	49.0	0.0	0.0
71a4d71469911440a4d35ecc47b564ed	0.0	0.0	0.0	0.0	0.0	0.0	36.0	42.0
42d51aad2285762919b149371359ca95	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f806ac551ed8e99b52ccfda213f1c410	44.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
bd4d7bb07191f528ca859097ccd20e0c	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
0451e16356055ef07d9e8a1c99c04a8c	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
115c6541a062e6a0d4b77644924b93eb	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0
ccdb745e56465bb155740335247f0584	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0
c8e51f1f5f7d18cf5ed473430193b700	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0
f7392f3eba084203cd26a67127f23d85	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0
e3e582f739aa7a0223696b1678cb5d37	0.0	0.0	0.0	0.0	0.0	0.0	35.0	42.0
a7f566b39ad4fa209f5dc61bd59b0cbc	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321184e924ab221f80b3c415020c340e	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0
d007ed831a2240559a831fe2c95eea59	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0
dfbad5f8cfae201c3b77e89441f4e22d	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0
17d3a59e4e0539b143e76ae91ec99351	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0
6b73a17136f9fb4764236c2433af790d	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0
f34b3ee5521b316cc0f252f348feb041	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0
bd4c3dc85ca972f646df2e3139b9a9e5	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0
182a7108f8abceaef86de8fb2dadbe9d	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0
252c736a74b981463cb825b6a665997e	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0
2f6eaa34da053ec5a2ddbb9fe06c0dce	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0
21d76eab23db7f56c8b45a7cdc318038	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2802e700944f95922c1c6c4b07dd25bf	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4c7801ae09e27e6e6f721d00d3251479	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ee1c6c25bb00826e5de9cf7a5653676	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0
3692378028ebd884bb61efac2a12e668	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0
81b77c703a7d4086712ee0a39ebc92a7	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0
e4903459c415dcde500f2688edd1ae42	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0
c2a2ac73af56d9dddd01dd25c4f570e2	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0
8f3444c1ec0dd50a3ab15238671caf88	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36687e344e14c7daf0a0ee41d376f6cc	0.0	46.0	0.0	0.0	0.0	0.0	28.0	0.0
22d47b08a2dbca52cc994660256e9336	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0
83fad85c3b37f7a5329f270a3e9f65dc	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0
4c52b3c99ef61ec2bf1dfc5d8c9164b9	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0
0483d8c6d27c44d1f4d1c3431f223672	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0
112cf939b887bd6da721b5481b25459c	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0
1f1f75da0d5131f2cf29c1833507119f	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0
596039dee03b2290efc2a6839df90e33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0
f4c9313fb766158b1ba9815e9fb3c407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0
f060396427777e4044657f91db673c69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0
a6d76a6d8c78376b520780f08945ed70	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f868071f1321119c25fb06432ebbb2b4	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0
a34354b9bf17c4b5cb5968b35b200941	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0
3686f067c308a0a4875179668ed12c6a	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0
50252e0cc8f1229b87376fcb519b7d9b	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0
cce6de3c2af90c139b50a45da8c9ec55	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0
446e60b2e63649d61502566d44eac880	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0
cd56fed3f4e7c0d3dfdca11dbd56680d	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0
dc2728c4063fef5544710cba3bb53561	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0
48617ef6e592b86983cb9aa8ced9a836	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0
7fce830b406710a0f7c936a569ed62b1	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0
bd45f7e751f95aedf2172c43792dcf70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0
296116558099e68137a4ff09d95d92da	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dfe6afd73463ece87fa2d899e0263396	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
a32dc8d9b90c0603f9f4b84941d705c9	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
57a2ca3991f73b3c18634e5f7d67406a	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
672243085f44c6032db2c2ebb18305e2	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0
b0304b76f75a873e03cfc89d6ad3978f	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0
6e94007632e16f0a9b13bce3756c7990	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0
0f9a66d2ad5f5b114c218a7e68b0c574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0
d982bb39b232f6403102fe8a3b9cc72b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0
8cea95354d215ac3239d062bd0ea6e3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0
a770728579a0e654c76f02d8616b1f35	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0
c8ba225b5f9a727198c710e9b7ae57eb	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0
5ac1e375b1ae0f02abc70b64c3ee8ff8	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0
179433475324ceb7d90c9ad610072c8b	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0
acfcba80a512880b3d571b3824628a87	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0
37ecea6d788afe2ab3bef0b23b0ec15a	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0
4fb3bb2939508cc7d3022a89285f6450	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0
c00be8c4cb4fd04de3314a06c73c0cae	0.0	0.0	0.0	0.0	32.0	0.0	0.0	39.0
63dfb6a612258543ac1ddba86fa49a9e	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0
ce1a3e841f52faf447d17b3e81937ea9	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0
6f76e80de3a79ae955cc2c823ac151bf	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0
63072208619b8284ec53ebfafc9e38c7	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0
fb9fd7cbe11aebaf5de961d05d6a0e72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0
47edf45454a77ae6d3bb10963b9b371c	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b450a14e9a38a041edeebbf0c1dd368	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
091ff959ca5d6446d4771cc8cd87a15a	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0
04d38bc9c44806aafe38d05caec83a18	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
3be660a5cb20ede66c296fd7af6f740a	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
ca42212a70c9adfaef88a2786e4e01f0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0
9d9ce47887ab30cd35f4ca234fac9f9a	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0
470ab85962231352eec6ff8e9f27cfe3	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0
46e259bd8bd56152c8e84d9edb10abd2	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0
87b6cd2e8c6f46f47538fbd5458d6424	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0
afef3b665fa975c62bb88aeef0bd73ce	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0
52d1462158e6e54814faba1a4facf8ba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0
5280e3c81e779dce6523787a4708bed9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0
2c1c57d865a88101bdb2414ca4600d37	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0
27a4c424ba63c43e07a1ddf2a260f035	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0
66246f5434fa12cb378ac6f65c469643	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0
aa0bb727fd57e98e60785300af7905d1	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
669541119562739367366e9c67e30dba	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
be0ed6ad9079763812d983f19c0b537a	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0
f9f3720d5d00e6e25a6ccba3c1841540	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0
53567468b790e07d7de37e6371983b48	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0
4d60d003a32a61c3a5a8d0b470025838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
28c9478d44b1d7df988979991ccfb97e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
a4d398c3566e8bede76c6498184a2b36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
5d0e40c00436c79abb62e87c17ae87b8	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bcc8a832ca1ae070aeca778690a6919c	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0
db944d477ba9b90aa90225541fd21dda	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0
f6084a45b22ca6a8da8d02379f25cb51	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0
5d8bf86dd4f71cd9448d9779a9e8c9eb	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0
f5a3592177c584b1aa645d2d63482954	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0
9a810276c579cc74f636e197580298a0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0
1cdefb34f54eb428b83d8278eed509dc	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0
4e698d5a948455ba4a37d189b8e2d890	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
bc47d6d42a14b934a8f9608169a9d955	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
4d3ce1bc47e11282a66527989c8319bd	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
30a4e5b6f5ced1829c0b28c55d689a7c	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
02af5ab13c91ef2bd2bfdf5ee43091cc	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
9c2ead9817e1895485717d43ea143d36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0
975f8fc4d67d806f088fd3ea6c2a6346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0
44faaefc30a986790e5bb184324dd3cc	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dbbfaa27e65e2deb60a3ae44da7a26da	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed840e555f9c7d8c5dd4884e1202ce2a	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f33ea538f3b840e170f0364c9b66c6bd	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32a53340e8d184b824370ba5d2d46285	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4b1b31aba1e627cd18b703d70cf5a964	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0
9a4a312c8e71f5368c7e398c10d71767	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0
c975a810a5260735deb6272dc96f7d54	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0
7ba5ad501a9a924e2a0a35bf44857ac9	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0
52a561e8a62a3fd53d5efcad3b6634f8	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0
2a46d9b7290266e8d756cb88b77e3229	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0
765dd9d1a0adf3bf245099d6677d8a8e	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0
4ec0f53ee61e673bc20d001fa2f2e077	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0
1837861c37ecc185d1c8e0cbb5ffb1aa	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0
1c0f4bf977628867eedb46560f182914	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
2c5cf024210410edfa1df415053276ec	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
6b0217722b78ab92951d30d016abedc9	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
1bd6cc0c03cbf305f2f472a086311710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0
e37301f6039aa55bbf4681ec7f2672b8	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fc3f33dc97a703e320a39dc4e19bcbe6	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b5467eabf4637dfcebca9cd58993bc87	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4eb565b967a71cb0f4d9dcfb609ec33b	35.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
2344ac6c05469a2435699a2da7e5791c	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
5a5ed30d5a4b378ccabb4d742f46242e	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0
7224abc458fb0fa8dbbbeb83262ddf79	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0
5c157ae452b538e8eba896b826c7573d	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0
14f996cb93b4756baffe5c4ce0ac7d7a	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0
5ebb62a905f1e7fe7c2a16bfefb55e03	0.0	0.0	0.0	0.0	28.0	0.0	0.0	38.0
1ce7d2a43d3f5e6a4b92104acce94318	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0
4b4f955720aad96b38aab360f4796376	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0
d2720b5148124066337ada6d9bd8a360	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0
dcab078b62149fe7e098c0354045dca3	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0
4b4fb2271825c4f0abecbb904dedbb08	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0
99c8c6eae73a98ac1c426e784824b6ba	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0
2bdd98b97e336fa8174d775a826072c5	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0
3f61c035c9837c0dbc4efbf6a322dce7	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0
10a6bdc90632e23f2bf97752f296b5c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0
382bd321f36e008525299f02f4477ede	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0
eb58bf1e3783d547c5170fbc74741238	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d590983e304b8dedfa35f4fe0d19a196	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
424fd584bcc4c7d90d5b426fb843b26d	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0
dc6dfed813cbe541edfbc3a9d5abf59f	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0
04feb9ae97b0fefb87104ec1410ca0dd	0.0	26.0	0.0	0.0	39.0	0.0	0.0	0.0
4833f1fd6521811ccdc59dbf1aa56e70	0.0	21.0	0.0	44.0	0.0	0.0	0.0	0.0
5d7b816aaf6565bed6fd6df61f6596b4	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0
20d26f01d8601fcac61b985841d82082	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0
aa92a2f08025f26e2d7bf66579743694	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0
dd7f9be0f3c3df07e9f8e44774adc468	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0
4bcbd737cc86ca559ee60325ac4b29d2	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0
61e9ffb991c840a045ba0d4e3bdc9004	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0
0d11fc7cc33f280a701b063677d92b90	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0
c95346150f4761349ecaeafe663c382e	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0
a25569f7e870dbe42f133ea0ea89bc99	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0
8f152bd0a69cc68742c06907155e5a22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
c681a8a87dd793ccba5119b014343628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
87e6fdcd0039de6465007118d9edd00d	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847e2dd311083537239ae256661a4f17	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e92a45ce235ec39b70be925a6979d83a	8.0	25.0	10.0	9.0	12.0	0.0	0.0	0.0
f3d29127aabde3b3973047192a1e9988	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0
fc9806026c81f3ed751650e41e7f6f85	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0
e1da002597a218715ac9be4467d68491	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
68423ddd667543f39442089deef59799	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
7df546e333e9b2790f028e1208866a78	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
5d5c8030b0d20b563e4842d7195080ae	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
6413adc9aa45499796e81951e6adb334	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0
cb88aba2ff819e3550fb5327ade15609	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0
b3f52d8308732bcf08f1033f558a2c97	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0
e332b55ba3adaf62b10a477c01a14a60	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0
03d6ca3ef6a7d154a85d74f90f6fb31b	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20fe88fb893960d6e016b1c8a24df73f	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170dea3c2439107f9237cabfe8f8a0da	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
506c237ea62190a31ec7c71b072d97a4	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
f822df89d7b81772fbb699a21d6365ea	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
6c4e5cce44834b188f50503373c86d1d	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
c3b7ff971a3757803a4d15b09fbf3c02	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
7ad54cf13316a6badcce774e3049d148	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0
13c7e322f47bca6eafac8f6242de75ce	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0
d7afc6ada98f3fed334fba5d4ece6fb9	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0
7a51a82cfb95ab5e31f1f78bd3175b97	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0
6ddec7961724a54f608592f32e322346	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
f52c880877eb1df6e13e10f94245ab22	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
06e8c43e172483db287265dd1fde1420	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
c1d2bf5d880babab78f56202f6d73abe	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
9206ad0f973d4c9e1768400548315919	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
968f32d8ff6fbb24f15afa33a60c8914	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
ac0a209622b58499bacbc9a79cb8b0d2	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
3d2cf4d53aef8d9a00794b036c772d7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0
065ffe83a35bb102951c9a2bc6e1fc4e	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d4c61e2c603e45d328b116a1e7eb77d6	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99c0e374fa4ade07da51d72d4f28e465	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
2bb1a2c152a8a05621a61f1324b64fa4	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
54a667c05929a3476de21645776adf88	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
0acd86f1e2e0b9b7c606e1ad3463873e	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0
5c2b18f8e570a3acc948782b94c1c029	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0
060f46235fbfc2c7ea30fab414c416c8	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0
361867cf859b5bf79f73c22ab5bbbaaa	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0
5c6af816f2a4ee917c195b2c1c7c1f7d	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
7aba6ce2d5b01e5df0d89239ecd6a62a	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
198f63cd48e5f35fa2f1b202eead5499	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
75e7c78cd307fb985711b8633818a482	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
b52a50006e7beaf4da15179548995054	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
30c72f0a28325e155d0cde3684fda2b1	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
fa94923d44c5e5623854403b7b300408	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0
4a0c94802bc5c6217d4c7423fa7c0d5e	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0
6b0c6369d5f99d82703fe153b1eb22c5	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0
ee82415c6eb91e3580e251fa06a46fa6	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0
4636d6dc1c7bbbc487a137cc329228b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0
369ed43ec64300009d635072432e8084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0
15ac55500846e240a3991d2ec085d8ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0
ff447df6eb1c09f249ec1ca28ff5ec85	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e7fef3f9467064c811b81a96b948ff55	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7da22d142a75e12d19cc9585a2ff843c	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0
802a533d597a6abd0c3cd8d82a6bfd13	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0
d87d3cb80bfdcf6e327313545dafc03e	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
17a113c9a3b6a69c8bc3009be9154522	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
df3447d65e2c7445a0bb644dfec47cd1	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
d5a99a7592abc3d424c1c23db23a6fad	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
85239445504541d7fbe666c950769df5	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0
fb7293200f3490e476d1d23d6f2c57a2	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0
c4fdccf1fa32ab2fa4c499d7c90de3d3	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0
6c8873cffb9bd5550e4f48302250ac46	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0
e70be2097d0e88a327315d2f4f9047ae	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
aab2196768eb31ef6098400df6c4be24	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
7f7422f0b482cbdcd24bc6eb2d165bb7	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
8b06dffb06783feba0aaa59e8cd5237d	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
9dd164db869681468ba42c35e5ba2e97	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
83913ad96c9b7e67b3d5b2f8183f29ca	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
44704986a9e12a066f0f1643184bde1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
6460b63bc386421214c7da1d132037eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
327a7902cf92b7839dd5808fbd03213c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
