# Constructed from biom file
#OTU ID	OL-16S-1a	OL-16S-1b	OL-16S-2a	OL-16S-2b	OL-16S-3a	OL-16S-3b	OL-16S-4a	OL-16S-4b
4ae64d59f555d0f0d2926534262d5432	84.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0
40ba3c1aa09d3a8cce37ac18193eb531	59.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0
651648fbfa525dcb6fb4fa9fe78a1797	0.0	0.0	103.0	53.0	0.0	0.0	0.0	0.0
280546b7a3ea14b1c53f066f98e8a780	46.0	30.0	33.0	46.0	0.0	0.0	0.0	0.0
ee53abd565a5fe40aa87ed1d54cde184	0.0	0.0	0.0	53.0	18.0	83.0	0.0	0.0
dc917b290d5a2df40220e48a864fd709	0.0	0.0	0.0	0.0	0.0	0.0	154.0	0.0
0ba6d5ecc95a82e0150e1dc653f69bb2	0.0	90.0	0.0	0.0	63.0	0.0	0.0	0.0
b9ef3e1976c0dddfd7cc916fdc4ecf8a	73.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0
debf4fce6d8f508aa8c602354ff9fd14	18.0	43.0	0.0	23.0	67.0	0.0	0.0	0.0
1af00457c4c79a07544d354737f23a7b	49.0	45.0	0.0	55.0	0.0	0.0	0.0	0.0
8ce05c8c495067b1090cc88bfec88e9b	0.0	65.0	0.0	84.0	0.0	0.0	0.0	0.0
184797279cc3a7656cf1129a907ea3fa	23.0	29.0	0.0	0.0	0.0	0.0	46.0	49.0
0e1bfd0ee528e5463177ce2fe619c5b9	0.0	62.0	0.0	84.0	0.0	0.0	0.0	0.0
532a63a809461d05c0379584c386b37c	0.0	0.0	0.0	0.0	25.0	14.0	48.0	58.0
84c26369fb960d440de8c39124a5cc00	0.0	0.0	0.0	0.0	0.0	0.0	66.0	79.0
9b027540621376c8e0b682720b523902	9.0	0.0	0.0	0.0	64.0	0.0	0.0	70.0
7bbabcdd78bb2bb68d5f71e71dac3126	0.0	0.0	0.0	0.0	28.0	28.0	48.0	39.0
f070337cb0d512394d60480f2b66b761	0.0	0.0	0.0	0.0	85.0	56.0	0.0	0.0
8776b1c43d10097701ba80c43932e282	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0
7a809c1fa56b31b922d153aca924ec62	0.0	0.0	0.0	0.0	0.0	57.0	81.0	0.0
d3cd4aa0d66bcf4fb174677d296d487c	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0
25671d6851f287cbf801e297fa411651	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0
a04b8f54ca3d935e024047fcdb81cb34	0.0	0.0	0.0	0.0	73.0	62.0	0.0	0.0
3bb7602a5822221ffdbd55266d87a94a	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
