SampleID,Other,Diatomea,Arthropoda,Cnidaria,Cryptophyceae,Mollusca,Annelida,Chlorophyta,Ciliophora,Cercozoa,Proteobacteria,Ochrophyta,Retaria,Euglenozoa,Bicosoecida,Prymnesiophyceae,Bryozoa,Peronosporomycetes,Dinoflagellata,Picozoa,Protalveolata
Ocean-lake-1a,0.0017114192977279433,0.903703157273532,7.376807317792859e-05,0.0,0.01586013573325465,0.03331366184715255,0.00011802891708468574,0.00014753614635585718,0.03198583652994984,0.00045736205370315727,0.00044260843906757157,0.008129241664207731,0.0,0.003939215107701387,0.0,0.0,2.9507229271171435e-05,8.852168781351432e-05,0.0,0.0,0.0
Ocean-lake-1b,0.0018909090909090909,0.8962618181818182,0.00016,0.0,0.016814545454545454,0.03432727272727273,0.0,0.0,0.036625454545454544,0.0006981818181818182,0.0003636363636363636,0.00909090909090909,0.0,0.0037236363636363634,0.0,0.0,4.3636363636363636e-05,0.0,0.0,0.0,0.0
Ocean-lake-2a,0.0019002502442223026,0.9359000093674308,0.0,0.0,0.010424612255275871,0.03460596571520334,0.0,0.0005352817589358599,0.0076411471088094,0.0007761585504569968,0.00034793314330830894,0.005660604600746718,0.0,0.002020688639982871,0.0,0.00018734861562755094,0.0,0.0,0.0,0.0,0.0
Ocean-lake-2b,0.0014624464640133708,0.9362675116357347,0.0,0.0,0.010121058068409995,0.035145142008194345,0.0,0.0,0.007544366679434056,0.0013695927202664903,0.00020892092343048157,0.004491799853755353,0.0,0.0033891616467611454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ocean-lake-3a,0.019875292283710055,0.1985580670303975,0.2720187061574435,0.14516757599376462,0.06586126266562743,0.028838659392049885,0.03799688230709275,0.03916601714731099,0.013055339049103663,0.02922837100545596,0.042088854247856584,0.012470771628994544,0.012081060015588464,0.010327357755261106,0.014809041309431021,0.006430241621200311,0.021239282930631334,0.012275915822291504,0.00779423226812159,0.007599376461418551,0.003117692907248636
Ocean-lake-3b,0.033436699474180924,0.19037346636106242,0.2866388027504382,0.1624646083322098,0.060401779695294595,0.022920318187946608,0.03896454091950924,0.037481461507347984,0.014695968720506944,0.018605905352568425,0.0331670486719698,0.011190508291762168,0.009977079681812053,0.013212889308345693,0.01267358770392342,0.01092085748955103,0.010651206687339895,0.012403936901712282,0.009707428879600917,0.0056626668464338685,0.004449238236483754
Ocean-lake-4a,0.017522252701114033,0.11840116441807087,0.2562839388680513,0.3169120528466663,0.06269943458545597,0.04316184291552371,0.049319823098023845,0.04618485136875105,0.009964731568045681,0.015227005542182164,0.0034708615574091696,0.012931758383250294,0.012483905279068466,0.004702457593909198,0.005038347422045569,0.010748474500363881,0.0,0.002183283882886413,0.006213961820522869,0.005094329060068297,0.0014555225885909422
Ocean-lake-4b,0.02139959904890671,0.12942328313674298,0.2653270548743531,0.2953517646510327,0.05795141964660357,0.04713506457177491,0.0528695976502401,0.039302531586554154,0.013893421604736817,0.02205231013100844,0.0020047554664553127,0.008951466268823722,0.010676488414378293,0.0038696442724602547,0.006666977481467667,0.008019021865821251,0.0004662222015012355,0.003823022052310131,0.00498857755606322,0.003077066529908154,0.0027507109888572894
