SampleID,Ocean-lake-1a,Ocean-lake-1b,Ocean-lake-2a,Ocean-lake-2b,Ocean-lake-3a,Ocean-lake-3b,Ocean-lake-4a,Ocean-lake-4b
Ocean-lake-1a,0.0,0.009068760428123082,0.03620126251391398,0.037457269751355576,0.8320244052154432,0.8307439648924048,0.8970673707545614,0.8890009082459712
Ocean-lake-1b,0.009068760428123082,0.0,0.04241584180964165,0.04394443581326691,0.8311989910012046,0.8299723240222094,0.8957561960985891,0.8879337015075931
Ocean-lake-2a,0.03620126251391398,0.04241584180964165,0.0,0.005076005124127624,0.8356846669343285,0.8346057813219318,0.900281325654448,0.8909693640516856
Ocean-lake-2b,0.037457269751355576,0.04394443581326691,0.005076005124127624,0.0,0.8350969347761525,0.8340099930977977,0.8998913102953479,0.8917475354824886
Ocean-lake-3a,0.8320244052154432,0.8311989910012046,0.8356846669343285,0.8350969347761525,0.0,0.08719609508648096,0.3756772829174543,0.3712511129101869
Ocean-lake-3b,0.8307439648924048,0.8299723240222094,0.8346057813219318,0.8340099930977977,0.08719609508648096,0.0,0.3533527932863636,0.34630547631688324
Ocean-lake-4a,0.8970673707545614,0.8957561960985891,0.900281325654448,0.8998913102953479,0.3756772829174543,0.3533527932863636,0.0,0.06599358166826935
Ocean-lake-4b,0.8890009082459712,0.8879337015075931,0.8909693640516856,0.8917475354824886,0.3712511129101869,0.34630547631688324,0.06599358166826935,0.0
