SampleID,OL-16S-1a,OL-16S-1b,OL-16S-2a,OL-16S-2b,OL-16S-3a,OL-16S-3b,OL-16S-4a,OL-16S-4b
OL-16S-1a,0.0,0.2978512544706134,0.2664089196490688,0.2617070758138614,0.8108610353633036,0.8267883266573772,0.8379107779541857,0.8144889159123424
OL-16S-1b,0.2978512544706134,0.0,0.3039814861258369,0.31039457350967176,0.8297579909294126,0.8252407152632503,0.8485668398048022,0.8279619450810157
OL-16S-2a,0.2664089196490688,0.3039814861258369,0.0,0.25895064554527963,0.7986685886561913,0.8301104987161746,0.8324067279185138,0.8096833739612688
OL-16S-2b,0.2617070758138614,0.31039457350967176,0.25895064554527963,0.0,0.7976891828180603,0.8343615257048091,0.8529265706799091,0.8085610720400944
OL-16S-3a,0.8108610353633036,0.8297579909294126,0.7986685886561913,0.7976891828180603,0.0,0.3350856160143605,0.33033016843852886,0.34133453112413176
OL-16S-3b,0.8267883266573772,0.8252407152632503,0.8301104987161746,0.8343615257048091,0.3350856160143605,0.0,0.3230233159733582,0.37404762365020394
OL-16S-4a,0.8379107779541857,0.8485668398048022,0.8324067279185138,0.8529265706799091,0.33033016843852886,0.3230233159733582,0.0,0.2869574548129317
OL-16S-4b,0.8144889159123424,0.8279619450810157,0.8096833739612688,0.8085610720400944,0.34133453112413176,0.37404762365020394,0.2869574548129317,0.0
