SampleID,Proteobacteria,Bacteroidota,Planctomycetota,Actinobacteriota,Cyanobacteria,Verrucomicrobiota,Acidobacteriota,Desulfobacterota,Bdellovibrionota,Campylobacterota,Chloroflexi,Myxococcota,SAR324_clade(Marine_group_B),Gemmatimonadota,Nanoarchaeota,Nitrospirota,Armatimonadota,Latescibacterota,Fusobacteriota,Marinimicrobia_(SAR406_clade),Other
OL-16S-1a,0.4167270094134685,0.13118513154718803,0.05792903692976104,0.13601255129133477,0.030533429881728216,0.040671011344436396,0.04682597151822351,0.00518947622495776,0.02498189717595945,0.0,0.010016895969104513,0.004586048756939416,0.00941346850108617,0.010016895969104513,0.0,0.009654839488293506,0.007120444122616461,0.0,0.0019309678976587015,0.002896451846488052,0.05430847212165098
OL-16S-1b,0.4034959941733429,0.15367807720320464,0.11026948288419516,0.13357611070648212,0.013401310997815,0.03146394756008739,0.019956300072833208,0.0040786598689002175,0.022723962126729787,0.0,0.007428987618353968,0.003932993445010924,0.013109978150036413,0.005098324836125272,0.0,0.0018936635105608153,0.007428987618353968,0.0,0.0018936635105608153,0.00335032774945375,0.06321922796795337
OL-16S-2a,0.38526366482061164,0.17192391042619795,0.09788104984348665,0.11714423308451723,0.024921743318083316,0.04490729593065255,0.03298820130026488,0.013484228268721407,0.026005297375391288,0.0020467132193594997,0.01577173127859379,0.002167108114615941,0.0009631591620515291,0.0,0.0,0.006621719239104263,0.004936190705514087,0.0,0.002648687695641705,0.0027690825908981464,0.04755598362629425
OL-16S-2b,0.4004819805016979,0.15171431701172092,0.0911381312301457,0.10680249753532699,0.030561945448570493,0.02398948406178114,0.03779165297403878,0.014240333004710266,0.03089056851790996,0.0,0.008106035710373537,0.004600722970752548,0.007886953664147225,0.016431153466973384,0.0005477051155657795,0.00854419980282616,0.007010625479241977,0.004710263993865703,0.002081279439149962,0.005257969109431483,0.04721218096177019
OL-16S-3a,0.3791405924071756,0.2593241551939925,0.07467667918231122,0.030287859824780976,0.07350855235711305,0.04522319566124322,0.004171881518564873,0.03078848560700876,0.010012515644555695,0.01702127659574468,0.01835627868168544,0.009595327492699207,0.007676261994159366,0.00492282019190655,0.0050062578222778474,0.0,0.0,0.0025031289111389237,0.004755944931163955,0.0,0.023028785982478095
OL-16S-3b,0.40448923499770956,0.24858757062146894,0.07375171781951442,0.03573064590013743,0.06474270881050542,0.06672774469384639,0.004275461902580546,0.0233623453962437,0.002748511223087494,0.02656894182317911,0.0,0.011146739960299282,0.005802412582073599,0.0,0.009009009009009009,0.0,0.0,0.006260497785921515,0.0,0.0,0.016796457474423574
OL-16S-4a,0.3400285369333773,0.2705520799034135,0.07167160575128967,0.036768741082208324,0.06826912523323457,0.04884205904950062,0.01064647129843047,0.03874437493140161,0.007024475908242785,0.027878388760838552,0.014268466688618158,0.012073317967292288,0.004500054878718034,0.0027439359016573376,0.008890352321369775,0.0,0.0,0.0007683020524640547,0.0035122379541213927,0.0015366041049281094,0.03128086927889365
OL-16S-4b,0.3282275711159737,0.2683807439824945,0.06849015317286652,0.03304157549234136,0.08107221006564551,0.05328227571115974,0.01575492341356674,0.038840262582056896,0.01663019693654267,0.018380743982494528,0.013457330415754924,0.012800875273522977,0.003063457330415755,0.002297592997811816,0.0064551422319474834,0.0,0.0,0.0032822757111597373,0.0,0.0,0.036542669584245076
