Genus,OL-PAMA-1a,OL-PAMA-1b,OL-PAMA-2a,OL-PAMA-2b,OL-PAMA-3a,OL-PAMA-3b,OL-PAMA-4a,OL-PAMA-4b
"=""Chromadorida""",0.0,0.0,0.0,0.0,0.0,0.0022020633911776226,0.004073362740338955,0.0024309482978801034
"=""Chromera""",0.0,0.0,0.0,0.0,0.0,0.0004879207513979572,0.0,0.0
"=""Chromobacterium""",0.000709138501006351,0.0,5.32509718302359e-05,0.0,0.0,0.0,0.0,0.0
"=""Chroomonas""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.753493633013464e-05
"=""Chryseobacterium""",0.0,0.0002842635613323139,0.0,0.0,0.0,0.0,0.0,0.0
"=""Chrysocampanula""",0.0,0.0,0.0,0.0,0.0,0.0005136007909452181,0.0,0.0
"=""Chthoniobacter""",4.171402947096182e-05,0.0,0.0013099739070238032,0.0,0.0,0.0,0.0,0.0
"=""Chthonobacter""",0.0,0.0,0.0001597529154907077,0.0,0.0,0.0,0.0,0.0
"=""Citreicella""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001277046010143394
"=""Clade_II""",0.0,0.0,0.0,0.0,0.0005827376869002043,0.00026322040535942424,0.001371857917730736,0.00010946108658371948
"=""Clade_III""",0.0014391340167481828,0.0025093610931404262,0.0010224186591405292,0.0009096136755711224,0.0005089734227356215,0.00031458048445394605,0.0006753762056520546,0.00048345313241142775
"=""Clade_Ia""",0.0,0.0,0.0,0.0,0.00022866921891020675,0.0004044606228693592,0.00046432114138578753,0.00011858284379902944
"=""Clade_Ib""",0.0,0.0,0.0,0.0,0.0,0.00026322040535942424,0.0,0.0002554092020286788
"=""Clostridia_vadinBB60_group""",0.0,0.0,0.0,0.0,9.589354341395767e-05,0.0,0.0,0.0
"=""Clostridiisalibacter""",0.0,0.0,0.0,0.0,0.0,0.0004301406624166201,0.00016884405141301366,0.0
"=""Clostridium_sensu_stricto_1""",0.0011367073030837096,0.0,0.00013845252675861335,7.318730722986042e-05,5.901141133166626e-05,0.0,0.0,0.00017331338709088918
"=""Clostridium_sensu_stricto_12""",0.0,0.0,0.0003727568028116513,0.0,0.0,0.0,0.0,0.0
"=""Clostridium_sensu_stricto_6""",0.0,0.0,0.0002556046647851323,0.0,0.0,0.0,0.0,0.0
"=""Cm1-21""",0.0,0.0,0.0,0.0,0.00010326996983041596,0.0,0.0006015069331588612,0.0004652096179808078
"=""Cobetia""",0.0,0.0,0.0,0.0,0.0005974905397331209,0.00030816047456713085,0.0007492454781452481,0.0004150399532966031
"=""Codosiga""",0.001783274759883618,0.0,0.00012780233239256616,0.0006168644466516807,0.0,0.0,0.0,0.0
"=""Cohaesibacter""",0.0,0.0,0.0,0.0,0.0,0.0,0.0003376881028260273,9.577845076075455e-05
"=""Conexibacter""",0.0005839964125934655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Coraliomargarita""",0.0,0.0,0.0,0.0,0.0001327756754962491,0.00023754036581216336,0.0002532660771195205,6.841317911482468e-05
"=""Corallibacter""",0.0,0.0,0.0,0.0,6.638783774812455e-05,0.0,0.0,0.0
"=""Corethron""",0.0,0.0,0.0,0.0,0.0,0.00011556017796267407,0.0021316561490892973,0.00028277447367460866
"=""Corollospora""",0.0,0.0,0.0,0.0,8.114069058104111e-05,1.9260029660445678e-05,9.497477891982018e-05,0.0
"=""Corynebacterium""",0.00042756880207735866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Coscinodiscophytina""",0.0,0.0,0.0,0.0,5.901141133166626e-05,6.420009886815226e-05,0.0,0.0
"=""Coscinodiscus""",0.0,0.0,0.0,0.0,0.0,0.0001476602273967502,0.0009075367763449484,0.00017787426569854418
"=""Coxiella""",0.0008447090967869769,0.0008919994510772609,0.00041535758027584,0.0,0.0004204563057381221,0.00021828033615171769,0.0002743715835461472,0.0007160579414018317
"=""Crenobacter""",0.0,0.0,0.00028755524788327385,0.0,0.0,0.0,0.0,0.0
"=""Crenothrix""",0.0006987099936386105,0.0007841753416063832,0.00020235369295489643,6.273197762559465e-05,0.0,0.0,0.0,0.0
"=""Criblamydiaceae""",0.0,0.0,0.0,0.0,0.0,0.00018618028671764155,0.0,0.0
"=""Croceicoccus""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.736527164592987e-05
"=""Crocinitomix""",0.0,0.0,0.0003621066084456041,0.0,0.0019178708682791536,0.0008025012358519032,0.0021316561490892973,0.0009121757215309957
"=""Cryomorpha""",0.0,0.0,0.0,0.0,0.0,0.0,0.0004326628817458475,0.0
"=""Cryothecomonas""",0.0023047001282706404,0.0003136701366425533,0.0,0.0,6.638783774812455e-05,0.0,0.00011608028534644688,0.0
"=""Cryptocaryon""",0.0017207037156771752,0.0032837342429767294,0.004483731828105863,0.010350776308223116,0.0,0.000199020306491272,0.0002005023110529537,0.0
"=""Cryptomonas""",0.020054019668164894,0.018398713952439767,0.02628467969540444,0.0010978096084479064,0.0,0.0,0.0,0.0
"=""Cryptosporangium""",0.0,0.0,0.0,0.0004914004914004914,0.0,0.0,0.0,0.0
"=""Cutibacterium""",0.0011992783472901524,0.0007253621909859044,0.0,5.227664802132887e-05,0.0,0.0,0.0007703509845718748,2.2804393038274894e-05
"=""Cyanobium_PCC-6307""",0.002700983408244778,0.0027348115038522613,0.0038447201661430323,0.002958858278007214,0.00661665449556308,0.003948306080391364,0.006321099174774698,0.002777575072061882
"=""Cyclobacterium""",0.0,0.0,0.0,0.0,0.00022866921891020675,0.0001219801878494893,0.00044321563495916083,0.0
"=""Cyclopoida""",0.0,0.0,0.0,0.0,0.0006196198189824957,0.0063237097385129976,0.011745214326417763,0.00011858284379902944
"=""Cyclotella""",0.0,0.0,0.0,0.0,0.01270958271555762,0.01925360965055886,0.011618581287858002,0.013276717626883643
"=""Cytophaga""",0.0,0.0,0.00046860855210607594,0.0,0.0,0.0,0.0,0.0
"=""D2P04A09""",0.0,0.0,0.0,0.0,0.0024415971438476913,0.0011877018290608167,0.0018783900719697769,0.0011493414091290545
"=""DBS1""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0169664684204765e-05
"=""DEV007""",0.0005839964125934655,0.0,0.0,0.0,0.004234068763047054,0.002279103509819405,0.006679892784027352,0.0017422556281242018
"=""DEV008""",0.00014599910314836638,0.0008233841086867024,0.0002769050535172267,0.0,0.0,0.00010272015818904362,0.0,0.0
"=""DEV114""",0.0,0.0002548569860220745,0.0,0.0,0.0,0.0,0.0,0.0
"=""Dadabacteriales""",0.0,0.0,0.0,0.0,6.638783774812455e-05,0.0,0.0005909541799455478,0.0
"=""Deferrisoma""",0.0,0.0,0.0,0.0,0.00016228138116208222,0.0,0.0,0.0001322654796219944
"=""Defluviicoccus""",0.0,0.0,0.0,0.0,0.0,0.0003210004943407613,0.0,0.00011402196519137447
"=""Defluviitaleaceae_UCG-011""",0.0,0.0,0.0,0.0,0.00014015210191270738,0.00016050024717038065,0.0001582912981997003,0.0
"=""Dendrochytridium""",8.342805894192364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Desulfatiferula""",0.0,0.0,0.0,0.0,5.901141133166626e-05,0.0,0.0,4.560878607654979e-05
"=""Desulfatiglans""",0.0,0.0003038679448724735,0.002406943926726663,0.0,0.0012613689172143664,0.0007575611666441966,0.00021105506426626706,0.00018699602291385412
"=""Desulfatitalea""",0.0,0.0,0.0,0.0,0.0,0.0,0.000896984023131635,5.929142189951472e-05
"=""Desulfobacca""",0.0006152819346966869,0.0,0.0,0.0,0.0,0.0,0.0003904518688925941,0.0
"=""Desulfobacter""",0.0,0.0,0.0,0.0,4.42585584987497e-05,0.0,0.0002532660771195205,0.0
"=""Desulfoluna""",0.0,0.0,0.0,0.0,6.638783774812455e-05,0.0,0.0,0.0
"=""Desulfomonile""",0.0008655661115224578,0.00042149424611343097,0.0,0.0,5.163498491520798e-05,0.0,6.331651927988012e-05,0.0
"=""Desulfosarcina""",0.0,0.0,0.0,0.0,0.000966311860556035,0.0011299217400794798,0.0011291445938245287,0.00044696610355018793
"=""Desulfovibrio""",0.0,0.0,0.0,0.0,7.376426416458282e-05,0.00021828033615171769,8.442202570650683e-05,0.0
"=""Desulfovirga""",0.0,0.0,0.00012780233239256616,0.0,0.0,0.0,0.0,0.0
"=""Developayella""",0.0,0.0,0.0,0.0,0.0,0.0006355809787947073,0.0009075367763449484,0.0
"=""Diaphanoeca""",0.0,0.0,0.0,0.0,0.002013764411693111,0.0005906409095870008,0.0,0.0
"=""Didymoeca""",0.0,0.0,0.0,0.0,0.0005311027019849964,0.0005328608206056637,0.0009497477891982018,0.0
"=""Dinghuibacter""",0.0005422823831225037,0.0015977572585230057,0.0009052665211140103,5.227664802132887e-05,0.0,0.0,0.0,0.0
"=""Diplonemea""",0.0,0.0,0.0,0.0,0.0,1.2840019773630452e-05,0.0,0.0
"=""Diplosphaera""",0.0,0.0,0.0,0.0,0.0,0.0,2.1105506426626707e-05,0.0
"=""Dokdonia""",0.0,0.0,0.0,0.0,0.0,0.00021828033615171769,0.000179396804626327,0.00010033932936840953
"=""Draconibacterium""",0.0,0.0,0.0,0.0,0.0005089734227356215,5.136007909452181e-05,0.0003904518688925941,0.0001915569015215091
"=""Duboscquella""",0.0,0.0,0.0,0.0,0.0,0.0009437414533618382,0.00342964479432684,0.0
"=""Dyadobacter""",0.0,0.0003626810954929522,0.0,0.0,0.0,0.0,0.0,0.0
"=""EC3""",0.0,0.0,0.0,0.0,0.0,0.0,7.386927249319348e-05,3.648702886123983e-05
"=""EF100-94H03""",0.000114713581045145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""EPR3968-O8a-Bc78""",1.0428507367740455e-05,0.00021564821894175538,0.0,0.0008155157091327305,0.001150722520967492,0.000199020306491272,0.0008442202570650683,0.0005792315831721822
"=""EV818SWSAP88""",0.0,0.0,0.0,0.0,0.0002581749245760399,6.420009886815226e-05,0.000896984023131635,0.00012314372240668442
"=""Ebria""",0.0062049618838055706,0.0009410104099276598,0.002705149368975984,0.015411155836687751,0.0,0.0,0.0,0.0
"=""Echinicola""",0.0,0.0,0.0,0.0,0.0002507984981595816,0.0,0.0,0.0
"=""Edaphobaculum""",0.00016685611788384727,0.0010880432864788566,4.260077746418872e-05,0.0,0.00014015210191270738,0.0,0.0,0.0
"=""Eel-36e1D6""",0.0,0.0,0.0,0.0,0.0,0.0001476602273967502,0.0,5.0169664684204765e-05
"=""Eionea""",0.0,0.0,0.0,0.0,0.0003835741736558307,0.0,0.0002954770899727739,0.0
"=""Ekhidna""",0.0,0.0,0.0,0.0,0.001541673121039781,0.0007575611666441966,0.001403516177370676,0.0005746707045645273
"=""Ellin516""",5.214253683870228e-05,0.0,0.0006709622450609724,0.0,0.0,0.0,0.0,0.0
"=""Ellin6067""",0.0,0.0,0.0007348634112572555,0.0010978096084479064,0.0,0.0,0.0,0.0
"=""Emiliania""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032473455686503447
"=""Emticicia""",7.299955157418319e-05,0.00034307671195279267,0.0,0.0,0.0,0.0,0.0,0.0
"=""Endothiovibrio""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.577845076075455e-05
"=""Endozoicomonas""",0.0,0.0,0.0,0.0,0.0005089734227356215,0.0008474413050596098,0.0008336675038517549,0.0004424052249425329
"=""Enhydrobacter""",0.0,0.0,0.0006070610788646893,2.091065920853155e-05,0.0,0.0,0.000179396804626327,0.0
"=""Enterovibrio""",0.0,0.0,0.0,0.0,0.0,0.0,9.497477891982018e-05,8.665669354544459e-05
"=""Entotheonellaceae""",0.00010428507367740456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Epulopiscium""",0.0,0.0,0.0,0.0,0.0,0.00010914016807585884,0.00023216057069289377,0.0
"=""Ercella""",0.0,0.00042149424611343097,0.0,0.0,0.0,0.0,0.0,0.0
"=""Erythrobacter""",0.0,0.0,0.0,0.0,4.42585584987497e-05,0.0,0.0003376881028260273,0.0002645309592439888
"=""Escherichia-Shigella""",0.0,0.00033327452018271287,0.0,0.0,0.0,0.0,0.0,0.0
"=""Eugregarinorida""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682635822964935e-05
"=""Eunicida""",0.0,0.0,0.0,0.0,0.0006417490982318706,0.00031458048445394605,0.0001582912981997003,0.0
"=""Eunotogramma""",0.0,0.0,0.0,0.0,0.0034374147100695598,0.002895424458953667,0.0050864270488170365,0.002773014193454227
"=""Euplotes""",0.0,0.0,0.0,0.0,0.00036144489440645584,3.210004943407613e-05,0.0,0.0016692815704017223
"=""Eutintinnus""",0.0,0.0,0.0,0.0,0.0001253992490797908,0.0,0.0004959794010257276,0.0
"=""Exiguobacterium""",0.0,0.0,0.0,0.0,2.950570566583313e-05,0.0,0.0,0.0
"=""FCPU426""",0.0,0.0,0.00029820544224932105,0.0,0.0,0.0,0.0,0.0
"=""FV23-1A4""",0.00040671178734187776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""FW22""",0.0,0.0006469446568252662,0.0,0.0,0.0,0.0,0.0,0.0
"=""Fabibacter""",0.0,0.0,0.0,0.0,0.0,0.00016692025705719588,0.0004748738945991009,0.0001687525084832342
"=""Falcula""",0.0,0.0,0.0,0.0,0.0,9.630014830222839e-05,0.0,0.0
"=""Ferrimonas""",0.0,0.0,0.0,0.0,0.0005606084076508295,0.0005842208997001855,0.0,0.0008756886926697559
"=""Ferritrophicum""",0.0,0.0,0.0007029128281591139,0.0,0.0,0.0,0.0,0.0
"=""Ferruginibacter""",0.0,0.0,0.0003408062197135098,0.0,0.0,0.0,0.0,0.0
"=""Filomicrobium""",0.0,0.0,0.0,0.0005959537874431492,0.0006638783774812454,0.0012198018784948929,0.0016462295012768832,0.000656766519502317
"=""Fimbriiglobus""",0.00013557059578062593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Fimbriimonadaceae""",0.00017728462525158775,0.0002842635613323139,0.0,0.0015787547702441319,0.0,0.0,0.0,3.192615025358485e-05
"=""Finegoldia""",0.0,0.0,0.0,0.0,0.0,0.0,0.000179396804626327,0.0
"=""Flammeovirga""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001277046010143394
"=""Flavobacteriales""",0.0,0.0,0.0,0.0,0.0002507984981595816,0.0,0.0,0.0
"=""Flavobacterium""",0.00019814163998706864,0.0,0.00013845252675861335,0.00019865126248104972,0.0001770342339949988,0.0,0.0,0.00010490020797606451
"=""Flexithrix""",0.0,0.0,0.0,0.0,0.000442585584987497,0.00018618028671764155,0.0,0.00022804393038274894
"=""Fluviicola""",0.0018041317746190987,0.0028622399968632984,0.004164225997124448,0.001526478122222803,0.0010253232718877012,0.0005200208008320333,0.001582912981997003,0.00024628744481336885
"=""Formivibrio""",0.0,0.0,0.0,0.0005750431282346176,0.0,0.0,0.0,0.0
"=""Formosa""",0.0,0.0,0.0,0.0,0.0004573384378204135,0.0001733402669440111,0.0007070344652919947,5.473054329185974e-05
"=""Francisella""",0.0,0.0,0.0,0.0,0.00019178708682791534,0.0,2.1105506426626707e-05,9.121757215309957e-05
"=""Frankiales""",0.0,0.0,0.0,0.0007214177426943385,0.0,0.0,0.0,0.0
"=""FukuN57""",0.0007299955157418318,0.0,0.0005964108844986421,0.0,0.0,0.0,0.0,0.0
"=""Fulvibacter""",0.0,0.0,0.0,0.0,0.00019916351324437363,0.0,0.0,0.0
"=""Fulvivirga""",0.0,0.0,0.0,0.0,8.114069058104111e-05,0.00028890044490668514,0.0004115573753192208,0.0002508483234210238
"=""Fusibacter""",0.0,0.0,0.0,0.0,0.0007745247737281197,0.0004750807316243267,0.0007492454781452481,6.38523005071697e-05
"=""GIF3""",4.171402947096182e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""GKS98_freshwater_group""",0.0,0.0,0.0009691676873102934,0.0,0.0,0.0,0.0,0.0
"=""GOUTA6""",0.0,0.0,0.0,7.318730722986042e-05,0.0,0.0,0.0,0.0
"=""GW2011_GWC1_47_15""",0.0,0.0,0.0,8.36426368341262e-05,0.0,0.0,0.0,0.0
"=""GWA2-38-13b""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.841317911482468e-05
"=""GWE2-31-10""",0.0,0.0,0.0,0.0,0.0,0.0,0.0004748738945991009,0.0
"=""Ga0077536""",0.00091770864836116,0.0,0.0013419244901219447,0.0016101207590569293,0.0007597719208952031,0.0,0.0003165825963994006,0.00011402196519137447
"=""Gaiella""",0.00014599910314836638,0.0,0.0004366579690079344,0.00021956192168958127,0.0,0.0,0.0,0.0
"=""Gallaecimonas""",0.0,0.0,0.0,0.0,0.0001327756754962491,0.0,0.0,0.00017331338709088918
"=""Gayadomonas""",0.0,0.0,0.0,0.0,0.0005606084076508295,0.0,0.0004959794010257276,0.0002326048089904039
"=""Geminigera""",0.01761374894411363,0.03320982571703033,0.012812183822354759,0.013581473155941241,0.0,0.0,0.0,0.0
"=""Geminobacterium""",0.0,0.0,0.0,0.0,0.0002507984981595816,0.0,0.00024271332390620712,0.0
"=""Gemmata""",0.0,0.000186241643631516,0.0,0.0,0.0,0.0,0.0,0.0
"=""Geobacter""",0.0,0.0,6.390116619628308e-05,0.0,0.0,0.0,0.0,0.0
"=""Geothermobacter""",0.0,0.0,0.0,0.0,0.00015490495474562393,0.00013482020762311975,0.0,0.0
"=""Geothrix""",0.0,0.0,0.00014910272112466052,0.0,0.0,0.0,0.0,0.0
"=""Gilvibacter""",0.0,0.0,0.0,0.0,0.00024342207174312333,6.420009886815226e-06,0.0,2.736527164592987e-05
"=""Gilvimarinus""",0.0,0.0,0.0,0.0,0.00032456276232416443,0.00020544031637808723,0.0,0.0002782135950669537
"=""Glaciecola""",0.0,0.0,0.0,0.0,0.0004573384378204135,0.0,0.0002954770899727739,0.0
"=""Goniomonas""",0.0,0.0,0.0,0.0,0.0006933840831470785,0.0009630014830222839,0.0,0.0
"=""Gonyaulax""",0.0,0.0,0.0,0.0,3.688213208229141e-05,0.0012454819180421537,0.0,0.0
"=""Gracilibacteria""",0.00029199820629673275,0.0,0.0,0.0,0.000626996245398954,0.00015408023728356542,0.0003482408560393407,8.665669354544459e-05
"=""Gramella""",0.0,0.0,0.0,0.0,0.00014752852832916564,7.704011864178271e-05,3.165825963994006e-05,0.00020523953734447403
"=""Granulosicoccus""",0.0,0.0,0.0,0.0,0.0005532319812343712,0.0007575611666441966,0.00030602984318608723,0.00023716568759805888
"=""Grimontia""",0.0,0.0,0.0,0.0,0.0,0.00034026052400120695,0.0,0.0
"=""Guinardia""",0.0,0.0,0.0,0.0,0.006247833174740165,0.01066363642200009,0.00701758088685338,0.0029372058233298063
"=""H15-6""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682635822964935e-05
"=""HIMB11""",0.0,0.0,0.0,0.0,0.04228905264555533,0.023458716126422835,0.0415672949072413,0.01765516109023242
"=""HOC36""",0.0,0.0,0.0,0.0,0.0005532319812343712,0.0009886815225695449,0.0015090437095038095,0.0009121757215309957
"=""Haematospirillum""",0.0,0.0,0.0,0.0,0.0002581749245760399,0.0,0.0,0.0
"=""Hahella""",0.0,0.0,0.0,0.0,0.00039832702648874725,0.0,0.0,0.0
"=""Halarcobacter""",0.0,0.0,0.0,0.0,0.0002212927924937485,0.0,0.0004115573753192208,0.00010946108658371948
"=""Haliangium""",0.0,0.00022545041071183518,0.00019170349858884923,0.0,0.0002950570566583313,0.0003531005437748374,0.0002532660771195205,0.0003192615025358485
"=""Halobacillus""",0.0,0.0,0.0,0.0,0.0001327756754962491,9.630014830222839e-05,0.000179396804626327,0.0
"=""Halobacteriovorax""",0.0,0.0,0.0,0.0,0.0,1.2840019773630452e-05,0.0,0.00014138723683730433
"=""Halodesulfovibrio""",0.0,0.0,0.0,0.0,4.42585584987497e-05,0.00021828033615171769,0.0,0.00020523953734447403
"=""Haloferula""",0.0,0.0,0.0,0.0,0.0,0.0,0.0003165825963994006,0.0
"=""Halogranum""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001277046010143394
"=""Halomonas""",0.0,0.0,0.0,0.0,0.0,0.00018618028671764155,0.000358793609252654,4.104790746889481e-05
"=""Haloplasma""",0.0,0.0,0.0,0.0,0.00041307987932166383,5.7780088981337034e-05,0.0003165825963994006,0.00012314372240668442
"=""Hannaella""",0.00017728462525158775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Haplosporidium""",0.0,0.0,0.003674317056286277,0.0,0.0,0.0,0.0,0.0
"=""Haplozoon""",0.0,0.0,0.0,0.0,0.0001253992490797908,0.0,0.0003482408560393407,0.0
"=""Hartaetosiga""",0.00042756880207735866,0.0,0.0038127695830448907,0.0,0.0006417490982318706,0.0013803021256652735,0.0002849243367594605,0.0
"=""Heimdallarchaeia""",0.0,0.0,0.0,0.0,0.0,0.0,0.00021105506426626706,0.0
"=""Hemiselmis""",0.0,0.0003136701366425533,0.0014377762394163693,0.0,0.0008704183171420773,0.0007639811765310119,0.0,0.0
"=""Henriciella""",0.0,0.0,0.0,0.0,0.00010326996983041596,0.0,0.00010552753213313353,0.0
"=""Heterobranchia""",0.0,0.0,0.0,0.0,0.0,0.0008667013347200555,0.005371351385576497,0.0
"=""Heterosigma""",0.0,0.0,0.0,0.0,0.0,0.0,0.0007492454781452481,0.0
"=""Hoeflea""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020980041595212903
"=""Holosporaceae""",0.0,0.0,0.0,0.0,0.0003688213208229141,0.0,0.0004326628817458475,0.0001277046010143394
"=""Hoppeia""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.648702886123983e-05
"=""Hyalophysa""",0.0,0.0,0.0,0.0,0.0,0.0011299217400794798,0.0003693463624659674,0.0
"=""Hydrogenedensaceae""",0.0,0.0,0.0,0.000324115217732239,0.0007671483473116614,0.00013482020762311975,0.0002849243367594605,0.00015506987266026927
"=""Hyphochytriales""",0.0003232837283999541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Hyphomicrobium""",0.00019814163998706864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Hyphomonas""",0.0,0.0,0.0,0.0,0.00010326996983041596,0.0003787805833220983,0.0,0.0001961177801291641
"=""Hypnocyclicus""",0.0,0.0,0.0,0.0,0.0,3.8520059320891356e-05,0.0,0.0
"=""IMCC26207""",0.0,0.000372483287263032,0.0,0.0,0.0004720912906533301,0.0002696404152462395,0.0002638188303328338,0.0
"=""IMCC26256""",0.0012618493914965951,0.00140171342312141,0.0013951754619521805,0.0032306968477181243,0.0,0.0,7.386927249319348e-05,0.0
"=""IN2411""",0.0,0.0,0.0035145641407955696,0.0,0.0,0.00015408023728356542,0.0006331651927988012,0.0
"=""IS-44""",0.0,0.0,0.00014910272112466052,0.0,0.0,0.0,0.0003904518688925941,0.00017331338709088918
"=""Iamia""",0.0,0.0,0.0003408062197135098,0.0,0.0,0.0,0.0,0.0
"=""Ignavibacterium""",0.0,0.0,0.0011076202140689068,5.227664802132887e-05,0.0,0.0,0.0,0.0
"=""IheB3-7""",0.0,0.0,0.0,0.0,0.0005384791284014546,0.0006612610183419683,0.00044321563495916083,0.00014594811544495933
"=""Ilumatobacter""",0.0,0.0,0.0009052665211140103,0.0,0.0020506465437754025,0.000937321443475023,0.0035773833393132268,0.0013363374320429088
"=""Incertae_Sedis""",0.0,0.0,0.0,0.0,0.0001696578075785405,0.0,0.0,0.0005792315831721822
"=""Inhella""",0.0,0.0,0.0,0.0011814522452820325,0.0,0.0,0.0,0.0
"=""Izemoplasmatales""",0.0,0.0,0.0,0.0,0.0004204563057381221,0.0007704011864178271,0.0011819083598910956,0.0001687525084832342
"=""Izimaplasma""",0.0,0.0,0.0,0.0,0.00040570345290520557,0.0,0.0002954770899727739,0.0
"=""JG30-KF-CM45""",0.0,0.0,0.0006816124394270196,0.0,0.0,0.000539280830492479,0.0,3.648702886123983e-05
"=""JG30-KF-CM66""",0.0007821380525805341,0.0,0.0007135630225251611,0.0,0.0,0.0,0.0,0.0
"=""JG36-GS-52""",0.0,0.0,0.00047925874647212314,0.00021956192168958127,0.0,0.0,0.0,0.0
"=""JGI_0000069-P22""",0.0,0.0,0.0,0.0,0.0,7.704011864178271e-05,4.2211012853253414e-05,8.209581493778962e-05
"=""Jakobida""",0.0,0.0018428120527750004,0.0,0.0,0.0,0.0,0.0,0.0
"=""Jatrophihabitans""",3.1285522103221364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""KD3-10""",0.0,0.0,0.00046860855210607594,0.0,0.0,0.0,0.0,0.0
"=""KD3-93""",0.00022942716209029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""KD4-96""",0.0013557059578062592,0.0003038679448724735,0.0028010011182704082,0.0013382821893460192,0.0003319391887406227,0.0009822615126827295,0.0017412042801967034,0.0008209581493778961
"=""KF-JG30-B3""",0.0010949932736127477,0.0003920876708031916,0.0017359816816656904,5.227664802132887e-05,0.0006343726718154123,0.00034026052400120695,3.165825963994006e-05,5.929142189951472e-05
"=""KF-JG30-C25""",7.299955157418319e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""KI89A_clade""",0.00020857014735480912,0.0002940657531023937,5.32509718302359e-05,0.0001672852736682524,0.002744030626922481,0.0016178424914774369,0.0043688398303117285,0.0011082935016601598
"=""Kapabacteriales""",0.0,0.0,0.0,5.227664802132887e-05,0.0,0.0,0.00014773854498638695,8.665669354544459e-05
"=""Katablepharis""",0.008280234849985921,0.03031817914485679,0.006485968368922733,0.03192012128182341,0.0,0.0,0.0,0.0
"=""Kiloniella""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003238223811435035
"=""Kistimonas""",0.0,0.0,0.0,0.0,0.0,0.0003787805833220983,0.0,0.0
"=""Kordia""",0.0,0.0,0.0,0.0,0.0,0.0,0.0001371857917730736,0.0
"=""Kordiimonas""",0.0,0.0,0.0,0.0,0.00024342207174312333,0.0,0.0,0.0
"=""LCP-89""",0.0,0.0,0.0,0.0,0.00020653993966083191,5.7780088981337034e-05,7.386927249319348e-05,0.0
"=""LD1-PA32""",0.0,0.0,0.0,0.0,0.0,0.0,2.1105506426626707e-05,0.0
"=""LKM11""",0.0023985566945803048,0.001636966025603325,0.0,0.0,0.0,0.0,0.0,0.0
"=""LKM15""",0.0,0.0,0.0,0.013320089915834596,0.0,0.0,0.0,0.0
"=""LWQ8""",0.0,0.0,0.00014910272112466052,0.0,0.0,0.0,0.00011608028534644688,3.648702886123983e-05
"=""Labilibacter""",0.0,0.0,0.0,0.0,0.0001770342339949988,0.0,0.0,0.0
"=""Labrenzia""",0.0,0.0,0.0,0.0,0.00024342207174312333,0.00010914016807585884,0.0,0.0
"=""Labyrinthula""",0.0,0.0,0.0,0.0,0.006255209601156624,0.0017783427386478174,0.00010552753213313353,0.00010946108658371948
"=""Labyrinthuloides""",0.0,0.0,0.0002556046647851323,0.0,0.0005237262755685381,0.00020544031637808723,0.0007809037377851882,0.0028961579158609113
"=""Labyrinthulomycetes""",0.0,0.0,0.0,0.0,0.00036144489440645584,0.0,0.0,0.0
"=""Lacihabitans""",0.00010428507367740456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"=""Lacunisphaera""",0.0,0.0,0.000532509718302359,0.0,0.0,0.0,0.0,0.0
"=""Lagenoeca""",0.0,0.0,0.0,0.0,0.0,0.0,0.0009391950359848884,0.0
"=""Lankesteria""",0.0,0.0,0.0,0.0,0.0,0.0,0.001435174437010616,0.0
"=""Latescibacteraceae""",0.0,0.0,6.390116619628308e-05,0.0005018558210047572,0.0008409126114762442,0.00034026052400120695,0.0005170849074523544,7.753493633013464e-05
