SampleID,OL-PAMA-1a,OL-PAMA-1b,OL-PAMA-2a,OL-PAMA-2b,OL-PAMA-3a,OL-PAMA-3b,OL-PAMA-4a,OL-PAMA-4b
OL-PAMA-1a,0.0,0.23667863263111535,0.4485536251427761,0.5079936188089352,0.6338412106423812,0.8228957734041767,0.830330682809512,0.5587038250511253
OL-PAMA-1b,0.23667863263111535,0.0,0.41615547064749076,0.46219089797219365,0.6406870448856232,0.8253475705206444,0.8372525107272272,0.5724949237847594
OL-PAMA-2a,0.4485536251427761,0.41615547064749076,0.0,0.27035662820837053,0.6799233474479341,0.6840574094083655,0.6903502136066846,0.6790582260682725
OL-PAMA-2b,0.5079936188089352,0.46219089797219365,0.27035662820837053,0.0,0.6726314984159698,0.7148156395926024,0.7223585148232655,0.6634697039963133
OL-PAMA-3a,0.6338412106423812,0.6406870448856232,0.6799233474479341,0.6726314984159698,0.0,0.4847103820445087,0.39963890269950814,0.2519929090577302
OL-PAMA-3b,0.8228957734041767,0.8253475705206444,0.6840574094083655,0.7148156395926024,0.4847103820445087,0.0,0.287318936695641,0.5219146438399512
OL-PAMA-4a,0.830330682809512,0.8372525107272272,0.6903502136066846,0.7223585148232655,0.39963890269950814,0.287318936695641,0.0,0.5017808608506443
OL-PAMA-4b,0.5587038250511253,0.5724949237847594,0.6790582260682725,0.6634697039963133,0.2519929090577302,0.5219146438399512,0.5017808608506443,0.0
