Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,SampleID,Count
a77eb19a1058b89a46cfb6262f01e628,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,Unassigned,OL-PAMA-1b,35.0
6f74a7466e24f74a622a827819f6009f,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,Unassigned,OL-PAMA-1b,35.0
975fa5401bdf3ab5152d4e550d8cd9ad,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,Unassigned,OL-PAMA-1b,34.0
486afd46329c58b233264019b1f85c95,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,Unassigned,OL-PAMA-1b,34.0
c584f9149ff7d3a1e1c2a6e2197663e4,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2,Unassigned,OL-PAMA-1b,34.0
be2e78d90f780a01dcc6f7c3d8b81288,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,Unassigned,OL-PAMA-1b,34.0
63928f312695ccdfae1d18dd67667500,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,Unassigned,OL-PAMA-1b,34.0
04f96ce03218e411553a2640bcb31a1b,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,Unassigned,OL-PAMA-1b,34.0
997881bba2ac8c1597354a05a305e835,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,34.0
b4271ca28311473d6e4b0a9f76edc11a,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,Unassigned,OL-PAMA-1b,34.0
b4706c15d45fb251aa18a0c1885f6c1a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Unassigned,OL-PAMA-1b,34.0
34642baf8454980db8a1689eb1292e1c,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,34.0
611d237a50d8c53981fd1ac163c62885,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,34.0
a7c437377bf0d3234688221c1afe4ee1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,34.0
fc793313b5fed527198d00b442e80ef1,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,Unassigned,OL-PAMA-1b,34.0
c173cc61dc3b395a258ce6e28b615285,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unassigned,OL-PAMA-1b,34.0
0ca96b10a457aa9b4de0ae181b2c178c,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,Unassigned,OL-PAMA-1b,34.0
8a82dc26bf25657282f0faa6b73a74fa,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Unassigned,OL-PAMA-1b,34.0
ef84f07e0c6fd2eafa2d317e20efd3ba,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,34.0
8d1c469888339fce94ed9bda40bf2418,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,Unassigned,OL-PAMA-1b,33.0
153e3f9560b4980cb4fbbae62b9c5a4b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella,Unassigned,OL-PAMA-1b,33.0
4c2aa01ee8be2ee40ec1a4e6572e0a8d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Unassigned,OL-PAMA-1b,33.0
de59515b52d4048df5f58ab527403385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,33.0
cbbf3bf4e6046ac7b6c1979624f18eb6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unassigned,Unassigned,OL-PAMA-1b,33.0
5302d8909caf8e9bd9f135e884e966d8,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,Unassigned,OL-PAMA-1b,33.0
db1760b74270ddda75e4ff9be3bf0a3f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,Unassigned,OL-PAMA-1b,33.0
533f6b9c753475286ceb7a8a6f8a34a8,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,Unassigned,OL-PAMA-1b,33.0
03c58c8822d03ffdb6f507c33f20d981,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,Unassigned,OL-PAMA-1b,33.0
80fed27c2c1f9e2b367f935e4a149ae4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Flaviluna,Unassigned,OL-PAMA-1b,33.0
82b477c8c7f416bf90a20781a18d33ee,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,uncultured,Unassigned,OL-PAMA-1b,33.0
dafff23ddcf1ba90074fcac49a094414,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,Unassigned,OL-PAMA-1b,33.0
504f92272e7ef253d2caf9fc95c19c4c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,B1-7BS,Unassigned,OL-PAMA-1b,33.0
5720e0fb7f7794e463c4a8d6c135da89,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Unassigned,OL-PAMA-1b,32.0
8074b96b4b392c06d6dfa93f848439fc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Unassigned,OL-PAMA-1b,32.0
5d97384cc5c24b4a866a4b42f64050cd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,32.0
be87d5f97587e8f5f0c2688d1c14459f,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,Unassigned,OL-PAMA-1b,32.0
637cbaad7742f2166062f0448d0b8fe4,Eukaryota,Cercozoa,Novel_Clade_2,Novel_Clade_2,Novel_Clade_2,Novel_Clade_2,Unassigned,OL-PAMA-1b,32.0
bb1aa9da0a7bea4b068a698df40cc5c1,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,32.0
ee165fd9215b9829933c6a9b1d57fd55,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,32.0
a86b8f88885a6b1aef2665225b6fae68,Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15,Unassigned,OL-PAMA-1b,32.0
9e5f96b5789e188086db0209e3281ffd,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,Unassigned,OL-PAMA-1b,32.0
07dd790cc98ffd7f0b0e7f377dcdfbdf,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella,Unassigned,OL-PAMA-1b,32.0
a98e686625914c0bf6126f3268469ee4,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,32.0
7a25cdb172db104ae77b9d690a9a9d94,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,32.0
95840ce642dfafa160aeb2ea80d11e9e,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Unassigned,Unassigned,OL-PAMA-1b,32.0
fc78b9ef1456d88243b1236e69a4a655,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,31.0
23b9a29b9485958eb9c7b866386eedb5,Bacteria,Chloroflexi,Dehalococcoidia,FW22,FW22,FW22,Unassigned,OL-PAMA-1b,31.0
096ce1c2a373615a5ed75bc4fd8eb555,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,Unassigned,OL-PAMA-1b,31.0
d0f8f5e73ae5f5a9692448601ee20bc8,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,31.0
7efca910aae6cdb747488af60df4440b,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,Unassigned,OL-PAMA-1b,31.0
518ba6c0150a710fe4888a6b2890f622,Bacteria,Dependentiae,Babeliae,Babeliales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,31.0
1ff0e1625cf4b781c9491230063e07f2,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,R7C24,Unassigned,OL-PAMA-1b,31.0
89886d88e7da754c45585809e90876a9,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,Unassigned,OL-PAMA-1b,31.0
2e86c7dd1f6c88edd36301251a4786f8,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,Unassigned,OL-PAMA-1b,31.0
029bd67dd24e01b8d0bffa696578bdac,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,31.0
4de40479ed92b623a53a4c5f95d87455,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Unassigned,OL-PAMA-1b,31.0
89b8501dfc6fe5f5676340d1465786a7,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade,Unassigned,OL-PAMA-1b,31.0
fe8553005f08003081a41ee5afccd001,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,Unassigned,OL-PAMA-1b,31.0
0b533570ed738b1f3245654f7f392740,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Unassigned,Unassigned,OL-PAMA-1b,31.0
cfe78209e6f26958665411fdbc4775e9,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,CCD24,CCD24,Unassigned,OL-PAMA-1b,31.0
841ade52a7de172505ce0ae9b0913863,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus_Methylopumilus,Unassigned,OL-PAMA-1b,31.0
abbe95cafc6ed003e0b6f2eec6dc10cc,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,31.0
68a74b758c3730921199d89734e89e0d,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans,Unassigned,OL-PAMA-1b,31.0
c262eb0f8d6c0eba01c9cb7ef431af9a,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unassigned,OL-PAMA-1b,31.0
9358d62ed2ebd9d1b8b9fff1324c85da,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,31.0
439861425eb642e61e68875431d9e5ac,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,31.0
8a740138066af706f9cefa059e74decd,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,uncultured,Unassigned,OL-PAMA-1b,31.0
d02566eb60797d2b5905099db1927a0d,Eukaryota,SA1-3C06,SA1-3C06,SA1-3C06,SA1-3C06,SA1-3C06,Unassigned,OL-PAMA-1b,31.0
cdbd9841dd9b0d2b05747984050e1554,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Unassigned,OL-PAMA-1b,31.0
e14525c972d6bbc67e04a72110c592b5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,31.0
bcff8cc092f120c7a62066752468ca35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,RS62_marine_group,Unassigned,OL-PAMA-1b,30.0
1ec38425466efc0ac7cb45d2843f742e,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassigned,Unassigned,OL-PAMA-1b,30.0
af9704cce21ec5eb4b5938fe1782c4ab,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,30.0
27ceb4d72020963980dcc91abead2874,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Unassigned,Unassigned,OL-PAMA-1b,30.0
4faaa6278c4770dd30a3debb1652a650,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,Unassigned,OL-PAMA-1b,30.0
a6d9d9283bb23ea561c9e8a036fd1a30,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,30.0
c2d7cba75fc8f81eb7fecb17adb1fcc1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella,Unassigned,OL-PAMA-1b,30.0
f903701346faf42f5526f73b910ba33d,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,C1-B045,Unassigned,OL-PAMA-1b,30.0
a3983c6c89232aa8fdbfb08c3d698235,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured,Unassigned,OL-PAMA-1b,30.0
82ee530839d8a157a4443a459e59184d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unassigned,Unassigned,OL-PAMA-1b,30.0
63dbdff6c14e15e06664084f5b69454d,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,30.0
8b399cddc71bb4199a589942ab6eca0b,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,Unassigned,OL-PAMA-1b,30.0
acc54849a51717cdaa29c59433d0221a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,30.0
446f44bb7e08bbf9d3a65c2979040501,Eukaryota,Cnidaria,Myxozoa,Bivalvulida,Bivalvulida,Bivalvulida,Unassigned,OL-PAMA-1b,30.0
a1ddca7f7a4896681515f7f27a0c0695,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,uncultured,Unassigned,OL-PAMA-1b,30.0
443bd7393764696602e9fed75995c72c,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Unassigned,OL-PAMA-1b,30.0
b9a3cbae6876538a99b10e6cc8bec165,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,Unassigned,OL-PAMA-1b,30.0
69d52fdf92c2e49ed42c95c56f7c4cd9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A_clade,KI89A_clade,Unassigned,OL-PAMA-1b,30.0
b639ec82c248f079640534708503f88b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,30.0
c1199c0de7ef015843668cde08e35998,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,30.0
6f7041148b5ab2bd5c41005238577c08,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,Unassigned,OL-PAMA-1b,29.0
ee9abd0a722791a56be3ac914be7d06d,Eukaryota,Cercozoa,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,29.0
a83f76ac50938a9cfa17d580f7c489b9,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
8644454d228c9b7b204a6628cd8aa948,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
bc78bfd9629107f067782dd8cf9b21ae,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,Unassigned,OL-PAMA-1b,29.0
78cb68b4637b64a9f2f110686bcafd74,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
1b464691c29b961a4b1fcc24dffd6d06,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
d7129f43a45377f023aa1e83a868b57f,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
73334ff42de000e493fb3bea60b73b9f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned,OL-PAMA-1b,29.0
04d0b81153aac3bbc05a5ed3b620891e,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
7e4d78f14b9d52013ee84cf89d35e3c6,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,Unassigned,OL-PAMA-1b,29.0
941e586131ba328f13270151522496e0,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Unassigned,OL-PAMA-1b,29.0
51ebdf8c8ec6acd2aa29cf24bf15ae9e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned,Unassigned,OL-PAMA-1b,29.0
432628f09d2e1f20ca7f7f4b509b3323,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade,Unassigned,OL-PAMA-1b,28.0
dff9af9e4c378a02fed347443cd90de7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1_aquatic_group,MWH-UniP1_aquatic_group,Unassigned,OL-PAMA-1b,28.0
f3b8178e5fb421da1b95dede29d0092e,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,Unassigned,OL-PAMA-1b,28.0
786b83bbcdaa70d6329b4f7a5624db68,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,28.0
caf22392e705873a1bd46e6dfa8ad20f,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,Unassigned,OL-PAMA-1b,28.0
1aeae0c5a2c3ee3a555865c7a2a19669,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Unassigned,OL-PAMA-1b,28.0
efb2685009707b0579ccfbc0fa7ae2b7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,uncultured,Unassigned,OL-PAMA-1b,28.0
7b07479f2ad8a8171e1677575d5692cf,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,Unassigned,OL-PAMA-1b,27.0
e2bb7c51b08bc340139b1dbf3cc0a713,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,Unassigned,OL-PAMA-1b,27.0
001bfe9933674a09b4fed2c4bceb38ad,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,Unassigned,OL-PAMA-1b,27.0
5efa1cfc98df91a88f3e39bfad8d4a0a,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade,Unassigned,OL-PAMA-1b,27.0
3f32f14abf694f5862a2615d505ca819,Eukaryota,Cercozoa,Imbricatea,Imbricatea,Euglyphida,Paulinella,Unassigned,OL-PAMA-1b,27.0
152986e8e6f5e22d21b3fc7b2cad10fe,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,Unassigned,OL-PAMA-1b,27.0
421d0bfb818203fec598650386b60d3c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,OL-PAMA-1b,27.0
36f951221cac62778b97774347671d90,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,Unassigned,OL-PAMA-1b,26.0
f11940a49b1c8d16e0ed9d39a1eec746,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Unassigned,OL-PAMA-1b,26.0
8c7280592134fccf533f28926425d174,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,Unassigned,OL-PAMA-1b,26.0
692743f04a1a7958302298d6b67099be,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Unassigned,Unassigned,OL-PAMA-1b,26.0
1090a197d8f15b10b58724a9461c3386,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,Unassigned,OL-PAMA-1b,26.0
8349488287f6b9a2d7ee20d5a9716525,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,OL-PAMA-1b,26.0
78aa7d7052d96e82ab1459de81816447,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,Unassigned,OL-PAMA-1b,26.0
3b55b58425dd3418f82623ca1978a174,Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15,Unassigned,OL-PAMA-1b,25.0
66c6046b861ea02c9d734dd3c636aeb6,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,R7C24,Unassigned,OL-PAMA-1b,25.0
bd0e4d06ca5fc6e01a3e5aa2c57df4a4,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,Unassigned,OL-PAMA-1b,25.0
f3a6e114e368dfcfc5c8e6254ed783cf,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,Unassigned,OL-PAMA-1b,25.0
5a5db4375441e3f9d1d026d80a89c9a1,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,Unassigned,OL-PAMA-1b,24.0
df309c80096e4edd974f12897723c292,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,24.0
7dd7e2b12a509563cfe70347083a582c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,24.0
0f7edc3e63ec400ae23791e37b98f451,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,24.0
65ed5aa5ca80223e5d35b5017b37999a,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Unassigned,OL-PAMA-1b,24.0
579a72249c245b12e1fac86842c5b87f,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),Unassigned,OL-PAMA-1b,24.0
feaa484d6d34d7d1a9d8a319ac9ad8ae,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unassigned,Unassigned,OL-PAMA-1b,24.0
bd835ce23b588cd1ed58ea3f1fd67fad,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned,OL-PAMA-1b,23.0
7f0e3d8ae3cccc21eea858869e4a91f3,Bacteria,Bacteroidota,Bacteroidia,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,23.0
b188fd093988ee1081ec6b901f4c2fcb,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Unassigned,Unassigned,OL-PAMA-1b,23.0
3729bdaa748cb9a4a540099645c065a0,Bacteria,Bacteroidota,Bacteroidia,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,23.0
9530d20e8f9cc342b62cd444bb2a03d7,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned,OL-PAMA-1b,23.0
17e509d1ee72b7b2ceaae670b3831676,Eukaryota,Mollusca,Bivalvia,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,23.0
f021233f4eb9b38bc36f5b929c6e39ca,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,23.0
6790284b0d538a64663ddc3024160133,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,Unassigned,OL-PAMA-1b,23.0
17ab6a9065f3089578e78e33bd9dc419,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,Unassigned,OL-PAMA-1b,23.0
d5141faeea49db98b7e75f75025769de,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,23.0
5b7e0faa0c0c81e8f3b6d6aa2438bfbc,Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15,Unassigned,OL-PAMA-1b,22.0
c97dc793df5b02d2ed2dddb5957e4a12,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Unassigned,Unassigned,Unassigned,OL-PAMA-1b,22.0
1fa52f54c78f3e3cb3344233ea07926f,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78,Unassigned,OL-PAMA-1b,22.0
c8a670ef808e421f100d6b344e70bdef,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,Unassigned,OL-PAMA-1b,21.0
680000bdafc2a97e071dfdcb4887dfb5,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,uncultured,Unassigned,OL-PAMA-1b,21.0
e1a7d552feff1116ec9b4628d0dd7a9e,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Unassigned,Unassigned,OL-PAMA-1b,21.0
1391c348c9eec58c0326938a4320ec2d,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanoida,Calanoida,Unassigned,OL-PAMA-1b,21.0
9b4a0e6058449e5a84ddd785c0c72ad7,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,Unassigned,OL-PAMA-1b,21.0
3fcde2d6b89e003b6c53ab9e258dbae3,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,Unassigned,OL-PAMA-1b,21.0
