genus,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Canibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cannabis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,1.0000080000640005e-06,1.375157420028686e-06,0.0,6.879200231659802e-07,1.3747624776882351e-06,0.0
Canoparmelia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,0.0
Cantharellus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,0.0,1.0000060000360005e-06,1.0000080000640005e-06,0.0,0.0,0.0,0.0,1.375112208248963e-06
Cantharis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,2e-05,0.0,1e-05,0.0,1.0000080000640006e-05,1.3000130001300012e-05,7.000056000448004e-06,8.000048000288004e-06,4.000032000256002e-06,1.2376416780258173e-05,1.1000134751300074e-05,7.567120254825784e-06,9.623337343817647e-06,4.125336624746889e-06
Canthydrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cantuaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canuella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,2.000016000128001e-06,0.0,1.0000080000640005e-06,3.000018000108001e-06,1.0000080000640005e-06,6.87578710014343e-07,6.875084219562546e-07,6.879200231659802e-07,5.499049910752941e-06,0.0
Capillibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capillimicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,1e-05,1e-05,2e-05,2.000020000200002e-05,1.1000088000704003e-05,8.000080000800008e-06,2.1000168001344013e-05,1.7000102000612004e-05,9.000072000576005e-06,8.938523230186459e-06,1.5125185283037602e-05,1.0318800347489704e-05,1.0998099821505884e-05,1.1000897665991705e-05
Capitella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,0.0,0.0,0.0,0.0,4.127520138995882e-06,3.4369061942205884e-06,0.0
Capitulum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000300003000036e-05,1e-05,2e-05,2e-05,1.000010000100001e-05,2.000016000128001e-06,1.2000120001200012e-05,1.0000080000640006e-05,7.000042000252001e-06,5.000040000320002e-06,8.938523230186459e-06,4.125050531737528e-06,7.567120254825783e-06,6.186431149597058e-06,6.875561041244815e-06
Capnella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capnocytophaga,0.0,0.0,0.0,0.0,0.0,0.0002,0.00030000000000000003,0.00030000000000000003,0.0002,0.0002,0.00011000110001100011,0.00018,8e-05,0.00022,0.00016000160001600016,0.0001730013840110721,0.00014700147001470016,0.0001730013840110721,0.00016000096000576004,0.00016800134401075207,0.0001966475110641021,0.00020969006869665766,0.00017954712604632088,0.00018215602829369117,0.00016845124551049796
Caproicibacter,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,6.87578710014343e-07,1.3750168439125092e-06,0.0,0.0,4.125336624746889e-06
Caproicibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1.0000080000640005e-06,2.000012000072001e-06,0.0,1.375157420028686e-06,2.062525265868764e-06,6.879200231659802e-07,6.873812388441177e-07,1.3751122082489629e-06
Caproiciproducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,3.0000300003000026e-06,2.000016000128001e-06,1.0000060000360005e-06,0.0,5.500629680114744e-06,1.3750168439125092e-06,1.3758400463319607e-06,2.062143716532353e-06,1.375112208248963e-06
Capronia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,1e-05,0.0,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,2.000012000072001e-06,1.0000080000640005e-06,0.0,2.062525265868764e-06,2.751680092663922e-06,6.873812388441177e-07,2.7502244164979258e-06
Capsaspora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,3.000024000192002e-06,3.000030000300003e-06,5.000040000320002e-06,5.00003000018e-06,4.000032000256002e-06,1.375157420028686e-06,4.125050531737528e-06,1.3758400463319607e-06,6.873812388441177e-07,1.375112208248963e-06
Capsella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,1.375157420028686e-06,6.875084219562546e-07,0.0,6.873812388441177e-07,6.875561041244814e-07
Capsicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,1e-05,0.0,0.0,1.0000080000640005e-06,3.000030000300003e-06,2.000016000128001e-06,2.000012000072001e-06,0.0,0.0,1.3750168439125092e-06,0.0,0.0,1.375112208248963e-06
Capsosiphon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,6.87578710014343e-07,1.3750168439125092e-06,0.0,0.0,2.0626683123734445e-06
Capsulimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,5.000050000500004e-06,5.000040000320002e-06,1.0000060000360005e-06,1.0000080000640005e-06,4.125472260086058e-06,4.812558953693784e-06,3.439600115829901e-06,2.062143716532353e-06,4.125336624746889e-06
Caraboacarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caradrina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,3.0000240001920015e-06,5.000030000180002e-06,1.0000080000640005e-06,1.375157420028686e-06,3.437542109781273e-06,3.4396001158299023e-06,2.7495249553764707e-06,0.0
Carausius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbonactinospora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carboxydocella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,3.000030000300003e-06,0.0,3.000018000108001e-06,2.000016000128001e-06,0.0,0.0,0.0,1.3747624776882351e-06,3.437780520622407e-06
Carboxydothermus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.375157420028686e-06,2.062525265868764e-06,6.879200231659802e-07,0.0,0.0
Carboxylicivirga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carchesium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,6.875561041244814e-07
Carcina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000048000384003e-06,1.000010000100001e-06,5.000040000320002e-06,1.1000066000396002e-05,2.000016000128001e-06,6.87578710014343e-07,4.125050531737528e-06,3.439600115829901e-06,1.3747624776882351e-06,6.875561041244814e-07
Carcinoscorpius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carcinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardiobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1.000010000100001e-05,6.000048000384003e-06,7.000070000700007e-06,7.000056000448004e-06,7.000042000252002e-06,5.000040000320003e-06,9.626101940200802e-06,1.1000134751300074e-05,4.127520138995883e-06,7.561193627285294e-06,7.563117145369297e-06
Cardiosporidium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0
Carex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,3.000018000108001e-06,1.0000080000640005e-06,0.0,1.3750168439125092e-06,0.0,6.873812388441177e-07,3.437780520622407e-06
Carideicomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caridina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carinasigma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000012000072001e-06,0.0,0.0,0.0,0.0,0.0,0.0
Carjivirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,0.0,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,0.0,6.873812388441177e-07,0.0
Carnegiea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1.000010000100001e-05,5.000040000320003e-06,6.000060000600005e-06,1.0000080000640005e-06,1.1000066000396003e-05,7.000056000448003e-06,5.500629680114744e-06,1.3750168439125092e-06,2.751680092663921e-06,2.062143716532353e-06,6.875561041244816e-06
Carpasinavirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpatolechia,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,2.000016000128001e-06,2.000020000200002e-06,2.000016000128001e-06,8.000048000288002e-06,3.000024000192002e-06,2.062736130043029e-06,3.437542109781273e-06,3.439600115829901e-06,4.811668671908823e-06,0.0
Carpediemonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpetania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,2.000016000128001e-06,4.000040000400004e-06,4.000032000256002e-06,5.00003000018e-06,4.000032000256002e-06,3.437893550071715e-06,2.7500336878250184e-06,4.127520138995882e-06,1.3747624776882351e-06,2.750224416497926e-06
Carposina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1.000010000100001e-05,5.000040000320002e-06,0.0,2.000016000128001e-06,3.000018000108001e-06,2.000016000128001e-06,4.125472260086058e-06,2.7500336878250184e-06,4.815440162161862e-06,4.124287433064706e-06,2.0626683123734445e-06
Carriola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,1.0000080000640005e-06,1.0000060000360005e-06,0.0,2.750314840057372e-06,0.0,1.3758400463319607e-06,1.3747624776882351e-06,2.750224416497926e-06
Carterocephalus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,0.0,0.0,0.0,2.000016000128001e-06,3.000030000300003e-06,0.0,4.000024000144001e-06,4.000032000256002e-06,2.062736130043029e-06,2.7500336878250184e-06,4.127520138995882e-06,2.062143716532353e-06,1.375112208248963e-06
Carya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,3.000018000108001e-06,0.0,0.0,1.3750168439125092e-06,6.879200231659802e-07,1.3747624776882351e-06,6.875561041244814e-07
Caryophanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casimicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000300003000036e-05,0.0,2e-05,0.0,1.000010000100001e-05,8.000064000512004e-06,1.000010000100001e-05,1.0000080000640006e-05,7.000042000252001e-06,7.000056000448003e-06,4.813050970100402e-06,6.875084219562546e-06,1.1694640393821666e-05,2.062143716532353e-06,1.375112208248963e-05
Cassiopea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Castanea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castellaniella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.000010000100001e-05,3e-05,0.0,0.0,2.000020000200002e-05,1.4000112000896006e-05,1.2000120001200012e-05,1.800014400115201e-05,1.6000096000576005e-05,8.000064000512004e-06,9.626101940200803e-06,1.1687643173256328e-05,1.0318800347489704e-05,1.2372862299194117e-05,7.563117145369296e-06
Catabotrys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Catacombas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cataglyphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,0.0,1.0000060000360005e-06,1.0000080000640005e-06,0.0,0.0,6.879200231659802e-07,1.3747624776882351e-06,1.375112208248963e-06
Catalinimonas,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0002,2.000020000200002e-05,6e-05,1e-05,0.0,0.0,1.1000088000704003e-05,1.4000140001400014e-05,1.6000128001024008e-05,1.4000084000504005e-05,2.200017600140801e-05,1.1001259360229487e-05,1.787521897086262e-05,1.6510080555983528e-05,1.2372862299194117e-05,1.5126234290738591e-05
Catalunyavirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,4.000032000256002e-06,0.0,5.000040000320002e-06,0.0,1.0000080000640006e-05,1.375157420028686e-06,2.7500336878250184e-06,4.127520138995882e-06,4.811668671908823e-06,2.750224416497926e-06
Catellatospora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,8.000080000800008e-06,5.000040000320002e-06,4.000024000144001e-06,7.000056000448003e-06,6.188208390129088e-06,8.93760948543131e-06,6.191280208493823e-06,3.436906194220588e-06,3.437780520622407e-06
Catellicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catelliglobosispora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catenaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catenibacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catenibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000024000192002e-06,0.0,3.000024000192002e-06,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Catenovulum,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0002,0.0001,0.00012000120001200012,0.00014,0.00014000000000000001,0.00018,6.000060000600006e-05,0.00010800086400691205,0.0001070010700107001,0.00014000112000896008,0.00013900083400500405,9.700077600620805e-05,0.00011620080199242397,0.00011687643173256328,0.00011350680382238675,0.00011135576069274705,0.00014094900134551872
Catenulispora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,5.000040000320002e-06,4.000040000400004e-06,3.000024000192002e-06,2.000012000072001e-06,1.2000096000768006e-05,4.125472260086058e-06,6.187575797606292e-06,5.503360185327843e-06,4.811668671908823e-06,6.188004937120334e-06
Catenuloplanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catharanthus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catocala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1.0000080000640005e-06,2.000020000200002e-06,2.000016000128001e-06,8.000048000288002e-06,2.000016000128001e-06,4.125472260086058e-06,1.3750168439125092e-06,2.751680092663922e-06,2.062143716532353e-06,5.500448832995852e-06
Catonella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catostylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Catovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.375112208248963e-06
Caulacanthus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Caulerpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,2.000016000128001e-06,6.87578710014343e-07,6.875084219562546e-07,0.0,0.0,0.0
Caulifigura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,1e-05,0.0,0.0,7.000056000448003e-06,1.5000150001500016e-05,1.0000080000640006e-05,8.000048000288002e-06,2.000016000128001e-05,1.3063995490272516e-05,1.2375151595212584e-05,8.255040277991764e-06,8.93595610497353e-06,6.875561041244815e-06
Caulimovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caulobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0001,0.0002,0.00015000150001500016,0.00012,0.00011,0.0001,7.000070000700009e-05,8.600068800550404e-05,6.800068000680007e-05,9.900079200633605e-05,6.800040800244802e-05,5.6000448003584025e-05,8.182186649170682e-05,7.356340114931925e-05,8.117456273358569e-05,9.829551715470882e-05,7.288094703719504e-05
Caulochytrium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cavenderia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000040000320002e-06,2.000020000200002e-06,3.000024000192002e-06,2.000012000072001e-06,1.0000080000640005e-06,4.813050970100402e-06,4.125050531737528e-06,4.815440162161862e-06,5.499049910752941e-06,4.81289272887137e-06
Cavernulicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,0.0,0.0,0.0,0.0,6.875084219562546e-07,1.3758400463319607e-06,6.873812388441177e-07,0.0
Cavicularia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Caviibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caviibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cbastvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3747624776882351e-06,0.0
Cebadecemvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,1.375157420028686e-06,0.0,0.0,0.0,6.875561041244814e-07
Cecembia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedecea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,2.000020000200002e-05,2.500020000160001e-05,2.100021000210002e-05,2.2000176001408014e-05,2.50001500009e-05,2.0000160001280012e-05,8.250944520172116e-06,1.7187710548906365e-05,2.4765120833975297e-05,2.268358088185588e-05,1.8564014811361e-05
Celastrina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,4.000040000400004e-06,3.000024000192002e-06,2.000012000072001e-06,4.000032000256002e-06,2.062736130043029e-06,1.3750168439125092e-06,1.3758400463319607e-06,3.436906194220588e-06,2.750224416497926e-06
