genus,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Candidatus Rhabdochlamydia,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,3.3077861979315123e-06,,9.004020295062337e-06,2.253587147341925e-06,9.030711191083653e-06,6.743088334457595e-06,2.2517096105219352e-06
Candidatus Riesia,,,,,,,,,,,,,,3.462723778524187e-05,,3.3147596302056184e-06,3.3262705521941765e-06,,,3.327643063694628e-06,2.251005073765584e-06,6.760761442025775e-06,4.515355595541827e-06,4.49539222297173e-06,
Candidatus Roseilinea,,,,,,,,,,,3.414717432132494e-05,,0.00010345184316700575,,3.390290208841879e-05,1.657379815102809e-05,1.3305082208776706e-05,3.3016158107780017e-06,1.6538930989657555e-05,,1.3506030442593507e-05,2.70430457681031e-05,2.709213357325096e-05,1.1238480557429324e-05,2.927222493678516e-05
Candidatus Rubidus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Ruthturnera,,,,,,,,,,,3.414717432132494e-05,6.796248470844094e-05,,0.00013850895114096747,0.00010170870626525637,5.635091371349552e-05,9.978811656582531e-05,7.263554783711603e-05,7.607908255242476e-05,4.658700289172479e-05,0.0001575703551635909,4.732533009418042e-05,6.0957300539814666e-05,0.00011013710946280738,5.854444987357032e-05
Candidatus Sabulitectum,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Saccharicenans,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Saccharimonas,,,,,,,,,,,,,,,,,,,,,,,,2.247696111485865e-06,2.2517096105219352e-06
Candidatus Sacchlamyda,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sarmatiella,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scalindua,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scatocola,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scatomonas,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scatomorpha,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scatosoma,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scatousia,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Schmidhempelia,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Schneideria,,,,,,,,,,,,,,,,3.3147596302056184e-06,,3.3016158107780017e-06,3.3077861979315123e-06,6.655286127389256e-06,4.502010147531168e-06,4.50717429468385e-06,,8.99078444594346e-06,6.755128831565807e-06
Candidatus Scybalocola (ex Gilroy et al. 2021),,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scybalocola (ex Gilroy et al. 2022),,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scybalomonas,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scybalosoma,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scybalousia (ex Gilroy et al. 2021),,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Scybalousia (ex Gilroy et al. 2022),,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sediminicultor,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Shikimatogenerans,,,,,,,,,,,,6.796248470844094e-05,,,3.390290208841879e-05,1.657379815102809e-05,1.3305082208776706e-05,9.904847432334006e-06,1.3231144791726046e-05,1.3310572254778513e-05,2.0259045663890265e-05,1.1267935736709625e-05,9.030711191083657e-06,1.1238480557429324e-05,6.755128831565807e-06
Candidatus Siliceabacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Similichlamydia,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sneabacter,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,3.3077861979315123e-06,,4.502010147531168e-06,4.50717429468385e-06,2.2576777977709133e-06,2.247696111485865e-06,2.2517096105219352e-06
Candidatus Solibacter,,,,,,,,,,,,,,,,,,,3.3077861979315123e-06,,,,,,
Candidatus Solincola,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Spyradenecus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Spyradocola,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Spyradomonas,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Spyradosoma,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Stahlbacteria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Stammera,,,,,,,0.00034048348655090226,,,,,,,,6.780580417683758e-05,,9.97881165658253e-06,6.603231621556003e-06,,6.655286127389256e-06,2.251005073765584e-06,1.1267935736709625e-05,9.030711191083657e-06,1.1238480557429324e-05,2.2517096105219355e-05
Candidatus Steffania,,,,,,,,,,,,,,,,,3.3262705521941765e-06,6.603231621556003e-06,9.923358593794535e-06,3.327643063694628e-06,9.004020295062337e-06,4.50717429468385e-06,9.030711191083657e-06,8.99078444594346e-06,2.2517096105219352e-06
Candidatus Stercoripulliclostridium,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Stoquefichus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sulfidibacterium,,,,,,,,,0.00035001750087504374,,,,,3.462723778524187e-05,3.390290208841879e-05,1.988855778123371e-05,1.663135276097088e-05,4.2921005540114026e-05,2.9770075781383604e-05,1.9965858382167767e-05,1.1255025368827923e-05,2.70430457681031e-05,1.806142238216731e-05,1.573387278040105e-05,2.4768805715741288e-05
Candidatus Sulfobium,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sulfomarinibacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sulfopaludibacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sulfotelmatobacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sulfotelmatomonas,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sumerlaea,,,,,,,,,,,,,,,,3.3147596302056184e-06,3.3262705521941765e-06,,,,,,,,2.2517096105219352e-06
Candidatus Symbiobacter,,,,,,,,,,,,,,3.462723778524187e-05,,1.3259038520822474e-05,1.3305082208776706e-05,1.980969486466801e-05,6.615572395863025e-06,1.663821531847314e-05,1.3506030442593507e-05,1.5775110031393482e-05,1.5803744584396395e-05,6.743088334457595e-06,1.3510257663131614e-05
Candidatus Symbiothrix,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Synchoanobacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Syngnamydia,,,,,,,,,,,,3.398124235422047e-05,,,,,3.3262705521941765e-06,,,,,,,4.49539222297173e-06,
Candidatus Syntrophoarchaeum,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Syntrophocurvum,,,,,,,,,,,,,,,,6.629519260411237e-06,3.3262705521941765e-06,9.904847432334006e-06,2.315450338552058e-05,3.327643063694628e-06,2.251005073765584e-06,4.50717429468385e-06,,2.247696111485865e-06,
Candidatus Syntrophopropionicum,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sysuiplasma,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tachikawaea,,,,,,,,,,,,,,,,,6.652541104388353e-06,6.603231621556003e-06,3.3077861979315123e-06,9.982929191083885e-06,2.251005073765584e-06,6.760761442025775e-06,2.2576777977709133e-06,4.49539222297173e-06,
Candidatus Tariuqbacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tenderia,,,,,,,0.00034048348655090226,0.00033355570380253505,0.00035001750087504374,,0.0002048830459279497,0.00020388745412532283,0.0003793234249456878,3.462723778524187e-05,0.0002712232167073503,8.286899075514048e-05,7.983049325266025e-05,9.904847432334005e-05,0.00011246473072967138,9.650164884714423e-05,0.00010354623339321689,0.00010591859592507049,9.93378231019202e-05,8.316475612497701e-05,0.0001013269324734871
Candidatus Termititenax,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Terraquivivens,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thalassarchaeum,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tharpella,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thermochlorobacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thermokryptus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thioaporhodococcus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thiobius,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thiocaldithrix,,,,,,,,,,,,3.398124235422047e-05,0.00010345184316700575,0.0001038817133557256,3.390290208841879e-05,3.314759630205619e-05,4.656778773071848e-05,0.00013206463243112005,4.630900677104116e-05,5.989757514650331e-05,7.20321623604987e-05,7.21147887149416e-05,3.8380522562105534e-05,2.247696111485865e-05,4.053077298939484e-05
Candidatus Thiodiazotropha,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thiodubiliella,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thioglobus,,,,,,,0.00034048348655090226,,,,0.00017073587160662475,0.00010194372706266142,6.896789544467051e-05,,,5.9665673343701135e-05,6.319914049168937e-05,8.254039526945004e-05,6.946351015656174e-05,8.31910765923657e-05,7.653417250802987e-05,6.760761442025775e-05,7.901872292198198e-05,6.293549112160422e-05,5.629274026304839e-05
Candidatus Thiopontia,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thiosymbion,,,,,,,,,,,,,,,,,,6.603231621556003e-06,,,2.251005073765584e-06,,1.5803744584396395e-05,2.247696111485865e-06,
Candidatus Tisiphia,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tokpelaia,,,,,,,,,,,3.414717432132494e-05,,,,6.780580417683758e-05,2.6518077041644947e-05,6.652541104388353e-06,4.622262135089202e-05,6.615572395863025e-06,3.327643063694629e-05,2.7012060885187013e-05,2.0282284326077327e-05,1.806142238216731e-05,1.798156889188692e-05,1.8013676884175485e-05
Candidatus Uabimicrobium,,,,,,,,,,,,,3.4483947722335256e-05,,,9.944278890616857e-06,9.97881165658253e-06,6.603231621556003e-06,,1.9965858382167767e-05,2.251005073765584e-06,2.253587147341925e-06,4.5153555955418275e-06,6.743088334457595e-06,9.006838442087743e-06
Candidatus Udaeobacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Undinarchaeum,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Vallotia,,,,,,,,,,,,,,,,,6.652541104388353e-06,6.603231621556003e-06,1.6538930989657558e-05,6.655286127389256e-06,9.004020295062337e-06,1.352152288405155e-05,9.030711191083653e-06,1.1238480557429324e-05,4.503419221043871e-06
Candidatus Vecturithrix,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Velamenicoccus,,,,,,,,,,,,,,,,,3.3262705521941765e-06,3.3016158107780017e-06,,,2.251005073765584e-06,4.50717429468385e-06,,,
Candidatus Ventrenecus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Vesicomyosocius,,,,,,,0.00034048348655090226,,,,3.414717432132494e-05,3.398124235422047e-05,0.00010345184316700576,6.925447557048373e-05,6.780580417683758e-05,2.3203317411439327e-05,5.9872869939495175e-05,2.9714542297002016e-05,1.653893098965756e-05,1.6638215318473143e-05,2.476105581142143e-05,4.056456865215465e-05,4.2895878157647363e-05,3.3715441672287975e-05,3.15239345473071e-05
Candidatus Viadribacter,0.0037037037037037034,,,,,,,,,,,,3.4483947722335256e-05,3.462723778524187e-05,,9.944278890616857e-06,3.3262705521941765e-06,3.3016158107780017e-06,1.3231144791726046e-05,3.327643063694628e-06,6.753015221296753e-06,2.253587147341925e-06,4.5153555955418275e-06,8.99078444594346e-06,1.5761967273653545e-05
Candidatus Vicinibacter,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Vidania,,,,,,,,,,,,,,,,,3.3262705521941765e-06,,,,,,,,
Candidatus Viridilinea,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Vondammii,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Walczuchella,,,,,,,,,,,,,,,,,,6.603231621556003e-06,3.3077861979315123e-06,3.327643063694628e-06,4.502010147531168e-06,,,,
Candidatus Weimeria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Westeberhardia,,,,,,,,,,,,,,,,,3.3262705521941765e-06,,6.615572395863025e-06,3.327643063694628e-06,4.502010147531168e-06,4.50717429468385e-06,,,
Candidatus Wolframiiraptor,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Xenolissoclinum,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Xianfuyuplasma,,,,,,,,,,,,,,,,6.629519260411237e-06,,6.603231621556003e-06,,6.655286127389256e-06,2.251005073765584e-06,,,2.247696111485865e-06,2.2517096105219352e-06
Candidatus Xiphinematobacter,,,,,,,,,,,,,,,,,,,,,,,2.2576777977709133e-06,,
Candidatus Zinderia,,,,,,,,,,,,,,,,,,,,3.327643063694628e-06,,2.253587147341925e-06,,2.247696111485865e-06,
Candidatus Zymogenus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidimonas,,,,,,,,,,,,,,,,,,,,,,,,,
Candidozyma,,,,,,,,,,,,,,,6.780580417683758e-05,3.3147596302056184e-06,1.9957623313165058e-05,6.603231621556003e-06,3.3077861979315123e-06,3.327643063694628e-06,1.1255025368827922e-05,6.760761442025775e-06,4.5153555955418275e-06,1.1238480557429324e-05,9.006838442087741e-06
Candidula,,,,,,,,,,,,,,,,,,,,,,,,,
Candolleomyces,,,,,,,,,,,,,,,,,,,,,,,,,
Canestrinia,,,,,,,,,,,,,,,,,,,,,,,4.515355595541827e-06,,
Canibacter,,,,,,,,,,,,,,,,,,,,,,,,,
Canicola,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabis,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,,3.327643063694628e-06,4.502010147531168e-06,,2.2576777977709133e-06,4.49539222297173e-06,
Canoparmelia,,,,,,,,,,,,,,,,,,,,,,2.253587147341925e-06,,,
Cantharellus,,,,,,,,,,,,,,,,6.629519260411237e-06,,,3.3077861979315123e-06,3.327643063694628e-06,,,,,4.503419221043871e-06
Cantharis,,,,,,,,,,,3.414717432132494e-05,6.796248470844094e-05,,3.462723778524187e-05,,3.314759630205619e-05,4.32415171785243e-05,2.311131067544601e-05,2.64622895834521e-05,1.3310572254778513e-05,4.051809132778052e-05,3.60573943574708e-05,2.483445577548005e-05,3.146774556080211e-05,1.3510257663131614e-05
Canthydrus,,,,,,,,,,,,,,,,,,,,,,,,,
Cantuaria,,,,,,,,,,,,,,,,,,,,,,,,,
Canuella,,,,,,,,,,,,,,,6.780580417683758e-05,6.629519260411237e-06,,3.3016158107780017e-06,9.923358593794535e-06,3.327643063694628e-06,2.251005073765584e-06,2.253587147341925e-06,2.2576777977709133e-06,1.798156889188692e-05,
Capillibacterium,,,,,,,,,,,,,,,,,,,,,,,,,
Capillimicrobium,,,,,,,,,,,6.829434864264989e-05,3.398124235422047e-05,3.4483947722335256e-05,6.925447557048373e-05,6.780580417683758e-05,3.64623559322618e-05,2.6610164417553412e-05,6.933393202633805e-05,5.623236536483569e-05,2.9948787573251656e-05,2.92630659589526e-05,4.957891724152235e-05,3.38651669665637e-05,3.5963137783773846e-05,3.602735376835097e-05
Capitella,,,,,,,,,,,,,,,,,6.652541104388353e-06,3.3016158107780017e-06,,,,,1.354606678662548e-05,1.1238480557429326e-05,
Capitulum,,,,,,,,,,,0.00010244152296397485,3.398124235422047e-05,6.896789544467051e-05,6.925447557048373e-05,3.390290208841879e-05,6.629519260411237e-06,3.991524662633012e-05,3.301615810778002e-05,2.315450338552058e-05,1.663821531847314e-05,2.92630659589526e-05,1.352152288405155e-05,2.483445577548005e-05,2.0229265003372784e-05,2.2517096105219355e-05
Capnella,,,,,,,,,,,,,,,,,,,,,,,,,
Capnocytophaga,,,,,,0.0006655574043261231,0.0010214504596527069,0.0010006671114076052,0.0007000350017500875,0.0007012622720897616,0.0003756189175345744,0.0006116623623759685,0.00027587158177868205,0.0007617992312753211,0.0005424464334147006,0.000573453416025572,0.000488961771172544,0.0005711795352645943,0.0005292457916690418,0.0005590440347006975,0.0006437874510969571,0.0006873440799392872,0.0005892539052182085,0.0005956394695437542,0.0005516688545778742
Caproicibacter,,,,,,0.00033277870216306157,,,,,,,,,,,,,,6.655286127389256e-06,2.251005073765584e-06,4.50717429468385e-06,,,1.3510257663131614e-05
Caproicibacterium,,,,,,,,,,,,,,3.462723778524187e-05,,,,3.3016158107780017e-06,6.615572395863025e-06,,4.502010147531168e-06,6.760761442025775e-06,2.2576777977709133e-06,2.247696111485865e-06,4.5034192210438705e-06
Caproiciproducens,,,,,,,,,,,,,,,3.390290208841879e-05,,9.978811656582529e-06,6.603231621556003e-06,3.3077861979315123e-06,,1.8008040590124673e-05,4.50717429468385e-06,4.5153555955418275e-06,6.743088334457595e-06,4.503419221043871e-06
Capronia,,,,,,,,,,,3.414717432132494e-05,,3.4483947722335256e-05,,,3.3147596302056184e-06,,3.3016158107780017e-06,6.615572395863025e-06,3.327643063694628e-06,,6.760761442025775e-06,9.030711191083657e-06,2.247696111485865e-06,9.006838442087741e-06
Capsaspora,,,,,,,,,,,,3.398124235422047e-05,,,,9.944278890616857e-06,9.97881165658253e-06,1.6508079053890006e-05,1.6538930989657555e-05,1.3310572254778513e-05,4.502010147531168e-06,1.352152288405155e-05,4.5153555955418275e-06,2.247696111485865e-06,4.503419221043871e-06
Capsella,,,,,,,,,,,,,,,,,3.3262705521941765e-06,,,,4.502010147531168e-06,2.253587147341925e-06,,2.247696111485865e-06,2.2517096105219352e-06
Capsicum,,,,,,,,,,,3.414717432132494e-05,,3.4483947722335256e-05,,,3.3147596302056184e-06,9.97881165658253e-06,6.603231621556003e-06,6.615572395863025e-06,,,4.50717429468385e-06,,,4.503419221043871e-06
Capsosiphon,,,,,,,,,,,,,,,,6.629519260411237e-06,,3.3016158107780017e-06,,3.327643063694628e-06,2.251005073765584e-06,4.50717429468385e-06,,,6.755128831565807e-06
Capsulimonas,,,,,,,,,0.00035001750087504374,,,,,,,6.629519260411237e-06,1.663135276097088e-05,1.6508079053890006e-05,3.3077861979315123e-06,3.327643063694628e-06,1.3506030442593507e-05,1.5775110031393482e-05,1.1288388988854566e-05,6.743088334457595e-06,1.3510257663131614e-05
Caraboacarus,,,,,,,,,,,,,,,,,,3.3016158107780017e-06,,,,,,,
Caradrina,,,,,,,,,,,,,,,,,3.3262705521941765e-06,9.904847432334004e-06,1.6538930989657558e-05,3.327643063694628e-06,4.502010147531168e-06,1.1267935736709625e-05,1.128838898885457e-05,8.99078444594346e-06,
Carausius,,,,,,,,,,,,,,,,,,,,,,,,,
Carbonactinospora,,,,,,,,,,,,,,,,,,,,,,,,,
Carboxydocella,,,,,,,,,,,,,,,,3.3147596302056184e-06,9.97881165658253e-06,,9.923358593794535e-06,6.655286127389256e-06,,,,4.49539222297173e-06,1.1258548052609676e-05
Carboxydothermus,,,,,,,,,,,,,,,,,,,,3.327643063694628e-06,4.502010147531168e-06,6.760761442025775e-06,2.2576777977709133e-06,,
Carboxylicivirga,,,,,,,,,,,,,,,,,,,,,,,,,
Carchesium,,,,,,,,,,,,,,,3.390290208841879e-05,,,,,,,2.253587147341925e-06,,,2.2517096105219352e-06
Carcina,,,,,,,,,,,,,,,,1.988855778123371e-05,3.3262705521941765e-06,1.6508079053890006e-05,3.638564817724662e-05,6.655286127389256e-06,2.251005073765584e-06,1.352152288405155e-05,1.1288388988854566e-05,4.49539222297173e-06,2.2517096105219352e-06
Carcinoscorpius,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,,,,,,,
Carcinus,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiobacterium,,,,,,,,,,,,,3.4483947722335256e-05,3.462723778524187e-05,3.390290208841879e-05,1.988855778123371e-05,2.328389386535924e-05,2.311131067544601e-05,2.315450338552058e-05,1.6638215318473143e-05,3.1514071032718183e-05,3.60573943574708e-05,1.3546066786625484e-05,2.4724657226344513e-05,2.4768805715741295e-05
Cardiosporidium,,,,,,,,,,,,,,,,,3.3262705521941765e-06,,,3.327643063694628e-06,,,,,
Carex,,,,,,,,,,,,,,,,,,,,,,,,,
Carica,,,,,,,,,,,,3.398124235422047e-05,,,,,6.652541104388353e-06,3.3016158107780017e-06,9.923358593794535e-06,3.327643063694628e-06,,4.50717429468385e-06,,2.247696111485865e-06,1.1258548052609676e-05
Carideicomes,,,,,,,,,,,,,,,,,,,,,,,,,
Caridina,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,,,,,,,
Carinasigma,,,,,,,,,,,,,,,,,,,6.615572395863025e-06,,,,,,
Carjivirus,,,,,,,,,,,,,,,,3.3147596302056184e-06,3.3262705521941765e-06,,,,2.251005073765584e-06,2.253587147341925e-06,,2.247696111485865e-06,
Carnegiea,,,,,,,,,,,,,,,,,,,,,,,,,
Carnimonas,,,,,,,,,,,,,,,,,,,,,,,,,
Carnobacterium,,,,,,,,,,,,,,3.462723778524187e-05,3.390290208841879e-05,1.6573798151028094e-05,1.9957623313165058e-05,3.3016158107780017e-06,3.638564817724663e-05,2.3293501445862395e-05,1.8008040590124673e-05,4.50717429468385e-06,9.030711191083653e-06,6.743088334457595e-06,2.251709610521936e-05
Carpasinavirus,,,,,,,,,,,,,,,,,,,,,,,,,
Carpatolechia,,,,,0.0034364261168384875,,,,,,,,,,6.780580417683758e-05,6.629519260411237e-06,6.652541104388353e-06,6.603231621556003e-06,2.6462289583452092e-05,9.982929191083885e-06,6.753015221296753e-06,1.1267935736709625e-05,1.1288388988854566e-05,1.573387278040105e-05,
Carpediemonas,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,,,,,,,
Carpetania,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,,,,,,,
Carpinus,,,,,,,,,,,,,3.4483947722335256e-05,,,6.629519260411237e-06,1.3305082208776706e-05,1.3206463243112007e-05,1.6538930989657555e-05,1.3310572254778513e-05,1.1255025368827923e-05,9.0143485893677e-06,1.354606678662548e-05,4.49539222297173e-06,9.006838442087743e-06
Carposina,,,,,,,,,,,,,,3.462723778524187e-05,3.390290208841879e-05,1.657379815102809e-05,,6.603231621556003e-06,9.923358593794535e-06,6.655286127389256e-06,1.3506030442593507e-05,9.0143485893677e-06,1.5803744584396395e-05,1.348617666891519e-05,6.755128831565807e-06
Carriola,,,,,,,,,,,,,,,,,,,,,,,,,
Carteria,,,,,,,,,,,,,,,,3.3147596302056184e-06,3.3262705521941765e-06,3.3016158107780017e-06,3.3077861979315123e-06,,9.004020295062337e-06,,4.5153555955418275e-06,4.49539222297173e-06,9.006838442087743e-06
Carterocephalus,,,,,,,,,,,3.414717432132494e-05,3.398124235422047e-05,,,,6.629519260411237e-06,9.97881165658253e-06,,1.3231144791726046e-05,1.3310572254778513e-05,6.753015221296753e-06,9.0143485893677e-06,1.354606678662548e-05,6.743088334457595e-06,4.503419221043871e-06
Carya,,,,,,,,,,,,,,,,3.3147596302056184e-06,,,9.923358593794535e-06,,,4.50717429468385e-06,2.2576777977709133e-06,4.49539222297173e-06,2.2517096105219352e-06
Caryophanon,,,,,,,,,,,,,,,,,,,,,,,,,
Casimicrobium,,,,,,,,,,,0.00010244152296397485,,6.896789544467051e-05,,3.390290208841879e-05,2.6518077041644947e-05,3.3262705521941766e-05,3.301615810778002e-05,2.315450338552058e-05,2.3293501445862395e-05,1.5757035516359095e-05,2.253587147341925e-05,3.8380522562105534e-05,6.743088334457595e-06,4.503419221043871e-05
Cassiopea,,,,,,,,,,,,,,,,,,,,,,,2.2576777977709133e-06,,
Castanea,,,,,,,,,,,,,,,,,,,,,,,,,
Castellaniella,,,,,,,,,,0.0003506311360448808,3.414717432132494e-05,0.00010194372706266142,,,6.780580417683758e-05,4.6406634822878654e-05,3.991524662633012e-05,5.942908459400403e-05,5.2924579166904184e-05,2.6621144509557025e-05,3.151407103271819e-05,3.8310981504812725e-05,3.38651669665637e-05,4.045853000674557e-05,2.4768805715741288e-05
Catabotrys,,,,,,,,,,,,,,,,,,,,,2.251005073765584e-06,,,,
Catacombas,,,,,,,,,,,,,,,,,,,,,,,,,
Cataglyphis,,,,,,,,,,,,,,,,3.3147596302056184e-06,6.652541104388353e-06,,3.3077861979315123e-06,3.327643063694628e-06,,,2.2576777977709133e-06,4.49539222297173e-06,4.503419221043871e-06
Catalinimonas,,,,,,0.00033277870216306157,,0.00033355570380253505,,0.0007012622720897616,6.829434864264989e-05,0.00020388745412532283,3.4483947722335256e-05,,,3.64623559322618e-05,4.656778773071848e-05,5.282585297244803e-05,4.630900677104116e-05,7.320814740128182e-05,3.601608118024935e-05,5.859326583089005e-05,5.418426714650192e-05,4.045853000674557e-05,4.9537611431482576e-05
Catalunyavirus,,,,,,,,,,,,3.398124235422047e-05,,,,1.3259038520822474e-05,,1.6508079053890006e-05,,3.327643063694629e-05,4.502010147531168e-06,9.0143485893677e-06,1.354606678662548e-05,1.573387278040105e-05,9.006838442087743e-06
Catellatospora,,,,,,,,,,,,,,,,1.3259038520822474e-05,2.6610164417553412e-05,1.6508079053890006e-05,1.3231144791726046e-05,2.3293501445862395e-05,2.0259045663890265e-05,2.9296632915445024e-05,2.0319100179938224e-05,1.1238480557429324e-05,1.1258548052609676e-05
Catellicoccus,,,,,,,,,,,,,,,,,,,,,,,,,
Catelliglobosispora,,,,,,,,,,,,,,,,,,,,,,,,,
Catenaria,,,,,,,,,,,,,,,,,,,,,,,,,
Catenibacillus,,,,,,,,,,,,,,,,,,,,,,,,,
Catenibacterium,,,,,,,,,,,,,,,,9.944278890616857e-06,,9.904847432334006e-06,3.3077861979315123e-06,,,,,,
Catenovulum,,,,,,,0.0006809669731018045,0.00033355570380253505,0.0007000350017500875,0.0003506311360448808,0.0004097660918558993,0.00047573739295908655,0.00048277526811269357,0.0006232902801343536,0.00020341741253051274,0.0003579940400622068,0.00035591094908477694,0.0004622262135089202,0.0004597822815124801,0.00032278137717837893,0.0003804198574663838,0.00038310981504812726,0.00037251683663220073,0.0003641267700607101,0.00046160047015699683
Catenulispora,,,,,,,,,,,6.829434864264989e-05,,,,,1.657379815102809e-05,1.3305082208776706e-05,9.904847432334006e-06,6.615572395863025e-06,3.9931716764335535e-05,1.3506030442593507e-05,2.0282284326077327e-05,1.806142238216731e-05,1.573387278040105e-05,2.0265386494697422e-05
Catenuloplanes,,,,,,,,,,,,,,,,,,,,,,,,,
Catharanthus,,,,,,,,,,,,,,,,,,,,,,,,,
Catocala,,,,,,,,,,,,,,,3.390290208841879e-05,3.3147596302056184e-06,6.652541104388353e-06,6.603231621556003e-06,2.6462289583452092e-05,6.655286127389256e-06,1.3506030442593507e-05,4.50717429468385e-06,9.030711191083657e-06,6.743088334457595e-06,1.8013676884175485e-05
Catonella,,,,,,,,,,,,,,,,,,,,,,,,,
Catostylus,,,,,,,,,,,,,,,,,,,,,,,2.2576777977709133e-06,,
Catovirus,,,,,,,,,,,,,,,,3.3147596302056184e-06,,3.3016158107780017e-06,,,,,,,4.503419221043871e-06
Caulacanthus,,,,,,,,,,,,,,,,,3.3262705521941765e-06,,,,2.251005073765584e-06,,,,
Caulerpa,,,,,,,,,,,,,,,,,,3.3016158107780017e-06,,6.655286127389256e-06,2.251005073765584e-06,2.253587147341925e-06,,,
