order,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Agaricales,,,,,,0.0001460920379839299,,,0.0004494382022471911,0.0005966587112171838,7.327295641724557e-05,0.00018276652279660901,0.00013297872340425532,0.000155842683894367,0.00015442714548441,0.00013242767517699156,0.00012510018325114763,0.0001248083300645505,0.00013915084916462045,0.000125168323886112,0.00011023073082033039,0.00012328587924948767,0.0001034172830963572,0.00011643870347382387,0.00011264950701760146
Agaricostilbales,,,,,,,,,,,,,,,,,,,,,,,,,
Agelasida,,,,,,,,,,,,,,,,,,,,,9.421429984643623e-07,,,,
Aggregatilineales,,,,,,,,,,,,,,,,2.7589098995206576e-06,4.12418186542245e-06,4.114560331798368e-06,4.133193539543182e-06,1.3754760866605714e-06,4.710714992321812e-06,9.411135820571578e-06,2.8204713571733784e-06,6.573152615457798e-06,3.754983567253382e-06
Ahnfeltiales,,,,,,,,,,,1.4654591283449114e-05,,,,,1.3794549497603288e-06,,,,,1.8842859969287245e-06,,9.401571190577927e-07,9.39021802208257e-07,9.387458918133454e-07
Alaninales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,,1.3777311798477274e-06,,,,,,4.693729459066727e-06
Albuginales,,,,0.0014388489208633092,,0.0001460920379839299,,,,,2.9309182566898228e-05,5.623585316818738e-05,5.9101654846335695e-05,5.667006687067891e-05,4.2116494223020915e-05,4.138364849280987e-05,4.1241818654224496e-05,4.388864353918259e-05,3.1687817136497725e-05,4.263975868647771e-05,6.877643888789844e-05,4.23501111925721e-05,5.546927002440978e-05,4.976815551703761e-05,5.163102404973399e-05
Algavirales,,,,0.0014388489208633092,,0.0002921840759678598,0.0001453699665649077,,0.0004494382022471911,,0.00017585509540138936,0.0002390023759647964,0.00019208037825059102,8.500510030601836e-05,0.00022462130252277825,0.00020691824246404933,0.0002117080024250191,0.00019475585570512277,0.0001818605157399,0.00017881189126587427,0.0001648750247312634,0.000160930422531774,0.0001852109524543852,0.00015587761916657065,0.00019056541603810912
Alismatales,,,0.001426533523537803,,,,0.0001453699665649077,,0.000599250936329588,0.00014916467780429595,0.00023447346053518563,0.00026712030254889005,0.00013297872340425532,0.00034002040122407346,0.00040712611082253507,0.000230368976609881,0.00023645309361755356,0.0004910041995945557,0.0004133193539542519,0.0002792216455920353,0.0003589564824148536,0.00036421095625599795,0.00020871488043075928,0.0004958035115659195,0.0004074157170469827
Alteromonadales,0.16051136363636362,0.17489421720733425,0.16547788873038516,0.17697841726618704,0.18128654970760236,0.1760409057706355,0.17255415031254545,0.16335700826206698,0.1656928838951311,0.16423031026252985,0.17096046191271722,0.1678780806703314,0.17554669030732858,0.16794174317125696,0.17148432564473334,0.17066478692938733,0.17277572561543103,0.17106010275428518,0.17253465338350002,0.17137194111311654,0.17231230156112934,0.17265952110494173,0.17115560352445908,0.17236308592612734,0.17177923325112915
Amborellales,,,,,,,,,,,2.9309182566898228e-05,2.811792658409369e-05,,,,1.3794549497603288e-06,4.12418186542245e-06,4.114560331798368e-06,1.3777311798477274e-06,4.126428259981715e-06,1.8842859969287245e-06,1.8822271641143156e-06,5.640942714346757e-06,4.695109011041284e-06,3.754983567253382e-06
Amphidiniales,,,,,,,,,,,,,,,,1.3794549497603288e-06,2.7494545769482996e-06,1.371520110599456e-06,2.7554623596954548e-06,,,2.8233407461714733e-06,9.401571190577927e-07,9.39021802208257e-07,
Amphipoda,,,,,,0.0001460920379839299,,,,,2.9309182566898228e-05,1.4058963292046846e-05,,5.667006687067891e-05,2.8077662815347274e-05,4.2763103442570194e-05,2.7494545769482997e-05,2.7430402211989117e-05,1.653277415817272e-05,3.301142607985372e-05,2.355357496160906e-05,2.917452104377189e-05,3.3845656286080546e-05,5.540228633028716e-05,3.09786144298404e-05
Amylocorticiales,,,,,,,,,,,,,,1.4167516717669727e-05,,,1.3747272884741498e-06,1.371520110599456e-06,4.133193539543182e-06,,1.8842859969287245e-06,,9.401571190577927e-07,,9.387458918133454e-07
Anaerolineales,,,,,0.0058479532163742695,0.0017531044558071586,0.002035179531908708,0.0013045368894042616,0.000149812734082397,0.0013424821002386636,0.001289604032943521,0.0013356015127444503,0.0012559101654846334,0.001246741471154936,0.0012915724895059735,0.0012732369186286892,0.0012441281960691047,0.0012837428235209474,0.0012730236101792555,0.001330085375800651,0.0012257280410020203,0.001274267790105221,0.0011968200125604983,0.0011718992091557358,0.0013001630601612725
Anaeroplasmatales,,,,,,,,,,,,,,,,,,1.371520110599456e-06,1.3777311798477274e-06,,,,9.401571190577927e-07,,9.387458918133454e-07
Anaerosomatales,,,,,,,,,,,,1.4058963292046846e-05,,,,4.138364849280986e-06,,5.486080442397824e-06,4.133193539543182e-06,5.501904346642286e-06,1.8842859969287245e-06,9.411135820571578e-07,3.760628476231171e-06,9.39021802208257e-07,
Anaulales,,,,,,,,0.00014494854326714017,0.000149812734082397,0.00014916467780429595,2.9309182566898228e-05,0.00011247170633637477,2.9550827423167847e-05,8.500510030601836e-05,7.01941570383682e-05,2.207127919616526e-05,3.9867091365750357e-05,1.782976143779293e-05,3.857647303573635e-05,2.7509521733211427e-05,3.014857595085959e-05,0.00014210815089057854,2.3503927976444824e-05,0.00023851153776088924,2.06524096198936e-05
Ancyromonadida,,,,,,,,,,,,,,,,,,,,,,9.411135820571578e-07,,,
Andreaeales,,,,,,,,,,,,,,,,,,,,,,,,,
Anisolpidiales,,,,,,,,,,,,,,,,,2.7494545769482996e-06,,1.3777311798477274e-06,,,9.411135820571578e-07,9.401571190577927e-07,,
Anostraca,,,,,,0.0001460920379839299,,,,,,1.4058963292046846e-05,1.4775413711583924e-05,1.4167516717669727e-05,,1.6553459397123948e-05,1.237254559626735e-05,5.486080442397824e-06,8.266387079086364e-06,1.1003808693284571e-05,1.4132144976965437e-05,1.7881158059086e-05,3.1025184928907164e-05,8.451196219874314e-06,1.9713663728080254e-05
Anthoathecata,,,,,,0.0001460920379839299,,,,0.00014916467780429595,0.00011723673026759291,9.841274304432792e-05,8.865248226950354e-05,9.917261702368809e-05,8.423298844604184e-05,7.173165738753709e-05,7.561000086607824e-05,8.229120663596736e-05,7.164202135208181e-05,8.25285651996343e-05,8.290858386486387e-05,9.317024462365864e-05,8.273382647708578e-05,8.263391859432661e-05,6.571221242693418e-05
Anthocerotales,,,,,,,,,,,,,,,,,,,,,,,,,9.387458918133454e-07
Antipatharia,,,,,,,,,,,,,,,,,,,,,,,,,9.387458918133454e-07
Aphragmophora,,,,,,,,,,,,,,,,,,,,1.3754760866605714e-06,1.8842859969287245e-06,,,,
Apiales,,,,,,,,,,0.00014916467780429595,,1.4058963292046846e-05,1.4775413711583924e-05,,,6.897274748801643e-06,5.498909153896599e-06,4.114560331798368e-06,1.5155042978324997e-05,4.126428259981715e-06,1.130571598157235e-05,9.41113582057158e-06,1.034172830963572e-05,3.756087208833028e-06,6.571221242693417e-06
Aplysiida,,,,,,,0.0001453699665649077,,,0.00014916467780429595,4.3963773850347354e-05,,2.9550827423167847e-05,2.8335033435339454e-05,2.8077662815347274e-05,3.310691879424789e-05,3.161872763490545e-05,3.7031042986185315e-05,4.684286011482272e-05,3.301142607985371e-05,4.051214893396759e-05,2.7292293879657577e-05,2.538424221456041e-05,2.159750145078991e-05,2.7223630862587013e-05
Apochela,,,,,,,,,,,,,,,,,,1.371520110599456e-06,,,,,,,
Apusomonadida,,,,,,0.0002921840759678598,,0.00014494854326714017,,0.00014916467780429595,7.327295641724557e-05,5.623585316818738e-05,1.4775413711583924e-05,2.8335033435339454e-05,1.4038831407673637e-05,3.310691879424789e-05,5.086490967354354e-05,3.017344243318803e-05,3.168781713649773e-05,4.539071085979886e-05,4.051214893396759e-05,3.293897537200053e-05,3.196534204796496e-05,3.0048697670664226e-05,4.975353226610732e-05
Aquificales,,,,,,,,,,,4.396377385034734e-05,,4.4326241134751776e-05,4.250255015300918e-05,4.2116494223020915e-05,2.345073414592559e-05,2.337036390406055e-05,2.0572801658991843e-05,2.617689241710682e-05,2.8884997819872003e-05,3.203286194778832e-05,3.3880088954057676e-05,2.5384242214560406e-05,2.159750145078991e-05,2.3468647295333635e-05
Aquifoliales,,,,,,,,,,,,,,,,,,,,,,,,,
Araneae,,,,0.0014388489208633092,,0.0002921840759678598,,,,0.0002983293556085919,0.0002930918256689823,0.0003374151190091243,0.00013297872340425532,0.00022668026748271563,0.00029481545956114644,0.00019036478306692534,0.00021170800242501907,0.00020161345625812003,0.00019426009635852953,0.00025721402820552686,0.0002506100375915204,0.00015528374103943105,0.00024632116519314175,0.0002206701235189404,0.0002450126777632831
Araucariales,,,,,,,,,,,,,,,,,,,,2.750952173321143e-06,,,,,
Arcellinida,,,,,,,,,,,,,,,,,,1.371520110599456e-06,,,9.421429984643623e-07,1.8822271641143156e-06,9.401571190577927e-07,,
Archaeoglobales,,,,,,,,,,,,,,,,9.656184648322301e-06,4.124181865422449e-06,4.114560331798368e-06,2.7554623596954548e-06,5.501904346642286e-06,3.768571993857449e-06,2.8233407461714733e-06,5.640942714346757e-06,5.634130813249542e-06,6.571221242693419e-06
Archaeognatha,,,,,,,,,,,,,,,,,,,,,,,,9.39021802208257e-07,
Archaeosporales,,,,,,,,0.00014494854326714017,0.000449438202247191,,7.327295641724557e-05,4.217688987614054e-05,5.9101654846335695e-05,7.083758358834864e-05,8.423298844604184e-05,8.138784203585941e-05,0.00010585400121250958,0.0001673254534930019,0.00023834749411352448,0.00010866261084618515,0.00014037930677118999,0.00020233942014220212,0.00019743299500208974,0.00013991424852903027,0.0001699130064181339
Architaenioglossa,,,,,,,,,,,,4.217688987614054e-05,2.9550827423167847e-05,,2.8077662815347274e-05,2.0691824246404933e-05,3.161872763490545e-05,2.0572801658991843e-05,1.7910505338020452e-05,2.4758569559890288e-05,2.732214695546651e-05,1.5057817312914525e-05,3.5725970524196125e-05,3.943891569274679e-05,1.7836171944453562e-05
Arcoida,,,,,,,,,0.000149812734082397,,1.4654591283449114e-05,4.217688987614054e-05,4.432624113475177e-05,4.250255015300918e-05,2.8077662815347274e-05,1.103563959808263e-05,1.64967274616898e-05,1.9201281548392383e-05,9.64411825893409e-06,2.4758569559890288e-05,2.3553574961609058e-05,2.2586725969371786e-05,2.1623613738329235e-05,1.8780436044165137e-05,1.877491783626691e-05
Ardenticatenales,,,,,0.0014619883040935674,0.0005843681519357196,0.0002907399331298154,0.00028989708653428034,,0.00014916467780429595,0.00016120050411794025,0.00019682548608865584,0.0002659574468085106,0.00017001020061203673,0.00012634948266906272,0.00017794968851907682,0.00019933545682875156,0.000224929298138179,0.00020803740815687446,0.00021182331734571138,0.00019502360068206944,0.0001976338522319164,0.0002087148804307917,0.00021127990549678149,0.00019807538317257053
Ardissoneales,,,,,,,,,,,,,,8.500510030601836e-05,,6.897274748801643e-06,1.3747272884741498e-06,1.371520110599456e-06,1.3777311798477274e-06,,1.8842859969287245e-06,9.411135820571578e-07,4.700785595288963e-06,,9.387458918133454e-07
Arecales,,,,,,,,,,,4.396377385034734e-05,1.4058963292046846e-05,1.4775413711583924e-05,2.8335033435339454e-05,8.423298844604183e-05,6.897274748801645e-06,2.7494545769482996e-06,8.229120663596736e-06,8.26638707908636e-06,8.252856519963428e-06,6.595000989250536e-06,4.705567910285789e-06,4.700785595288965e-06,4.695109011041284e-06,2.8162376754400364e-06
Arenicellales,,0.007052186177715091,0.011412268188302424,0.004316546762589928,,0.003944485025566106,0.003488879197557785,0.0017393825192056822,0.00299625468164794,0.003132458233890215,0.0029162636654063707,0.0035006818597196642,0.003457446808510638,0.0029751785107106424,0.0025269896533812526,0.0028982348494462234,0.0027865722137370994,0.0029885423209959332,0.002924923294816448,0.0028706185928603855,0.0028904947192884504,0.0028581619487074326,0.002887222512626397,0.0029588576987580133,0.002975824477048059
Arguloida,,,,,,,,,,,,,,,,,,,,,,,,,9.387458918133454e-07
Armatimonadales,,,,,,,,,,,1.4654591283449114e-05,1.4058963292046846e-05,,,,4.138364849280987e-06,2.7494545769482996e-06,4.114560331798368e-06,5.510924719390909e-06,4.126428259981715e-06,4.710714992321812e-06,9.411135820571578e-07,9.401571190577928e-06,3.756087208833028e-06,9.387458918133454e-07
Arthoniales,,,,,,,,,,,,1.4058963292046846e-05,,,,1.3794549497603288e-06,4.124181865422449e-06,8.229120663596736e-06,4.133193539543182e-06,4.126428259981715e-06,2.826428995393087e-06,1.8822271641143156e-06,5.640942714346756e-06,1.3146305230915598e-05,4.6937294590667274e-06
Articulavirales,,,,,,,,,,,,,,,,,,,,,,,,,
Ascoideales,,,,,,,,,,,,,1.4775413711583924e-05,,,1.3794549497603288e-06,1.3747272884741498e-06,1.371520110599456e-06,1.3777311798477274e-06,2.750952173321143e-06,9.421429984643623e-07,4.705567910285789e-06,3.760628476231172e-06,2.817065406624771e-06,
Asfuvirales,,,,,,,,,,,,,,1.4167516717669727e-05,,2.7589098995206576e-06,5.498909153896599e-06,1.371520110599456e-06,1.3777311798477274e-06,6.8773804333028575e-06,3.768571993857449e-06,,5.640942714346756e-06,2.817065406624771e-06,1.877491783626691e-06
Asparagales,,,,,,0.0001460920379839299,0.0001453699665649077,0.00014494854326714017,,0.00014916467780429595,0.0001025821389841438,5.623585316818738e-05,8.865248226950354e-05,5.667006687067891e-05,,5.103983314113217e-05,3.2993454923379594e-05,3.291648265438694e-05,5.5109247193909084e-05,3.988880651315657e-05,3.862786293703886e-05,4.3291224774629264e-05,2.63243993336182e-05,4.4134024703788075e-05,3.3794852105280435e-05
Asterales,0.0014204545454545453,,,,0.0014619883040935674,,0.0002907399331298154,,0.0004494382022471911,0.0010441527446300716,0.000410328555936575,0.00022494341267274953,0.0003693853427895981,0.00024084778420038535,0.0004352037736378826,0.00022071279196165264,0.00021033327513654492,0.0001741830540461309,0.00022594791349502726,0.00019256665213248001,0.00020444503066676664,0.0001656359904420598,0.0002124755089070612,0.00017935316422177706,0.00022436026814338957
Atheliales,,,,,,,,,,0.00014916467780429595,1.4654591283449114e-05,,,1.4167516717669727e-05,,1.3794549497603288e-06,4.124181865422449e-06,8.229120663596736e-06,4.133193539543182e-06,2.750952173321143e-06,7.537143987714898e-06,3.764454328228631e-06,3.760628476231171e-06,4.695109011041284e-06,2.8162376754400364e-06
Atractiellales,,,,,,,,,,,,,,,,4.138364849280987e-06,1.3747272884741498e-06,1.371520110599456e-06,6.888655899238635e-06,1.3754760866605714e-06,1.8842859969287245e-06,1.8822271641143156e-06,2.8204713571733784e-06,3.756087208833028e-06,1.877491783626691e-06
Atribacterales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,1.371520110599456e-06,2.7554623596954548e-06,1.3754760866605714e-06,1.8842859969287245e-06,2.8233407461714733e-06,9.401571190577927e-07,9.39021802208257e-07,9.387458918133454e-07
Aulographales,,,,,,,,,,,,,,,,5.517819799041315e-06,4.124181865422449e-06,4.114560331798368e-06,2.7554623596954548e-06,5.501904346642286e-06,1.8842859969287245e-06,9.411135820571578e-07,9.401571190577927e-07,1.8780436044165137e-06,1.877491783626691e-06
Auriculariales,,,,,,,,,,,,,,,,5.517819799041315e-06,4.124181865422449e-06,5.486080442397824e-06,8.266387079086364e-06,5.501904346642286e-06,3.768571993857449e-06,1.8822271641143156e-06,2.8204713571733784e-06,4.695109011041284e-06,3.7549835672533817e-06
Axinellida,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillales,,,,0.0028776978417266183,,0.001314828341855369,0.0021805494984736156,0.0021742281490071025,0.0016479400749063672,0.0013424821002386636,0.001128403528825582,0.0010825401734876072,0.0011229314420803781,0.0011759038875665876,0.001207339501059933,0.00239749270268344,0.0010860345578945782,0.0008956026322214447,0.0010539643525835113,0.0023396848234095873,0.0010504894432877639,0.0009796992389215012,0.0010745995870830572,0.002349432549124934,0.001002580612456653
Bacillariales,0.018465909090909085,0.014104372355430182,0.012838801711840228,0.012949640287769784,0.008771929824561405,0.009203798392987583,0.011774967291757523,0.010871140745035514,0.011385767790262171,0.011485680190930788,0.010815088367185435,0.010853519661460165,0.01050531914893617,0.011744871358948203,0.010725667195462649,0.011183241277706523,0.010497417574788597,0.010105360174896112,0.0117355141899422,0.011270651054096128,0.010192102957386902,0.011268894031551634,0.011238638201216079,0.010361166565565558,0.012549155081760245
Bacteriovoracales,0.0014204545454545453,,0.002853067047075606,,0.004385964912280702,0.0014609203798392988,0.001017589765954354,0.0028989708653428033,0.0017977528089887643,0.0011933174224343676,0.0016413142237462995,0.0015886628520012938,0.0016252955082742316,0.0015867618723790094,0.0021339023739663913,0.0015629224580783693,0.001634550745995763,0.0015758766070785273,0.0015334148031703547,0.00152677845619303,0.0015187345135243358,0.0016224798154663175,0.0016020277308743294,0.0016057272817759588,0.0015001159351175518
Bacteroidales,0.0028409090909090906,0.009873060648801127,0.007132667617689015,0.004316546762589928,0.0029239766081871348,0.003360116873630387,0.0030527692978630614,0.0018843310624728222,0.004194756554307116,0.0038782816229116944,0.003180046308508456,0.004034922464817445,0.003280141843971631,0.0032443613283463673,0.0029060381013884416,0.0031617107448506008,0.003183868400106129,0.0031270658521666325,0.0029676329613918828,0.0032598783253854706,0.002999783307110415,0.003056736914521542,0.003140124777653022,0.003088442707462873,0.003076270287472294
Baeomycetales,,0.0014104372355430183,,,,,,,,,,,1.4775413711583924e-05,1.4167516717669727e-05,,5.517819799041315e-06,1.3747272884741498e-06,6.85760055299728e-06,4.133193539543182e-06,5.501904346642286e-06,5.652857990786174e-06,5.6466814923429466e-06,8.461414071520135e-06,5.634130813249542e-06,1.220369659357349e-05
Baerida,,,,,,,,,,,,,,,,,,1.371520110599456e-06,,,,,,,
Balanomorpha,,,,,,,,,0.000149812734082397,,1.4654591283449114e-05,9.841274304432791e-05,1.4775413711583924e-05,,8.423298844604184e-05,3.86247385932892e-05,5.4989091538965994e-05,4.8003203870980964e-05,5.0976053654365904e-05,8.6654993459616e-05,4.428072092782502e-05,5.082013343108653e-05,3.478581340513833e-05,7.512174417666055e-05,7.885465491232103e-05
Balbianiales,,,,,,,,,,,,,,,,,,,,,9.421429984643623e-07,9.411135820571578e-07,,,9.387458918133454e-07
