order,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Candidatus Hecatellales,,,,,,,,,,,,,,,,,,,1.3777311798477274e-06,2.750952173321143e-06,,2.8233407461714733e-06,,,
Candidatus Hydrogenedentales,,,,,,,,,0.000149812734082397,,1.4654591283449114e-05,2.811792658409369e-05,1.4775413711583924e-05,,,1.103563959808263e-05,1.5122000173215648e-05,2.1944321769591297e-05,9.64411825893409e-06,6.877380433302857e-06,1.0363572983107988e-05,1.0352249402628737e-05,1.034172830963572e-05,1.1268261626499083e-05,9.387458918133455e-06
Candidatus Izemoplasmatales,,,,,,,,,,,,,1.4775413711583924e-05,,,9.656184648322303e-06,2.7494545769482996e-06,2.743040221198912e-06,1.3777311798477274e-06,5.501904346642286e-06,3.768571993857449e-06,4.705567910285789e-06,3.760628476231172e-06,2.817065406624771e-06,6.571221242693419e-06
Candidatus Jingweiarchaeales,,,,,,,,,,,1.4654591283449114e-05,1.4058963292046846e-05,,,1.4038831407673637e-05,4.138364849280987e-06,,,,1.3754760866605714e-06,1.8842859969287245e-06,,,,
Candidatus Korarchaeales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,,,,9.421429984643623e-07,,,,9.387458918133454e-07
Candidatus Limnocylindrales,,,,,,,,,,,,,,,,,,1.371520110599456e-06,,,,,1.8803142381155857e-06,,
Candidatus Lucifugimonadales,,,,,,,,,,,,,,,,2.7589098995206576e-06,1.3747272884741498e-06,1.371520110599456e-06,,1.3754760866605714e-06,9.421429984643623e-07,,9.401571190577927e-07,9.39021802208257e-07,
Candidatus Mcinerneyibacteriales,,,,,,,,,,,,,,,,4.138364849280987e-06,,1.371520110599456e-06,1.3777311798477274e-06,,,,9.401571190577927e-07,9.39021802208257e-07,2.8162376754400364e-06
Candidatus Methanofastidiosales,,,,,,,,,,,,,1.4775413711583924e-05,,,2.7589098995206576e-06,2.7494545769482996e-06,1.371520110599456e-06,1.3777311798477274e-06,1.3754760866605714e-06,3.768571993857449e-06,9.411135820571578e-07,1.8803142381155857e-06,2.817065406624771e-06,
Candidatus Methanoliparales,,,,,,,,,,,,,,,,,2.7494545769482996e-06,,,,2.826428995393087e-06,,9.401571190577927e-07,,
Candidatus Methanomethylicales,,,,,,,,,,,,,,,,,1.3747272884741498e-06,,1.3777311798477274e-06,,,9.411135820571578e-07,,,
Candidatus Methanophagales,,,,,,,,,,,,4.217688987614054e-05,,1.4167516717669727e-05,,8.276729698561972e-06,3.161872763490545e-05,1.0972160884795648e-05,8.266387079086364e-06,1.2379284779945144e-05,1.978500296775161e-05,1.223447656674305e-05,8.461414071520135e-06,1.6902392439748628e-05,1.220369659357349e-05
Candidatus Methylomirabilales,,,,,,,,,,,,,1.4775413711583924e-05,,1.4038831407673637e-05,1.2415094547842961e-05,6.873636442370749e-06,1.0972160884795648e-05,9.644118258934091e-06,6.8773804333028575e-06,4.710714992321812e-06,8.470022238514419e-06,7.521256952462342e-06,8.451196219874314e-06,1.1264950701760146e-05
Candidatus Mnemosynellales,,,,,,,,,,,,,,,,,,,,,,,,9.39021802208257e-07,
Candidatus Moduliflexales,,,,,,,,,,,1.4654591283449114e-05,1.4058963292046846e-05,,,,6.897274748801643e-06,1.0997818307793198e-05,5.486080442397824e-06,9.64411825893409e-06,5.501904346642286e-06,6.595000989250538e-06,8.47002223851442e-06,4.700785595288963e-06,1.4085327033123855e-05,8.448713026320109e-06
Candidatus Naiadarchaeales,,,,,,,,,,,,,,,,,,,,,,9.411135820571578e-07,,,
Candidatus Nanogingivales,,,,,,,,,,,,,,,,1.3794549497603288e-06,1.3747272884741498e-06,,,1.3754760866605714e-06,9.421429984643623e-07,,,,
Candidatus Nanopelagicales,0.0028409090909090906,,,,,0.0020452885317750183,0.0008722197993894462,0.00014494854326714017,0.001348314606741573,0.0007458233890214797,0.0012602948503766225,0.001180952916531935,0.0009899527186761228,0.001501756772072991,0.0008704075472757648,0.0010704570410139099,0.0010667883758559394,0.0012261389788758635,0.0010332983848857233,0.00117053014974803,0.0010938280212170362,0.0011378063207070621,0.0010238311026538097,0.0010967774649792042,0.0010645378413163295
Candidatus Nanosynbacterales,,,,,,,,,,,,,,,,,,,,,,,,,9.387458918133454e-07
Candidatus Nemesobacterales,,,,,,,,,,,,,,,,,,,,,9.421429984643623e-07,2.8233407461714733e-06,,9.39021802208257e-07,
Candidatus Nitrosocaldales,,,,,,,,,,,,,,,,,,,1.3777311798477274e-06,1.3754760866605714e-06,,,,,
Candidatus Obscuribacterales,,,,,,,,,,,,2.811792658409369e-05,,,1.4038831407673637e-05,1.2415094547842961e-05,1.09978183077932e-05,1.371520110599456e-05,1.3777311798477271e-05,1.6505713039926855e-05,1.2247858980036712e-05,1.223447656674305e-05,1.6922828143040273e-05,1.596337063754037e-05,1.877491783626691e-05
Candidatus Odinarchaeales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,,,1.3754760866605714e-06,,,,,9.387458918133454e-07
Candidatus Paceibacterales,,,,,,,,,,,,,,,,,,1.371520110599456e-06,1.3777311798477274e-06,1.3754760866605714e-06,,,9.401571190577927e-07,,9.387458918133454e-07
Candidatus Palauibacterales,,,,,,0.0001460920379839299,,0.00014494854326714017,0.000149812734082397,,,1.4058963292046846e-05,,1.4167516717669727e-05,,1.9312369296644603e-05,1.512200017321565e-05,9.600640774196191e-06,1.3777311798477271e-05,8.25285651996343e-06,2.5437860958537777e-05,1.694004447702884e-05,1.7862985262098066e-05,2.0658479648581654e-05,2.346864729533364e-05
Candidatus Pelagibacterales,0.015624999999999998,0.018335684062059238,0.009985734664764621,0.011510791366906473,0.010233918128654972,0.01212563915266618,0.013374036923971508,0.012030729091172634,0.010187265917602996,0.013275656324582339,0.011679709252908932,0.011556467826062506,0.011111111111111112,0.011475688541312477,0.009279667560472266,0.010283836650462804,0.010496042847500124,0.010261713467504603,0.010181433419074409,0.010522392062952971,0.010462497997946065,0.01054517768694992,0.010558904604137557,0.010348959282136685,0.01030367490854281
Candidatus Peribacterales,0.0014204545454545453,,,,,,,0.00014494854326714017,,,,,2.9550827423167847e-05,,4.211649422302092e-05,2.207127919616526e-05,8.248363730844898e-06,1.2343680995395105e-05,1.6532774158172724e-05,1.650571303992686e-05,2.1669288964680335e-05,1.6940044477028838e-05,2.5384242214560406e-05,1.4085327033123855e-05,2.252990140352029e-05
Candidatus Pheonicimicrobiales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,,,2.750952173321143e-06,,,,,
Candidatus Polarisedimenticolales,,,,,,0.0001460920379839299,,,,,8.792754770069471e-05,2.811792658409369e-05,4.4326241134751776e-05,8.500510030601836e-05,9.827181985371548e-05,6.069601778945447e-05,4.2616545942698655e-05,5.074624409217987e-05,5.510924719390908e-05,4.8141663033120004e-05,5.370215091246865e-05,3.4821202536114844e-05,2.9144870690791578e-05,4.225598109937156e-05,4.881478637429396e-05
Candidatus Poseidoniales,,,,,,0.0001460920379839299,,,,0.00014916467780429595,0.0001025821389841438,0.00029523822913298377,0.00010342789598108747,9.917261702368809e-05,0.0001123106512613891,0.00014622222467459484,0.0001622178200399497,0.0001686969736037331,0.00020252648343761589,0.00016093070213928686,0.00021669288964680335,0.0001778704670088028,0.0001570062388826514,0.00013615816132019724,0.00014456686733925518
Candidatus Promineifilales,,0.0014104372355430183,,,,0.0001460920379839299,0.0001453699665649077,,,0.00014916467780429595,1.4654591283449114e-05,1.4058963292046846e-05,2.9550827423167847e-05,7.083758358834864e-05,4.211649422302092e-05,2.0691824246404937e-05,3.02440003464313e-05,4.114560331798368e-05,2.479916123725909e-05,4.676618694645943e-05,4.899143592014684e-05,3.9526770446400634e-05,3.854644188136951e-05,3.2865763077289e-05,4.13048192397872e-05
Candidatus Proteinoplasmatales,,,,,,,,,,,,,,,,,,,,,9.421429984643623e-07,,,,
Candidatus Puniceispirillales,,,,,,0.0007304601899196494,0.0004361098996947231,0.000869691259602841,0.000749063670411985,0.0007458233890214797,0.0007913479293062514,0.0008997736506909981,0.0007683215130023641,0.0007225433526011561,0.0007721357274220493,0.000703522024377679,0.0006529954620252206,0.0007474784602766649,0.0007977063531318338,0.0006973663759368214,0.0007122601068389834,0.0006314872135603489,0.0006054611846730896,0.0007042663516561164,0.0007087531483189946
Candidatus Saccharimonadales,,,,,,,,,,,,,1.4775413711583924e-05,,,1.3794549497603288e-06,4.12418186542245e-06,1.371520110599456e-06,1.3777311798477274e-06,2.750952173321143e-06,2.826428995393087e-06,2.8233407461714733e-06,1.8803142381155855e-06,1.878043604416514e-06,9.387458918133454e-07
Candidatus Sulfidibacteriales,,,,,,,,,,,,,,,,4.138364849280987e-06,4.12418186542245e-06,5.486080442397824e-06,,5.501904346642286e-06,5.652857990786174e-06,3.764454328228631e-06,2.8204713571733784e-06,7.512174417666056e-06,4.693729459066727e-06
Candidatus Sumerlaeales,,,,,,,,,,,,,1.4775413711583924e-05,,,4.138364849280987e-06,4.124181865422449e-06,4.114560331798368e-06,6.888655899238636e-06,9.628332606623999e-06,7.537143987714898e-06,4.705567910285789e-06,5.640942714346756e-06,3.756087208833028e-06,6.571221242693417e-06
Candidatus Sysuiplasmatales,,,,,,,,,,,,,,,,,,,1.3777311798477274e-06,,,,,,
Candidatus Tariuqbacterales,,,,,,,,,,,1.4654591283449114e-05,,,,,1.3794549497603288e-06,1.3747272884741498e-06,1.371520110599456e-06,1.3777311798477274e-06,,,9.411135820571578e-07,,1.8780436044165137e-06,9.387458918133454e-07
Candidatus Termititenacales,,,,,,,,,,,,,,,,,,,1.3777311798477274e-06,,9.421429984643623e-07,,,,9.387458918133454e-07
Candidatus Tethybacterales,,,,,,,,,,,,,,,,4.138364849280986e-06,1.3747272884741498e-06,,1.3777311798477274e-06,1.3754760866605714e-06,,1.8822271641143156e-06,2.8204713571733784e-06,,9.387458918133454e-07
Candidatus Tharpellales,,,,,,,,,,,1.4654591283449114e-05,,,2.8335033435339454e-05,1.4038831407673637e-05,6.897274748801645e-06,1.6496727461689797e-05,1.6458241327193472e-05,6.888655899238636e-06,1.2379284779945144e-05,3.768571993857449e-06,7.528908656457262e-06,1.0341728309635722e-05,6.573152615457799e-06,1.0326204809946801e-05
Candidatus Thermoprofundales,,,,,,,,,,,,,,,,,1.3747272884741498e-06,1.371520110599456e-06,1.3777311798477274e-06,,1.8842859969287245e-06,1.8822271641143156e-06,,9.39021802208257e-07,1.8774917836266908e-06
Candidatus Troglogloeales,,,,,,,,,,,1.4654591283449114e-05,2.811792658409369e-05,1.4775413711583924e-05,,,1.6553459397123945e-05,1.5122000173215648e-05,1.0972160884795648e-05,9.644118258934091e-06,2.2007617386569143e-05,1.4132144976965435e-05,1.5998930894971684e-05,2.5384242214560406e-05,1.1268261626499083e-05,1.595868016082687e-05
Candidatus Uabimicrobiales,,,,,,,,,,,,,,1.4167516717669727e-05,,1.103563959808263e-05,4.12418186542245e-06,9.600640774196191e-06,4.133193539543182e-06,1.1003808693284571e-05,4.710714992321812e-06,4.705567910285789e-06,2.8204713571733784e-06,7.512174417666056e-06,3.754983567253382e-06
Candidatus Undinarchaeales,,,,,,,,,,,,,,,,,,,,,1.8842859969287245e-06,9.411135820571578e-07,,,
Candidatus Vecturitrichales,,,,,,,,,,,7.327295641724557e-05,,,1.4167516717669727e-05,1.4038831407673637e-05,2.6209644045446246e-05,1.3747272884741499e-05,3.291648265438694e-05,1.1021849438781817e-05,3.8513330426495995e-05,1.224785898003671e-05,1.1293362984685893e-05,2.0683456619271445e-05,1.784141424195688e-05,1.5019934269013528e-05
Candidatus Zymogeniales,,,,,,,,,,,1.4654591283449114e-05,,,,,1.3794549497603288e-06,6.873636442370749e-06,5.486080442397824e-06,2.7554623596954548e-06,,6.595000989250536e-06,4.705567910285789e-06,1.8803142381155857e-06,2.817065406624771e-06,4.6937294590667274e-06
Cantharellales,,,,,,,,,0.000149812734082397,,5.8618365133796456e-05,4.217688987614054e-05,1.4775413711583924e-05,2.8335033435339454e-05,4.2116494223020915e-05,2.620964404544625e-05,3.986709136575034e-05,3.2916482654386945e-05,6.0620171913299994e-05,3.1635949993193145e-05,4.0512148933967583e-05,5.552570134137231e-05,3.196534204796496e-05,2.6292610461831196e-05,3.754983567253382e-05
Capnodiales,,,,,,,,,,,,,,,,4.138364849280986e-06,1.3747272884741498e-06,5.486080442397824e-06,1.3777311798477274e-06,1.3754760866605714e-06,3.768571993857449e-06,1.8822271641143156e-06,1.8803142381155857e-06,2.817065406624771e-06,3.754983567253382e-06
Capsalidea,,,,,,,,,,,,,,,,,2.7494545769482996e-06,,,,1.8842859969287245e-06,,,,
Capsulimonadales,,,,,,,,,0.000299625468164794,,,,,,2.8077662815347274e-05,5.517819799041315e-06,2.7494545769482996e-06,8.229120663596736e-06,9.64411825893409e-06,2.750952173321143e-06,5.652857990786174e-06,1.3175590148800211e-05,6.581099833404551e-06,5.634130813249542e-06,7.509967134506763e-06
Cardiida,,,,,,,,,,,,,,,,,,,2.7554623596954548e-06,,1.8842859969287245e-06,9.411135820571578e-07,,,
Cardiobacteriales,,0.0014104372355430183,,,,,,0.00014494854326714017,,,2.9309182566898228e-05,7.029481646023423e-05,1.4775413711583924e-05,1.4167516717669727e-05,2.8077662815347274e-05,2.345073414592559e-05,3.57429095003279e-05,4.114560331798368e-05,4.684286011482273e-05,3.8513330426496e-05,3.4859290943181405e-05,4.3291224774629264e-05,3.572597052419613e-05,4.695109011041284e-05,4.224356513160054e-05
Cardiopteridales,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,,,,,,0.0002921840759678598,0.0007268498328245385,,0.000149812734082397,,8.792754770069468e-05,0.00019682548608865584,0.00011820330969267138,5.667006687067891e-05,8.423298844604183e-05,8.13878420358594e-05,6.32374552698109e-05,5.074624409217987e-05,0.00013226219326538177,5.364356737976229e-05,6.123929490018355e-05,9.317024462365861e-05,5.4529112905351984e-05,5.915837353912019e-05,8.354838437138775e-05
Catenulisporales,,,,,,,,,,,,,1.4775413711583924e-05,2.8335033435339454e-05,,1.103563959808263e-05,4.124181865422449e-06,5.486080442397824e-06,5.5109247193909095e-06,1.1003808693284571e-05,1.224785898003671e-05,1.1293362984685893e-05,8.461414071520137e-06,1.0329239824290827e-05,9.387458918133455e-06
Caulobacterales,,,,,,0.0005843681519357196,0.0007268498328245385,0.00014494854326714017,0.000299625468164794,,0.00042498314722002435,0.0004358278620534522,0.0005171394799054373,0.0002975178510710643,0.0003509707851918409,0.00040831866512905737,0.00035742909500327893,0.00037716803041485037,0.0003940311174364499,0.0003892597325249417,0.0004041793463412114,0.00036985763774846305,0.0003647809621944236,0.00035213317582809636,0.0004092932088306187
Caulochytriales,,,,,,,,,,,,,1.4775413711583924e-05,,,8.276729698561972e-06,4.12418186542245e-06,1.371520110599456e-06,1.3777311798477274e-06,6.877380433302857e-06,2.826428995393087e-06,9.411135820571578e-07,,3.756087208833028e-06,2.8162376754400364e-06
Cavernulicolales,,,,,,,,,,,,,,,,1.3794549497603288e-06,1.3747272884741498e-06,1.371520110599456e-06,,,9.421429984643623e-07,9.411135820571578e-07,,,
Cavosteliida,,,,,,0.0001460920379839299,,,,0.00014916467780429595,0.00010258213898414379,,1.4775413711583924e-05,5.667006687067891e-05,2.8077662815347274e-05,2.8968553944966907e-05,3.7117636788802045e-05,5.074624409217987e-05,3.582101067604091e-05,5.5019043466422854e-05,3.674357694011013e-05,3.388008895405768e-05,3.854644188136951e-05,4.037793749495505e-05,4.693729459066728e-05
Celastrales,,,,,,,,,,,,,1.4775413711583924e-05,,,5.517819799041315e-06,,4.114560331798368e-06,1.3777311798477274e-06,,1.8842859969287245e-06,4.705567910285789e-06,9.401571190577927e-07,2.817065406624771e-06,4.693729459066727e-06
Cellvibrionales,0.036931818181818184,0.029619181946403384,0.04279600570613409,0.012949640287769784,0.020467836257309944,0.02425127830533236,0.02718418374763774,0.027395274677489492,0.024868913857677904,0.02729713603818616,0.024883495999296575,0.025109308439595666,0.025443262411347513,0.025473195058370167,0.025845488621527146,0.024832948005584173,0.02475608901084247,0.025175623150162297,0.02476196249540154,0.025477943553212274,0.02480379872056919,0.024656234736313853,0.025123818692579396,0.025105686903837923,0.024858929961107685
Cephalaspidea,,,,,,,,,,,,,,,,2.7589098995206576e-06,2.7494545769482996e-06,1.371520110599456e-06,,2.750952173321143e-06,3.768571993857449e-06,,,2.817065406624771e-06,1.8774917836266908e-06
Ceraceosorales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,2.743040221198912e-06,1.3777311798477274e-06,4.126428259981715e-06,1.8842859969287245e-06,3.764454328228631e-06,2.8204713571733784e-06,1.8780436044165137e-06,1.877491783626691e-06
Ceramiales,,,,,,,,,,,,4.217688987614054e-05,1.4775413711583924e-05,,1.4038831407673637e-05,3.448637374400822e-05,8.248363730844898e-06,1.5086721216594016e-05,2.2043698877563638e-05,1.7881189126587428e-05,4.710714992321811e-06,2.0704498805257475e-05,7.521256952462342e-06,2.2536523252998167e-05,1.4081188377200182e-05
Cercomonadida,,,,,,,,,,,,1.4058963292046846e-05,,,,,5.498909153896599e-06,,1.3777311798477274e-06,1.3754760866605714e-06,1.8842859969287245e-06,1.8822271641143156e-06,3.760628476231172e-06,9.39021802208257e-07,4.6937294590667274e-06
Chaetocerotales,0.008522727272727272,0.008462623413258109,0.01997146932952924,0.005755395683453237,0.007309941520467837,0.008619430241051863,0.009303677860154094,0.006957530076822729,0.009138576779026217,0.009844868735083532,0.007444532371992143,0.007057599572607516,0.007328605200945626,0.006885413124787487,0.006668444918644972,0.006327559854550411,0.006272880617307541,0.006177326578139897,0.006241122244710152,0.0064124695160115205,0.006091896628070361,0.006235818594710612,0.0062971723834489525,0.006142141608244093,0.0063262085649299785
Chaetopeltidales,,,,,,,,,,,,,,,,,,,,6.877380433302857e-06,,,,9.39021802208257e-07,9.387458918133454e-07
Chaetophorales,,,,,,,,,0.000149812734082397,,,,,,,,1.3747272884741498e-06,2.743040221198912e-06,,2.750952173321143e-06,,3.764454328228631e-06,9.401571190577927e-07,5.634130813249542e-06,2.8162376754400364e-06
Chaetosphaeriales,,,,,,,,,,,,,1.4775413711583924e-05,,,2.7589098995206576e-06,4.12418186542245e-06,2.743040221198912e-06,1.3777311798477274e-06,1.3754760866605714e-06,9.421429984643623e-07,9.411135820571578e-07,1.8803142381155857e-06,1.8780436044165137e-06,9.387458918133454e-07
Chaetothyriales,,,,,,,,,0.000149812734082397,,2.9309182566898228e-05,2.811792658409369e-05,1.4775413711583924e-05,1.4167516717669727e-05,5.615532563069455e-05,3.724528364352888e-05,3.57429095003279e-05,3.154496254378749e-05,3.0310085956650004e-05,3.1635949993193145e-05,2.826428995393087e-05,3.764454328228632e-05,2.7264556452675992e-05,4.78901119126211e-05,3.3794852105280435e-05
Charales,,,,,,,,0.00014494854326714017,,,,1.4058963292046846e-05,4.432624113475177e-05,4.250255015300918e-05,,2.4830189095685922e-05,2.1995636615586397e-05,2.3315841880190753e-05,3.306554831634545e-05,2.3383093473229715e-05,2.072714596621597e-05,1.7881158059086e-05,2.63243993336182e-05,2.723163226403945e-05,3.191736032165374e-05
Chattonellales,,,,,,0.0001460920379839299,,0.00014494854326714017,0.000149812734082397,,0.00019050968668483847,0.00019682548608865584,0.00011820330969267139,9.917261702368809e-05,0.00014038831407673635,0.00012828931032771057,0.00010585400121250954,9.874944796316084e-05,0.00010884076320797045,9.765880215290057e-05,0.00010740430182493731,9.787581253394443e-05,0.00014290388209678453,0.00011643870347382387,8.07321466959477e-05
Cheilostomatida,0.0014204545454545453,,,,,,,,,,1.4654591283449114e-05,1.4058963292046846e-05,,2.8335033435339454e-05,7.019415703836819e-05,1.9312369296644603e-05,1.787145475016395e-05,2.468736199079021e-05,1.6532774158172728e-05,1.1003808693284571e-05,1.1305715981572347e-05,1.5057817312914525e-05,1.974329950021365e-05,1.3146305230915593e-05,1.7836171944453562e-05
Chirodropida,,,,,,,,,,,,,,,,,,,,,,,,,
Chitinispirillales,,,,,,,,0.00014494854326714017,,,2.9309182566898228e-05,2.811792658409369e-05,1.4775413711583924e-05,,5.615532563069455e-05,1.5174004447363619e-05,1.64967274616898e-05,2.605888210138966e-05,1.1021849438781817e-05,1.7881189126587428e-05,1.224785898003671e-05,1.7881158059086002e-05,2.5384242214560406e-05,9.390218022082569e-06,1.6897426052640217e-05
Chitinivibrionales,,,,,,,,,,,1.4654591283449114e-05,,,1.4167516717669727e-05,,1.2415094547842961e-05,8.248363730844898e-06,1.6458241327193472e-05,2.2043698877563635e-05,2.063214129990857e-05,2.2611431963144694e-05,1.6940044477028838e-05,1.9743299500213652e-05,1.6902392439748624e-05,1.9713663728080258e-05
Chitinophagales,0.0028409090909090906,0.0014104372355430183,,,,0.0016070124178232288,0.001017589765954354,0.0021742281490071025,0.0020973782771535584,0.0017899761336515512,0.0021688795099504676,0.001715193521629715,0.0019799054373522457,0.002025954890626771,0.0015442714548440989,0.001971241123207316,0.0019039972945366966,0.0018488091090879016,0.0017951837273415332,0.0018665210495983288,0.0018805174249347653,0.0017852924651622162,0.0017712560123048153,0.0018029218602396927,0.0018390032020621637
Chitonida,,,,,,,,,,,,,,,,,,,,,,,,,
Chitovirales,,,,,,,,,,,,1.4058963292046846e-05,,,,1.3794549497603288e-06,1.3747272884741498e-06,1.371520110599456e-06,1.3777311798477274e-06,4.126428259981715e-06,1.8842859969287245e-06,1.8822271641143156e-06,,1.878043604416514e-06,1.8774917836266908e-06
Chlamydiales,,,,,,0.0001460920379839299,0.0007268498328245385,0.00028989708653428034,0.000299625468164794,0.00014916467780429595,0.00017585509540138936,8.435377975228108e-05,0.0001477541371158392,0.00014167516717669725,7.019415703836819e-05,8.000838708609907e-05,8.523309188539728e-05,0.0001056070485161581,0.00010608530084827499,7.427570867967086e-05,0.00010740430182493731,0.00011669808417508757,8.837476919143253e-05,9.671924562745045e-05,0.00010607828577490802
Chlamydodontida,,,,,,,,,,,,,,,,8.276729698561974e-06,5.498909153896599e-06,2.743040221198912e-06,,9.628332606623999e-06,4.710714992321812e-06,1.4116703730857367e-05,8.461414071520137e-06,6.573152615457798e-06,4.693729459066727e-06
Chlamydomonadales,,,,,,0.0007304601899196494,0.00043610989969472314,0.00014494854326714017,,0.00014916467780429595,0.0003517101908027788,0.0002108844493807027,0.00020685579196217494,0.00012750765045902755,0.0002105824711151046,0.00024278407115781788,0.00030381473075278713,0.0002468736199079021,0.0002783016983292409,0.00025446307603220567,0.00023930432160994803,0.00024845398566308966,0.00026606446469335535,0.00026010903921168713,0.0002666038332749901
Chlorellales,,,,,0.0014619883040935674,0.0005843681519357195,0.00043610989969472314,0.00014494854326714017,,0.0002983293556085919,0.0007327295641724553,0.0006045354215580143,0.00047281323877068556,0.0005383656352714497,0.0004352037736378826,0.00048005032251651164,0.0004701567326581591,0.0005294067626913734,0.000544203816039764,0.0004882940107644588,0.00048803007320442877,0.0005251413787877903,0.0005105053156483207,0.0005587179723138164,0.0005069227815792003
Chlorobiales,,,,,,0.0002921840759678598,,,,0.00014916467780429595,0.0001025821389841438,7.029481646023423e-05,0.00010342789598108747,5.667006687067891e-05,9.827181985371544e-05,8.552620688514039e-05,0.00010035509205861295,9.189184741016356e-05,7.715294607147273e-05,0.0001017852304128823,9.51564428449006e-05,8.846467671337285e-05,8.461414071520136e-05,8.92070712097844e-05,7.322217956144095e-05
Chlorocystidales,,,,,,,,,,,,,,,,1.3794549497603288e-06,,,,,,9.411135820571578e-07,,,
Chlorodendrales,,,,,,,,,,,4.396377385034734e-05,5.623585316818738e-05,4.4326241134751776e-05,1.4167516717669727e-05,2.8077662815347274e-05,2.0691824246404933e-05,1.787145475016395e-05,3.2916482654386945e-05,3.306554831634545e-05,2.2007617386569143e-05,1.695857397235852e-05,9.411135820571578e-06,2.4444085095502617e-05,1.3146305230915598e-05,2.440739318714698e-05
Chloroflexales,,,,,,0.0001460920379839299,0.0001453699665649077,0.00014494854326714017,,,7.327295641724557e-05,4.217688987614054e-05,0.00010342789598108747,8.500510030601836e-05,8.423298844604183e-05,8.552620688514039e-05,4.8115455096595245e-05,8.229120663596736e-05,6.199790309314773e-05,4.539071085979886e-05,6.689215289096972e-05,6.776017790811537e-05,7.051178392933445e-05,7.981685318770184e-05,7.791590902050767e-05
Chlorokybales,,,,,,,,,,,,,,,,,1.3747272884741498e-06,1.371520110599456e-06,1.3777311798477274e-06,,,,9.401571190577927e-07,9.39021802208257e-07,
Chloropicales,,,,,,,,,,,5.8618365133796456e-05,,2.9550827423167847e-05,4.250255015300918e-05,2.8077662815347274e-05,4.276310344257019e-05,4.124181865422451e-05,3.703104298618531e-05,2.479916123725909e-05,3.851333042649601e-05,3.957000593550322e-05,3.670342970022915e-05,3.8546441881369514e-05,3.662185028612202e-05,3.097861442984039e-05
Chlorosarcinales,,,,,,,,,,,,,,,,,,,,,,,,,
Chondrillida,,,,,,,,,,,,,,1.4167516717669727e-05,,2.7589098995206576e-06,2.7494545769482996e-06,,1.3777311798477274e-06,,9.421429984643623e-07,,,9.39021802208257e-07,
Chordodea,,,,,,,,,,,,,,,,,,,,,,,,,
Choreotrichida,,,,,,,,,,,,,,,,,,,,,,,,,
Christensenellales,,,,,,,,,,,,,1.4775413711583924e-05,1.4167516717669727e-05,,2.7589098995206576e-06,4.124181865422449e-06,2.743040221198912e-06,4.133193539543182e-06,1.2379284779945144e-05,5.652857990786174e-06,8.470022238514419e-06,4.700785595288964e-06,7.512174417666056e-06,2.816237675440036e-06
Chromadorida,,,,,,,,,,,,,,,,,,,,,,,,,
Chromatiales,0.011363636363636362,0.012693935119887164,0.009985734664764621,0.007194244604316546,0.010233918128654972,0.010372534696859021,0.00697775839511557,0.00913175822582983,0.008689138576779026,0.008800715990453461,0.008983264456754302,0.008800911020821325,0.009530141843971631,0.008755525331519892,0.009462172368772026,0.00877885130027378,0.008774884282330494,0.008663892538656256,0.0088932547659163,0.00880854885897357,0.009060589216231136,0.00898292914073466,0.008885424932214397,0.008839012224185427,0.008883352374228819
Chromulinales,,,,,,,,,,,,,1.4775413711583924e-05,2.8335033435339454e-05,,1.7932914346884275e-05,1.5122000173215648e-05,9.600640774196191e-06,1.9288236517868183e-05,1.3754760866605715e-05,1.4132144976965435e-05,1.5057817312914525e-05,1.5982671023982477e-05,1.6902392439748624e-05,1.220369659357349e-05
Chroococcales,0.0014204545454545453,,,0.0014388489208633092,0.0014619883040935674,0.0010226442658875093,0.0007268498328245385,0.0007247427163357008,0.001048689138576779,0.0005966587112171838,0.0006741111990386591,0.0005061226785136863,0.0007683215130023639,0.0004958630851184405,0.0007159804017913551,0.0005131572413107539,0.0005457667335242373,0.0005211776420277767,0.0005290487730614941,0.0005804509085706675,0.0005596329410877166,0.0005514925590853736,0.0005462312861724717,0.0005004986205768644,0.0005482276008189428
Chroococcidiopsidales,,,,,,,0.0001453699665649077,,,,,4.217688987614054e-05,,,1.4038831407673637e-05,1.2415094547842961e-05,2.337036390406055e-05,1.9201281548392386e-05,8.266387079086364e-06,1.7881189126587428e-05,1.978500296775161e-05,1.223447656674305e-05,1.974329950021365e-05,2.0658479648581654e-05,6.571221242693419e-06
