,1K,10K,100K,1M,10M
Leptocylindrales,,0.0001,0.00014199999999999998,0.00011640000000000001,0.00011570000000000001
Herpetosiphonales,,0.0001,1e-05,3.5e-06,4.35e-06
Eunotiales,,0.0002,0.000146,0.0001476,0.000144175
Acidobacteriales,,0.0001,5.6000000000000006e-05,6.14e-05,5.9250000000000004e-05
Coscinodiscales,,0.00015000000000000001,5.2000000000000004e-05,7.12e-05,6.665000000000001e-05
Fibrobacterales,,0.0001,1e-05,7.2000000000000005e-06,7.125e-06
Opitutales,,0.00013333333333333334,0.00014600000000000003,0.0001286,0.000134
Cymatosirales,,0.0001,2e-05,2.0399999999999998e-05,1.9699999999999998e-05
Biddulphiales,,0.0001,4.4e-05,3.72e-05,3.7175e-05
Desulfarculales,,0.0001,1.7500000000000002e-05,1.4799999999999999e-05,1.635e-05
Anaulales,,0.00013333333333333334,2.75e-05,2.34e-05,2.0375e-05
Holophagales,,0.0001,1.3333333333333335e-05,9e-06,9.85e-06
Kineosporiales,,0.0001,2.2e-05,2.72e-05,2.845e-05
Ignavibacteriales,,0.0001,4.6e-05,6.0599999999999996e-05,5.78e-05
Geodermatophilales,,0.0001,6.2e-05,7.74e-05,7.4525e-05
Petrotogales,,0.0001,1e-05,4.2e-06,3.625e-06
Acidiferrobacterales,,0.0001,2.25e-05,2.0599999999999996e-05,1.9149999999999998e-05
Micropepsales,,0.0001,1e-05,5.2e-06,6.35e-06
Kiritimatiellales,,0.0001,0.000108,0.00011219999999999999,0.0001162
Immundisolibacterales,,0.0001,1e-05,4.8e-06,5e-06
Phototrophicales,,0.0001,2e-05,2.4e-05,2.4374999999999996e-05
Candidatus Cryosericales,,0.0001,,1.3999999999999997e-06,7.749999999999999e-07
Stephanodiscales,,0.00015000000000000001,6.4e-05,7.36e-05,6.7525e-05
Syntrophales,,0.0001,4e-05,3.4e-05,3.4e-05
Ectocarpales,,0.0003,3.4e-05,3.54e-05,3.8825e-05
Brachyspirales,,0.00019999999999999998,0.00010200000000000001,9.200000000000001e-05,9.65e-05
Diversisporales,,0.0002,4.4e-05,2.1799999999999998e-05,2.4025e-05
Parachlamydiales,,0.00015000000000000001,7.4e-05,6.1e-05,5.7925e-05
Spirochaetales,,0.0001,7.4e-05,6.8e-05,7.500000000000001e-05
Ceramiales,,0.0001,1.6666666666666667e-05,1.1999999999999999e-05,1.2499999999999999e-05
Tribonematales,,0.0001,4.2e-05,4.26e-05,4.1e-05
Peronosporales,,0.00015000000000000001,8.000000000000002e-05,8.56e-05,8.8225e-05
Saccharomycetales,,0.0001,6.200000000000002e-05,6.000000000000001e-05,6.419999999999999e-05
Sordariales,,0.0001,1.25e-05,5.2e-06,5.575e-06
Hymenostomatida,,0.0001,4e-05,4.48e-05,4.25e-05
Chlamydiales,,0.00013333333333333334,2e-05,1.94e-05,2.03e-05
Boletales,,0.0001,1.5000000000000002e-05,8.400000000000001e-06,8.7e-06
Zoopagales,,0.0001,2e-05,6.4e-06,5.2749999999999995e-06
Thermodesulfobacteriales,,0.0001,1.6666666666666667e-05,2.34e-05,2.215e-05
Fusobacteriales,,0.0001,2.6000000000000002e-05,2.94e-05,3.135e-05
Syntrophobacterales,,0.0001,6.2e-05,5.099999999999999e-05,4.8324999999999996e-05
Mortierellales,,0.00015000000000000001,1.7500000000000002e-05,2.5e-05,2.4075e-05
Parvularculales,,0.0001,9.4e-05,9.26e-05,9.5175e-05
Stylonematales,,0.0001,,2.0000000000000003e-06,1.6250000000000001e-06
Hemiaulales,,0.0001,3.0000000000000004e-05,3.28e-05,3.405e-05
Russulales,,0.0001,1.5000000000000002e-05,6e-06,6.0749999999999994e-06
Caldilineales,,0.0001,3.0000000000000004e-05,3.539999999999999e-05,3.4225e-05
Cryptomonadales,,0.0001,1.6000000000000003e-05,1.56e-05,1.5474999999999997e-05
Candidatus Brocadiales,,0.0001,3.2e-05,3.68e-05,3.3575e-05
Archaeosporales,,0.0001,2.8000000000000003e-05,2.68e-05,2.8850000000000003e-05
Magnetococcales,,0.0001,2e-05,1.4199999999999998e-05,1.5575000000000002e-05
Ardenticatenales,,0.0001,2.25e-05,2.38e-05,2.4725e-05
Leptospirales,,0.0001,3.8e-05,4.08e-05,4.395e-05
Spirulinales,,0.0001,5.2e-05,4.52e-05,4.8175e-05
Calditrichales,,0.0001,4.2000000000000004e-05,2.56e-05,2.6075e-05
Kangiellales,,0.000125,0.00011,0.0001082,0.000112775
Rhizosoleniales,,0.00013333333333333334,5.2000000000000004e-05,5.62e-05,6.0175e-05
Mycoplasmatales,,0.0001,2e-05,7.3999999999999995e-06,6.6e-06
Mucorales,,0.0001,5e-05,4.039999999999999e-05,4.16e-05
Cantharellales,,0.0001,1.6666666666666667e-05,1.24e-05,1.085e-05
Xylariales,,0.0001,2.666666666666667e-05,1.7e-05,1.5775e-05
Pyramimonadales,,0.0001,2e-05,1.22e-05,1.0549999999999999e-05
Prymnesiales,,0.0001,5e-05,3.6400000000000004e-05,3.2749999999999996e-05
Methanosarcinales,,0.0001,2e-05,3.4399999999999996e-05,3.7275e-05
Cardiobacteriales,,0.0001,1.5000000000000002e-05,2.2199999999999998e-05,2.1749999999999997e-05
Lentisphaerales,,0.0001,2.2e-05,3.7600000000000006e-05,3.8350000000000004e-05
Thalassionemales,,0.0001,2.8000000000000003e-05,3.5e-05,3.275e-05
Solirubrobacterales,,0.0001,8e-05,9.300000000000001e-05,8.93e-05
Salinisphaerales,,0.0001,4.500000000000001e-05,2.94e-05,3.4625e-05
Thoreales,,0.0001,1e-05,8.5e-06,7.350000000000001e-06
Dehalococcoidales,,0.0001,,2.4e-06,3.0250000000000003e-06
Rhodothalassiales,,0.0001,2e-05,5.4e-06,7.075e-06
Oligoflexales,,0.0001,1.7500000000000002e-05,1.0399999999999999e-05,1.2425e-05
Veillonellales,,0.0001,1.2e-05,1.0399999999999999e-05,9.075e-06
Trebouxiales,,0.0001,2e-05,2.32e-05,2.2925e-05
Miltoncostaeales,,0.0001,2.25e-05,1.4799999999999999e-05,1.67e-05
Gemmatales,,0.0004,7.6e-05,6.36e-05,6.8625e-05
Chytridiales,,0.0001,2e-05,1.18e-05,1.2450000000000001e-05
Ophiostomatales,,0.0001,,3.2e-06,1.1e-06
Ustilaginales,,0.0001,1e-05,4.2000000000000004e-06,3.6499999999999998e-06
Heterotrichida,,0.0001,1.7500000000000002e-05,2.16e-05,2.13e-05
Georgefischeriales,,0.0001,1e-05,1.6666666666666665e-06,9.000000000000001e-07
Thermales,,0.0001,2.5e-05,1.28e-05,1.1774999999999998e-05
Frankiales,,0.0001,2.7500000000000004e-05,2.52e-05,2.895e-05
Placidida,,0.0001,,1.3333333333333332e-06,7.5e-07
Acholeplasmatales,,0.0001,2.4e-05,1.82e-05,1.88e-05
Catenulisporales,,0.0001,1.3333333333333335e-05,1.24e-05,9.924999999999999e-06
Synurales,,0.0001,1e-05,5.2e-06,5.2500000000000006e-06
Rhizophydiales,,0.0001,3.4e-05,2.32e-05,2.655e-05
Euzebyales,,0.0001,1.6666666666666667e-05,2.08e-05,1.89e-05
Candidatus Nanopelagicales,,0.0001,3.2000000000000005e-05,2e-05,1.7275e-05
Capsulimonadales,,0.0001,,4.6e-06,3.825e-06
Eubodonida,,0.0001,1e-05,5.2e-06,5.1750000000000004e-06
Salsipaludibacterales,,0.0001,1.5000000000000002e-05,9.8e-06,9.699999999999999e-06
Methanomicrobiales,,0.0001,1.5000000000000002e-05,1.0399999999999999e-05,1.0925000000000001e-05
Neocallimastigales,,0.0001,1.6000000000000003e-05,1.76e-05,1.86e-05
Dictyochales,,0.0001,1e-05,2e-06,2.475e-06
Synergistales,,0.0001,1.666666666666667e-05,1.06e-05,1.0825e-05
Chattonellales,,0.0001,2.4e-05,2.56e-05,2.2125000000000002e-05
Toxariales,,0.0001,1e-05,1.02e-05,9.175e-06
Bacteroidetes Order II. Incertae sedis,,0.0001,3.4e-05,2.54e-05,2.5325e-05
Gaiellales,,0.0001,1e-05,5e-06,5.475000000000001e-06
Haloferacales,,0.0001,2.3333333333333336e-05,4.8e-06,6.799999999999999e-06
Fimbriimonadales,,0.0001,1.3333333333333335e-05,5.2e-06,4.75e-06
Egicoccales,,0.0001,2e-05,2.6e-06,3.175e-06
Holosporales,,0.0001,4.6e-05,4.18e-05,3.8375e-05
Koleobacterales,,0.0001,,1.5e-06,5.75e-07
Vicinamibacterales,,0.0001,1.25e-05,9.2e-06,7.725e-06
Peniculida,,,4e-05,3.88e-05,3.4625e-05
Sedimentisphaerales,,,3e-05,1.22e-05,1.4025e-05
Selenomonadales,,,3.8e-05,2.48e-05,2.5549999999999998e-05
Dictyotales,,,4e-05,5.2e-06,4.6499999999999995e-06
Diaporthales,,,1.7500000000000002e-05,1.1799999999999999e-05,1.055e-05
Monoblepharidales,,,3.0000000000000004e-05,4.600000000000001e-06,4.65e-06
Haemosporida,,,2.5e-05,1.34e-05,1.5725e-05
Philasterida,,,2e-05,2.2200000000000004e-05,2.0824999999999998e-05
Bryobacterales,,,2.4e-05,1.98e-05,2.105e-05
Mariprofundales,,,3.4e-05,2.72e-05,2.6775e-05
Bradymonadales,,,2e-05,2.6600000000000003e-05,2.5075e-05
Chthoniobacterales,,,2.25e-05,1.74e-05,1.6575e-05
Acytosteliales,,,2.666666666666667e-05,1.38e-05,1.3425e-05
Dictyosteliales,,,1.8e-05,1.52e-05,1.2774999999999999e-05
Chloropicales,,,2.25e-05,1.4399999999999998e-05,1.7275e-05
Minwuiales,,,2.6000000000000002e-05,2.22e-05,2.13e-05
Pelobiontida,,,2.25e-05,9.999999999999999e-06,8.125e-06
Thraustochytrida,,,4.6e-05,5.020000000000001e-05,5.04e-05
Trypanosomatida,,,1.8e-05,2.72e-05,2.41e-05
Tichowtungiales,,,2e-05,1e-05,1.2699999999999999e-05
Ulvales,,,1.5000000000000002e-05,4.000000000000001e-06,4.525e-06
Entomophthorales,,,2e-05,5.8e-06,5.475000000000001e-06
Tremellales,,,1.7500000000000002e-05,6.6e-06,8.8e-06
Piroplasmida,,,2e-05,1.8e-05,1.1425e-05
Schizosaccharomycetales,,,1.5000000000000002e-05,2.9999999999999997e-06,3.425e-06
Chlorodendrales,,,1.5000000000000002e-05,5.400000000000001e-06,5.475e-06
Glomerales,,,2.25e-05,2.1200000000000004e-05,2.3775e-05
Coriobacteriales,,,1.7500000000000002e-05,1.32e-05,1.5025000000000001e-05
Lithodesmiales,,,2.8000000000000003e-05,2.2200000000000004e-05,2.2675e-05
Atheliales,,,2e-05,1e-06,1.225e-06
Orbales,,,3.4e-05,2.64e-05,2.6099999999999997e-05
Longamoebia,,,2e-05,1.0800000000000002e-05,1.055e-05
Tissierellales,,,1.666666666666667e-05,1.7199999999999998e-05,1.555e-05
Synchytriales,,,1.6000000000000003e-05,9.8e-06,9.65e-06
Cavosteliida,,,2e-05,1.12e-05,1.005e-05
Thermoplasmatales,,,1e-05,1.1799999999999999e-05,9.6e-06
Thermotogales,,,1e-05,5.6e-06,4.75e-06
Fucales,,,1e-05,1.2499999999999999e-06,1.125e-06
Dasycladales,,,1e-05,1.2499999999999999e-06,1.475e-06
Kickxellales,,,1e-05,2.8e-06,3.225e-06
Polyporales,,,1e-05,9.400000000000001e-06,7.875e-06
Physariida,,,1e-05,1e-06,7e-07
Batrachospermales,,,1e-05,1.6666666666666665e-06,1.6249999999999997e-06
Corallinales,,,1e-05,2e-06,1.3500000000000002e-06
Gracilariales,,,1e-05,6.5999999999999995e-06,5.400000000000001e-06
Aquificales,,,2e-05,1.74e-05,1.665e-05
Spizellomycetales,,,2e-05,1.04e-05,1.4475e-05
Eugregarinorida,,,1e-05,3.7999999999999996e-06,4.074999999999999e-06
Opalinata,,,1e-05,5.4e-06,8.4e-06
Harpellales,,,1.7500000000000002e-05,1.1999999999999999e-05,1.0325e-05
Thermoanaerobacterales,,,2.3333333333333336e-05,1.62e-05,1.61e-05
Glycomycetales,,,1.7500000000000002e-05,8.8e-06,7.925e-06
Candidatus Poseidoniales,,,1e-05,1.32e-05,1.1075e-05
Capnodiales,,,1e-05,3.333333333333333e-06,1.9249999999999998e-06
Malasseziales,,,1e-05,4.8e-06,4.625000000000001e-06
Thaumatomonadida,,,1e-05,2.4999999999999998e-06,8.5e-07
Chrysiogenales,,,1.3333333333333335e-05,7.2000000000000005e-06,7.975e-06
Cenarchaeales,,,1e-05,2e-06,3e-07
Desulfurellales,,,1e-05,4.6e-06,4.975000000000001e-06
Leucosporidiales,,,1e-05,1e-06,8.249999999999999e-07
Phaeocystales,,,1.3333333333333335e-05,1e-06,9.25e-07
Botryosphaeriales,,,1e-05,1.5e-06,1.325e-06
Acanthopleuribacterales,,,1.6666666666666667e-05,1.64e-05,1.8375e-05
Methanophagales,,,1e-05,2.4999999999999998e-06,2.625e-06
Nitriliruptorales,,,2.3333333333333336e-05,1.06e-05,1.2125000000000002e-05
Basidiobolales,,,1e-05,6.8e-06,5.899999999999999e-06
Natrialbales,,,1.3333333333333335e-05,5.8e-06,4.125e-06
Tepidisphaerales,,,1.5000000000000002e-05,9e-06,1.0274999999999999e-05
Acidaminococcales,,,1e-05,4.599999999999999e-06,5.7999999999999995e-06
Chitinispirillales,,,1e-05,2.0000000000000003e-06,1.775e-06
Umbelopsidales,,,1.2500000000000002e-05,5.4e-06,4.9e-06
Sessilida,,,1e-05,2e-06,3.025e-06
Silvanigrellales,,,1.25e-05,6.400000000000001e-06,5.3500000000000004e-06
Iodidimonadales,,,1e-05,1e-06,2.4500000000000003e-06
Olpidiales,,,1e-05,3.0000000000000005e-06,2.525e-06
Sporichthyales,,,1e-05,4.2e-06,3.4e-06
Candidatus Acidulodesulfobacterales,,,1e-05,2.25e-06,1.475e-06
Acanthocystida,,,1e-05,1.6e-06,2.075e-06
Nephroselmidales,,,1.5000000000000002e-05,1.54e-05,1.4750000000000001e-05
Mycosphaerellales,,,1e-05,1.7e-05,1.7150000000000004e-05
Nephromycida,,,1e-05,2.9999999999999997e-06,2.875e-06
Trueperales,,,2.5e-05,1.4399999999999998e-05,1.685e-05
Thermosediminibacterales,,,1e-05,2.25e-06,1.925e-06
Thermodesulfovibrionales,,,1e-05,5.2e-06,3.7499999999999997e-06
Candidatus Uabimicrobiales,,,1e-05,6.2e-06,6.725e-06
Candidatus Sulfidibacteriales,,,1.5000000000000002e-05,6.2e-06,5.9e-06
Plasmodiophorida,,,3.3333333333333335e-05,1.4799999999999999e-05,1.515e-05
Eucoccidiorida,,,3.7500000000000003e-05,1.98e-05,2.195e-05
Pucciniales,,,2e-05,7.199999999999999e-06,9.275e-06
Chroococcidiopsidales,,,2.5e-05,4.6e-06,3.4e-06
Methanobacteriales,,,2e-05,6.400000000000001e-06,6.3e-06
Halobacteriales,,,2e-05,1.28e-05,1.2399999999999998e-05
Endogonales,,,2e-05,4.6e-06,5.525e-06
Perkinsida,,,1.5000000000000002e-05,1.0599999999999998e-05,1.4375e-05
Onygenales,,,1.5000000000000002e-05,4e-06,4.325e-06
Jakobida,,,1.3333333333333335e-05,3.5999999999999994e-06,4.875e-06
Aggregatilineales,,,1.5000000000000002e-05,3.8e-06,4.9249999999999994e-06
Porphyridiales,,,1e-05,5.6e-06,7.5e-06
Gymnodiniales,,,1.25e-05,3.4000000000000005e-06,3.6499999999999998e-06
Erysiphales,,,1e-05,1.8000000000000001e-06,2.175e-06
Pezizales,,,1e-05,9.400000000000001e-06,9.35e-06
Exobasidiales,,,1e-05,4.000000000000001e-06,3e-06
Gigartinales,,,1.3333333333333335e-05,8e-06,8.25e-06
Rhodogorgonales,,,1e-05,,2.5e-07
