order,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Adinetida,,,,,,,,,,,,,,,3.2812705079406776e-05,9.648908386831765e-06,1.9354838709677434e-05,3.204347658903804e-05,2.24661403170949e-05,1.290310093773369e-05,1.9654345575808124e-05,1.530248643543981e-05,8.772199146465594e-06,1.9636592134891514e-05,6.5545832923676215e-06
Aeromonadales,,0.0034364261168384875,,,,0.0006510416666666666,0.0009900990099009901,0.0006443298969072165,0.001008403361344538,0.0003395585738539898,0.0014855897791423204,0.000988435306909163,0.0011360978380726434,0.0013421017313112334,0.0011484446777792372,0.0011064081616900423,0.0011129032258064525,0.0011343390712519465,0.0010719558379870995,0.0012677296671323348,0.001183628366898667,0.0011170815097871056,0.0011096831920278977,0.001200013963798926,0.0010640273544610106
Agaricales,,,,,,,,,,,3.301310620316268e-05,,3.341464229625422e-05,3.355254328278084e-05,0.0001312508203176271,4.1811936342937644e-05,3.870967741935487e-05,5.447391020136466e-05,3.530393478400628e-05,4.838662851650133e-05,5.4595404377244785e-05,6.120994574175921e-05,4.6054045518944364e-05,4.581871498141354e-05,3.932749975420573e-05
Agaricostilbales,,,,,,,,,,,,,,,,,,3.2043476589038035e-06,,,6.551448525269374e-06,2.186069490777115e-06,,,
Agelasida,,,,,,,,,,,3.301310620316268e-05,,,,,6.432605591221176e-06,9.677419354838717e-06,2.2430433612326624e-05,1.2837794466911372e-05,3.2257752344334224e-06,8.735264700359164e-06,8.74427796310846e-06,1.535134850631479e-05,1.9636592134891514e-05,1.0924305487279367e-05
Aggregatilineales,,,,,,,,,,,,,,,,,,,,,,,,,
Ahnfeltiales,,,,,,,,,,,,,,,,,3.2258064516129057e-06,6.408695317807607e-06,3.2094486167278434e-06,3.2257752344334224e-06,,2.186069490777115e-06,4.386099573232797e-06,4.363687141087003e-06,2.1848610974558734e-06
Alaninales,,,,,,,,,,,,,,,,,,,,,,,2.193049786616398e-06,,
Albuginales,,,,,,,,,,,,,,,,3.537933075171646e-05,6.4516129032258115e-06,3.204347658903804e-05,3.2094486167278434e-06,6.451550468866845e-06,1.0919080875448957e-05,1.3116416944662687e-05,4.386099573232796e-06,1.090921785271751e-05,1.0924305487279367e-05
Algavirales,,,,,,,0.0009900990099009901,,,,6.602621240632536e-05,6.589568712727754e-05,0.00016707321148127108,6.710508656556167e-05,0.0002625016406352542,0.00016724774537175055,0.00010322580645161298,0.00013778694933286355,0.0001315873932858416,8.387015609526898e-05,0.00010700699257939976,0.0001180477525019642,0.0001535134850631479,0.0001287287706620666,0.00010705819377533782
Alismatales,,,,,,,,,,,,,0.00010024392688876265,6.710508656556167e-05,3.2812705079406776e-05,5.146084472976942e-05,6.129032258064521e-05,4.165651956574945e-05,4.49322806341898e-05,4.193507804763449e-05,5.4595404377244785e-05,4.590745930631941e-05,4.824709530556076e-05,5.018240212250054e-05,6.554583292367621e-05
Alteromonadales,0.2707581227436823,0.2474226804123711,0.2705479452054794,0.23529411764705882,0.29641693811074915,0.2532552083333333,0.25544554455445545,0.2419458762886598,0.2504201680672269,0.2607809847198641,0.25304545904724174,0.25445619584198215,0.26247201523707686,0.2546302509730237,0.25695629347683424,0.2525376629057404,0.25539999999999996,0.25248016508799487,0.25575454136979714,0.2530652929165225,0.25173940958346147,0.25245823514238264,0.2539376208918741,0.25172365642073197,0.2523973388391871
Amborellales,,,,,,,,,,,,3.294784356363877e-05,,,3.2812705079406776e-05,,,6.408695317807607e-06,9.628345850183529e-06,3.2257752344334224e-06,2.183816175089791e-06,4.37213898155423e-06,2.193049786616398e-06,1.090921785271751e-05,4.369722194911748e-06
Amphidiniales,,,,,,,,,,,,,,,,,3.2258064516129057e-06,6.408695317807607e-06,,,,4.37213898155423e-06,4.386099573232797e-06,2.181843570543502e-06,2.1848610974558734e-06
Amphipoda,,,,,,,,,,,3.301310620316268e-05,,,,3.2812705079406776e-05,1.2865211182442352e-05,1.2903225806451623e-05,1.9226085953422824e-05,9.628345850183529e-06,1.290310093773369e-05,1.528671322562854e-05,1.5302486435439804e-05,1.315829871969839e-05,1.3091061423261011e-05,1.7478888779646987e-05
Amylocorticiales,,,,,,,,,,,,,,,,,,,,,,,,,
Anaerolineales,,,,,0.0065146579804560255,,,0.00032216494845360824,,0.0003395585738539898,0.00019807863721897607,0.00016473921781819383,0.00016707321148127108,0.000201315259696685,0.0001312508203176271,0.00020262707612346705,0.00014516129032258074,0.00015380868762738257,0.00022145195455422118,0.0001870949635971385,0.00019217582340790165,0.00015083879486362092,0.0002061466799419415,0.00019854776491945867,0.00019445263767357276
Anaeroplasmatales,,,,,,,,,,,,,,,,,,,,,,,,,
Anaerosomatales,,,,,,,,,,,,,,,,,,,,,,,,,
Anaulales,,,,,,,,,,0.0003395585738539898,0.0001650655310158134,0.00013179137425455508,6.682928459250843e-05,0.0006374983223728358,0.0001968762304764407,0.00023157380128396236,0.00022903225806451632,0.00030120867993695756,0.00031452596443932865,0.00019032073883157194,0.00033630769096379984,0.000349771118524336,0.00038159066287099644,0.00031854916129922056,0.00018352833218629341
Ancyromonadida,,,,,,,,,,,,,,,,,,6.408695317807607e-06,,,,8.74427796310846e-06,4.386099573232797e-06,8.727374282174008e-06,4.369722194911748e-06
Andreaeales,,,,,,,,,,,,,,,,,,,,,,,2.193049786616398e-06,,
Anisolpidiales,,,,,,,,,,,,,,,,,,,,,,,,,
Anostraca,,,,,,,,,,,3.301310620316268e-05,3.294784356363877e-05,,,,3.2163027956105885e-05,1.9354838709677434e-05,1.2817390635615214e-05,1.604724308363921e-05,1.290310093773369e-05,2.1838161750897913e-05,1.3116416944662687e-05,1.754439829293119e-05,1.9636592134891517e-05,1.3109166584735243e-05
Anthoathecata,,,,,,,,,,,,,,,,6.432605591221176e-06,1.6129032258064527e-05,1.922608595342282e-05,9.62834585018353e-06,9.677325703300267e-06,2.62057941010775e-05,1.748855592621692e-05,2.8509647226013172e-05,1.090921785271751e-05,1.966374987710286e-05
Anthocerotales,,,,,,,,,,,,,,,,,,,,,,,,,
Antipatharia,,,,,,,,,,,,,,,,,,,,,,,,2.181843570543502e-06,
Aphragmophora,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,,,,,,,,,,,6.602621240632536e-05,,,3.355254328278084e-05,,2.8946725160495295e-05,4.193548387096777e-05,5.1269562542460856e-05,3.851338340073411e-05,5.1612403750934765e-05,4.586013967688562e-05,3.497711185243384e-05,5.263319487879356e-05,6.545530711630506e-05,3.2772916461838104e-05
Aplysiida,,,,,,,,,,,6.602621240632536e-05,,,,,1.9297816773663527e-05,3.2258064516129057e-06,1.922608595342282e-05,1.2837794466911372e-05,1.612887617216711e-05,8.735264700359164e-06,1.748855592621692e-05,6.579149359849195e-06,1.090921785271751e-05,1.747888877964699e-05
Apochela,,,,,,,,,,,,,,,,,,,,,,,,,
Apusomonadida,,,,,,,,,,,3.301310620316268e-05,,,,3.2812705079406776e-05,1.9297816773663527e-05,3.2258064516129054e-05,3.204347658903804e-05,1.9256691700367058e-05,2.2580426641033954e-05,2.402197792598771e-05,1.0930347453885572e-05,2.412354765278038e-05,3.490949712869603e-05,1.9663749877102864e-05
Aquificales,,,,,,,,,,,,,,,3.2812705079406776e-05,1.2865211182442352e-05,6.4516129032258115e-06,9.613042976711412e-06,9.62834585018353e-06,1.290310093773369e-05,2.4021977925987702e-05,1.748855592621692e-05,1.315829871969839e-05,1.7454748564348016e-05,1.3109166584735243e-05
Aquifoliales,,,,,,,,,,,,,3.341464229625422e-05,,,1.608151397805294e-05,2.9032258064516153e-05,2.2430433612326624e-05,1.2837794466911372e-05,1.290310093773369e-05,1.9654345575808124e-05,1.3116416944662687e-05,1.754439829293119e-05,1.3091061423261011e-05,1.0924305487279367e-05
Araneae,,,,,,,,,,,6.602621240632536e-05,9.884353069091632e-05,6.682928459250843e-05,6.710508656556167e-05,3.2812705079406776e-05,3.859563354732705e-05,3.870967741935486e-05,4.4860867224653255e-05,4.4932280634189806e-05,3.8709302813201067e-05,4.149250732670603e-05,1.967462541699403e-05,2.631659743939678e-05,3.272765355815253e-05,4.3697221949117476e-05
Araucariales,,,,,,,,,,,,,,,,,,3.2043476589038035e-06,,,,,2.193049786616398e-06,,
Arcellinida,,,,,,,,,,,,,,,,3.216302795610588e-06,,,,3.2257752344334224e-06,,,,,
Archaeoglobales,,,,,,,,,,,,,,,,,,,,,2.183816175089791e-06,,,,
Archaeognatha,,,,,,,,,,,,,,,,,,,,3.2257752344334224e-06,,2.186069490777115e-06,,,
Archaeosporales,,,,,,,,,,,,,,,,3.216302795610588e-06,,3.2043476589038035e-06,,,,,,,
Architaenioglossa,,,,,,,,,,,,,,,,6.432605591221176e-06,6.4516129032258115e-06,,3.2094486167278434e-06,1.290310093773369e-05,8.735264700359164e-06,8.74427796310846e-06,,4.363687141087003e-06,6.5545832923676215e-06
Arcoida,,,,,,,,,,,,,,,,,6.4516129032258115e-06,3.2043476589038035e-06,,,,,,,
Ardenticatenales,,,,,,,,,,,,,,,,,,,,,,,,,
Ardissoneales,,,,,,,,,,,,,,,,,,,3.2094486167278434e-06,,,,,,
Arecales,,,,,,0.0003255208333333333,,,,,,3.294784356363877e-05,3.341464229625422e-05,3.355254328278084e-05,6.562541015881355e-05,6.432605591221176e-06,1.2903225806451623e-05,3.204347658903804e-05,1.9256691700367058e-05,2.2580426641033958e-05,2.1838161750897913e-05,1.748855592621692e-05,1.9737448079547584e-05,8.727374282174006e-06,1.3109166584735243e-05
Arenicellales,,,,,,,0.0006600660066006601,0.00032216494845360824,,0.0003395585738539898,0.00033013106203162647,0.0002965305920727489,0.0005346342767400674,0.0005703932358072742,0.0005250032812705079,0.0005885834115966472,0.0005516129032258064,0.0005126956254245187,0.0005905385454779229,0.00048064050993052804,0.00048480719086980436,0.000620843735380617,0.0005175597496413313,0.000499642177654406,0.0005527698576562646
Arguloida,,,,,,,,,,,,,3.341464229625422e-05,,,,3.2258064516129057e-06,,,,,,,2.181843570543502e-06,
Armatimonadales,,,,,,,,,,,,,,,,,,,,,,,,,
Arthoniales,,,,,,,,,,,,,,,,,,,,,,,2.193049786616398e-06,,
Articulavirales,,,,,,,,,,,,,,,,,,,,,2.183816175089791e-06,,,,
Ascoideales,,,,,,,,,,,,3.294784356363877e-05,,,,9.648908386831763e-06,1.935483870967743e-05,3.2043476589038035e-06,1.925669170036706e-05,1.6128876172167112e-05,1.965434557580812e-05,1.967462541699403e-05,1.9737448079547584e-05,2.6182122846522022e-05,1.3109166584735243e-05
Asfuvirales,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,,,,,,0.0003255208333333333,0.00033003300330033004,,,,,,3.341464229625422e-05,3.355254328278084e-05,,2.2514119569274117e-05,1.935483870967743e-05,2.5634781271230428e-05,1.2837794466911374e-05,2.580620187546738e-05,1.965434557580812e-05,6.558208472331344e-06,2.1930497866163984e-05,2.181843570543502e-05,3.495777755929398e-05
Asterales,,,,,,0.0003255208333333333,,,,,3.301310620316268e-05,9.884353069091632e-05,6.682928459250843e-05,,,7.397496429904352e-05,5.4838709677419396e-05,8.97217344493065e-05,6.097952371782902e-05,8.387015609526898e-05,5.02277720270652e-05,5.902387625098209e-05,5.9212344238642753e-05,6.109161997521806e-05,6.117611072876447e-05
Atheliales,,,,,,,,,,,,,,,,,,,,,,,,,
Atractiellales,,,,,,,,,,,,,,,,,,,,,,,,,
Atribacterales,,,,,,,,,,,,,,,,3.216302795610588e-06,,,,,2.183816175089791e-06,,2.193049786616398e-06,,2.1848610974558734e-06
Aulographales,,,,,,,,,,,,,,,,,,,,,,,,,
Auriculariales,,,,,,,,,,,,,,,,,6.4516129032258115e-06,,,3.2257752344334224e-06,2.183816175089791e-06,,,2.181843570543502e-06,6.55458329236762e-06
Axinellida,,,,,,,,,,,,,,,3.2812705079406776e-05,,,,,,,,,,
Bacillales,,,,0.00326797385620915,,0.0003255208333333333,0.003630363036303631,0.0016108247422680412,0.002016806722689076,0.001358234295415959,0.002806114027268828,0.0016803400217455771,0.0025729274568115747,0.002549993289491343,0.0025922037012731354,0.0024315249134816046,0.00238709677419355,0.00254425204116962,0.002535464407214996,0.002538685109499103,0.002395646344073501,0.002479002802541248,0.002432092213357586,0.002489483513990136,0.002392422901714182
Bacillariales,0.010830324909747292,0.0274914089347079,0.010273972602739725,0.0130718954248366,0.016286644951140062,0.011393229166666666,0.009240924092409241,0.007409793814432989,0.008067226890756304,0.008488964346349744,0.008352315869400152,0.007083786366182334,0.009155611989173655,0.007918400214736276,0.007514109463184147,0.006226762212301272,0.007064516129032259,0.006799625732192356,0.006149303549649287,0.006090263642609124,0.006374559415085993,0.0068970492433999935,0.006881790230400752,0.006820443001518109,0.006853909262717483
Bacteriovoracales,,,,,,,,,,,6.602621240632536e-05,0.00016473921781819383,0.00026731713837003374,6.710508656556167e-05,6.562541015881355e-05,0.00011578690064198118,9.677419354838718e-05,9.29260821082103e-05,0.00012195904743565801,0.00010322480750186952,0.00011355844110466915,8.525671014030748e-05,0.00011842468847728551,9.163742996282708e-05,0.00010705819377533782
Bacteroidales,,,,,,0.0006510416666666666,0.0006600660066006601,,0.0003361344537815126,0.0006791171477079796,0.001452576672939158,0.0009554874633455243,0.0013031710495539145,0.0011072339283317674,0.0008531303320645762,0.0009262952051358494,0.0010870967741935492,0.0010990912470040047,0.0009949290711856315,0.0010903120292384968,0.0009870849111405858,0.0009378238115433823,0.0010658221962955695,0.001090921785271751,0.001088060826533025
Baeomycetales,,,,,,,,,,,,,,,,,,,,,,,,,
Baerida,,,,,,,,,,,,,,,,,,,,,,,,,
Balanomorpha,,,,,,,,,,,,,6.682928459250843e-05,,3.2812705079406776e-05,2.5730422364884704e-05,2.5806451612903246e-05,3.8452171906845635e-05,4.1722832017461964e-05,2.2580426641033954e-05,2.1838161750897913e-05,1.748855592621692e-05,1.535134850631479e-05,2.8363966417065527e-05,1.310916658473524e-05
Balbianiales,,,,,,,,,,,,,,,,,,,,,,,,,
Balneolales,,,,,,,0.00033003300330033004,,,0.0003395585738539898,9.903931860948807e-05,3.294784356363877e-05,0.00013365856918501687,3.355254328278084e-05,6.562541015881355e-05,0.00012221950623320235,0.00010000000000000007,9.292608210821031e-05,0.00014763463636948077,9.99990322674361e-05,0.00010263936022922021,0.00011367561352040997,0.00010745943954420353,8.727374282174008e-05,0.00011579763816516129
Bangiales,,,,,,,,,,,6.602621240632536e-05,,0.00010024392688876265,,3.2812705079406776e-05,6.432605591221176e-06,6.4516129032258115e-06,1.602173829451902e-05,2.2466140317094903e-05,3.5483527578767646e-05,1.528671322562854e-05,1.748855592621692e-05,3.508879658586238e-05,1.7454748564348016e-05,1.5294027682191117e-05
Baphyvirales,,,,,,,,,,,,,,,,,,,,,,,,,
Bartheletiales,,,,,,,,,,,,,,,,,,,,,,,,,
Basidiobolales,,,,,,,,,,,,,,,,,,,,,,,,,
Batrachospermales,,,,,,,,,0.0003361344537815126,,,,,,,3.216302795610588e-06,1.6129032258064527e-05,,6.418897233455687e-06,1.290310093773369e-05,1.747052940071833e-05,8.74427796310846e-06,6.579149359849193e-06,6.5455307116305055e-06,1.3109166584735243e-05
Bdellovibrionales,,,,,,,0.00033003300330033004,0.00032216494845360824,,,6.602621240632536e-05,3.294784356363877e-05,6.682928459250843e-05,3.355254328278084e-05,0.00019687623047644066,7.075866150343294e-05,9.354838709677428e-05,7.690434381369128e-05,7.702676680146823e-05,0.00010322480750186952,7.643356612814269e-05,6.120994574175921e-05,0.00010526638975758712,9.818296067445758e-05,0.0001092430548727937
Bicosoecida,,,,,,,,,,,,,,,,,9.677419354838715e-06,,3.2094486167278434e-06,3.2257752344334224e-06,3.0573426451257086e-05,,4.386099573232797e-06,,
Biddulphiales,,,,,,0.0006510416666666666,,0.00032216494845360824,,0.0006791171477079796,6.602621240632536e-05,0.0004942176534545815,6.682928459250843e-05,0.00040263051939337,9.843811523822036e-05,0.00020905968171468816,0.00010645161290322588,7.690434381369128e-05,0.00020219526285385412,0.00016774031219053795,0.00018562437488263227,0.00014428058639128955,0.0001425482361300659,0.00011127402209771859,8.957930499569083e-05
Bifidobacteriales,,,,,,,,,0.0003361344537815126,,6.602621240632536e-05,3.294784356363877e-05,6.682928459250843e-05,3.355254328278084e-05,0.0001312508203176271,5.789345032099059e-05,5.4838709677419396e-05,7.049564849588368e-05,8.344566403492394e-05,8.387015609526898e-05,7.42497499530529e-05,7.214029319564478e-05,7.237064295834115e-05,5.6727932834131054e-05,6.554583292367621e-05
Bivalvulida,,,,,,,,,,,,,,,,,,,,,,,,,
Blasiales,,,,,,,,,,,,,,,,3.216302795610588e-06,,,3.2094486167278434e-06,,,,,,
Blastocatellales,,,,,,,,,,,,,,,,,,,,,,,,,
Blastocladiales,,,,,,,,,,,,,,,,,,,,,,2.186069490777115e-06,,2.181843570543502e-06,2.1848610974558734e-06
Blattodea,,,,,,,,,,,,,,,,1.6081513978052943e-05,1.6129032258064527e-05,2.2430433612326624e-05,6.418897233455687e-06,1.9354651406600537e-05,1.0919080875448957e-05,1.3116416944662687e-05,8.772199146465593e-06,1.7454748564348016e-05,1.0924305487279369e-05
Boletales,,,,,,,,,,,3.301310620316268e-05,,,,,3.216302795610588e-06,9.677419354838715e-06,1.602173829451902e-05,1.9256691700367058e-05,1.290310093773369e-05,1.965434557580812e-05,2.4046764398548263e-05,8.772199146465593e-06,1.090921785271751e-05,1.5294027682191117e-05
Bonnemaisoniales,,,,,,,,,,,,,,,,,,,3.2094486167278434e-06,3.2257752344334224e-06,,4.37213898155423e-06,2.193049786616398e-06,,
Boraginales,,,,,,,,,,,,,,,,,,,,,,,,,
Botrydiales,,,,,,,,,,,,,,,,,,,,,,,,,
Botryosphaeriales,,,,,,,,,,,9.903931860948805e-05,3.294784356363877e-05,3.341464229625422e-05,3.355254328278084e-05,6.562541015881355e-05,9.648908386831763e-06,1.9354838709677434e-05,1.2817390635615214e-05,9.62834585018353e-06,1.612887617216711e-05,1.0919080875448955e-05,2.841890338010249e-05,2.193049786616398e-05,1.3091061423261011e-05,1.3109166584735243e-05
Brachypoda,,,,,,,,,,,,,,,,,,,,,,,,,
Brachyspirales,,,,,,,,,,,,,,,,3.216302795610588e-06,2.9032258064516153e-05,1.2817390635615214e-05,9.62834585018353e-06,1.6128876172167112e-05,1.3102897050538747e-05,1.5302486435439804e-05,2.4123547652780383e-05,1.5272904993804514e-05,8.739444389823494e-06
Bradymonadales,,,,,,,,,,,9.903931860948805e-05,6.589568712727754e-05,6.682928459250843e-05,0.0001006576298483425,6.562541015881355e-05,7.71912670946541e-05,5.8064516129032307e-05,5.447391020136466e-05,5.777007510110118e-05,4.838662851650133e-05,5.0227772027065214e-05,6.558208472331344e-05,4.3860995732327975e-05,4.363687141087003e-05,4.806694414402922e-05
Brassicales,,,,,,,,,,,0.00013205242481265073,0.00016473921781819383,0.00013365856918501687,0.00013421017313112335,6.562541015881355e-05,0.00015759883698491882,0.00014516129032258074,0.00011856086337944073,0.0001347968419025694,0.00012257945890847006,0.00017033766165700374,0.00012241989148351843,0.00012061773826390192,0.0001461835192264146,0.00013546138804226414
Brevinematales,,,,,,,,,,,,,,,,,3.2258064516129057e-06,3.2043476589038035e-06,3.2094486167278434e-06,6.451550468866845e-06,2.183816175089791e-06,2.186069490777115e-06,4.386099573232796e-06,4.363687141087004e-06,
Bryales,,,,,,,,,,,,,,,,,3.2258064516129057e-06,,,,,6.558208472331344e-06,,,
Bryobacterales,,,,,,0.0003255208333333333,,0.00032216494845360824,,,3.301310620316268e-05,0.00016473921781819383,0.00023390249607377952,0.00013421017313112335,6.562541015881355e-05,5.789345032099059e-05,6.129032258064521e-05,6.088260551917226e-05,9.307400988510745e-05,9.99990322674361e-05,8.080119847832228e-05,6.339601523253634e-05,5.7019294452026344e-05,5.890977640467455e-05,8.30247217033232e-05
Bryopsidales,,,,,,,,,,,3.301310620316268e-05,9.88435306909163e-05,0.00013365856918501687,,6.562541015881355e-05,7.397496429904352e-05,2.5806451612903246e-05,3.845217190684564e-05,7.702676680146822e-05,5.161240375093476e-05,2.183816175089791e-05,5.4651737269427864e-05,3.2895746799245974e-05,2.8363966417065523e-05,3.058805536438223e-05
Bunyavirales,,,,,,,,,,,,,,,,,,,,,,,2.193049786616398e-06,2.181843570543502e-06,
