genus,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Aaosphaeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,0.0,0.0,2.062736130043029e-06,6.875084219562546e-07,0.0,0.0,6.875561041244814e-07
Abditibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000072000576005e-06,4.000040000400004e-06,4.000032000256002e-06,2.000012000072001e-06,3.000024000192002e-06,2.750314840057372e-06,4.125050531737528e-06,1.3758400463319607e-06,2.062143716532353e-06,6.875561041244814e-07
Abelmoschus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Abidjanvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,0.0,0.0,0.0
Abies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abiotrophia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,0.0,0.0,0.0
Abortiporus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,2.000012000072001e-06,1.0000080000640005e-06,6.87578710014343e-07,0.0,0.0,0.0,0.0
Abrostola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1.0000080000640006e-05,0.0,0.0,6.87578710014343e-07,2.062525265868764e-06,1.3758400463319607e-06,6.186431149597058e-06,6.875561041244814e-07
Abscondita,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1.000010000100001e-05,0.0,2e-05,0.0,1.000010000100001e-05,2.200017600140801e-05,1.5000150001500016e-05,1.3000104000832009e-05,1.4000084000504005e-05,1.2000096000768006e-05,3.712925034077452e-05,1.1000134751300074e-05,8.255040277991764e-06,1.7184530971102942e-05,2.5439575852605812e-05
Absidia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,6.000060000600006e-06,5.000040000320003e-06,6.000036000216002e-06,7.000056000448004e-06,7.563365810157773e-06,4.125050531737528e-06,8.942960301157746e-06,7.561193627285294e-06,3.437780520622407e-06
Abyssalbus,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,1e-05,4e-05,0.0,3.0000300003000036e-05,1.6000128001024008e-05,1.100011000110001e-05,1.5000120000960009e-05,1.2000072000432004e-05,1.4000112000896006e-05,1.2376416780258171e-05,1.3062660017168838e-05,1.4446320486485588e-05,1.2372862299194117e-05,1.7876458707236518e-05
Abyssibacter,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,5.000050000500006e-05,2e-05,2e-05,0.0,1.000010000100001e-05,2.300018400147201e-05,1.600016000160002e-05,1.4000112000896006e-05,1.3000078000468004e-05,1.2000096000768004e-05,1.7189467750358575e-05,1.1687643173256328e-05,1.3070480440153625e-05,1.3060243538038233e-05,1.5126234290738591e-05
Abyssibius,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.000120001200012,6e-05,1e-05,2e-05,5.0000500005000046e-05,6.900055200441604e-05,7.300073000730008e-05,7.000056000448004e-05,8.500051000306001e-05,5.300042400339203e-05,7.150818584149167e-05,7.562592641518801e-05,6.810408229343206e-05,6.530121769019117e-05,5.225426391346058e-05
Abyssicoccus,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Abyssisolibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,2.000020000200002e-06,0.0,1.0000060000360005e-06,2.000016000128001e-06,0.0,2.062525265868764e-06,6.879200231659802e-07,1.3747624776882351e-06,6.875561041244814e-07
Acacia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,0.0,6.000048000384003e-06,0.0,1.0000080000640005e-06,0.0,3.000024000192002e-06,1.375157420028686e-06,6.187575797606292e-06,4.815440162161862e-06,4.811668671908823e-06,2.0626683123734445e-06
Acanthamoeba,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,3.0000300003000036e-05,0.0,2e-05,3e-05,1.000010000100001e-05,3.0000240001920018e-05,3.5000350003500036e-05,4.400035200281602e-05,3.7000222001332016e-05,3.600028800230402e-05,2.4752833560516343e-05,4.468804742715655e-05,4.815440162161863e-05,2.1996199643011765e-05,2.5439575852605812e-05
Acanthephyra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acanthoceras,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000040000400004e-05,2e-05,2e-05,2e-05,5.0000500005000046e-05,1.6000128001024008e-05,3.1000310003100035e-05,2.800022400179201e-05,5.600033600201601e-05,1.0000080000640006e-05,2.337767614048766e-05,2.543781161238142e-05,1.1006720370655686e-05,2.130881840416765e-05,1.8564014811361e-05
Acanthocheilonema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,1.000010000100001e-05,1.0000080000640005e-06,3.000030000300003e-06,0.0,2.000012000072001e-06,0.0,1.375157420028686e-06,6.875084219562546e-07,0.0,6.873812388441177e-07,6.875561041244814e-07
Acanthocnemus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acanthocyclops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,1.0000080000640005e-06,0.0,6.875084219562546e-07,0.0,6.873812388441177e-07,0.0
Acanthodendrilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acanthophora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acanthopleuribacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,1.000010000100001e-05,6.000048000384003e-06,1.3000130001300014e-05,1.2000096000768006e-05,1.1000066000396002e-05,9.000072000576005e-06,6.87578710014343e-06,1.4437676861081346e-05,8.942960301157746e-06,1.168548106035e-05,8.250673249493778e-06
Acanthoscelides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,3e-05,1e-05,1e-05,0.0,7.000056000448003e-06,5.000050000500004e-06,5.000040000320002e-06,3.000018000108001e-06,3.000024000192002e-06,2.750314840057372e-06,2.7500336878250184e-06,4.127520138995882e-06,6.186431149597058e-06,2.0626683123734445e-06
Acanthotrema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acanvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,6.879200231659802e-07,0.0,0.0
Acaricomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acaromyces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,3.2000256002048016e-05,3.000030000300003e-06,1.0000080000640005e-06,0.0,2.000016000128001e-06,1.7189467750358575e-05,1.650020212695011e-05,1.3758400463319607e-06,6.873812388441177e-07,6.875561041244814e-07
Acarospora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,0.0,0.0,1.0000080000640005e-06,1.375157420028686e-06,0.0,1.3758400463319607e-06,0.0,6.875561041244814e-07
Acartia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3.000024000192002e-06,9.000090000900008e-06,3.000024000192002e-06,3.000018000108001e-06,6.000048000384002e-06,5.500629680114744e-06,1.3750168439125092e-06,4.127520138995881e-06,4.8116686719088236e-06,2.750224416497926e-06
Acarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.0000060000360005e-06,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Acaryochloris,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0001,0.0,7.000070000700006e-05,4e-05,3.0000000000000004e-05,8e-05,5.0000500005000046e-05,3.8000304002432015e-05,4.300043000430004e-05,5.200041600332802e-05,5.600033600201601e-05,4.200033600268802e-05,6.256966261130521e-05,4.262552216128779e-05,4.1963121413124805e-05,3.2994299464517646e-05,4.2628478455717854e-05
Acaulospora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,6.000060000600005e-06,6.000048000384003e-06,3.0000180001080015e-06,6.000048000384003e-06,5.500629680114744e-06,2.062525265868764e-06,2.063760069497941e-06,5.499049910752941e-06,1.375112208248963e-06
Acavomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acentria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acephala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,6.873812388441177e-07,6.875561041244814e-07
Acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,4.000032000256002e-06,3.000030000300003e-06,6.000048000384004e-06,8.000048000288002e-06,5.000040000320003e-06,7.563365810157773e-06,4.125050531737528e-06,2.063760069497941e-06,4.124287433064706e-06,5.500448832995852e-06
Aceraius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3758400463319607e-06,0.0,6.875561041244814e-07
Acerihabitans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,1.0000080000640005e-06,0.0,1.0000080000640005e-06,0.0,3.437542109781273e-06,0.0,0.0,6.875561041244814e-07
Acetabularia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,2.000012000072001e-06,1.0000080000640005e-06,0.0,3.437542109781273e-06,2.063760069497941e-06,0.0,0.0
Acetanaerobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acetatifactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,1.000010000100001e-06,0.0,1.0000060000360005e-06,3.0000240001920015e-06,1.375157420028686e-06,4.812558953693783e-06,2.063760069497941e-06,6.873812388441177e-07,6.875561041244814e-07
Aceticella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Acetivibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000040000400004e-05,0.0,1e-05,0.0,1.000010000100001e-05,5.000040000320003e-06,7.000070000700007e-06,5.000040000320003e-06,9.000054000324003e-06,9.000072000576005e-06,4.813050970100401e-06,6.875084219562546e-06,4.815440162161862e-06,1.168548106035e-05,6.875561041244816e-06
Acetoanaerobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,3.0000240001920015e-06,2.000012000072001e-06,5.000040000320003e-06,0.0,2.7500336878250184e-06,6.879200231659802e-07,1.3747624776882351e-06,0.0
Acetobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,1.000010000100001e-05,5e-05,4e-05,1e-05,1.000010000100001e-05,2.5000200001600013e-05,2.6000260002600025e-05,2.4000192001536012e-05,3.300019800118801e-05,2.000016000128001e-05,3.231619937067412e-05,3.300040425390022e-05,3.508392118146499e-05,2.887001203145294e-05,2.6127131956730298e-05
Acetobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,5.000050000500005e-06,4.000032000256002e-06,2.000012000072001e-06,0.0,2.062736130043029e-06,2.7500336878250184e-06,1.3758400463319607e-06,2.062143716532353e-06,1.3751122082489629e-06
Acetobacteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,2e-05,0.0,1e-05,0.0,3.000024000192002e-06,1.2000120001200012e-05,8.000064000512004e-06,0.0,2.000016000128001e-06,1.375157420028686e-06,6.875084219562546e-07,2.751680092663922e-06,2.7495249553764707e-06,6.875561041244814e-07
Acetohalobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0
Acetomicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000040000400004e-06,0.0,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,0.0,6.873812388441177e-07,2.750224416497926e-06
Acetonema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,1.0000080000640005e-06,1.375157420028686e-06,0.0,6.879200231659802e-07,6.873812388441177e-07,0.0
Achaetomiella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achlya,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,6.000060000600007e-05,2e-05,2e-05,0.0,4.000040000400004e-05,2.5000200001600016e-05,4.200042000420004e-05,2.400019200153601e-05,3.100018600111601e-05,4.900039200313602e-05,2.6127990980545032e-05,3.0250370566075204e-05,4.058728136679285e-05,3.849334937527058e-05,3.0252468581477183e-05
Achnanthes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3.0000240001920015e-06,0.0,0.0,1.0000060000360005e-06,0.0,6.87578710014343e-07,1.3750168439125092e-06,0.0,6.873812388441177e-07,6.875561041244814e-07
Achnanthidium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acholeplasma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,3.0000240001920015e-06,0.0,1.0000080000640005e-06,0.0,4.000032000256002e-06,6.87578710014343e-07,6.875084219562546e-07,7.567120254825784e-06,2.062143716532353e-06,2.7502244164979258e-06
Acholoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achromatium,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,3.000030000300003e-05,5e-05,9e-05,2e-05,6.000060000600007e-05,4.9000392003136025e-05,4.400044000440004e-05,4.700037600300802e-05,5.7000342002052014e-05,5.700045600364802e-05,4.400503744091796e-05,5.1563131646719094e-05,4.54027215289547e-05,5.08662116744647e-05,5.7067156642331966e-05
Achromobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,2.000020000200002e-05,6.000000000000001e-05,7.000000000000001e-05,0.0001,2.000020000200002e-05,5.8000464003712033e-05,5.300053000530005e-05,7.200057600460804e-05,5.3000318001908024e-05,5.200041600332803e-05,5.363113938111876e-05,8.593855274453183e-05,5.22819217606145e-05,6.942550512325588e-05,4.9504039496962666e-05
Acidaminobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,9.000072000576005e-06,9.00009000090001e-06,4.000032000256002e-06,4.000024000144002e-06,1.2000096000768008e-05,7.563365810157773e-06,9.625117907387564e-06,2.063760069497941e-06,5.4990499107529405e-06,4.125336624746889e-06
Acidaminococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3.0000240001920015e-06,0.0,0.0,0.0,1.0000080000640005e-06,1.375157420028686e-06,0.0,2.063760069497941e-06,0.0,6.875561041244814e-07
Acidianus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acidibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,1.000010000100001e-06,0.0,0.0,1.0000080000640005e-06,6.87578710014343e-07,1.3750168439125092e-06,2.063760069497941e-06,4.811668671908823e-06,1.375112208248963e-06
Acidibrevibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,1.000010000100001e-06,0.0,4.000024000144001e-06,2.000016000128001e-06,2.750314840057372e-06,6.875084219562546e-07,2.063760069497941e-06,0.0,7.563117145369296e-06
Acidicapsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000240001920015e-06,0.0,3.0000240001920015e-06,2.000012000072001e-06,1.0000080000640005e-06,1.375157420028686e-06,2.7500336878250184e-06,0.0,2.062143716532353e-06,6.875561041244814e-07
Acididesulfobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,1.0000080000640005e-06,2.000012000072001e-06,2.000016000128001e-06,6.87578710014343e-07,6.875084219562546e-07,6.879200231659802e-07,0.0,0.0
Acidiferrimicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,2.000016000128001e-06,1.0000060000360005e-06,3.0000240001920015e-06,2.062736130043029e-06,1.3750168439125092e-06,6.879200231659802e-07,2.062143716532353e-06,6.875561041244814e-07
Acidiferrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,1e-05,1e-05,1.000010000100001e-05,2.000016000128001e-06,6.000060000600006e-06,5.000040000320003e-06,3.000018000108001e-06,2.000016000128001e-06,2.750314840057372e-06,2.7500336878250184e-06,3.4396001158299023e-06,4.124287433064706e-06,3.437780520622407e-06
Acidihalobacter,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,2.000020000200002e-05,1e-05,1e-05,1e-05,1.000010000100001e-05,1.6000128001024008e-05,7.000070000700006e-06,2.7000216001728015e-05,3.100018600111601e-05,1.4000112000896006e-05,1.9252203880401607e-05,1.7187710548906368e-05,1.6510080555983528e-05,2.543310583723235e-05,1.925157091548548e-05
Acidiluteibacter,0.001,0.0,0.0,0.001,0.0,0.0003,0.0003,0.0,0.0002,0.0001,9.000090000900009e-05,0.00011,0.00014,0.00018,0.000130001300013,0.0001070008560068,0.0001160011600116,0.0001190009520076,0.0001260007560045,0.000142001136009,0.0001072622787622,9.968872118365693e-05,0.0001224497641235,0.0001134179044092,0.0001313232158877
Acidilutibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acidimangrovimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,1e-05,2e-05,0.0,9.000072000576005e-06,1.5000150001500016e-05,1.0000080000640006e-05,1.7000102000612004e-05,1.2000096000768006e-05,1.4439152910301203e-05,1.5125185283037602e-05,1.9949680671813437e-05,6.873812388441176e-06,8.938229353618259e-06
Acidimicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000050000500006e-05,8e-05,3.0000000000000004e-05,0.0,3.0000300003000036e-05,3.9000312002496016e-05,2.7000270002700027e-05,2.8000224001792016e-05,3.500021000126001e-05,2.600020800166401e-05,2.8878305820602407e-05,3.093787898803146e-05,2.8204720949805195e-05,4.605454300255587e-05,3.7128029622722e-05
Acidiphilium,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,1.000010000100001e-05,1.1000088000704005e-05,1.5000150001500015e-05,8.000064000512004e-06,1.0000060000360004e-05,3.7000296002368014e-05,2.6127990980545032e-05,1.51251852830376e-05,2.2013440741311375e-05,1.0310718582661764e-05,1.8564014811361e-05
Acidipila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,3.0000240001920015e-06,1.0000060000360005e-06,2.000016000128001e-06,3.4378935500717147e-06,0.0,3.4396001158299015e-06,4.124287433064706e-06,6.188004937120333e-06
Acidipropionibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,0.0,0.0,0.0
Acidisarcina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,2.000016000128001e-06,0.0,1.0000080000640005e-06,0.0,0.0,2.750314840057372e-06,6.875084219562546e-07,6.879200231659802e-07,0.0,6.875561041244814e-07
Acidisoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0000080000640005e-06,6.000060000600006e-06,2.000016000128001e-06,4.000024000144002e-06,7.000056000448003e-06,1.375157420028686e-06,6.875084219562546e-06,1.3758400463319607e-06,2.062143716532353e-06,4.812892728871371e-06
Acidisphaera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000300003000036e-05,1e-05,1e-05,0.0,3.000030000300003e-05,7.000056000448003e-06,9.000090000900008e-06,5.000040000320003e-06,4.000024000144002e-06,5.000040000320003e-06,1.375157420028686e-05,8.93760948543131e-06,5.503360185327843e-06,8.248574866129412e-06,4.812892728871371e-06
Aciditerrimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,1.0000080000640005e-06,0.0,0.0,6.87578710014343e-07,0.0,0.0,6.873812388441177e-07,0.0
Acidithiobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1.000010000100001e-05,0.0,0.0,3.0000000000000004e-05,5.0000500005000046e-05,2.7000216001728015e-05,3.200032000320003e-05,1.900015200121601e-05,2.400014400086401e-05,2.4000192001536012e-05,2.8878305820602407e-05,2.475030319042517e-05,2.4077200810809313e-05,1.8559293448791176e-05,2.337690754023237e-05
Acidithrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.062736130043029e-06,0.0,6.879200231659802e-07,0.0,0.0
Acidobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000240001920015e-06,1.000010000100001e-06,3.0000240001920015e-06,0.0,2.000016000128001e-06,2.750314840057372e-06,0.0,3.4396001158299023e-06,6.873812388441177e-07,6.875561041244814e-07
