family,1000,10000,100000,1000000,10000000
Abditibacteriaceae,,,,,
Abyssicoccaceae,2.039643821734219e-06,2.039643821734219e-06,2.039643821734219e-06,2.039643821734219e-06,2.5479667564870097e-06
Acanthaceae,1.4830195312273295e-06,1.4830195312273293e-06,1.4830195312273293e-06,1.4830195312273293e-06,1.272689091354898e-06
Acanthamoebidae,2.166355012630036e-05,2.1663550126300365e-05,2.1663550126300365e-05,7.0430607976110355e-06,6.165235962450517e-06
Acanthocerataceae,6.178961368427504e-05,6.178961368427503e-05,6.178961368427503e-05,6.55609914214796e-05,4.896674185109161e-05
Acanthocnemidae,,,,,
Acanthoecidae,,,,,
Acanthopleuribacteraceae,0.0008136112206033165,2.2004222352576816e-05,2.2004222352576816e-05,1.0593727028641442e-05,1.0552136194903157e-05
Acaridae,7.344342134810965e-07,7.344342134810965e-07,7.344342134810965e-07,7.344342134810965e-07,
Acarosporaceae,,,,,
Acartiidae,1.9382225802679226e-05,1.9382225802679226e-05,1.9382225802679226e-05,1.9426576998453353e-05,2.1766149455400273e-05
Acaryochloridaceae,5.5249449758962447e-05,5.5249449758962447e-05,5.5249449758962447e-05,1.221011498738698e-05,7.75842249132221e-06
Acaulosporaceae,,,,,
Acavomonidia,,,,,
Acerentomidae,,,,,
Acetobacteraceae,0.00022242429622720518,0.00022242429622720518,6.617348521383231e-05,3.8043474569755795e-05,4.93277366504557e-05
Acetomicrobiaceae,1.486380076799001e-06,1.4863800767990007e-06,1.4863800767990007e-06,1.4863800767990007e-06,1.2724384210224271e-06
Achnanthaceae,4.477164874186133e-06,4.477164874186134e-06,4.477164874186133e-06,4.477164874186134e-06,3.840626314885506e-06
Achnanthidiaceae,3.4515676291103615e-06,3.4515676291103615e-06,3.4515676291103615e-06,3.4515676291103615e-06,2.2192862702447587e-06
Acholeplasmataceae,1.9278627592508612e-05,1.9278627592508612e-05,1.9278627592508612e-05,1.1841191598802629e-05,1.6596202536405218e-05
Acidaminobacteraceae,,,,,
Acidaminococcaceae,2.071647569168099e-05,2.0716475691680988e-05,2.071647569168099e-05,6.725650886415685e-06,6.116739497423153e-06
Acidiferrobacteraceae,7.070016792614144e-05,7.070016792614144e-05,4.7041971575028715e-05,9.543185536557804e-06,8.408252152398926e-06
Acidilutibacteraceae,6.701468667398815e-07,6.701468667398815e-07,6.701468667398815e-07,6.701468667398815e-07,3.494732476760702e-09
Acidimicrobiaceae,9.052376234520213e-05,9.052376234520214e-05,1.2060903594819471e-05,8.93898792432838e-06,1.0211212892081953e-05
Acidithiobacillaceae,8.398932165508513e-05,8.398932165508513e-05,3.59209498961145e-05,1.9670690289016763e-05,2.0013367195406222e-05
Acidobacteriaceae,0.00015986795858999452,0.00015986795858999455,0.00010330682774373527,2.3201003829518164e-05,2.756116393520445e-05
Acidocellaceae,1.7416470664074715e-05,1.741647066407471e-05,1.741647066407471e-05,1.654640528532608e-05,9.869692592498447e-06
Acidothermaceae,1.1379529680976393e-05,1.1379529680976393e-05,1.1379529680976393e-05,1.9691507204211974e-06,1.2776139895133645e-06
Acinetidae,4.030493825508059e-06,4.030493825508059e-06,4.030493825508059e-06,4.030493825508059e-06,2.1210022475009644e-06
Acinetosporaceae,2.486471165072294e-06,2.4864711650722944e-06,2.4864711650722944e-06,2.4864711650722944e-06,7.613554841110436e-09
Ackermannviridae,1.5558658833651265e-06,1.5558658833651265e-06,1.5558658833651265e-06,1.5558658833651265e-06,1.5558658833651265e-06
Acmaeidae,,,,,
Acoetidae,,,,,
Acrasidae,,,,,
Acrididae,8.617139606787533e-06,8.617139606787533e-06,8.617139606787533e-06,7.67930053487807e-06,4.564791991812148e-06
Acroceridae,1.0074639083787937e-05,1.0074639083787938e-05,1.0074639083787938e-05,4.252690649472341e-06,4.028431764365703e-06
Acrochaetiaceae,3.12117451675663e-06,3.12117451675663e-06,3.12117451675663e-06,3.12117451675663e-06,3.12117451675663e-06
Acroporidae,7.693934469994806e-05,7.693934469994806e-05,1.575231409628526e-05,8.393501939947088e-06,8.699331370352725e-06
Acrospermaceae,1.8896707105048684e-06,1.8896707105048686e-06,1.8896707105048686e-06,1.8896707105048686e-06,2.200889239871539e-06
Acrothesauraceae,,,,,
Acrotrichaceae,,,,,
Actinidiaceae,9.7628062508586e-06,9.762806250858598e-06,9.7628062508586e-06,2.7127008442036043e-06,2.5580747647719296e-06
Actiniidae,1.1684466927886911e-05,1.1684466927886914e-05,1.1684466927886913e-05,2.604681412982291e-06,2.420564740383649e-06
Actinomycetaceae,0.0002054432061829493,0.0002054432061829493,4.8923216728945384e-05,2.152171831457607e-05,2.4896847950680378e-05
Actinopolymorphaceae,2.389471686300428e-05,2.3894716863004276e-05,2.3894716863004283e-05,7.00163836461e-06,6.377258007185975e-06
Actinopolysporaceae,6.1773771433056604e-06,6.1773771433056604e-06,6.1773771433056604e-06,6.1773771433056604e-06,7.0723901898056166e-06
Actinospicaceae,,,,,
Actinostolidae,,,,,
Acutalibacteraceae,9.56523597512293e-05,9.565235975122932e-05,9.307468694006736e-06,5.756328126466004e-06,6.869258235657531e-06
Acytosteliaceae,7.929862883541176e-05,7.929862883541176e-05,1.5525822875285463e-05,8.072452505946172e-06,4.550452529133905e-06
Adelgidae,0.00010354991936069689,0.00010354991936069689,9.874992871421968e-06,1.7415226109416942e-06,2.1102864532203885e-06
Adelidae,1.7253891582422988e-05,1.7253891582422988e-05,1.7253891582422988e-05,4.767589209239464e-06,5.949872523927089e-06
Adenocystaceae,,,,,
Adenoviridae,,,,,
