family,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Cavernulicolaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,3.258677042294372e-06,,,,2.206833238439652e-06,6.626890596663569e-06,4.429943761864231e-06,2.203579935964105e-06,
Cavosteliaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Cecidomyiidae,,,,,,,,,,,,,,,,3.2487573503137065e-06,9.776031126883115e-06,1.2948797218599179e-05,1.621113380669944e-05,1.3043081297526569e-05,6.6204997153189565e-06,1.1044817661105949e-05,1.9934746928389035e-05,,4.412984766376878e-06
Celastraceae,,,,,,,,,,,,,,,,1.624378675156853e-05,6.517354084588744e-06,3.2371993046497947e-06,3.2422267613398885e-06,3.2607703243816422e-06,4.413666476879304e-06,2.2089635322211897e-06,1.5504803166524806e-05,2.203579935964105e-06,
Celerinatantimonadaceae,,,,,,,,,0.0003414134516899966,,9.999333377774825e-05,3.32491022742386e-05,3.373022565520964e-05,,3.317850033178502e-05,0.00012995029401254826,4.888015563441557e-05,4.2083590960447336e-05,6.160230846545786e-05,6.847617681201448e-05,6.39981639147499e-05,7.510476009552045e-05,5.315932514237076e-05,5.729307833506672e-05,5.736880196289941e-05
Cellulomonadaceae,,,,,,,0.0003333333333333333,,0.0003414134516899966,,9.999333377774823e-05,0.00019949461364543157,0.00020238135393125782,6.781500067815001e-05,0.0001658925016589251,0.00025340307332446914,0.00022810739296060602,0.00024278994784873462,0.00019453360568039328,0.00027716547757243955,0.00024716532270524104,0.00017892604610991638,0.0002037774130457546,0.00021154367385255407,0.0002029972992533364
Cellulosilyticaceae,,,,,,,,,,,,,,,,9.746272050941119e-06,3.258677042294372e-06,3.2371993046497947e-06,6.484453522679777e-06,3.2607703243816422e-06,,8.835854128884759e-06,,1.322147961578463e-05,4.412984766376879e-06
Cellvibrionaceae,0.0036363636363636364,,,,0.006578947368421051,0.0019652800524074684,0.0016666666666666666,0.0022838499184339315,0.002389894161829976,0.0020512820512820513,0.0020665288980734635,0.001462960500066498,0.002192464667588626,0.001661467516614675,0.002023888520238886,0.0019525031675385375,0.0018769979763615585,0.0021365515410687735,0.0017832247187369382,0.0018227706113293379,0.0019000834182965403,0.0018511114400013569,0.0018384266611736555,0.0019722040426878736,0.002041005454449306
Centropagidae,,,,,,,,,,,,,,,,,,,,,,,,6.610739807892315e-06,
Cephaloidophoridae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,6.484453522679777e-06,6.5215406487632845e-06,,4.4179270644423795e-06,,2.203579935964105e-06,
Cephalotaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Cephaloziaceae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,
Cephidae,,,,,,,,,,,,3.32491022742386e-05,,,,,,,9.726680284019664e-06,6.5215406487632845e-06,2.206833238439652e-06,2.2089635322211897e-06,6.644915642796345e-06,6.610739807892315e-06,4.412984766376879e-06
Ceraceosoraceae,,,,,,,,,,,3.333111125924941e-05,3.32491022742386e-05,,,,3.2487573503137065e-06,,3.2371993046497947e-06,,6.5215406487632845e-06,,4.4179270644423795e-06,,2.203579935964105e-06,2.206492383188439e-06
Cerambycidae,,,,,,,,,,,,,,,3.317850033178502e-05,3.2487573503137065e-06,6.517354084588744e-06,,3.2422267613398885e-06,9.782310973144928e-06,,2.2089635322211897e-06,8.85988752372846e-06,8.81431974385642e-06,8.825969532753758e-06
Ceramiaceae,,,,,,,,,,,6.666222251849882e-05,,,0.00013563000135630003,,6.822390435658783e-05,1.3034708169177488e-05,2.266039513254856e-05,9.726680284019666e-06,1.6303851621908213e-05,1.7654665907517215e-05,2.8716525918875463e-05,1.5504803166524806e-05,6.390381814295903e-05,4.412984766376878e-06
Cerasicoccaceae,,,,,,,,,,,0.0001999866675554965,9.974730682271579e-05,6.746045131041927e-05,3.390750033907501e-05,3.317850033178502e-05,5.847763230564672e-05,8.146692605735929e-05,7.445558400694527e-05,3.566449437473876e-05,5.2172325190106276e-05,4.4136664768793044e-05,7.068683303107807e-05,5.315932514237076e-05,6.610739807892315e-05,4.854283243014566e-05
Ceratiaceae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,2.214971880932115e-06,2.203579935964105e-06,
Ceratobasidiaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,3.258677042294372e-06,,3.2422267613398885e-06,,2.206833238439652e-06,6.626890596663569e-06,2.214971880932115e-06,2.203579935964105e-06,2.206492383188439e-06
Ceratocystidaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Ceratoperidiniaeceae,,,,,,,,,,,,,,,,6.497514700627413e-06,,,6.484453522679777e-06,6.5215406487632845e-06,,,,4.407159871928209e-06,
Ceratopogonidae,,,,,,,,,,,,3.32491022742386e-05,,,3.317850033178502e-05,6.497514700627413e-06,9.776031126883117e-06,9.711597913949386e-06,9.726680284019664e-06,9.782310973144928e-06,8.827332953758608e-06,2.4298598854433087e-05,1.7719775047456923e-05,4.407159871928209e-06,6.619477149565317e-06
Cercomonadidae,,,,,,0.00032754667540124465,,,,,,3.32491022742386e-05,,,,,3.258677042294372e-06,1.6185996523248975e-05,,9.782310973144927e-06,1.3240999430637913e-05,,,1.5425059551748734e-05,2.206492383188439e-06
Cercopidae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,,,,,,2.203579935964105e-06,
Cerianthidae,,,,,,,,,,,,,,,,,,,,3.2607703243816422e-06,,,,,
Cervantesiaceae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,
Cerylonidae,,,,,,,,,,,,,,,,,,,,,,,,2.203579935964105e-06,2.206492383188439e-06
Cesiribacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chactidae,,,,,,,,,,,,,,,,,,,,,,,,,
Chaetocerotaceae,,,0.003448275862068965,,0.009868421052631578,0.002947920078611202,0.0016666666666666666,0.0029363784665579124,0.0006828269033799932,0.0023931623931623927,0.0018332111192587172,0.0013632131932437824,0.0017877019597261105,0.001118947511189475,0.0013934970139349702,0.0012377765504695223,0.0010688460698725542,0.001181577746197175,0.0011282949129462808,0.0012423534935894058,0.001041625288543516,0.0010094963342250837,0.0012115896188698671,0.0011238257673416934,0.0010878007449119005
Chaetomiaceae,,,,,,,,0.0003262642740619902,,,3.333111125924941e-05,,3.373022565520964e-05,,,1.949254410188224e-05,1.629338521147186e-05,9.711597913949386e-06,2.5937814090719108e-05,2.28253922706715e-05,2.4275165622836172e-05,1.5462744725548328e-05,1.7719775047456923e-05,2.8646539167533367e-05,2.6477908598261266e-05
Chaetopeltidaceae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,4.4179270644423795e-06,,1.322147961578463e-05,8.825969532753756e-06
Chaetophoraceae,,,,,,,,,,,,,,,,,6.517354084588744e-06,3.2371993046497947e-06,3.2422267613398885e-06,,,,,4.407159871928209e-06,1.1032461915942196e-05
Chaetopteridae,,,,,,,,,,,,,,,,,,,,,,,,,2.206492383188439e-06
Chaetosphaeriaceae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,,,,,2.206492383188439e-06
Chaetosphaeridiaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,3.258677042294372e-06,9.711597913949386e-06,3.2422267613398885e-06,,2.206833238439652e-06,,4.429943761864231e-06,4.407159871928209e-06,
Chalcididae,,,,,,,,,,,3.333111125924941e-05,,3.373022565520964e-05,,,1.624378675156853e-05,1.3034708169177488e-05,1.2948797218599179e-05,1.296890704535955e-05,1.3043081297526569e-05,2.2068332384396522e-05,1.5462744725548335e-05,8.859887523728463e-06,1.762863948771284e-05,1.7651939065507515e-05
Chamaesiphonaceae,,,,,,,,,0.0003414134516899966,,,,,,,6.497514700627413e-06,6.517354084588744e-06,9.711597913949386e-06,,6.5215406487632845e-06,6.6204997153189565e-06,1.1044817661105949e-05,8.859887523728463e-06,2.203579935964105e-06,1.544544668231907e-05
Chambersiellidae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,,,,,2.214971880932115e-06,,
Champiaceae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,2.2089635322211897e-06,,,2.206492383188439e-06
Characeae,,,,,,,,,,,,3.32491022742386e-05,,,,,,,,3.2607703243816422e-06,,4.4179270644423795e-06,2.214971880932115e-06,,8.825969532753758e-06
Characiochloridaceae,,,,,,,,,,,,,,,,1.624378675156853e-05,,3.2371993046497947e-06,,,2.206833238439652e-06,2.2089635322211897e-06,,2.203579935964105e-06,
Charilaidae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,,,,,,,
Chaseviridae,,,,,,,,,,,,,,,,,,,,,,,2.214971880932115e-06,,
Chattonellaceae,,,,,,,,,,0.0003418803418803418,0.00019998666755549648,0.00019949461364543157,0.00023611157958646745,6.781500067815001e-05,0.0005308560053085599,0.000243656801273528,0.0001629338521147186,0.00015862276592783995,0.00020101805920307302,0.00021195007108480674,0.0001809603255520515,0.0001921798273032435,0.00019491752552202617,0.0001961186143008053,0.0001919648373373942
Chelatococcaceae,,,,,,,0.0003333333333333333,,0.0003414134516899966,,6.666222251849882e-05,6.64982045484772e-05,6.746045131041927e-05,3.390750033907501e-05,6.635700066357004e-05,7.472141905721524e-05,6.517354084588744e-05,2.5897594437198357e-05,6.160230846545787e-05,6.195463616325121e-05,8.385966306070679e-05,9.719439541773235e-05,4.872938138050653e-05,6.610739807892315e-05,5.957529434608786e-05
Chenopodiaceae,,,,,,,0.0003333333333333333,,,,9.999333377774825e-05,9.974730682271579e-05,0.00010119067696562891,3.390750033907501e-05,3.317850033178502e-05,8.121893375784266e-05,6.191486380359307e-05,7.769278331159507e-05,8.10556690334972e-05,5.8693865838869564e-05,8.606649629914643e-05,5.964201536997213e-05,6.201921266609923e-05,6.610739807892313e-05,9.0466187710726e-05
Chernetidae,,,,,,,,,,,,,,,,,,,,,,,,,2.206492383188439e-06
Chilodochonidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,
Chilodonellidae,,,,,,,,,,,3.333111125924941e-05,,3.373022565520964e-05,3.390750033907501e-05,6.635700066357004e-05,2.2741301452195943e-05,1.955206225376623e-05,2.5897594437198357e-05,1.945336056803933e-05,1.9564621946289853e-05,2.2068332384396522e-05,1.5462744725548328e-05,2.4364690690253264e-05,1.542505955174873e-05,2.427141621507283e-05
Chironomidae,,,,,,,,,,,,,3.373022565520964e-05,3.390750033907501e-05,3.317850033178502e-05,9.746272050941119e-06,1.3034708169177488e-05,1.6185996523248975e-05,3.2422267613398885e-06,1.9564621946289857e-05,1.9861499145956872e-05,2.2089635322211904e-05,1.1074859404660576e-05,1.322147961578463e-05,6.619477149565317e-06
Chiropsalmidae,,,,,,,,,,,,,,,,3.2487573503137065e-06,3.258677042294372e-06,,3.2422267613398885e-06,,,,,,
Chirostylidae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,,,,,,2.203579935964105e-06,
Chitinibacteraceae,,,0.003448275862068965,,0.0032894736842105257,,0.0003333333333333333,0.0016313213703099511,0.0006828269033799932,,0.0002666488900739953,0.00029924192046814734,3.373022565520964e-05,0.0005425200054252001,0.00036496350364963523,0.0003801046099867037,0.00035193712056779216,0.00034314312629287825,0.0003890672113607865,0.0003717278169795072,0.00039722998291913744,0.00033355349336539964,0.0003300308102588852,0.00027765107193147723,0.0003883426594411653
Chitinispirillaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chitinivibrionaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chitinophagaceae,0.0036363636363636364,,0.010344827586206895,,,,0.0003333333333333333,,0.00102424035506999,0.0006837606837606837,0.0006332911139257388,0.0008312275568559648,0.0004722231591729349,0.0008137800081378001,0.0008294625082946257,0.0007829505214256032,0.0008668080932503029,0.0007639790358973515,0.0008137989170963117,0.0007956279591491207,0.0007856326328845163,0.000804062725728513,0.0007176508894220054,0.0006809062002129083,0.0008075762122469688
Chitonidae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,
Chlamydiaceae,,,,,,,,,,,3.333111125924941e-05,,,,6.635700066357004e-05,1.2995029401254826e-05,,1.942319582789877e-05,6.484453522679777e-06,6.5215406487632845e-06,2.206833238439652e-06,1.5462744725548328e-05,8.85988752372846e-06,1.1017899679820526e-05,8.825969532753756e-06
Chlamydodontidae,,,,,,0.0006550933508024893,,,,,,0.0001329964090969544,3.373022565520964e-05,3.390750033907501e-05,,6.172638965596042e-05,1.629338521147186e-05,4.208359096044733e-05,5.18756281814382e-05,3.5868473568198066e-05,3.751616505347409e-05,3.5343416515539036e-05,3.765452197584596e-05,3.525727897542567e-05,4.6336340046957225e-05
Chlamydomonadaceae,0.0036363636363636364,,,0.0032894736842105257,,0.00032754667540124465,,,,,9.999333377774825e-05,0.00023274371591967016,3.373022565520964e-05,3.390750033907501e-05,9.953550099535507e-05,0.00010720899256035233,7.169089493047617e-05,0.00010035317844414364,6.808676198813764e-05,6.847617681201448e-05,8.827332953758609e-05,8.61495777566264e-05,0.00010631865028474155,0.00010356825699031295,9.487917247710288e-05
Chlorellaceae,,,,,,0.0009826400262037342,0.0003333333333333333,0.0003262642740619902,,0.0003418803418803418,0.00023331777881474588,0.0004654874318393403,0.00033730225655209634,0.00047470500474705005,0.00043132050431320536,0.00044507975699297777,0.00037148918282155837,0.00035609192351147747,0.0005317251888597415,0.00029020855886996617,0.00030895665338155127,0.0005301512477330855,0.0003388906977826136,0.0003724050091779337,0.000397168628973919
Chlorobiaceae,,,,,,,,,,,3.333111125924941e-05,6.64982045484772e-05,6.746045131041927e-05,6.781500067815001e-05,,7.797017640752897e-05,8.798428014194804e-05,9.387877983484405e-05,5.51178549427781e-05,3.912924389257971e-05,9.268699601446539e-05,7.952268715996282e-05,6.201921266609923e-05,5.5089498399102615e-05,9.267268009391445e-05
Chlorobotryaceae,,,,,,,,,,,,,,6.781500067815001e-05,3.317850033178502e-05,6.497514700627413e-06,6.517354084588744e-06,3.2371993046497947e-06,1.6211133806699435e-05,9.782310973144927e-06,8.827332953758608e-06,4.4179270644423795e-06,2.214971880932115e-06,2.203579935964105e-06,
Chlorociboriaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorococcaceae,,,,,,,,,,,,,,,3.317850033178502e-05,,9.776031126883115e-06,1.618599652324897e-05,2.269558732937921e-05,1.6303851621908213e-05,1.103416619219826e-05,6.626890596663569e-06,8.859887523728463e-06,,1.5445446682319075e-05
Chlorocystidaceae,,,,,,,,,,,,,,,,6.497514700627413e-06,3.258677042294372e-06,,3.2422267613398885e-06,,2.206833238439652e-06,2.2089635322211897e-06,4.429943761864231e-06,,2.206492383188439e-06
Chlorodendraceae,,,,,,,,,0.0003414134516899966,,0.00016665555629624703,,0.00010119067696562891,3.390750033907501e-05,6.635700066357004e-05,2.5990058802509652e-05,2.2810739296060605e-05,3.560919235114775e-05,4.863340142009832e-05,1.9564621946289857e-05,3.310249857659478e-05,3.5343416515539036e-05,7.752401583262403e-05,1.9832219423676944e-05,4.1923355280580344e-05
Chloroflexaceae,,,,,,,,,,,,,,,3.317850033178502e-05,9.74627205094112e-06,,1.2948797218599179e-05,3.2422267613398885e-06,3.2607703243816422e-06,4.413666476879304e-06,4.4179270644423795e-06,2.214971880932115e-06,1.1017899679820524e-05,4.412984766376879e-06
Chlorogloeopsidaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chloroherpetonaceae,,,,,,,,,,,3.333111125924941e-05,,3.373022565520964e-05,3.390750033907501e-05,,1.2995029401254826e-05,1.9552062253766234e-05,1.618599652324897e-05,1.6211133806699435e-05,1.6303851621908213e-05,2.6481998861275826e-05,1.767170825776952e-05,8.85988752372846e-06,8.81431974385642e-06,1.1032461915942194e-05
Chlorokybaceae,,,,,,,,,,,,,3.373022565520964e-05,,,,,,,,,,,,8.825969532753758e-06
Chloropicaceae,,,,,,,,0.0003262642740619902,,,6.666222251849882e-05,,,,6.635700066357004e-05,6.172638965596042e-05,3.258677042294372e-05,4.855798956974692e-05,0.00010699348312421628,3.912924389257971e-05,5.0757164484112e-05,6.847786949885688e-05,4.208446573771019e-05,2.864653916753336e-05,3.309738574782659e-05
Chloropidae,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorosarcinaceae,,,,,,,,,,,,,3.373022565520964e-05,,,3.2487573503137065e-06,,3.2371993046497947e-06,3.2422267613398885e-06,,2.206833238439652e-06,,1.1074859404660574e-05,2.203579935964105e-06,
Choanephoraceae,,,,,,,,,0.0003414134516899966,,,3.32491022742386e-05,,,,,1.3034708169177488e-05,3.2371993046497947e-06,9.726680284019664e-06,1.9564621946289853e-05,8.827332953758608e-06,2.4298598854433087e-05,1.1074859404660574e-05,8.81431974385642e-06,8.825969532753758e-06
Chondracanthidae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,,,2.206833238439652e-06,2.2089635322211897e-06,2.214971880932115e-06,,
Chondrillidae,,,,,,,0.0003333333333333333,,,,,,,6.781500067815001e-05,,9.74627205094112e-06,1.3034708169177488e-05,,,,,,,6.610739807892315e-06,4.412984766376879e-06
Chondrinidae,,,,,,,,,,,,,,,,,,,,,,,,,
Chordaceae,,,,,,,,,,,,3.32491022742386e-05,,,,,,,,,,,,4.40715987192821e-06,
Chordariaceae,,,,,,,,,,,,,,,,,6.517354084588744e-06,3.2371993046497947e-06,3.2422267613398885e-06,5.5433095514487916e-05,1.3240999430637913e-05,6.626890596663569e-06,1.5504803166524806e-05,4.40715987192821e-06,2.206492383188439e-06
Choreocolacaceae,,,,,,,,,,,,,,,,,6.517354084588744e-06,,3.2422267613398885e-06,,4.413666476879304e-06,,,,
Choreutidae,,,,,,,,,,,,,,,,3.2487573503137065e-06,9.776031126883117e-06,6.474398609299589e-06,9.726680284019664e-06,3.2607703243816422e-06,6.6204997153189565e-06,2.2089635322211897e-06,8.859887523728463e-06,4.407159871928209e-06,4.412984766376879e-06
Chortoglyphidae,,,,,,,,,,,,,,,,,,,,,,,,,
Christensenellaceae,,,,,,,,,,,,,3.373022565520964e-05,,6.635700066357004e-05,,9.776031126883115e-06,6.474398609299589e-06,6.484453522679777e-06,9.782310973144927e-06,8.827332953758608e-06,2.2089635322211897e-06,4.42994376186423e-06,1.322147961578463e-05,1.1032461915942196e-05
Chromadoridae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,,,,
Chromatiaceae,,0.0034364261168384875,0.010344827586206895,0.006578947368421051,,0.0029479200786112023,0.002333333333333333,0.0022838499184339315,0.001707067258449983,0.0034188034188034184,0.0025331644557029546,0.0022276898523739858,0.0020575437649677877,0.0015258375152583752,0.0027206370272063714,0.0019947370130923296,0.001955206225376623,0.0021753979327245585,0.002217683104756237,0.00204776376371141,0.002262004069400419,0.0021250229179967414,0.002070998708671268,0.0021705262369243793,0.0020763093325800574
Chromeraceae,,,,,,,,0.0006525285481239804,,,,,,,,,6.517354084588744e-06,,,,,2.2089635322211897e-06,2.214971880932115e-06,,
Chromobacteriaceae,,,,,,0.0009826400262037342,,0.0003262642740619902,,0.0003418803418803418,0.0003333111125924941,0.0002659928181939088,0.0005396836104833542,0.00033907500339075,0.00039814200398142027,0.00037035833793576254,0.00033238505831402595,0.00040141271377657455,0.0003307071296566685,0.00032933780276254586,0.00043253931473417184,0.00030925489451096656,0.000423059629258034,0.00036359068943407727,0.0003552452736933387
Chromochloridaceae,,,,,,,,,,,,,,,,,,,,,,,2.214971880932115e-06,,4.412984766376879e-06
Chromulinaceae,,,,,,,,,,,,,6.746045131041927e-05,3.390750033907501e-05,6.635700066357004e-05,9.746272050941119e-06,1.955206225376623e-05,1.2948797218599179e-05,4.539117465875844e-05,1.3043081297526569e-05,2.2068332384396522e-05,1.1044817661105949e-05,1.5504803166524803e-05,1.5425059551748734e-05,2.8684400981449706e-05
Chroococcaceae,,,,,,,0.0003333333333333333,0.0003262642740619902,,,6.666222251849882e-05,9.974730682271579e-05,3.373022565520964e-05,0.00010172250101722501,0.00029860650298606516,9.421396315909751e-05,2.9328093380649345e-05,6.150678678834611e-05,3.566449437473876e-05,8.151925810954107e-05,7.723916334538782e-05,4.1970307112202605e-05,7.08791001898277e-05,7.492171782277958e-05,5.736880196289941e-05
Chroococcidiopsidaceae,,,,,,,,,,,3.333111125924941e-05,,,,,3.8985088203764476e-05,2.2810739296060605e-05,1.6185996523248975e-05,3.890672113607866e-05,6.5215406487632845e-06,1.9861499145956872e-05,2.2089635322211897e-05,2.214971880932115e-05,3.085011910349747e-05,2.8684400981449706e-05
Chroomonadaceae,,,,,,,,,,,3.333111125924941e-05,,0.00010119067696562891,,9.953550099535507e-05,3.8985088203764476e-05,6.517354084588744e-05,1.942319582789877e-05,1.2968907045359554e-05,5.5433095514487916e-05,2.2068332384396522e-05,4.4179270644423795e-05,1.993474692838904e-05,1.762863948771284e-05,3.9716862897391904e-05
Chrysanthemodiscaceae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,
Chryseotaleaceae,,,,,,,,,,0.0003418803418803418,,,,,,2.2741301452195943e-05,2.6069416338354977e-05,4.532079026509712e-05,4.863340142009831e-05,3.586847356819806e-05,3.310249857659479e-05,2.2089635322211897e-05,5.758926890423501e-05,3.966443884735389e-05,2.647790859826127e-05
Chrysiogenaceae,,,,,,,,,,,3.333111125924941e-05,,,,,9.74627205094112e-06,1.9552062253766234e-05,1.618599652324897e-05,3.2422267613398885e-06,6.5215406487632845e-06,1.9861499145956872e-05,2.2089635322211897e-05,8.859887523728463e-06,1.542505955174873e-05,1.9858431448695952e-05
Chrysobalanaceae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,,,,,
Chrysocapsaceae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,
Chrysochromulinaceae,,,,,,0.00032754667540124465,,,0.0006828269033799932,,,,,,,3.2487573503137065e-06,9.776031126883115e-06,2.5897594437198357e-05,1.621113380669944e-05,9.782310973144928e-06,2.8688832099715483e-05,6.626890596663569e-06,1.3289831285592694e-05,2.203579935964105e-05,6.6194771495653165e-06
Chrysocystaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysogorgiidae,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysolepidomonadaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysomelidae,,,,,,0.0006550933508024893,0.0003333333333333333,0.0003262642740619902,,,0.0002666488900739953,0.00023274371591967016,0.0003035720308968867,0.00033907500339075,0.00029860650298606516,0.0002469055586238417,0.000280246225637316,0.0002816363395045321,0.00023019810005513202,0.00022499315238233333,0.00030674982014311167,0.0002761204415276487,0.0002325720474978721,0.00025120811269990794,0.0002625725935994242
Chrysomeridaceae,,,,,,,,,,,,,,,,,,,,3.2607703243816422e-06,,,2.214971880932115e-06,,
Chrysopetalidae,,,,,,,,,,,,,,,,,,,,,,,,,2.206492383188439e-06
Chrysopidae,,,,,,,,,,,6.666222251849882e-05,3.32491022742386e-05,,6.781500067815001e-05,,1.2995029401254826e-05,3.258677042294372e-05,1.2948797218599179e-05,1.9453360568039322e-05,1.3043081297526569e-05,2.4275165622836176e-05,1.3253781193327138e-05,1.328983128559269e-05,2.203579935964105e-05,2.8684400981449706e-05
Chrysotrichaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysozymaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chthamalidae,,,,,,,,,,,,,,,,,,,,,,,,,2.206492383188439e-06
Chthoniobacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chthonomonadaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,6.517354084588744e-06,6.474398609299589e-06,9.726680284019666e-06,1.6303851621908213e-05,,,,,2.206492383188439e-06
Chydoridae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,2.206833238439652e-06,2.2089635322211897e-06,,,
Chytridiaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Chytriomycetaceae,,,,,,,,,,,,,,,,,,,,3.2607703243816422e-06,,,,,
Cicadellidae,,,,,,,,,,,6.666222251849882e-05,3.32491022742386e-05,,,,1.2995029401254826e-05,6.517354084588744e-06,3.2371993046497947e-06,1.296890704535955e-05,9.782310973144927e-06,1.986149914595687e-05,8.835854128884759e-06,1.1074859404660577e-05,1.322147961578463e-05,8.825969532753756e-06
Cicadidae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,9.782310973144928e-06,,2.2089635322211897e-06,,,
Ciidae,,,,,,,,,,,,,,,,,,,,,,,2.214971880932115e-06,,
Cimicidae,,,,,,,,,,,,,,,3.317850033178502e-05,3.2487573503137065e-06,3.258677042294372e-06,3.2371993046497947e-06,3.2422267613398885e-06,3.2607703243816422e-06,2.206833238439652e-06,4.4179270644423795e-06,,1.1017899679820524e-05,
Circaeasteraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Circoviridae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,2.2089635322211897e-06,2.214971880932115e-06,2.203579935964105e-06,
Cirrosporiaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Cladiellidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,2.206492383188439e-06
Cladochytriaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Cladoniaceae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,,3.2607703243816422e-06,,4.4179270644423795e-06,,,
Cladophoraceae,,,,,,,,,,,,,,,,,,,,,,1.9880671789990704e-05,,,
Cladosporiaceae,,,,,,,,,,,,,,,,,1.3034708169177488e-05,,,,4.413666476879304e-06,8.835854128884759e-06,4.429943761864231e-06,4.407159871928209e-06,
Clambidae,,,,,,,,,,,,,,,,,,,,,,,,,
Clastodermataceae,,,,,,,,,,,,,,,,,,,,,,,,,2.206492383188439e-06
Clathraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Clathrinidae,,,,,,,,,,,,,,,,,,,,,,,,,
Clavariaceae,,,,,,,,,,,3.333111125924941e-05,,,,6.635700066357004e-05,1.624378675156853e-05,,6.474398609299589e-06,9.726680284019664e-06,6.5215406487632845e-06,8.827332953758608e-06,1.3253781193327138e-05,2.214971880932115e-06,8.81431974385642e-06,6.619477149565317e-06
Clavatulidae,,,,,,,,,,,,,,,6.635700066357004e-05,,,,,,,,,,
Clavicipitaceae,,,,,,,,0.0003262642740619902,,0.0003418803418803418,3.333111125924941e-05,3.32491022742386e-05,6.746045131041927e-05,6.781500067815001e-05,6.635700066357004e-05,4.2233845554078185e-05,5.539750971900433e-05,4.855798956974692e-05,3.890672113607866e-05,6.195463616325121e-05,5.737766419943095e-05,3.976134357998142e-05,4.6514409499574416e-05,3.305369903946157e-05,4.192335528058034e-05
Clavulariidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,
Cleomaceae,,,,,,,,,,,3.333111125924941e-05,6.64982045484772e-05,,,3.317850033178502e-05,,9.776031126883117e-06,6.474398609299589e-06,6.484453522679777e-06,3.2607703243816422e-06,6.6204997153189565e-06,1.5462744725548335e-05,4.429943761864231e-06,4.407159871928209e-06,1.3238954299130635e-05
Cletodidae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,
