family,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Nebulidae,,,,,,,,,,,,,,,,,6.517354084588744e-06,,3.2422267613398885e-06,,2.206833238439652e-06,,,2.203579935964105e-06,
Nectriaceae,,,,,,,,,,,9.999333377774823e-05,9.974730682271579e-05,3.373022565520964e-05,0.000169537501695375,6.635700066357004e-05,5.1980117605019304e-05,5.539750971900433e-05,5.826958748369631e-05,3.5664494374738774e-05,5.2172325190106276e-05,4.634349800723269e-05,3.7552380047760226e-05,3.986949385677808e-05,5.508949839910262e-05,4.633634004695722e-05
Neidiaceae,,,,,,,0.0003333333333333333,,,,,,0.00013492090262083855,0.00013563000135630003,,2.923881615282336e-05,9.776031126883117e-06,3.2371993046497947e-06,,,2.206833238439652e-06,,8.85988752372846e-06,2.203579935964105e-06,6.619477149565317e-06
Neisseriaceae,,,,,,0.0009826400262037342,,0.0003262642740619902,0.0013656538067599864,0.0003418803418803418,0.0007999466702219858,0.000731480250033249,0.0006746045131041927,0.000712057507120575,0.0004976775049767753,0.0007732042493746621,0.0009189469259270129,0.0006118306685788112,0.0006938365269267359,0.0007891064185003574,0.0008716991291836626,0.0006891966220530112,0.0007420155801122585,0.0008351567957303958,0.0008362606132284184
Nelumbonaceae,,,,,,,,,,,,3.32491022742386e-05,,,,3.2487573503137065e-06,9.776031126883117e-06,6.474398609299589e-06,3.2422267613398885e-06,6.5215406487632845e-06,,6.626890596663569e-06,4.429943761864231e-06,2.203579935964105e-06,2.206492383188439e-06
Nemaliaceae,,,,,,,,,,,,,,,,6.497514700627413e-06,3.258677042294372e-06,,,,4.413666476879304e-06,,,2.203579935964105e-06,2.206492383188439e-06
Nemertodermatidae,,,,,,,,,,,,,,,,,,,,,,,,,
Nemestrinidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,
Nemouridae,,,,,,,,0.0009787928221859706,0.0006828269033799932,0.0006837606837606837,9.999333377774825e-05,0.0001329964090969544,0.00023611157958646745,0.00013563000135630003,0.00023224950232249511,0.00015918911016537163,0.00013034708169177488,0.0001715715631464391,0.00013617352397627528,0.0001467346645971739,0.0001103416619219826,0.00013916470252993497,0.00011517853780846999,9.695751718242061e-05,0.00012356357345855257
Neocallimastigaceae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,3.2607703243816422e-06,,,,2.203579935964105e-06,
Neochloridaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Neodiplogasteridae,,,,,,,,,,,,,,,,6.497514700627413e-06,,,,,,,,,
Neolectaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Neomegalonemataceae,,,,,,,,,,,,,,,,,,,,,,,,,
Neomonodaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Neomphalidae,,,,,,,,,,,,,,,,,,,,,,,,,
Neopilionidae,,,,,,,,,,,,,,,,2.5990058802509652e-05,,,3.2422267613398885e-06,,,,,,2.206492383188439e-06
Neosynechococcaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Neotessellaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Nepenthaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Nephilidae,,,,,,,,,,,,,,,,,,,,,,,2.214971880932115e-06,,
Nephropidae,,,,,,,0.0003333333333333333,,,,,,,,,6.497514700627413e-06,6.517354084588744e-06,6.474398609299589e-06,1.296890704535955e-05,6.5215406487632845e-06,8.827332953758608e-06,6.626890596663569e-06,,8.81431974385642e-06,2.206492383188439e-06
Nephroselmidaceae,,,,,,,,0.0003262642740619902,,,,,6.746045131041927e-05,,,1.2995029401254826e-05,6.517354084588744e-06,9.711597913949384e-06,9.726680284019666e-06,1.6303851621908213e-05,1.7654665907517215e-05,4.4179270644423795e-06,2.214971880932115e-06,2.4239379295605157e-05,1.5445446682319075e-05
Nephtheidae,,,,,,,,,,,,,,,,,1.3034708169177488e-05,1.618599652324897e-05,,9.782310973144928e-06,2.206833238439652e-06,2.2089635322211897e-06,2.214971880932115e-06,8.81431974385642e-06,6.619477149565317e-06
Nepticulidae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,,,,,,,2.206492383188439e-06
Nereididae,,,,,0.006578947368421051,0.00032754667540124465,,,0.0003414134516899966,,,6.64982045484772e-05,6.746045131041927e-05,6.781500067815001e-05,,5.847763230564672e-05,5.213883267670996e-05,4.532079026509712e-05,9.078234931751686e-05,7.82584877851594e-05,7.282549686850853e-05,6.847786949885688e-05,5.980424078516712e-05,7.492171782277957e-05,6.178178672927629e-05
Neritidae,,,,,,,,,,,,,,,,,,,,,,,,2.203579935964105e-06,
Nesticidae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,,,,
Netzeliidae,,,,,,,,,,,,,,,,,,,,,,,,,
Nevskiaceae,,,,,,0.00032754667540124465,0.0003333333333333333,0.0003262642740619902,,,3.333111125924941e-05,9.974730682271579e-05,3.373022565520964e-05,0.00010172250101722502,0.0002322495023224952,0.00012995029401254826,0.00015641649803012985,0.00016185996523248973,0.00010699348312421628,0.0001402131239484106,0.0001279963278294998,0.0001347467754654926,0.00012403842533219845,9.695751718242061e-05,0.00011694409630898727
Nicoletiidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,2.214971880932115e-06,,
Nidulariaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Nimaviridae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,,,,2.203579935964105e-06,
Niphargidae,,,,,,,,,,,,,,,,,,,,,,,,,
Niphatidae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,6.484453522679777e-06,,8.827332953758608e-06,,2.214971880932115e-06,4.407159871928209e-06,4.412984766376879e-06
Nitidulidae,,,,,,,,,,,,3.32491022742386e-05,,,,1.2995029401254826e-05,2.6069416338354977e-05,9.711597913949384e-06,1.945336056803933e-05,1.9564621946289853e-05,1.3240999430637913e-05,1.3253781193327138e-05,1.9934746928389035e-05,1.9832219423676944e-05,1.1032461915942196e-05
Nitrariaceae,,,,,,,,,,,,,,,,,,,,,,,,2.203579935964105e-06,
Nitratiruptoraceae,,,,,,,,0.0003262642740619902,,,,9.974730682271579e-05,3.373022565520964e-05,3.390750033907501e-05,9.953550099535507e-05,2.5990058802509652e-05,1.629338521147186e-05,5.1795188874396715e-05,1.6211133806699442e-05,2.6086162595053138e-05,1.103416619219826e-05,3.5343416515539036e-05,2.4364690690253264e-05,1.322147961578463e-05,1.7651939065507512e-05
Nitriliruptoraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrobacteraceae,0.0036363636363636364,0.010309278350515462,0.003448275862068965,,,0.0009826400262037342,0.0026666666666666666,0.0003262642740619902,0.0013656538067599864,0.0027350427350427346,0.002333177788147459,0.0020281952387285543,0.002192464667588626,0.001797097517970975,0.0021897810218978113,0.0022676326305189672,0.0021930896494641123,0.0023243091007385526,0.002253347599131222,0.002289060767715913,0.002352484232176669,0.0022531428028656135,0.0023965995751685488,0.0023424054719298434,0.0021998729060388736
Nitrosomonadaceae,,,,,,0.0006550933508024893,0.0003333333333333333,,,,9.999333377774823e-05,0.00029924192046814734,0.00023611157958646745,0.00010172250101722502,0.0003317850033178502,0.00020792047042007722,0.0002215900388760173,0.00017157156314643912,0.00022695587329379214,0.00018912467881413523,0.00018537399202893078,0.000209851535561013,0.00018162769423643346,0.00020493293404466177,0.0001919648373373942
Nitrosopumilaceae,,,,,,0.0016377333770062233,0.0013333333333333333,0.0006525285481239804,0.0003414134516899966,0.0010256410256410256,0.0010332644490367313,0.0009974730682271579,0.0011468276722771276,0.0014919300149193002,0.0010617120106171203,0.001283259153373914,0.0013360575873406927,0.001074750169143732,0.0011282949129462808,0.0011803988574261546,0.0013020316106790186,0.0011088996931750373,0.0012115896188698671,0.0011458615667013347,0.001160614993557119
Nitrososphaeraceae,,,,,,,,,,,,,,0.00013563000135630003,,6.497514700627413e-06,2.932809338064935e-05,1.2948797218599179e-05,6.484453522679777e-06,2.6086162595053138e-05,1.5447832669077565e-05,1.7671708257769518e-05,1.1074859404660577e-05,1.7628639487712836e-05,1.3238954299130635e-05
Nitrosotaleaceae,,,,,,,,,,,,,,,,6.497514700627413e-06,,,,,,,,,
Nitrospinaceae,,,,,,,,,,,6.666222251849882e-05,0.00019949461364543157,6.746045131041927e-05,0.00010172250101722502,3.317850033178502e-05,4.2233845554078185e-05,6.191486380359307e-05,5.826958748369631e-05,6.808676198813765e-05,3.5868473568198066e-05,7.061866363006886e-05,7.289579656329926e-05,0.00010853362216567365,5.729307833506672e-05,5.516230957971097e-05
Nitrospiraceae,,,,,,0.0006550933508024893,0.0006666666666666666,,0.0003414134516899966,0.0006837606837606837,0.0002666488900739953,0.00019949461364543157,0.00013492090262083855,0.00023735250237352502,0.00016589250165892512,0.00018517916896788127,0.00020529665366454547,0.00020718075549758686,0.00023019810005513197,0.00022825392270671497,0.000203028657936448,0.00016567226491658922,0.0002325720474978721,0.00016967565506923607,0.00016769342112232138
Nitschkiaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardiaceae,,,,,0.0032894736842105257,,0.001333333333333333,0.0013050570962479609,0.0003414134516899966,0.0010256410256410256,0.0005999600026664894,0.0006317329432105333,0.0006408742874489831,0.000712057507120575,0.0005972130059721304,0.0005782788083558397,0.0006289246691628138,0.0005729842769230137,0.0005511785494277809,0.0006325894429300386,0.0006686704712472147,0.0005168974665397584,0.0005338082233046397,0.0006125952221980211,0.0006001659282272554
Nocardioidaceae,,,0.010344827586206895,0.0032894736842105257,0.0032894736842105257,0.0019652800524074684,0.002,0.0013050570962479609,0.0013656538067599864,0.0010256410256410256,0.001633224451703221,0.0023606862614709402,0.0011805578979323373,0.0013223925132239253,0.001493032514930326,0.001627627432507167,0.0016097864588934196,0.0015732788620598003,0.0015984177933405647,0.0015162582008374636,0.0015138876015696014,0.0015573192902159389,0.001619144444961376,0.001491823616647699,0.0014540784805211814
Nocardiopsidaceae,,,,,,,,0.0009787928221859708,,0.0006837606837606837,0.00013332444503699764,0.0002659928181939088,0.0003035720308968867,0.000169537501695375,0.00023224950232249517,0.00018842792631819496,0.00020529665366454542,0.00024278994784873462,0.00019129137891905337,0.00019564621946289854,0.0001610988264060946,0.00020322464496434946,0.0002192822162122794,0.00019611861430080533,0.00016548692873913292
Noctilucaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,,,2.206833238439652e-06,2.2089635322211897e-06,,,
Noctuidae,,,0.003448275862068965,,,,0.002,0.0019575856443719416,0.0013656538067599864,,0.0007332844477034871,0.0005319856363878176,0.0007420649644146119,0.000508612505086125,0.0008626410086264105,0.000597771352457722,0.0006940982100087013,0.000757504637288052,0.0007457121551081742,0.0006684579164982366,0.0006797046374394128,0.0007930179080674072,0.0007597353551597155,0.000755827918035688,0.0007656528569663884
Nodosilineaceae,,,,,,,,,,,,,,,,9.746272050941119e-06,2.6069416338354977e-05,3.2371993046497947e-06,1.296890704535955e-05,,8.827332953758608e-06,1.5462744725548335e-05,8.859887523728463e-06,4.407159871928209e-06,4.412984766376878e-06
Noelaerhabdaceae,,,,,,,,,,,9.999333377774825e-05,0.0001329964090969544,,3.390750033907501e-05,6.635700066357004e-05,5.1980117605019304e-05,7.169089493047617e-05,7.769278331159509e-05,8.429789579483708e-05,6.521540648763284e-05,7.061866363006885e-05,7.510476009552045e-05,7.087910018982769e-05,6.831097801488726e-05,6.398827911246473e-05
Nolidae,,,,,,,,,,,,,,6.781500067815001e-05,9.953550099535507e-05,9.746272050941119e-06,5.213883267670996e-05,2.5897594437198357e-05,1.945336056803933e-05,1.6303851621908213e-05,1.986149914595687e-05,2.6507562386654277e-05,1.3289831285592689e-05,2.203579935964105e-05,2.8684400981449706e-05
Nonionidae,,,,,,,,,,,6.666222251849882e-05,,6.746045131041927e-05,,,,3.258677042294372e-06,,,,,,,,
Nosematidae,,,,,,,,,,,,,,,,,6.517354084588744e-06,,,,,,,,
Nosodendridae,,,,,,,,,,,,,,,,,,,,,,,,,
Nostocaceae,,,,,,0.00032754667540124465,0.001,,0.0003414134516899966,,0.00019998666755549646,0.0001329964090969544,0.00033730225655209634,0.000169537501695375,0.00043132050431320525,0.0002566518306747828,0.0002574354863412554,0.00025573874506733377,0.00019453360568039328,0.00024781854465300484,0.00024495848946680144,0.00023856806147988852,0.00029459126016397134,0.0002578188525078003,0.00027581154789855486
Noteridae,,,,,,,,,,,,,,,,,,,,,,,2.214971880932115e-06,,
Nothofagaceae,,,,,,,,,,,,,,,,,,,,,,,,,4.412984766376879e-06
Notoacmeibacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Notocomplanidae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,3.2422267613398885e-06,,,,2.214971880932115e-06,,2.206492383188439e-06
Notodontidae,,,,,,,,,,,3.333111125924941e-05,9.974730682271579e-05,6.746045131041927e-05,0.00010172250101722502,,4.223384555407818e-05,4.2362801549826836e-05,4.2083590960447336e-05,5.836008170411798e-05,5.5433095514487916e-05,5.95844974378706e-05,6.847786949885688e-05,5.315932514237076e-05,4.40715987192821e-05,3.7510370514203464e-05
Notommatidae,,,,,,,,,,,,,,,,,3.258677042294372e-06,,,3.2607703243816422e-06,,2.2089635322211897e-06,2.214971880932115e-06,,
Notoplanidae,,,,,,,,,,,,,,,,9.74627205094112e-06,3.258677042294372e-06,3.2371993046497947e-06,,,8.827332953758608e-06,4.4179270644423795e-06,8.859887523728463e-06,,1.544544668231907e-05
Novispirillaceae,,,,,,,,,,,9.999333377774825e-05,,,,,6.497514700627413e-06,3.258677042294372e-05,9.711597913949386e-06,1.296890704535955e-05,3.2607703243816422e-06,1.7654665907517215e-05,1.1044817661105949e-05,1.1074859404660574e-05,6.610739807892315e-06,1.544544668231907e-05
Nowakowskiellaceae,,,,,,,,,,,,,,,,,3.258677042294372e-06,3.2371993046497947e-06,,,,,,,
Nucleariidae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,3.2422267613398885e-06,,,,,,
Nuculanidae,,,,,,,,,,,,,,,,,,,,,,,,,
Nuculidae,,,,,,,,,,,,3.32491022742386e-05,,,,,3.258677042294372e-06,,,6.5215406487632845e-06,,,4.429943761864231e-06,,2.206492383188439e-06
Nuttalliellidae,,,,,,,,,,,,,,,,,,,,,,,,,
Nyctotheridae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,2.206492383188439e-06
Nymphaeaceae,,,,,,,,,,,,6.64982045484772e-05,3.373022565520964e-05,6.781500067815001e-05,6.635700066357004e-05,2.5990058802509652e-05,3.584544746523809e-05,1.9423195827898768e-05,3.242226761339887e-05,3.912924389257971e-05,4.6343498007232695e-05,1.7671708257769518e-05,4.8729381380506535e-05,1.322147961578463e-05,2.2064923831884392e-05
Nymphalidae,,,,,,,0.0003333333333333333,0.0003262642740619902,,,0.00043330444637024233,0.00033249102274238596,3.373022565520964e-05,0.00020344500203445004,0.00029860650298606516,0.00027614437477666503,0.0002476594552143723,0.00023307834993478523,0.0002366825535778118,0.00024781854465300484,0.00023392432327460315,0.00026507562386654277,0.0002657966257118538,0.00022917231334026688,0.00022947520785159765
Nymphonidae,,,,,,,,,,,,,,,,,,,,,,,,,
Nyssaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanibaculaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanipulchritudinaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanococcaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanospirillaceae,0.06545454545454545,0.0549828178694158,0.07586206896551723,0.06578947368421052,0.06907894736842105,0.051097281362594164,0.05766666666666666,0.0531810766721044,0.06145442130419938,0.0646153846153846,0.0586627558162789,0.060081127809549134,0.05997234121496273,0.059236403092364026,0.059887193098871916,0.06769435690848519,0.06800533119564119,0.06688377483336827,0.06649807087507949,0.06895877082002162,0.07234220038928915,0.07185979266668566,0.07200430590534004,0.0736678808392146,0.07316728742652716
Ochromonadaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Ochyroceratidae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,,,,,
Ocnerodrilidae,,,,,,,,,,,,,,,,,,,,,,2.2089635322211897e-06,,,
Octopodidae,,,,,,,0.0003333333333333333,,0.0003414134516899966,0.0003418803418803418,0.0001999866675554965,9.974730682271579e-05,0.00016865112827604817,3.390750033907501e-05,9.953550099535507e-05,0.00012995029401254824,0.0001270884046494805,0.00014891116801389056,0.00014914243102163484,0.0001630385162190821,0.00012578949459106018,0.00012149299427216544,0.00017276780671270496,0.00016526849519730787,0.00012797655822492947
Oculatellaceae,,,,,,,,,,,3.333111125924941e-05,,,,,2.2741301452195947e-05,1.9552062253766234e-05,1.942319582789877e-05,2.269558732937921e-05,1.3043081297526569e-05,2.8688832099715476e-05,1.7671708257769518e-05,2.214971880932115e-05,2.423937929560515e-05,3.5303878131015023e-05
Oculinidae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,,,2.214971880932115e-06,,
Ocypodidae,,,,,,,,,,,,,,,,,,,,,,,,,
Odontellaceae,,,,0.0032894736842105257,,,0.0003333333333333333,,,,6.666222251849882e-05,0.00019949461364543157,0.00016865112827604817,0.00033907500339075,9.953550099535507e-05,0.0001494428381144305,0.00015967517507242424,0.00011330197566274282,8.429789579483707e-05,0.00011086619102897583,9.930749572978433e-05,0.00012370195780438663,8.195395959448827e-05,5.288591846313852e-05,0.00011694409630898724
Odontoceridae,,,,,,,,,,,,,3.373022565520964e-05,,,2.2741301452195943e-05,2.6069416338354977e-05,1.9423195827898768e-05,2.918004085205899e-05,2.6086162595053138e-05,1.5447832669077568e-05,2.8716525918875463e-05,2.657966257118538e-05,2.644295923156926e-05,1.9858431448695952e-05
Odoribacteraceae,,,,,,,,,,,3.333111125924941e-05,3.32491022742386e-05,3.373022565520964e-05,,,3.8985088203764476e-05,4.8880155634415585e-05,6.150678678834611e-05,4.863340142009831e-05,3.5868473568198066e-05,3.089566533815513e-05,4.859719770886617e-05,3.765452197584596e-05,4.40715987192821e-05,4.1923355280580344e-05
Oecophoridae,,,,,,,,,,,3.333111125924941e-05,3.32491022742386e-05,,3.390750033907501e-05,3.317850033178502e-05,3.248757350313706e-05,1.629338521147186e-05,9.711597913949386e-06,3.242226761339888e-05,6.5215406487632845e-06,1.7654665907517215e-05,2.2089635322211897e-05,2.8794634452117497e-05,2.864653916753336e-05,8.825969532753758e-06
Oedemeridae,,,,,,,,,,,,,,,,,,,,,,,,,
Oedogoniaceae,,,,,,,,,,,,,,,,9.746272050941119e-06,3.258677042294372e-06,,,3.2607703243816422e-06,2.206833238439652e-06,2.2089635322211897e-06,,1.1017899679820524e-05,2.206492383188439e-06
Oestridae,,,,,,,,,,,,,,,,,,,6.484453522679777e-06,,,,,4.407159871928209e-06,
Oithonidae,,,,,,,,,,,0.00013332444503699764,6.64982045484772e-05,3.373022565520964e-05,,0.0001327140013271401,9.746272050941119e-05,9.776031126883117e-05,9.064158053019424e-05,0.00010699348312421628,4.8911554865724635e-05,7.061866363006886e-05,8.61495777566264e-05,0.0001417582003796554,4.1868018783318e-05,4.6336340046957225e-05
Oleaceae,,,,,,,,,,,3.333111125924941e-05,3.32491022742386e-05,6.746045131041927e-05,,3.317850033178502e-05,1.6243786751568533e-05,4.236280154982684e-05,4.208359096044733e-05,2.918004085205899e-05,2.9346932919434782e-05,3.9722998291913744e-05,5.522408830552974e-05,3.543955009491384e-05,3.305369903946157e-05,3.9716862897391904e-05
Oleiphilaceae,,,,,,,0.0003333333333333333,,,,6.666222251849882e-05,9.974730682271579e-05,0.00013492090262083855,0.00010172250101722501,0.0001327140013271401,0.00016893538221631274,9.776031126883118e-05,0.00010359037774879343,0.00012968907045359548,8.478002843392271e-05,6.179133067631027e-05,8.61495777566264e-05,0.00012625339721313055,9.03467773745283e-05,9.929215724347975e-05
Oligoflexaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Oligosphaeraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Olindiasidae,,,,,,,,0.0003262642740619902,,,,,,,,,,,,,,,,,
Olindiidae,,,,,,,,,,,,,,,,,,,,,,,,,
Olisthodiscaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,3.258677042294372e-06,,3.2422267613398885e-06,3.2607703243816422e-06,2.206833238439652e-06,4.4179270644423795e-06,2.214971880932115e-06,2.203579935964105e-06,
Olpidiaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,,,,,,,
Olpidiopsidaceae,,,,,,,,,,,,,,,,,,3.2371993046497947e-06,,,,,,,
Oltmannsiellopsidaceae,,,,,,,,,,,,,,,,6.497514700627413e-06,3.258677042294372e-06,,6.484453522679777e-06,3.2607703243816422e-06,2.206833238439652e-06,1.1044817661105949e-05,,2.203579935964105e-06,2.206492383188439e-06
Omethidae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,,,,
Omphalotaceae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,2.214971880932115e-06,2.203579935964105e-06,
Onagraceae,,,,,,,,,,,,3.32491022742386e-05,3.373022565520964e-05,3.390750033907501e-05,,9.74627205094112e-06,6.517354084588744e-06,1.618599652324897e-05,1.945336056803933e-05,2.6086162595053138e-05,1.1034166192198261e-05,1.9880671789990708e-05,2.657966257118538e-05,1.9832219423676944e-05,1.7651939065507515e-05
Onchidiidae,,,,,,,,,,,,,,,,,,,,,,,,,
Onchocercidae,,,,,,,,,0.0003414134516899966,,,3.32491022742386e-05,,,,,9.776031126883115e-06,6.474398609299589e-06,1.6211133806699442e-05,6.5215406487632845e-06,6.6204997153189565e-06,1.1044817661105949e-05,6.644915642796345e-06,1.1017899679820524e-05,1.3238954299130635e-05
Onygenaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,3.2422267613398885e-06,6.5215406487632845e-06,6.6204997153189565e-06,4.4179270644423795e-06,4.429943761864231e-06,2.203579935964105e-06,4.412984766376878e-06
Oocystaceae,,,,,,,,,,,,,3.373022565520964e-05,,,3.2487573503137065e-06,1.3034708169177488e-05,1.9423195827898765e-05,3.2422267613398885e-06,6.5215406487632845e-06,1.9861499145956872e-05,1.5462744725548335e-05,1.5504803166524806e-05,2.203579935964105e-06,2.206492383188439e-06
Opalinidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,2.206492383188439e-06
Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Opheliidae,,,,,,,,,,,,,,,,,,6.474398609299589e-06,6.484453522679777e-06,,4.413666476879304e-06,,,,
Ophiocordycipitaceae,0.0036363636363636364,,,,,,,,,,3.333111125924941e-05,3.32491022742386e-05,,,3.317850033178502e-05,1.2995029401254826e-05,1.3034708169177488e-05,1.942319582789877e-05,1.2968907045359554e-05,9.782310973144928e-06,1.1034166192198261e-05,1.1044817661105949e-05,8.85988752372846e-06,1.5425059551748734e-05,1.1032461915942196e-05
Ophioglossaceae,,,,,,,,,,,,,,,,,,,,,,,,4.407159871928209e-06,
Ophioparmaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Ophiostomataceae,,,,,,,,,,,,,,,,6.497514700627413e-06,1.629338521147186e-05,1.2948797218599179e-05,6.484453522679777e-06,1.3043081297526569e-05,1.1034166192198261e-05,1.7671708257769518e-05,6.644915642796345e-06,1.9832219423676944e-05,1.9858431448695955e-05
Ophirinidae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,2.206492383188439e-06
Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,
Opisthorchiidae,,,,,,,,,,,,,,,,,,,3.2422267613398885e-06,,,,,2.203579935964105e-06,
Opitutaceae,,,,,,0.00032754667540124465,0.0003333333333333333,0.0003262642740619902,0.0003414134516899966,,0.0003333111125924941,0.0003657401250166245,0.00033730225655209634,0.00027126000271260006,0.00033178500331785025,0.0003021344335791747,0.00034216108944090906,0.00027839914019988233,0.00025613591414585114,0.0003717278169795072,0.00034867965167346504,0.0003600610557520539,0.00032117092273515675,0.00040986586808932344,0.00030228945649681617
Oplophoridae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,4.407159871928209e-06,
Oppiidae,,,,,,,,,,,,,3.373022565520964e-05,6.781500067815001e-05,3.317850033178502e-05,4.5482602904391893e-05,5.539750971900433e-05,3.884639165579754e-05,4.863340142009832e-05,7.499771746077777e-05,3.751616505347409e-05,2.6507562386654277e-05,4.872938138050653e-05,3.085011910349747e-05,2.8684400981449706e-05
Orbaceae,0.0036363636363636364,0.0034364261168384875,,,,,,,,,0.00016665555629624703,6.64982045484772e-05,0.0002698418052416771,0.00020344500203445004,0.0001658925016589251,0.00023066177187227316,0.0001498991439455411,0.00011330197566274282,0.00014914243102163484,0.00016629928654346375,0.00017433982583673252,0.0001855529367065799,0.0001749827785936371,0.0001762863948771284,0.00017210640588869824
Orbiliaceae,,,,,,,,,,,,3.32491022742386e-05,,,3.317850033178502e-05,,3.258677042294372e-06,,6.484453522679777e-06,3.2607703243816422e-06,2.206833238439652e-06,,,2.203579935964105e-06,2.206492383188439e-06
Orbiniidae,,,,,,,,,,,,,,,,,,,,3.2607703243816422e-06,,,,,
Orchesellidae,,,,,,,,,,,,,,,,,,,,,,,,,
Orchidaceae,,,,,,,,,,,,,3.373022565520964e-05,,,9.746272050941119e-06,1.3034708169177488e-05,1.2948797218599179e-05,1.2968907045359554e-05,1.6303851621908213e-05,1.3240999430637913e-05,2.2089635322211897e-06,1.3289831285592694e-05,6.610739807892315e-06,2.647790859826127e-05
Orchitophryidae,,,,,,,,,,,,,,,,,,,,,4.413666476879304e-06,,2.214971880932115e-06,,
Orculidae,,,,,,,,,,,,,,,,,,,,,,,,,
Ordosporidae,,,,,,,,,,,,,,,,,,,,,,,,,
Ornithinimicrobiaceae,,,,,,,0.0003333333333333333,,,,0.0002999800013332447,0.0002659928181939088,6.746045131041927e-05,0.00010172250101722502,0.00016589250165892512,0.00019492544101882238,0.00014664046690324674,0.00013919957009994117,0.0001296890704535955,0.00013369158329964734,0.00016992615935985323,0.000209851535561013,0.00012625339721313055,0.00013882553596573861,0.0001301830506081179
Orobanchaceae,,,,,,,,,,,,,3.373022565520964e-05,,,1.9492544101882238e-05,6.517354084588744e-06,2.5897594437198357e-05,9.726680284019666e-06,1.3043081297526569e-05,1.5447832669077565e-05,1.7671708257769518e-05,1.1074859404660574e-05,1.1017899679820524e-05,1.985843144869595e-05
Orthodonellidae,,,,,,,,,,,,,,,,6.497514700627413e-06,,,,,,,,,4.412984766376879e-06
Orthogonacladiaceae,,,,,,,,,,,,,,,,,,,,3.2607703243816422e-06,,,,,
Orthoherpesviridae,,,,,,,,,,,,,,,,6.497514700627413e-06,6.517354084588744e-06,,6.484453522679777e-06,3.2607703243816422e-06,8.827332953758608e-06,4.4179270644423795e-06,2.214971880932115e-06,,
Orthomyxoviridae,,,,,,,,,,,,,,,,,,,,,2.206833238439652e-06,,,,
Orthoseiraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Orthotrichaceae,,,,,,,,,,,,,,,,3.2487573503137065e-06,,,,,6.6204997153189565e-06,2.2089635322211897e-06,,,4.412984766376878e-06
