order,1000,10000,100000,1000000,10000000
Abditibacteriales,1.4242912625897698e-05,1.42429126258977e-05,1.4242912625897698e-05,1.4229692472787759e-05,1.2220727136339472e-05
Acanthocystida,1.0757441659068007e-05,1.0757441659068007e-05,1.0757441659068007e-05,5.302202830874429e-06,6.20301473239797e-06
Acanthoecida,1.6264839351436312e-06,1.6264839351436312e-06,1.6264839351436312e-06,1.6264839351436312e-06,1.877491783626691e-06
Acanthopleuribacterales,4.103862881620602e-05,4.103862881620602e-05,3.3269049868620954e-05,3.1017665067363836e-05,3.177469848063239e-05
Acarosporales,7.63854970842343e-06,7.63854970842343e-06,7.63854970842343e-06,5.594638397731046e-06,7.3376676791638046e-06
Acaryochloridales,9.87337757345983e-05,9.873377573459831e-05,7.624176127167085e-05,7.281135180046231e-05,7.353884348356813e-05
Acetobacterales,0.0004886171023255832,0.0004386049013499134,0.0004583879250543432,0.00043954851781032674,0.0004272712664290518
Acholeplasmatales,8.252100576331495e-05,8.252100576331495e-05,5.808141092570326e-05,5.4059083692348826e-05,5.472054280511049e-05
Acidaminococcales,2.3236007206127367e-05,2.3236007206127363e-05,1.4542254630340739e-05,1.0390700713824946e-05,9.778845759574248e-06
Acidiferrobacterales,0.0002621667324495726,0.0002621667324495726,0.0002451083311150933,0.0002242524823302139,0.00022151435151791728
Acidilobales,1.3026638859053488e-06,1.3026638859053488e-06,1.3026638859053488e-06,1.3026638859053488e-06,1.2543720181306745e-06
Acidimicrobiales,0.004712519245212419,0.004491897347187737,0.004403487236681138,0.004414162069437063,0.00443830678995109
Acidithiobacillales,0.00010003849418222839,0.00010003849418222839,8.373869264439655e-05,7.861109534898006e-05,8.237007998890822e-05
Acidothermales,4.963049778717383e-06,4.963049778717383e-06,4.963049778717383e-06,2.943972540685636e-06,2.8193582491277327e-06
Acoela,5.49545382652487e-06,5.49545382652487e-06,5.49545382652487e-06,1.1594223809524425e-06,9.411135820571578e-07
Acrochaetiales,7.796806542828685e-06,7.796806542828685e-06,7.796806542828685e-06,9.39021802208257e-07,9.39021802208257e-07
Acrospermales,3.2675100199554244e-06,3.2675100199554244e-06,3.2675100199554244e-06,1.4722897886690553e-06,1.175887270961182e-06
Acrosymphytales,,,,,
Actiniaria,0.0002504199810738522,0.00018665322723070932,0.0001674978246061254,0.0001913153994380422,0.00021645765335745433
Actinomycetales,0.0005305128294742176,0.0005305128294742176,0.0004954377501279795,0.0004426918589318038,0.0004669146415125426
Actinopolysporales,3.5341488403574787e-06,3.5341488403574787e-06,3.5341488403574796e-06,2.144093534971025e-06,1.879964928173151e-06
Acytosteliales,5.8146927348718766e-05,5.8146927348718766e-05,5.8146927348718766e-05,5.872385616639906e-05,6.187093144001266e-05
Adapedonta,9.39021802208257e-07,9.39021802208257e-07,9.39021802208257e-07,9.39021802208257e-07,9.39021802208257e-07
Adinetida,7.555443020199492e-05,7.555443020199492e-05,5.600026132275947e-05,5.381168459905662e-05,5.810216751929601e-05
Aeromonadales,0.0004459458509537523,0.0004459458509537523,0.00039878931936298336,0.00041680405468303957,0.000410134075689591
Agaricales,0.00017245302492478967,0.0001724530249247897,0.00012746436647986063,0.00012126774652010228,0.00011320442073152012
Agaricostilbales,,,,,
Agelasida,9.421429984643623e-07,9.421429984643623e-07,9.421429984643623e-07,9.421429984643623e-07,9.421429984643623e-07
Aggregatilineales,4.377678007572318e-06,4.377678007572318e-06,4.377678007572318e-06,4.377678007572318e-06,5.45409167055559e-06
Ahnfeltiales,3.4560428405362604e-06,3.4560428405362604e-06,3.456042840536261e-06,1.2163331519536898e-06,1.17555270250203e-06
Alaninales,2.483638529558261e-06,2.483638529558261e-06,2.483638529558261e-06,2.483638529558261e-06,4.693729459066727e-06
Albuginales,0.00013513005274724731,5.3647623489993456e-05,4.748466252373103e-05,4.688366861808443e-05,5.359899993433038e-05
Algavirales,0.0002670483874005742,0.00020194835776375555,0.00018320521299784273,0.00018315139425220678,0.00017149188698442047
Alismatales,0.00037828983788706975,0.00032005407757314014,0.00032447918770784864,0.00034854688170827907,0.0003670203095429026
Alteromonadales,0.17094047807682625,0.17071817576863915,0.17149921712465824,0.17186769551635067,0.17205394907355737
Amborellales,7.53391784929058e-06,7.533917849290583e-06,7.53391784929058e-06,3.297990504049505e-06,3.571509690736893e-06
Amphidiniales,1.8512016663487231e-06,1.851201666348723e-06,1.8512016663487233e-06,1.851201666348723e-06,1.5675065558125079e-06
Amphipoda,3.9626321216170595e-05,3.9626321216170595e-05,3.2021627161330644e-05,3.201869047136578e-05,3.459093061031781e-05
Amylocorticiales,3.544306666298054e-06,3.544306666298054e-06,3.544306666298054e-06,1.7737716577361085e-06,1.2543963359332875e-06
Anaerolineales,0.0014964568398491602,0.0012788820210229048,0.0012661683139344605,0.0012573095037183395,0.0012337756225969496
Anaeroplasmatales,1.1570385753295805e-06,1.1570385753295805e-06,1.1570385753295805e-06,1.1570385753295805e-06,9.394515054355691e-07
Anaerosomatales,4.538172925259604e-06,4.5381729252596045e-06,4.5381729252596045e-06,3.3480741294111987e-06,1.8812624643563278e-06
Anaulales,7.617975876622126e-05,7.617975876622126e-05,6.18206468425433e-05,6.007787289673221e-05,9.098492043973315e-05
Ancyromonadida,9.411135820571578e-07,9.411135820571578e-07,9.411135820571578e-07,9.411135820571578e-07,9.411135820571578e-07
Andreaeales,,,,,
Anisolpidiales,1.5021141144777443e-06,1.5021141144777443e-06,1.5021141144777443e-06,1.5021141144777443e-06,9.406353505574752e-07
