family,1000,10000,100000,1000000,10000000
Abditibacteriaceae,4.445713914643732e-06,4.445713914643733e-06,4.445713914643733e-06,4.66380948886235e-06,1.6538241695547836e-06
Abyssicoccaceae,0.00011041185429541041,0.00011041185429541041,,,
Acanthaceae,4.352485386026499e-06,4.352485386026499e-06,4.352485386026498e-06,2.3234420743459655e-06,2.6168951912492893e-06
Acanthamoebidae,4.042766821162289e-05,4.042766821162289e-05,1.5303092642837157e-05,1.3430778461386468e-05,1.827851714986615e-05
Acanthocerataceae,0.00037297244284028577,2.0188478796835818e-05,2.0188478796835818e-05,1.953466659240029e-05,8.272903085003578e-06
Acanthocnemidae,,,,,
Acanthoecidae,,,,,
Acanthopleuribacteraceae,3.522628665576784e-05,3.522628665576784e-05,1.388361778011593e-05,5.9609499475615574e-06,6.49885392658643e-06
Acaridae,4.876288538497653e-06,4.876288538497653e-06,4.876288538497653e-06,1.9616972245697125e-06,2.3279237164426313e-06
Acarosporaceae,8.130389662627799e-06,8.1303896626278e-06,8.1303896626278e-06,3.694327990925445e-06,4.5116235880798715e-06
Acartiidae,4.236656511646579e-06,4.236656511646579e-06,4.236656511646578e-06,3.230148791076483e-06,2.4445988332751135e-06
Acaryochloridaceae,6.2320735997973e-05,6.2320735997973e-05,1.9427587348994093e-05,1.3134074945458693e-05,1.3870614941845022e-05
Acaulosporaceae,3.980061798878213e-06,3.980061798878213e-06,3.980061798878214e-06,2.943174083598317e-06,2.9898549405811065e-06
Acavomonidia,,,,,
Acerentomidae,,,,,
Acetobacteraceae,0.00029569128900402904,6.713340495984624e-05,5.8980570219643375e-05,2.937068053671466e-05,2.850809515212555e-05
Acetomicrobiaceae,2.275048397758029e-06,2.275048397758029e-06,2.275048397758029e-06,2.2750483977580288e-06,1.5120727476470953e-06
Achnanthaceae,5.458171224269061e-06,5.458171224269061e-06,5.458171224269061e-06,2.8615906893207365e-06,5.529033045801534e-07
Achnanthidiaceae,,,,,
Acholeplasmataceae,7.106477279799199e-05,7.106477279799198e-05,2.4202129439052002e-05,1.3095988760339967e-05,1.4453837306460107e-05
Acidaminobacteraceae,4.76594592975649e-06,4.76594592975649e-06,4.765945929756489e-06,4.741396981241985e-06,4.342382145365221e-06
Acidaminococcaceae,3.7962034645331377e-05,3.796203464533138e-05,1.075589263030018e-05,4.634206174690063e-06,3.33602755221394e-06
Acidiferrobacteraceae,3.7801298080318444e-05,3.780129808031845e-05,3.3153894423921184e-05,1.2056956197834572e-05,6.532252169194599e-06
Acidilutibacteraceae,,,,,
Acidimicrobiaceae,0.00026321192624782395,0.00016664624777329513,0.0001122238200488095,2.7595762443461908e-05,1.3976939736530095e-05
Acidithiobacillaceae,3.541571893499299e-05,3.541571893499299e-05,1.3798337933968237e-05,5.873142385994982e-06,5.782228458454486e-06
Acidobacteriaceae,0.0006467980362457603,0.00010093764514081805,2.2838870381183922e-05,1.5634939283082668e-05,1.0260355255402419e-05
Acidocellaceae,3.266212468869236e-05,3.266212468869236e-05,1.807329002601428e-05,1.463708254857626e-05,6.927730626942005e-06
Acidothermaceae,1.4606051108320684e-06,1.4606051108320681e-06,1.4606051108320681e-06,1.4606051108320681e-06,2.1431295744800595e-06
Acinetidae,,,,,
Acinetosporaceae,7.059092870753244e-06,7.059092870753244e-06,7.059092870753244e-06,6.927398871686537e-06,8.883512454763534e-06
Ackermannviridae,3.983904872870685e-06,3.983904872870685e-06,3.983904872870685e-06,1.2545529652911188e-06,8.225224645931425e-07
Acmaeidae,,,,,
Acoetidae,,,,,
Acrasidae,2.7215944287057423e-07,2.7215944287057423e-07,2.7215944287057423e-07,2.7215944287057423e-07,1.351943509241221e-09
Acrididae,8.253147805454257e-06,8.253147805454257e-06,8.253147805454257e-06,4.829645104789234e-06,4.761051752979378e-06
Acroceridae,,,,,
Acrochaetiaceae,1.0504369884397943e-05,1.0504369884397943e-05,1.0504369884397943e-05,,
Acroporidae,4.465963776923471e-05,4.46596377692347e-05,2.9853665390975873e-05,9.64314576430428e-06,1.1324889320493888e-05
Acrospermaceae,5.187589823729704e-06,5.187589823729704e-06,5.187589823729704e-06,7.867058946687279e-07,5.068679101439759e-07
Acrothesauraceae,,,,,
Acrotrichaceae,,,,,
Actinidiaceae,3.835596045437292e-06,3.835596045437291e-06,3.835596045437292e-06,1.6954772849244626e-06,1.6953605079205303e-06
Actiniidae,3.9200738867914216e-05,3.9200738867914216e-05,8.387484234468236e-06,8.547248883322874e-06,4.756128536301991e-06
Actinomycetaceae,0.00010916174388695218,0.00010916174388695217,1.3172755787576978e-05,4.8456726463078915e-06,3.5455228743323024e-06
Actinopolymorphaceae,1.996915612064173e-05,1.996915612064173e-05,1.996915612064173e-05,6.496236228397918e-06,7.097371281557e-06
Actinopolysporaceae,4.578842183135973e-06,4.578842183135973e-06,4.578842183135974e-06,7.864439390672401e-07,8.233989740250827e-07
Actinospicaceae,2.1503839725159617e-06,2.1503839725159613e-06,2.1503839725159613e-06,2.1503839725159613e-06,1.502243563309811e-06
Actinostolidae,8.814812834318651e-09,8.814812834318651e-09,8.814812834318651e-09,8.814812834318651e-09,
Acutalibacteraceae,1.983939073940762e-06,1.983939073940762e-06,1.983939073940762e-06,1.983939073940762e-06,2.409053155215533e-06
Acytosteliaceae,1.5600271530183408e-05,1.5600271530183408e-05,1.5600271530183408e-05,1.36656301180986e-05,1.713799813815138e-05
Adelgidae,1.2972201096361428e-06,1.2972201096361425e-06,1.2972201096361425e-06,1.2972201096361428e-06,8.517567355164159e-07
Adelidae,,,,,
Adenocystaceae,,,,,
