family,1000,10000,100000,1000000,10000000
Abditibacteriaceae,1.3950663693836783e-05,1.3950663693836783e-05,1.3950663693836783e-05,1.3819804589420603e-05,1.1341682703614438e-05
Abyssicoccaceae,7.955628509424599e-05,7.955628509424599e-05,1.4833141985802551e-06,1.4833141985802551e-06,
Acanthaceae,4.67790651636374e-06,4.67790651636374e-06,4.67790651636374e-06,3.546311332161076e-06,3.238889191480635e-06
Acanthamoebidae,6.050953505300178e-05,6.050953505300179e-05,4.666361431825723e-05,5.127458473178598e-05,4.862995488885649e-05
Acanthocerataceae,0.00013231899119086398,3.920345808574932e-05,3.920345808574933e-05,3.558005294464992e-05,2.9371318826933503e-05
Acanthocnemidae,,,,,
Acanthoecidae,2.0187705283729277e-06,2.0187705283729277e-06,2.0187705283729277e-06,2.0187705283729277e-06,2.0187705283729277e-06
Acanthopleuribacteraceae,4.4280013431165925e-05,4.428001343116592e-05,3.586611765517951e-05,3.3407578717609174e-05,3.422431683225222e-05
Acaridae,6.728288382433834e-06,6.728288382433834e-06,6.728288382433834e-06,4.6833993658499925e-06,5.469072581177549e-06
Acarosporaceae,8.23872053151564e-06,8.238720531515637e-06,8.238720531515637e-06,6.026769876713345e-06,7.905858977922025e-06
Acartiidae,7.173023875894983e-06,7.173023875894983e-06,7.173023875894981e-06,6.290940427645443e-06,5.470360204467776e-06
Acaryochloridaceae,0.00010021174276313264,0.00010021174276313264,7.795629502649852e-05,7.355670100205804e-05,7.334096194820615e-05
Acaulosporaceae,7.058592987884706e-06,7.058592987884706e-06,7.0585929878847045e-06,6.156312926564197e-06,4.862993101836227e-06
Acavomonidia,,,,,
Acerentomidae,1.0136754961181873e-06,1.0136754961181873e-06,1.0136754961181873e-06,1.0136754961181873e-06,1.0136754961181873e-06
Acetobacteraceae,0.0003422026777581036,0.0002777187071599902,0.0002885148721930582,0.0002670915209396777,0.0002659950106960722
Acetomicrobiaceae,2.6014274828167695e-06,2.6014274828167695e-06,2.6014274828167695e-06,2.6014274828167695e-06,1.7694332260446935e-06
Achnanthaceae,4.183563225097759e-06,4.183563225097759e-06,4.183563225097759e-06,2.496378206055958e-06,1.4173967531805266e-06
Achnanthidiaceae,,,,,
Acholeplasmataceae,8.701037390187091e-05,8.701037390187091e-05,6.004013135263019e-05,5.4605666082275e-05,5.4085588336154495e-05
Acidaminobacteraceae,1.0775260526052354e-05,1.0775260526052354e-05,1.0775260526052354e-05,9.885253671203527e-06,8.509718894814572e-06
Acidaminococcaceae,2.512294129419817e-05,2.512294129419817e-05,1.5693588667775855e-05,1.1191743176741797e-05,1.0534722466352869e-05
Acidiferrobacteraceae,0.00010246544500366806,0.00010246544500366806,9.481391698516463e-05,8.845101544848205e-05,8.445804030716395e-05
Acidilutibacteraceae,,,,,
Acidimicrobiaceae,0.0006251125163740685,0.0005799155428043928,0.0006238415945651047,0.0005850155159055849,0.000581527668385084
Acidithiobacillaceae,4.797225754868778e-05,4.797225754868778e-05,3.9195157798973324e-05,3.7199699991807906e-05,3.646652075910409e-05
Acidobacteriaceae,0.0003420490793490011,0.0001990988216549923,0.00016729330654157096,0.00017060514297865642,0.00017439697859510269
Acidocellaceae,5.372001285912939e-05,5.372001285912939e-05,4.681916675623697e-05,4.9978692176561925e-05,4.780503675119422e-05
Acidothermaceae,2.5734717734770964e-06,2.5734717734770964e-06,2.5734717734770964e-06,2.5734717734770964e-06,2.5297673490548894e-06
Acinetidae,,,,,
Acinetosporaceae,7.409228467950615e-06,7.409228467950615e-06,7.409228467950615e-06,6.632239960768748e-06,9.115364468005824e-06
Ackermannviridae,4.364191589104312e-06,4.364191589104311e-06,4.364191589104312e-06,3.1611756698276372e-06,3.039922818746353e-06
Acmaeidae,,,,,
Acoetidae,,,,,
Acrasidae,1.2460345857402814e-06,1.2460345857402814e-06,1.2460345857402814e-06,1.2460345857402814e-06,1.0103412326096293e-06
Acrididae,2.1980625764141357e-05,2.1980625764141357e-05,2.1980625764141357e-05,2.150715874265503e-05,2.227475915332696e-05
Acroceridae,,,,,
Acrochaetiaceae,8.43900837838233e-06,8.43900837838233e-06,8.43900837838233e-06,1.0112972010327949e-06,1.0112972010327949e-06
Acroporidae,8.182040133665637e-05,8.182040133665637e-05,6.63953023807211e-05,5.6513074666963245e-05,5.731357642845953e-05
Acrospermaceae,3.5280437574193954e-06,3.5280437574193962e-06,3.5280437574193962e-06,1.5861987936944138e-06,1.2670533093824263e-06
Acrothesauraceae,,,,,
Acrotrichaceae,,,,,
Actinidiaceae,4.760502378162152e-06,4.760502378162153e-06,4.760502378162153e-06,3.7106271421785085e-06,4.457373377664192e-06
Actiniidae,3.4373486325704396e-05,3.437348632570441e-05,2.3731730661598455e-05,2.3913884347599412e-05,2.0858676962909926e-05
Actinomycetaceae,6.483637882573475e-05,6.483637882573475e-05,3.773202846796162e-05,3.503304083558073e-05,3.746977073072431e-05
Actinopolymorphaceae,2.000863714812023e-05,2.000863714812023e-05,2.0008637148120233e-05,1.2257223145698884e-05,1.2358880829433191e-05
Actinopolysporaceae,3.815093296842191e-06,3.815093296842191e-06,3.815093296842191e-06,2.3086400144809808e-06,2.0246457705283142e-06
Actinospicaceae,3.7146548715187637e-06,3.7146548715187646e-06,3.7146548715187646e-06,3.7146548715187646e-06,2.8350418141582366e-06
Actinostolidae,2.961883478706235e-06,2.961883478706235e-06,2.961883478706235e-06,2.961883478706235e-06,
Acutalibacteraceae,3.5068079410815773e-06,3.5068079410815764e-06,3.5068079410815764e-06,3.5068079410815773e-06,4.558039549129562e-06
