order,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Chlorobiales,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0001,7.000070000700007e-05,5e-05,7.000000000000001e-05,4e-05,7.000070000700006e-05,6.200049600396803e-05,7.300073000730008e-05,6.700053600428803e-05,5.6000336002016025e-05,7.400059200473604e-05,6.944544971144865e-05,6.462579166388794e-05,6.191280208493823e-05,6.530121769019117e-05,5.3629376121709554e-05
Chlorocystidales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,0.0
Chlorodendrales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000030000300003e-05,4e-05,3.0000000000000004e-05,1e-05,2.000020000200002e-05,1.5000120000960009e-05,1.3000130001300014e-05,2.4000192001536012e-05,2.4000144000864005e-05,1.6000128001024008e-05,1.2376416780258173e-05,6.875084219562546e-06,1.7885920602315492e-05,9.623337343817647e-06,1.7876458707236518e-05
Chloroflexales,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,5.0000500005000046e-05,3.0000000000000004e-05,7.000000000000001e-05,6e-05,6.000060000600006e-05,6.200049600396803e-05,3.5000350003500036e-05,6.000048000384003e-05,4.5000270001620016e-05,3.300026400211202e-05,4.881808841101835e-05,4.9500606380850335e-05,5.1594001737448524e-05,5.8427405301749995e-05,5.706715664233196e-05
Chlorokybales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,1.0000080000640005e-06,1.0000060000360005e-06,0.0,0.0,0.0,6.879200231659802e-07,6.873812388441177e-07,0.0
Chloropicales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000040000400004e-05,0.0,2e-05,3e-05,2.000020000200002e-05,3.100024800198401e-05,3.000030000300004e-05,2.700021600172801e-05,1.8000108000648007e-05,2.800022400179202e-05,2.8878305820602407e-05,2.6812828456293926e-05,2.82047209498052e-05,2.680786831492059e-05,2.2689351436107882e-05
Chlorosarcinales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chondrillida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,2.000016000128001e-06,2.000020000200002e-06,0.0,1.0000060000360005e-06,0.0,6.87578710014343e-07,0.0,0.0,6.873812388441177e-07,0.0
Chordodea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Choreotrichida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christensenellales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,2.000016000128001e-06,3.0000300003000026e-06,2.000016000128001e-06,3.000018000108001e-06,9.000072000576005e-06,4.125472260086058e-06,6.187575797606291e-06,3.4396001158299015e-06,5.499049910752941e-06,2.062668312373444e-06
Chromadorida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chromatiales,0.008,0.009000000000000001,0.007,0.005,0.007,0.0070999999999999995,0.0048000000000000004,0.0063,0.0058000000000000005,0.0059,0.006130061300613002,0.00626,0.00645,0.006180000000000001,0.006740067400674003,0.006364050912406609,0.0063830638306383025,0.0063170505364039215,0.006455038730231817,0.00640405123240933,0.006612444454207472,0.006562267887571785,0.006501532138941093,0.006470319601239023,0.006506343413329332
Chromulinales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,0.0,1.3000104000832007e-05,1.100011000110001e-05,7.000056000448003e-06,1.4000084000504006e-05,1.0000080000640006e-05,1.0313680650215145e-05,1.1000134751300074e-05,1.1694640393821664e-05,1.2372862299194117e-05,8.938229353618259e-06
Chroococcales,0.001,0.0,0.0,0.001,0.001,0.0007000000000000001,0.0005,0.0005,0.0007,0.0004,0.0004600046000460003,0.00035999999999999997,0.00052,0.00035000000000000005,0.0005100051000510003,0.0003720029760237441,0.00039700397003970025,0.0003800030400243081,0.00038400230401380007,0.0004220033760269401,0.000408421753748436,0.0004028799352662769,0.000399681533459357,0.0003663742003038147,0.00040153276480865983
Chroococcidiopsidales,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,3.0000000000000004e-05,0.0,0.0,1.000010000100001e-05,9.000072000576005e-06,1.7000170001700017e-05,1.4000112000896008e-05,6.000036000216002e-06,1.3000104000832005e-05,1.4439152910301203e-05,8.93760948543131e-06,1.4446320486485586e-05,1.5122387254570588e-05,4.812892728871371e-06
Chrysanthemodiscales,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,6.873812388441177e-07,0.0
Chrysiogenales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,1e-05,1e-05,0.0,7.000056000448003e-06,6.000060000600006e-06,3.0000240001920015e-06,1.0000060000360005e-06,3.0000240001920015e-06,1.0313680650215145e-05,7.562592641518801e-06,1.857384062548147e-05,8.248574866129412e-06,6.188004937120334e-06
Chrysomeridales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chthoniobacterales,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.00030000000000000003,0.00012000120001200012,0.00011,0.0001,6e-05,0.00010000100001000009,6.900055200441604e-05,8.700087000870009e-05,0.00010100080800646405,9.800058800352803e-05,8.600068800550405e-05,8.319702391173552e-05,8.31885190567068e-05,7.567120254825784e-05,8.729741733320294e-05,9.213251795268053e-05
Chthonomonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,1e-05,1.000010000100001e-05,9.000072000576005e-06,1.3000130001300014e-05,1.2000096000768006e-05,1.4000084000504003e-05,1.2000096000768006e-05,7.563365810157773e-06,1.4437676861081348e-05,8.255040277991764e-06,1.2372862299194117e-05,6.875561041244815e-06
Chytridiales,0.0,0.0,0.0,0.0,0.001,0.0002,0.0,0.0001,0.0002,0.0001,7.000070000700007e-05,6e-05,9e-05,7.000000000000001e-05,6.000060000600006e-05,5.600044800358403e-05,8.100081000810008e-05,5.6000448003584025e-05,6.300037800226802e-05,5.8000464003712033e-05,6.0506926481262185e-05,7.150087588345047e-05,6.122488206177225e-05,6.323907397365882e-05,6.050493716295437e-05
Cirlivirales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,2e-05,3.0000300003000036e-05,1.900015200121601e-05,0.0,1.2000096000768006e-05,7.000042000252001e-06,6.000048000384003e-06,1.4439152910301203e-05,6.187575797606291e-06,6.879200231659803e-06,8.93595610497353e-06,6.188004937120334e-06
Cladochytriales,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,1e-05,1e-05,0.0,1.4000112000896006e-05,1.7000170001700017e-05,1.800014400115201e-05,2.6000156000936007e-05,2.200017600140801e-05,1.2376416780258173e-05,1.1000134751300074e-05,1.5134240509651565e-05,1.4435006015726469e-05,9.625785457742741e-06
Cladophorales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,6.879200231659802e-07,1.3747624776882351e-06,0.0
Cladosporiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,5.000040000320003e-06,9.00009000090001e-06,5.000040000320003e-06,8.000048000288e-06,5.000040000320003e-06,1.375157420028686e-06,6.875084219562546e-06,4.127520138995882e-06,8.24857486612941e-06,2.0626683123734445e-06
Clathrinida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Clevelandellida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,7.000056000448003e-06,3.437893550071715e-06,0.0,0.0,0.0,0.0
Coccolithales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,1.0000060000360005e-06,0.0,2.062736130043029e-06,1.3750168439125092e-06,1.3758400463319607e-06,6.873812388441177e-07,2.0626683123734445e-06
Cocconeidales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,5.0000500005000046e-05,0.0,0.0,0.0,1.0000060000360005e-06,1.0000080000640005e-06,6.87578710014343e-07,1.3750168439125092e-06,2.063760069497941e-06,2.7495249553764702e-06,6.875561041244814e-07
Colaconematales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,6.875561041244814e-07
Coleochaetales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,3.000018000108001e-06,0.0,0.0,6.875084219562546e-07,1.3758400463319607e-06,0.0,0.0
Coleofasciculales,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0,6.000060000600006e-05,8e-05,3.0000000000000004e-05,6.000000000000001e-05,3.000030000300003e-05,4.600036800294402e-05,2.9000290002900024e-05,3.600028800230402e-05,5.2000312001872014e-05,2.8000224001792012e-05,3.919198647081755e-05,4.675057269302531e-05,4.058728136679284e-05,4.3305018047179405e-05,3.437780520622408e-05
Coleoptera,0.001,0.0,0.001,0.0,0.0,0.0001,0.0005,0.0002,0.0001,0.0001,0.00018000180001800017,0.00030000000000000003,0.00017,0.00022,0.00016000160001600016,0.0002020016160129281,0.0001960019600196002,0.00026500212001696015,0.00021100126600759604,0.0002090016720133761,0.00022415065946467582,0.0001938773749916638,0.0001857384062548147,0.00021583770899705294,0.00019182815305073033
Colpodida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,6.879200231659802e-07,1.3747624776882353e-06,0.0
Colponemida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000012000072001e-06,0.0,4.125472260086058e-06,0.0,0.0,0.0,0.0
Commelinales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compsopogonales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,3.000024000192002e-06,1.0000060000360005e-06,1.0000080000640005e-06,6.87578710014343e-07,6.875084219562546e-07,2.063760069497941e-06,2.062143716532353e-06,0.0
Conexivisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coniochaetales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.000010000100001e-05,1.0000080000640005e-06,2.000020000200002e-06,3.0000240001920015e-06,1.0000060000360005e-06,0.0,0.0,6.875084219562546e-07,1.3758400463319605e-06,3.436906194220588e-06,1.3751122082489629e-06
Coniocybales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,6.879200231659802e-07,0.0,0.0
Coprothermobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,0.0,0.0,2.000016000128001e-06,6.87578710014343e-07,0.0,0.0,0.0,0.0
Corallimorpharia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corallinales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,2.000016000128001e-06,0.0,3.0000240001920015e-06,4.000024000144001e-06,4.000032000256002e-06,2.750314840057372e-06,0.0,6.879200231659802e-07,6.186431149597059e-06,6.875561041244814e-07
Corethrales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,1e-05,0.0,0.0,0.0,2.000020000200002e-06,0.0,2.000012000072001e-06,4.000032000256002e-06,0.0,2.062525265868764e-06,0.0,9.623337343817644e-06,0.0
Coriobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,2.000020000200002e-05,2e-05,0.0,0.0,1.000010000100001e-05,1.800014400115201e-05,7.000070000700006e-06,1.2000096000768006e-05,1.1000066000396005e-05,1.2000096000768006e-05,8.938523230186459e-06,1.5125185283037602e-05,1.3758400463319606e-05,1.0998099821505883e-05,2.4064463644356854e-05
Cornales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,1.0000080000640005e-06,6.87578710014343e-07,6.875084219562546e-07,0.0,6.873812388441177e-07,6.875561041244814e-07
Coronatae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000012000072001e-06,0.0,0.0,0.0,0.0,0.0,0.0
Coronophorales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Corticiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,6.000048000384003e-06,2.062736130043029e-06,2.7500336878250184e-06,3.439600115829901e-06,2.7495249553764707e-06,1.375112208248963e-06
Coscinodiscales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,8.000080000800008e-05,9e-05,9e-05,7.000000000000001e-05,2.000020000200002e-05,0.00010400083200665606,4.800048000480005e-05,7.100056800454404e-05,8.800052800316803e-05,7.100056800454403e-05,6.87578710014343e-05,7.975097694692554e-05,8.048664271041969e-05,4.605454300255587e-05,6.806805430832367e-05
Craniida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,0.0
Craspedida,0.0,0.0,0.0,0.001,0.0,0.0003,0.0002,0.00030000000000000003,0.0,0.0,3.000030000300003e-05,6.000000000000001e-05,6e-05,0.0001,4.000040000400004e-05,7.200057600460804e-05,6.400064000640006e-05,5.200041600332803e-05,7.8000468002808e-05,4.6000368002944016e-05,5.981934777124785e-05,6.393828324193168e-05,5.4345681830112446e-05,7.011288636209999e-05,5.5692044434083e-05
Crassiclitellata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Crassvirales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,5e-05,1.000010000100001e-05,7.000056000448003e-06,1.2000120001200012e-05,1.900015200121601e-05,1.4000084000504003e-05,1.4000112000896008e-05,1.1001259360229487e-05,1.9937744236731385e-05,1.3070480440153629e-05,1.7184530971102942e-05,1.3063565978365147e-05
Cremevirales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crossosomatales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cryomonadida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Cryptomonadales,0.002,0.0,0.0,0.0,0.0,0.0001,0.00030000000000000003,0.0,0.0,0.0,5.000050000500006e-05,8.999999999999999e-05,5e-05,3.0000000000000004e-05,8.000080000800009e-05,5.200041600332803e-05,4.900049000490005e-05,3.800030400243202e-05,5.400032400194401e-05,4.400035200281603e-05,3.712925034077452e-05,4.1938013739331535e-05,4.19631214131248e-05,4.742930548024412e-05,3.850314183097096e-05
Cryptosporangiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,2e-05,0.0,1.000010000100001e-05,1.0000080000640005e-06,7.000070000700007e-06,5.000040000320003e-06,4.000024000144002e-06,1.2000096000768006e-05,2.062736130043029e-06,4.812558953693783e-06,7.567120254825785e-06,7.561193627285295e-06,6.875561041244815e-06
Cucurbitales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.000010000100001e-05,2e-05,4e-05,1e-05,0.0,1.1000088000704005e-05,1.000010000100001e-05,8.000064000512004e-06,1.0000060000360002e-05,2.300018400147201e-05,1.6501889040344232e-05,1.031262632934382e-05,1.1006720370655686e-05,1.7184530971102942e-05,1.3063565978365147e-05
Culicoidibacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,2.000016000128001e-06,2.000012000072001e-06,1.0000080000640005e-06,1.375157420028686e-06,6.875084219562546e-07,0.0,0.0,0.0
Cumacea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1.000010000100001e-05,0.0,1.000010000100001e-06,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,1.375112208248963e-06
Cupressales,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,3.000030000300003e-05,3.0000000000000004e-05,4e-05,5e-05,4.000040000400004e-05,4.2000336002688025e-05,4.300043000430004e-05,3.300026400211202e-05,2.700016200097201e-05,3.0000240001920014e-05,3.919198647081755e-05,2.9562862144118947e-05,3.0956401042469124e-05,4.2617636808335293e-05,4.331603455984234e-05
Cyanidiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,1e-05,1e-05,0.0,3.0000240001920015e-06,1.000010000100001e-06,1.1000088000704005e-05,4.000024000144002e-06,4.000032000256002e-06,4.813050970100401e-06,5.500067375650037e-06,1.3070480440153625e-05,6.873812388441176e-06,4.125336624746889e-06
Cyatheales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyathomonadacea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000024000192002e-06,0.0,2.000016000128001e-06,0.0,0.0,1.375157420028686e-06,0.0,0.0,6.873812388441177e-07,2.0626683123734445e-06
Cycloneritida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclophorales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,3e-05,0.0,1e-05,1.000010000100001e-05,2.000016000128001e-06,8.000080000800008e-06,0.0,1.0000060000360005e-06,1.0000080000640005e-06,4.813050970100401e-06,3.437542109781273e-06,2.063760069497941e-06,3.436906194220588e-06,2.7502244164979258e-06
Cyclophyllidea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000030000300003e-05,1e-05,3.0000000000000004e-05,0.0,5.0000500005000046e-05,1.4000112000896008e-05,1.200012000120001e-05,1.1000088000704007e-05,1.5000090000540005e-05,7.000056000448003e-06,8.250944520172116e-06,1.1687643173256328e-05,1.2382560416987645e-05,1.5122387254570588e-05,1.5126234290738595e-05
Cyclopoida,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,1.000010000100001e-05,1e-05,4e-05,1e-05,5.0000500005000046e-05,2.9000232001856017e-05,2.6000260002600025e-05,2.6000208001664017e-05,2.000012000072e-05,2.800022400179202e-05,2.8878305820602407e-05,2.818784530020644e-05,2.270136076447735e-05,2.1308818404167647e-05,2.337690754023237e-05
Cyclotrichida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,1.3758400463319607e-06,6.873812388441177e-07,6.875561041244814e-07
Cydippida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,1.3750168439125092e-06,0.0,0.0,0.0
Cymatosirales,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,2.000020000200002e-05,3e-05,3.0000000000000004e-05,0.0,3.000030000300003e-05,2.3000184001472015e-05,5.200052000520005e-05,7.000056000448004e-05,3.6000216001296006e-05,4.600036800294402e-05,3.162862066065978e-05,5.843821586628165e-05,2.063760069497941e-05,4.2617636808335293e-05,4.606625897634027e-05
Cymbellales,0.0,0.0,0.001,0.001,0.0,0.0009000000000000001,0.0002,0.0002,0.0002,0.00030000000000000003,0.00034000340003400014,0.00036,0.00042,0.00018,0.00020000200002000007,0.00020800166401328403,0.0002100021000210001,0.00029900239201906807,0.00015900095400572404,0.00016600132801062407,0.00022415065946467582,0.0002289403045114328,0.0001994968067181343,0.0001952162718317294,0.0004145963307869054
Cyphobasidiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,4.000032000256002e-06,2.000012000072001e-06,2.000016000128001e-06,6.87578710014343e-07,2.7500336878250184e-06,0.0,2.7495249553764707e-06,6.875561041244814e-07
Cystobasidiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cystofilobasidiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,2.000012000072001e-06,1.0000080000640005e-06,2.062736130043029e-06,0.0,2.751680092663922e-06,0.0,2.0626683123734445e-06
Cytophagales,0.013000000000000001,0.018000000000000002,0.016,0.01,0.017,0.0134,0.013,0.0155,0.0128,0.0118,0.014650146501465006,0.014110000000000001,0.01388,0.01391,0.014660146601466006,0.014212113696908411,0.014505145051450508,0.014228113824909464,0.014398086388517042,0.014115112920902284,0.014493471628391251,0.01467624228349876,0.014339004962870187,0.01443844292191963,0.01471163795995007
Dacrymycetales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,2.000016000128001e-06,1.000010000100001e-06,1.0000080000640005e-06,3.000018000108001e-06,2.000016000128001e-06,0.0,0.0,2.063760069497941e-06,0.0,0.0
Dactylopodida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,4.000040000400004e-06,0.0,1.0000060000360005e-06,1.0000080000640005e-06,6.87578710014343e-07,6.875084219562546e-07,0.0,0.0,0.0
Dasycladales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,2.000016000128001e-06,7.000070000700007e-06,1.0000080000640005e-06,4.000024000144002e-06,1.0000080000640005e-06,2.062736130043029e-06,4.125050531737528e-06,2.063760069497941e-06,0.0,2.0626683123734445e-06
Decapoda,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0001,0.0001,8.000080000800008e-05,0.00015000000000000001,9e-05,8e-05,7.000070000700007e-05,0.00012100096800774406,9.70009700097001e-05,0.00010600084800678406,9.500057000342003e-05,0.00011500092000736007,0.00011070017231230922,0.0001058762969812632,0.00010593968356756097,0.00011960433555887645,0.00010244585951454774
Deferribacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.000010000100001e-05,1e-05,0.0,3.0000000000000004e-05,2.000020000200002e-05,2.5000200001600013e-05,1.8000180001800016e-05,1.800014400115201e-05,2.600015600093601e-05,1.700013600108801e-05,1.7877046460372918e-05,2.681282845629393e-05,2.063760069497941e-05,1.7871912209947057e-05,1.8564014811361e-05
