phylum,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Candidatus Jorgensenbacteria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Kaiserbacteria,,,,,,,,,,,,3.2486518094990575e-05,3.284503711489194e-05,3.302837137100769e-05,,,,3.15741281593882e-06,,3.176801723097461e-06,8.605648317273618e-06,6.459572763857823e-06,4.318171513454627e-06,4.301038270638802e-06,6.457890250308254e-06
Candidatus Kapaibacteriota,,,,,,,,,0.0003294892915980231,,,3.2486518094990575e-05,3.284503711489194e-05,3.302837137100769e-05,3.224870198974494e-05,1.2668009475671876e-05,9.528013949012427e-06,6.31482563187764e-06,2.5263051523995155e-05,9.530405169292384e-06,6.454236237955214e-06,2.153190921285941e-06,4.318171513454627e-06,1.0752595676597005e-05,2.367893091779693e-05
Candidatus Kerfeldiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Komeiliibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Krumholzibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Kryptoniota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Kuenenbacteria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Latescibacterota,,,,,,0.0003194888178913738,,,,,3.251186683139348e-05,,6.569007422978388e-05,0.00016514185685503847,,6.017304500944142e-05,8.257612089144104e-05,9.156497166222577e-05,3.4736695845493335e-05,7.306643963124159e-05,7.529942277614416e-05,8.39744459301517e-05,8.852251602581986e-05,7.956920800681785e-05,8.179994317057122e-05
Candidatus Levyibacteriota,,,,,,,,,,,,,,,,,,,,3.176801723097461e-06,2.1514120793184045e-06,,,,2.1526300834360847e-06
Candidatus Lindowiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Liptoniibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Lithacetigenota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Lloydiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Magasanikiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Margulisiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Marsarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Mcinerneyibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Melainabacteria,,,,,,,,,,,,,3.284503711489194e-05,,,9.501007106753909e-06,3.176004649670809e-06,6.31482563187764e-06,9.473644321498185e-06,3.176801723097461e-06,8.605648317273618e-06,4.306381842571882e-06,4.318171513454627e-06,1.505363394723581e-05,4.305260166872169e-06
Candidatus Methanomethylicota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Methylomirabilota,,,,,,,,,,,6.502373366278697e-05,,,,,1.2668009475671876e-05,3.176004649670809e-06,9.472238447816461e-06,1.2631525761997578e-05,3.176801723097461e-06,6.454236237955214e-06,,,8.602076541277605e-06,4.305260166872169e-06
Candidatus Micrarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Microgenomates,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Moduliflexota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Moraniibacteriota,,,,,,,0.0003260515161395501,,,,,,,,,,9.528013949012427e-06,3.15741281593882e-06,,,2.1514120793184045e-06,2.153190921285941e-06,4.318171513454627e-06,4.301038270638802e-06,4.305260166872169e-06
Candidatus Muiribacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Nanohalarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Nealsoniibacteriota,,,,,,,,,,,,,,,3.224870198974494e-05,,,,,3.176801723097461e-06,,,,4.301038270638802e-06,
Candidatus Nezhaarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Niyogiibacteriota,,,,,,,,,,,,,,,,,,,,,2.1514120793184045e-06,,,2.1505191353194014e-06,2.1526300834360847e-06
Candidatus Nomurabacteria,,,,,,,0.0003260515161395501,,,,,,,,3.224870198974494e-05,6.334004737835938e-06,1.5880023248354045e-05,2.2101889711571738e-05,1.578940720249697e-05,1.5884008615487303e-05,8.605648317273618e-06,1.7225527370287528e-05,1.0795428783636565e-05,1.2903114811916406e-05,1.7221040667488677e-05
Candidatus Odinarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Omnitrophota,,,,,,,,,,,,6.497303618998115e-05,,6.605674274201539e-05,,1.2668009475671876e-05,9.528013949012426e-06,9.47223844781646e-06,6.31576288099879e-06,9.530405169292384e-06,6.454236237955214e-06,4.306381842571882e-06,1.0795428783636565e-05,2.1505191353194014e-06,8.610520333744339e-06
Candidatus Paceibacterota,,,,,,,,,,,,,6.569007422978388e-05,,,,,,,,,,4.318171513454627e-06,,
Candidatus Parcubacteria,,,,,,,,,,,,3.2486518094990575e-05,,,,6.334004737835938e-06,,,,,4.302824158636809e-06,2.153190921285941e-06,2.159085756727313e-06,2.1505191353194014e-06,6.457890250308254e-06
Candidatus Parvarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Peregrinibacteria,,,,,,,,,,,6.502373366278697e-05,3.2486518094990575e-05,3.284503711489194e-05,3.302837137100769e-05,,2.216901658242578e-05,1.905602789802485e-05,4.104636660720466e-05,2.210517008349576e-05,2.859121550787715e-05,1.7211296634547236e-05,1.5072336449001587e-05,3.454537210763701e-05,2.5806229623832813e-05,4.3052601668721695e-05
Candidatus Poribacteria,,,,,,,,,,,3.251186683139348e-05,3.2486518094990575e-05,6.569007422978388e-05,3.302837137100769e-05,3.224870198974494e-05,1.9002014213507814e-05,,3.7888953791265844e-05,3.7894577285992724e-05,2.2237612061682225e-05,1.2908472475910429e-05,1.5072336449001587e-05,2.1590857567273136e-05,2.7956748759152213e-05,2.79841910846691e-05
Candidatus Portnoyibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Pyropristinus,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Ratteibacteria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Raymondiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Rifleibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Roizmanbacteria,,,,,,,,,,,,,,,,,,,3.157881440499395e-06,,2.1514120793184045e-06,,6.47725727018194e-06,6.451557405958203e-06,
Candidatus Rokuibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Ryaniibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Saccharibacteria,,,,,,,,,,,3.251186683139348e-05,3.2486518094990575e-05,3.284503711489194e-05,,9.674610596923481e-05,2.216901658242578e-05,3.176004649670809e-05,1.262965126375528e-05,2.8420932964494552e-05,1.9060810338584764e-05,2.7968357031139263e-05,1.9378718291573468e-05,1.0795428783636566e-05,1.720415308255521e-05,1.9373670750924762e-05
Candidatus Schekmaniibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Shapirobacteria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Spechtiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Staskawicziibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sumerlaeota,,,,,,,,,,,,,,,,3.167002368917969e-06,3.176004649670809e-06,,,,,,,,2.1526300834360847e-06
Candidatus Sungiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Sysuimicrobiota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tagaibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tayloriibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tectimicrobiota,,,,,,,,,,,6.502373366278697e-05,3.2486518094990575e-05,,3.302837137100769e-05,6.449740397948988e-05,2.8503021320261723e-05,1.9056027898024855e-05,1.894447689563292e-05,3.157881440499394e-05,1.2707206892389844e-05,1.5059884555228836e-05,2.1531909212859408e-05,3.022720059418239e-05,3.2257787029791015e-05,1.9373670750924762e-05
Candidatus Terryibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Tharpellota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Thorarchaeota,,,,,,,,,,,,,3.284503711489194e-05,,,6.334004737835938e-06,9.528013949012427e-06,,3.157881440499395e-06,,4.302824158636809e-06,2.153190921285941e-06,8.636343026909256e-06,,2.1526300834360847e-06
Candidatus Uhrbacteria,,,,,,,,,,,,,,,,,3.176004649670809e-06,,,,,,4.318171513454627e-06,,4.305260166872169e-06
Candidatus Undinarchaeota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Vogeliibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Walliibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Wildermuthiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Wirthbacteria,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Woesearchaeota,,,,,,,,,,,,,,,,6.334004737835938e-06,,,,3.176801723097461e-06,4.302824158636809e-06,,2.159085756727313e-06,,2.1526300834360847e-06
