phylum,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Candidatus Woesebacteria,,,,,,,,,,,,,,,,,,,,3.176801723097461e-06,2.1514120793184045e-06,,4.318171513454626e-06,2.1505191353194014e-06,4.305260166872169e-06
Candidatus Wolfebacteria,,,,,,,,,,,,,,,,,,,,,,2.153190921285941e-06,,2.1505191353194014e-06,2.1526300834360847e-06
Candidatus Woykeibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Yanofskyibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Yonathiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Zambryskiibacteriota,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Zixiibacteriota,,,,,,0.0003194888178913738,,,,,,6.497303618998115e-05,,0.00016514185685503847,6.449740397948988e-05,1.9002014213507814e-05,3.49360511463789e-05,2.841671534344938e-05,2.210517008349576e-05,4.765202584646192e-05,5.1633889903641715e-05,4.3063818425718815e-05,4.102262937781896e-05,3.655882530042982e-05,3.659471141841344e-05
Cercozoa,,,,,,0.0006389776357827476,,,0.0006589785831960462,0.0006682258603407952,3.251186683139348e-05,0.00019491910856994345,0.00022991525980424355,0.0002972553423390692,0.00016124350994872467,6.967405211619532e-05,0.00013021619063650317,0.00014839840234912453,0.00020210441219196124,0.00025096733612469947,0.00012263048852114908,0.0001313446461984424,0.00021374948991600406,0.0002387076240204535,0.00016790514650801458
Chaetognatha,,,,,,,,,,,,,,,,,,,,,,,,,
Chlamydiota,,,,,,,,,,,0.00013004746732557393,0.0001299460723799623,0.00013138014845956775,,0.00025798961591795956,7.600805685403126e-05,9.528013949012427e-05,0.00013576875108536928,0.00012947313906047517,0.0001143648620315086,7.529942277614416e-05,0.00013780421896230022,9.931794480945642e-05,9.892388022469245e-05,9.256309358775163e-05
Chlorobiota,,,,,,,,,,,6.502373366278697e-05,0.0001299460723799623,9.853511134467581e-05,9.908511411302309e-05,6.449740397948988e-05,9.817707343645705e-05,0.00010798415808880751,0.00013261133826943043,8.526279889348365e-05,7.30664396312416e-05,0.0001312361368384227,0.0001248850734345846,9.715885905272912e-05,6.666609319490142e-05,0.00010978413425524031
Chloroflexota,0.0069686411149825775,,0.006734006734006733,,0.006369426751592357,0.0003194888178913738,0.0003260515161395501,0.00031675641431739,,0.001002338790511193,0.0006827492034592632,0.00048729777142485865,0.0007554358536425145,0.0005284539419361231,0.0007417201457641336,0.0005510584121917266,0.0005399207904440376,0.0005209731146299053,0.0006536814581833746,0.0005337026894803735,0.0005679727889400588,0.0005598296395343447,0.0005743168112894655,0.0006344031449192234,0.0005295470005252768
Chlorophyta,0.013937282229965155,0.02333333333333333,0.016835016835016835,0.006329113924050633,0.006369426751592357,0.009584664536741214,0.008803390935767853,0.01298701298701299,0.013509060955518945,0.010357500835282325,0.011086546589505168,0.011402767851341693,0.012711029363463178,0.011328731380255638,0.011190299590441483,0.011325200471249994,0.01146220078066194,0.010978324361018718,0.01178521353594299,0.011585795884135533,0.011053955263537281,0.01140329911912954,0.012153493724617118,0.010873024748173954,0.0111118764906961
Chrysiogenota,,,,,,,,,,,3.251186683139348e-05,,,,,9.501007106753909e-06,1.9056027898024855e-05,1.57870640796941e-05,3.157881440499395e-06,6.353603446194922e-06,1.9362708713865648e-05,2.1531909212859408e-05,8.636343026909256e-06,1.5053633947235806e-05,1.9373670750924762e-05
Chytridiomycota,,,,,,,,,,,,6.497303618998115e-05,6.569007422978388e-05,3.302837137100769e-05,9.674610596923484e-05,5.7006042640523446e-05,3.811205579604971e-05,5.051860505502112e-05,2.8420932964494555e-05,3.8121620677169535e-05,2.1514120793184047e-05,3.6604245661860995e-05,3.454537210763701e-05,4.301038270638802e-05,4.520523175215778e-05
Ciliophora,,,,,0.0031847133757961785,0.0012779552715654952,,,,,0.00026009493465114787,0.00035735169904489635,0.00016422518557445968,0.0003963404564520923,0.00019349221193846962,0.00045604834112418757,0.0003366564928651058,0.0003410005841213926,0.00033157755125243644,0.0003462713878176233,0.00041737394338777053,0.00037680841122503966,0.00030874926321200583,0.00029892215980939675,0.0002927576913473075
Cnidaria,,,,,0.0031847133757961785,,,0.00063351282863478,0.0006589785831960462,,0.00026009493465114787,0.0002598921447599246,0.000492675556723379,0.00033028371371007694,0.00019349221193846962,0.0002786962084647813,0.0003430085021644474,0.0003473154097532702,0.00030315661828794185,0.0002763817499094791,0.0003011976911045767,0.00031221268358646144,0.0003260219492658243,0.00031827683202727134,0.0002712313905129466
Coprothermobacterota,,,,,,,,,,,,,,,,,,,,,,,,,
Cossaviricota,,,,,,,,,,,,,,,,,,,,,,,,4.301038270638802e-06,
Cressdnaviricota,,,,,,,,,,,,,,,,,3.176004649670809e-06,,9.473644321498185e-06,3.176801723097461e-06,,2.153190921285941e-06,6.47725727018194e-06,2.1505191353194014e-06,4.305260166872169e-06
Cryptomycota,,,,,,,,,,,,,,,,3.167002368917969e-06,3.176004649670809e-06,,,3.176801723097461e-06,2.1514120793184045e-06,6.459572763857823e-06,2.159085756727313e-06,,
Ctenophora,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanobacteriota,0.013937282229965155,,,0.0031645569620253164,,0.005750798722044729,0.003586566677535051,0.0015837820715869499,0.007248764415156508,0.003007016371533578,0.0039989596202613985,0.003053732700929114,0.004171319713591276,0.003567064108068831,0.0038698442387693917,0.003756064809536369,0.0036555813517711,0.003757321250966968,0.0036505109452170973,0.003761333240147025,0.003863936094455538,0.0036345862751303083,0.003758968302461996,0.003733301218914158,0.0038811920404348147
Deferribacterota,,,,,,,0.0003260515161395501,,,,,,,,,1.5835011844589847e-05,2.2232032547695662e-05,2.525930252751056e-05,4.4210340166991524e-05,3.1768017230974614e-05,3.657400534841288e-05,3.014467289800318e-05,1.943177181054582e-05,2.795674875915222e-05,2.3678930917796932e-05
Deinococcota,,,,,,,0.0003260515161395501,,0.0003294892915980231,0.0003341129301703976,0.00029260680148254136,0.00035735169904489635,0.00019707022268935161,0.0003633120850810846,0.00019349221193846962,0.0003008652250472071,0.00022549633012662742,0.0002746949149866773,0.00026841992244244854,0.0002604977412939918,0.0002732293340734374,0.00031005949266517554,0.0002526130335370957,0.0002387076240204535,0.0002862998010969993
Dictyoglomota,,,,,,,,,,,,,,,,,3.176004649670809e-06,3.15741281593882e-06,3.157881440499395e-06,,1.2908472475910429e-05,,4.318171513454626e-06,6.451557405958203e-06,4.305260166872169e-06
Discosea,,,,,,,,,,,,,6.569007422978388e-05,6.605674274201539e-05,,2.216901658242578e-05,6.352009299341618e-06,3.788895379126584e-05,1.5789407202496972e-05,3.176801723097461e-06,1.2908472475910429e-05,2.583829105543129e-05,2.8068114837455076e-05,1.9354672217874607e-05,2.5831561001233018e-05
Duplornaviricota,,,,,,,,,,,,,,,,,,,,,,,,,
Elusimicrobiota,,,,,,,,,,,,,3.284503711489194e-05,,,6.334004737835938e-06,6.352009299341618e-06,2.2101889711571738e-05,1.5789407202496976e-05,1.2707206892389844e-05,2.1514120793184045e-06,1.0765954606429704e-05,1.727268605381851e-05,2.1505191353194014e-06,4.305260166872169e-06
Endomyxa,,,,,,,,,,,,,,,,,,6.31482563187764e-06,,3.176801723097461e-06,,6.459572763857823e-06,4.318171513454626e-06,6.451557405958203e-06,2.1526300834360847e-06
Entoprocta,,,,,,,,,,,,,,,,,,,,3.176801723097461e-06,,,,,
Euglenozoa,,,,,,0.0012779552715654952,,0.00126702565726956,0.0019769357495881385,0.0006682258603407952,0.00048767800247090186,0.0002923786628549152,0.0005912106680680549,0.00046239719919410774,0.0005482279338256639,0.0006112314572009525,0.0005939128694884414,0.0007104178835862345,0.0006063132365758837,0.000663951560127115,0.0006217580909229901,0.0005792083578258963,0.0005980667546133684,0.0005870917239421965,0.0005596838216930727
Evosea,,,,,,,,0.00031675641431739,,,6.502373366278697e-05,3.2486518094990575e-05,0.00016422518557445968,6.605674274201539e-05,,4.433803316485156e-05,4.128806044572052e-05,6.946308195065405e-05,6.631551025048728e-05,7.30664396312416e-05,8.60564831727362e-05,6.028934579600634e-05,4.74998866480009e-05,7.956920800681783e-05,6.457890250308254e-05
Fibrobacterota,,,,,,,0.0003260515161395501,,,,,,,3.302837137100769e-05,,9.501007106753909e-06,9.528013949012426e-06,1.262965126375528e-05,3.157881440499395e-06,9.530405169292384e-06,1.0757060396592023e-05,1.2919145527715646e-05,2.374994332400045e-05,8.602076541277605e-06,1.7221040667488677e-05
Fidelibacterota,,,,,,,,,,,3.251186683139348e-05,,3.284503711489194e-05,3.302837137100769e-05,6.449740397948988e-05,6.334004737835938e-06,1.9056027898024855e-05,9.472238447816461e-06,6.31576288099879e-06,3.176801723097461e-06,2.151412079318405e-05,8.612763685143764e-06,1.7272686053818508e-05,1.5053633947235806e-05,6.457890250308254e-06
Foraminifera,,,,,,,,,,0.0003341129301703976,6.502373366278697e-05,,6.569007422978388e-05,,,6.334004737835938e-06,9.528013949012426e-06,,9.473644321498185e-06,3.176801723097461e-06,1.2908472475910429e-05,8.612763685143764e-06,6.477257270181939e-06,1.505363394723581e-05,6.457890250308253e-06
Fornicata,,,,,,,,,,,,,,,,3.167002368917969e-06,,,3.157881440499395e-06,3.176801723097461e-06,,,,2.1505191353194014e-06,
Fusobacteriota,,,,,,0.0003194888178913738,0.0003260515161395501,0.0009502692429521699,0.0003294892915980231,0.0003341129301703976,0.0002926068014825414,0.0001299460723799623,0.00016422518557445968,0.00019817022822604617,0.00019349221193846962,0.0001963541468729141,0.00016515224178288208,0.00017997253050851275,0.00019894653075146185,0.00017790089649345783,0.00015705308179024354,0.00019809356475830657,0.00018568137507854894,0.0001935467221787461,0.0001937367075092476
Gastrotricha,,,,,,,,,,,,,,,,3.167002368917969e-06,,,,,,,,,
Gemmatimonadota,,0.003333333333333333,,0.0031645569620253164,,0.0006389776357827476,,0.00031675641431739,0.0013179571663920922,,0.0003576305351453284,0.0002598921447599246,0.0002627602969191355,0.0004293688278231,0.000515979231835919,0.0003705392771634024,0.0003525365161134598,0.00043572296859955716,0.00041999823158641946,0.0003971002153871826,0.00037004287764276565,0.0004112594659656147,0.0004382944086156447,0.0004258027887932414,0.00039177867518536743
Gnathostomulida,,,,,,,,,,,,,,,,,,,,,,,,,
Haptophyta,,,,,,0.0003194888178913738,,,0.0006589785831960462,,0.00013004746732557396,0.00022740562666493405,3.284503711489194e-05,6.605674274201539e-05,6.449740397948988e-05,9.817707343645705e-05,0.00011751217203781993,0.00014208357671724692,0.00015473619058447031,0.0001334256723700934,0.0001333875489177411,0.00012703826435587053,0.00011011337359309299,0.00010752595676597006,0.00012054728467242072
Heterolobosea,,,,,,0.0003194888178913738,,,,,6.502373366278697e-05,,3.284503711489194e-05,9.908511411302309e-05,3.224870198974494e-05,1.9002014213507814e-05,5.0816074394732944e-05,2.841671534344938e-05,2.526305152399516e-05,3.812162067716953e-05,2.151412079318405e-05,3.6604245661861e-05,3.670445786436433e-05,1.505363394723581e-05,6.457890250308253e-06
Hofneiviricota,,,,,,,,,,,,,,,,,,,,6.353603446194922e-06,6.454236237955214e-06,,2.159085756727313e-06,2.1505191353194014e-06,2.1526300834360847e-06
Ignavibacteriota,,,,,,,,,0.0006589785831960462,,6.502373366278697e-05,6.497303618998115e-05,0.00013138014845956775,6.605674274201539e-05,,0.00010767808054321096,0.0001048081534391367,0.0001136668613737975,6.947339169098667e-05,9.530405169292382e-05,7.099659861750737e-05,0.0001270382643558705,0.0001144315451065476,0.00010537543763065066,0.00010763150417180421
Kiritimatiellota,,,,,,,0.0003260515161395501,0.00031675641431739,,,9.753560049418046e-05,3.2486518094990575e-05,6.569007422978388e-05,0.00013211348548403077,0.00016124350994872467,5.383904027160548e-05,6.6696097643087e-05,7.893532039847049e-05,7.894703601248485e-05,7.624324135433907e-05,0.00010757060396592023,6.459572763857823e-05,9.284068753927448e-05,7.526816973617905e-05,8.17999431705712e-05
Lentisphaerota,,,,,,,,,,,6.502373366278697e-05,,3.284503711489194e-05,,3.224870198974494e-05,6.0173045009441406e-05,4.4464065095391323e-05,4.7361192239082294e-05,5.36839844884897e-05,4.765202584646192e-05,6.454236237955214e-05,6.028934579600635e-05,7.556800148545597e-05,5.5913497518304425e-05,4.520523175215777e-05
Methanobacteriota,,,0.0033670033670033664,,,0.001597444089456869,,,,0.0003341129301703976,0.00035763053514532834,0.00032486518094990575,0.00039414044537870323,0.00019817022822604617,0.00032248701989744935,0.0003198672392607149,0.00030807245101806843,0.00033784317130545376,0.00034105119557393464,0.0003176801723097461,0.00031195475150116867,0.0003466637383270365,0.0002828402341312781,0.0003677387721396176,0.0003530313336835179
Microsporidia,,,,,,,,,,,,,,,3.224870198974494e-05,3.167002368917969e-06,1.9056027898024855e-05,3.15741281593882e-06,3.157881440499395e-06,3.176801723097461e-06,6.454236237955214e-06,,2.159085756727313e-06,8.602076541277605e-06,4.305260166872169e-06
Mollusca,0.0034843205574912888,0.006666666666666666,,0.0031645569620253164,0.009554140127388535,0.0019169329073482426,0.003260515161395501,0.00063351282863478,0.0023064250411861617,0.0036752422318743734,0.00243839001235451,0.0024040023390293026,0.0022006174866977595,0.0026752980810516233,0.0024831500532103592,0.002286575710358494,0.0024518755895458636,0.002510143188671298,0.002595778544090224,0.00260497741293979,0.0025709374347851126,0.002170416448656123,0.002465675934182118,0.0025268599840000024,0.002316229969776924
Mucoromycota,,,,,,,,0.00031675641431739,0.0003294892915980231,,3.251186683139348e-05,9.745955428497174e-05,0.00019707022268935161,3.302837137100769e-05,6.449740397948988e-05,0.00010451107817429298,0.00011751217203781993,0.00014524098953318574,9.789432465548123e-05,8.577364652363146e-05,0.00012047907644183066,0.00013134464619844242,0.00010147703056618372,0.00010537543763065066,8.395257325400729e-05
Mycoplasmatota,,,,,,0.0003194888178913738,,0.00031675641431739,0.0003294892915980231,,0.00029260680148254136,0.00022740562666493405,0.00019707022268935161,0.0003633120850810846,0.00029023831790770446,0.00025019318714451956,0.0002731363998716896,0.00019891700740414566,0.0002431568709184534,0.00021602251717062735,0.00023450391664570612,0.00019163399199444877,0.00023102217596982253,0.0002086003561259819,0.00020449985792642803
Myxococcota,0.0034843205574912888,0.013333333333333332,0.0033670033670033664,0.006329113924050633,,0.003194888178913738,0.003586566677535051,0.0028508077288565093,0.003953871499176277,0.0020046775810223854,0.0040964952207555765,0.0038658956533038787,0.004401234973395519,0.003534035736697823,0.004418072172595054,0.004224781160136291,0.00413198204922172,0.00412989596324762,0.004354718506448361,0.0039678253521483586,0.004337246751905732,0.003974790440693279,0.003756809216705179,0.004148351412030775,0.0038962604510191044
Nanobdellota,,,,,,,,,,,,,,,,,,,,,,,,,
Nebulidia,,,,,,,,,,,,,,,,,6.352009299341618e-06,,3.157881440499395e-06,,2.1514120793184045e-06,,,2.1505191353194014e-06,
Negarnaviricota,,,,,,,,,,,,,,,,,,,,,2.1514120793184045e-06,,2.159085756727313e-06,2.1505191353194014e-06,
Nematoda,,,,,,0.0003194888178913738,,,0.0003294892915980231,,6.502373366278697e-05,0.00019491910856994345,0.00022991525980424355,0.00013211348548403077,9.674610596923481e-05,0.0001425151066013086,0.00011751217203781995,0.00010735203574191988,0.00019894653075146185,0.00016201688787797052,0.00015920449386956197,0.00017010208278158936,0.0001921586323487309,0.00016774049255491327,0.000152836735923962
Nematomorpha,,,,,,,,,,,3.251186683139348e-05,,,3.302837137100769e-05,,2.5336018951343752e-05,2.223203254769567e-05,1.894447689563292e-05,2.5263051523995155e-05,1.5884008615487303e-05,2.151412079318405e-05,1.2919145527715646e-05,1.0795428783636565e-05,6.451557405958203e-06,1.0763150417180422e-05
Nemertea,,,,,,,,,,,3.251186683139348e-05,,,3.302837137100769e-05,3.224870198974494e-05,1.5835011844589847e-05,1.5880023248354045e-05,2.525930252751056e-05,3.157881440499394e-05,1.2707206892389844e-05,2.366553287250246e-05,2.799148197671723e-05,4.3181715134546265e-05,1.5053633947235806e-05,8.610520333744339e-06
Nitrososphaerota,,,,,,0.001597444089456869,0.0013042060645582004,0.00063351282863478,0.0006589785831960462,0.001002338790511193,0.0012029390727615586,0.0010395685790396984,0.0012809564474807853,0.0017174753112923998,0.0011609532716308174,0.0014219840636441681,0.0015117782132433053,0.0011871872187929962,0.0012410474061162618,0.0013692015426550058,0.0014435975052222827,0.0012703826435587053,0.001349428597954571,0.0013268703064920706,0.0012872727898947786
Nitrospinota,,,,,,,,,,,6.502373366278697e-05,0.00019491910856994345,6.569007422978388e-05,9.908511411302309e-05,3.224870198974494e-05,4.11710307959336e-05,6.034408834374537e-05,5.683343068689876e-05,6.631551025048728e-05,3.494481895407207e-05,6.884518653818894e-05,7.105530040243606e-05,0.00010579520207963837,5.5913497518304425e-05,5.3815752085902107e-05
Nitrospirota,,,,0.006329113924050633,,0.0022364217252396168,0.0009781545484186503,0.00031675641431739,0.0016474464579901153,0.002004677581022386,0.0010078678717731972,0.0012020011695146515,0.001051041187676542,0.0005945106846781384,0.000773968847753878,0.0009627687201509609,0.0008670492693601303,0.0009188071294381457,0.0008999962105420745,0.0009689245255445855,0.0008863817766789929,0.0007600763952138354,0.0008269298448264017,0.0007612837739029576,0.0008761204439582264
Nucleocytoviricota,,,,,,0.0003194888178913738,0.0009781545484186503,,,0.0003341129301703976,0.00016255933415696742,0.00019491910856994348,0.00029560533403402743,0.00013211348548403077,0.0004514818278564292,0.0002660281989891094,0.0002127923115279442,0.00024312078682728916,0.00023052534515645578,0.00017154729304726292,0.00021514120793184047,0.00020455313752216442,0.0002698857195909142,0.0002279550283438565,0.0002217208985939167
Olpidiomycota,,,,,,,,,,,,,,,,3.167002368917969e-06,,,,,,,,,
Onychophora,,,,,,,,,,,,,,,,,,,,,,,2.159085756727313e-06,,
Oomycota,,,,,,0.0003194888178913738,0.0006521030322791002,0.00063351282863478,0.0003294892915980231,0.0003341129301703976,0.0004551661356395088,0.00032486518094990575,0.000525520593838271,0.00033028371371007694,0.00048373052984617413,0.0003800402842701563,0.00038747256725983874,0.00040414884044016896,0.00040105094294342307,0.0003367409826483309,0.00024310956496297975,0.0005426041121640571,0.000364885492886916,0.0003397820233804654,0.00039177867518536743
Orthonectida,,,,,,,,,,,,,,,,,,,,,,,,,
Parabasalia,,,,,,,,,,,6.502373366278697e-05,,,,,,3.176004649670809e-06,,3.157881440499395e-06,9.530405169292384e-06,4.302824158636809e-06,2.153190921285941e-06,2.159085756727313e-06,2.1505191353194014e-06,
Peploviricota,,,,,,,,,,,,,,,,6.334004737835938e-06,6.352009299341618e-06,,9.473644321498185e-06,3.176801723097461e-06,8.605648317273618e-06,4.306381842571882e-06,2.159085756727313e-06,,
Perkinsozoa,,,,,,,,,,,,3.2486518094990575e-05,,,,6.334004737835938e-06,6.352009299341618e-06,6.31482563187764e-06,,3.176801723097461e-06,2.1514120793184045e-06,2.153190921285941e-06,1.0795428783636565e-05,8.602076541277605e-06,2.1526300834360847e-06
Phixviricota,,,,,,,,,,,,,,,,1.5835011844589843e-05,3.176004649670809e-06,1.57870640796941e-05,9.473644321498185e-06,3.176801723097461e-06,4.302824158636809e-06,2.153190921285941e-06,6.47725727018194e-06,2.1505191353194014e-06,4.305260166872169e-06
Phoronida,,,,,,,,,,,,,6.569007422978388e-05,,,3.8004028427015635e-05,9.528013949012426e-06,,6.31576288099879e-06,,8.605648317273618e-06,,6.47725727018194e-06,6.451557405958203e-06,1.0763150417180424e-05
Picozoa,,,,,,,,,,,,,3.284503711489194e-05,,,3.167002368917969e-06,,,1.8947288642996362e-05,,,,,,
Pisuviricota,,,,,,,,,,,,,,,,3.167002368917969e-06,,3.15741281593882e-06,,,,,2.159085756727313e-06,,
Placozoa,,,,,,,,,,,,3.2486518094990575e-05,,,9.674610596923484e-05,9.501007106753909e-06,1.2704018598683236e-05,3.788895379126584e-05,1.578940720249697e-05,2.859121550787715e-05,2.366553287250246e-05,1.937871829157347e-05,1.943177181054582e-05,1.2903114811916406e-05,2.5831561001233018e-05
Planctomycetota,,0.003333333333333333,0.0033670033670033664,,0.006369426751592357,0.006389776357827476,0.004564721225953701,0.004751346214760849,0.004612850082372323,0.0053458068827263614,0.005657064828662466,0.005262815931388474,0.006700387571437955,0.005746936618555338,0.005321035828307915,0.005247722925297075,0.005424615941637742,0.005219203384746869,0.00500208420175104,0.005216308429326031,0.005425861264041017,0.004997556128304669,0.00503930615620155,0.005285976034615088,0.005037154395240438
Platyhelminthes,,,,,,,0.0003260515161395501,,,,0.0002275830678197544,9.745955428497174e-05,6.569007422978388e-05,0.00023119859959705387,0.00012899480795897976,0.00017735213265940628,0.00015880023248354046,0.00012313909982161398,0.00015157830914397093,8.577364652363146e-05,0.00020868697169388527,0.00018302122830930498,0.00014034057418727536,0.0001892456839081073,0.0002109577481767363
Porifera,,,,,,,0.0003260515161395501,,,,0.00013004746732557393,,3.284503711489194e-05,9.908511411302309e-05,0.00012899480795897976,6.334004737835939e-05,7.304810694242861e-05,9.156497166222577e-05,6.631551025048728e-05,4.1298422400266996e-05,6.454236237955215e-05,7.105530040243604e-05,6.909074421527403e-05,0.00010322491849533125,7.318942283682688e-05
Prasinodermophyta,,,,,,,,,,,,,,,,,,,,,,,,,4.305260166872169e-06
Preaxostyla,,,,,,,,,,,,,,,,,,3.15741281593882e-06,3.157881440499395e-06,,2.1514120793184045e-06,,,2.1505191353194014e-06,
Preplasmiviricota,,,,,,,,,,,6.502373366278697e-05,,,,,9.501007106753907e-06,6.352009299341618e-06,,,,1.2908472475910429e-05,4.306381842571882e-06,8.636343026909254e-06,2.1505191353194014e-06,4.305260166872169e-06
Priapulida,,,,,,,,,,,,9.745955428497172e-05,3.284503711489194e-05,3.302837137100769e-05,,6.334004737835938e-06,9.528013949012427e-06,1.262965126375528e-05,3.157881440499395e-06,9.530405169292384e-06,4.302824158636809e-06,6.459572763857823e-06,1.5113600297091194e-05,1.720415308255521e-05,1.2915780500616509e-05
Promethearchaeota,,,,,,,,,,,,,,,,6.334004737835938e-06,9.528013949012426e-06,3.15741281593882e-06,,3.176801723097461e-06,6.454236237955214e-06,2.153190921285941e-06,8.636343026909252e-06,1.2903114811916406e-05,6.457890250308254e-06
Pseudomonadota,0.6411149825783972,0.6933333333333332,0.68013468013468,0.6772151898734177,0.6687898089171974,0.6677316293929713,0.6749266384088686,0.6658219828951537,0.6471169686985173,0.6835950551286335,0.666915924312374,0.6639594568254173,0.6722065295933783,0.6663804207814512,0.6671933954658325,0.6668186827803809,0.666878400309978,0.6654815843897575,0.6672319274445209,0.6659561220146064,0.668069387342388,0.6688736873609914,0.6693079482424037,0.6692759632175262,0.6684045566873672
Rhodophyta,,,,,,0.0006389776357827476,0.0003260515161395501,,0.0006589785831960462,,0.0004551661356395088,0.00019491910856994348,0.00029560533403402743,0.00026422697096806154,0.00029023831790770446,0.0002818632108336992,0.00017468025573189448,0.00026522267653886087,0.00023684110803745464,0.0003017961636942588,0.00024310956496297975,0.0002605361014755989,0.0002504539477803684,0.00027741696845620277,0.00023248404901109713
Rhodothermota,,,,0.0031645569620253164,,0.0009584664536741215,,,0.0003294892915980231,0.0003341129301703976,0.0005527017361336892,0.0005847573257098304,0.0005583656309531629,0.0003963404564520923,0.0006449740397948988,0.00046871635059985936,0.0005176887578963419,0.0004388803814154959,0.0004926295047179056,0.0004256914308950598,0.0004496451245775466,0.00047154881176162105,0.0004728397807232817,0.0004537595375523936,0.0005058680696074799
Rotifera,,,,,,,,,,0.0003341129301703976,3.251186683139348e-05,9.745955428497174e-05,,,0.00012899480795897976,8.23420615918672e-05,0.00010798415808880751,8.840755884628695e-05,5.99997473694885e-05,6.035923273885177e-05,0.00011617625228319385,8.612763685143764e-05,7.98861729989106e-05,5.806401665362383e-05,7.10367927533908e-05
Spirochaetota,,,,,,,,,0.0006589785831960462,0.0003341129301703976,0.0004551661356395088,0.0001299460723799623,0.00013138014845956775,0.0002972553423390692,0.0003224870198974494,0.00018051913502832424,0.00014609621388485722,0.00021154665866790094,0.00016105195346546912,0.00017790089649345783,0.00016565873010751717,0.0001528765554113018,0.00019863588961891284,0.0001827941265021491,0.00017005777659145067
Streptophyta,0.0069686411149825775,,0.006734006734006733,0.0031645569620253164,0.0031847133757961785,0.003514376996805112,0.003586566677535051,0.0015837820715869499,0.0019769357495881385,0.001670564650851988,0.0019832238767150023,0.0023390293028393216,0.002561912894961571,0.0020147306536314694,0.0016124350994872467,0.002321412736416871,0.0019500668548978767,0.0021659851917340306,0.00203367564768161,0.001982324275212816,0.002099778189414763,0.002084288811804791,0.002210903814888769,0.002135465501372165,0.002159087973686393
Synergistota,,,,,,,,,,,,3.2486518094990575e-05,,,,6.334004737835938e-06,1.2704018598683236e-05,2.2101889711571738e-05,6.31576288099879e-06,1.9060810338584768e-05,2.366553287250245e-05,1.9378718291573468e-05,8.636343026909252e-06,2.7956748759152213e-05,1.5068410584052594e-05
Tardigrada,,,,,,,,,,,,,,,,1.2668009475671876e-05,9.528013949012427e-06,6.31482563187764e-06,3.157881440499395e-06,6.353603446194922e-06,8.605648317273618e-06,6.459572763857823e-06,4.318171513454626e-06,4.301038270638802e-06,
Thermodesulfobacteriota,0.010452961672473867,,0.0033670033670033664,,0.0031847133757961785,0.007028753993610224,0.005868927290511901,0.009185936015204309,0.009884678747940693,0.0053458068827263614,0.006697444567267052,0.008219089078032616,0.0073244432766209015,0.007563497043960763,0.006836724821825923,0.007097252308745003,0.007533483029019156,0.0068579006362188,0.007272600957469801,0.00741465522170923,0.007418068849489418,0.007176585340645758,0.007137937511740321,0.00721284117986118,0.006912095197912862
Thermodesulfobiota,,,,,,,,,,,,3.2486518094990575e-05,,,,6.334004737835938e-06,6.352009299341618e-06,,3.157881440499395e-06,6.353603446194922e-06,6.454236237955214e-06,2.153190921285941e-06,2.159085756727313e-06,4.301038270638802e-06,2.1526300834360847e-06
Thermomicrobiota,,,,,,,,,,,3.251186683139348e-05,3.2486518094990575e-05,3.284503711489194e-05,,,9.501007106753907e-06,9.528013949012427e-06,9.472238447816461e-06,1.2631525761997578e-05,1.9060810338584764e-05,1.2908472475910429e-05,6.459572763857823e-06,1.0795428783636566e-05,1.505363394723581e-05,2.367893091779693e-05
Thermoplasmatota,,,,,,,,,,,,,9.853511134467581e-05,,3.224870198974494e-05,4.11710307959336e-05,3.81120557960497e-05,1.894447689563292e-05,3.1578814404993945e-05,5.082882756955938e-05,3.442259326909447e-05,2.7991481976717235e-05,8.636343026909252e-06,3.2257787029791015e-05,2.5831561001233018e-05
Thermoproteota,,,,,,,,,,,,,,3.302837137100769e-05,3.224870198974494e-05,9.501007106753907e-06,3.176004649670809e-06,,1.263152576199758e-05,6.353603446194922e-06,8.605648317273618e-06,8.612763685143764e-06,8.636343026909252e-06,4.301038270638803e-06,1.0763150417180424e-05
Thermosulfidibacterota,,,,,,,,,,,,,,,,3.167002368917969e-06,,,6.31576288099879e-06,3.176801723097461e-06,2.1514120793184045e-06,,1.0795428783636565e-05,4.301038270638802e-06,2.1526300834360847e-06
