family,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Aurantibacillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,4e-05,2e-05,0.0,2.000020000200002e-05,1.9000152001216007e-05,1.5000150001500016e-05,1.800014400115201e-05,1.9000114000684e-05,2.6000208001664017e-05,2.4065254850502004e-05,1.5812693704993856e-05,1.7885920602315492e-05,1.5809768493414705e-05,2.1314239227858927e-05
Aurantimonadaceae,0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0001,0.0001,0.0001,0.00016000160001600016,0.00012000000000000002,0.00015000000000000001,0.00016,0.0001800018000180002,0.0001840014720117761,0.00016600166001660017,0.0001580012640101121,0.00013300079800478804,0.00017600140801126408,0.0001712070987935714,0.00017943969813058247,0.00016578872558300128,0.0001635967348449,0.00017738947486411623
Auriculariaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,1.0000080000640005e-06,6.87578710014343e-07,0.0,0.0,6.873812388441177e-07,1.3751122082489629e-06
Auriscalpiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autographiviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,2e-05,2e-05,2.000020000200002e-05,8.000064000512004e-06,6.000060000600006e-06,3.0000240001920015e-06,1.800010800064801e-05,2.000016000128001e-06,8.938523230186459e-06,5.500067375650037e-06,9.630880324323725e-06,5.4990499107529405e-06,7.5631171453692965e-06
Autolykiviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autostichidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,1.0000080000640005e-06,3.000018000108001e-06,3.0000240001920015e-06,2.062736130043029e-06,2.7500336878250184e-06,2.063760069497941e-06,1.3747624776882351e-06,0.0
Axianassidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Axinellidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azonexaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,8.000080000800009e-05,0.00012,9e-05,2e-05,7.000070000700007e-05,7.200057600460804e-05,7.300073000730008e-05,7.300058400467203e-05,6.700040200241202e-05,9.100072800582404e-05,9.488586198197934e-05,8.318851905670681e-05,9.49329631969053e-05,8.661003609435882e-05,8.663206911968467e-05
Azospirillaceae,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.00030000000000000003,0.0,0.0001,0.00015000150001500016,0.00016,0.00017,0.00025,0.0001900019000190002,0.0002280018240145921,0.00025900259002590025,0.0001990015920127361,0.00022400134400806404,0.0002010016080128641,0.00024340286334507743,0.00020212747605513886,0.0002387082480385952,0.0002557058208500117,0.00020282905071672205
Bacillaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0004,0.00030000000000000003,0.0004,0.0004,0.00046000460004600043,0.0002,0.00035000000000000005,0.00024000000000000003,0.0003900039000390004,0.00034800278402227216,0.00036500365003650035,0.0003760030080240642,0.00037200223201339213,0.00035600284802278417,0.0003822937627679747,0.00036437946363681494,0.000384547292949783,0.00037599753764773236,0.00034034027154161836
Bacilladnaviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillales Family X. Incertae Sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,0.0,0.0,1.0000080000640005e-06,0.0,3.437542109781273e-06,0.0,6.873812388441177e-07,0.0
Bacillariaceae,0.003,0.008,0.003,0.004,0.005,0.0035,0.0028,0.0023,0.0024000000000000002,0.0025,0.0025300253002530004,0.00215,0.0027400000000000002,0.00236,0.002290022900229001,0.0019350154801235843,0.002190021900219001,0.002122016976135336,0.001916011496068584,0.0018880151041204682,0.0020056670971114895,0.002169089071271416,0.002158693032694374,0.0021487537526264353,0.0021568634986379974
Backusellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteriovoracaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,2e-05,0.0,2.000020000200002e-05,1.2000096000768006e-05,7.000070000700007e-06,4.000032000256002e-06,8.000048000288002e-06,9.000072000576005e-06,7.563365810157774e-06,4.125050531737528e-06,6.191280208493823e-06,5.499049910752941e-06,6.875561041244815e-06
Bacteroidaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.00016000160001600016,0.00012,0.00012,8e-05,8.000080000800008e-05,9.300074400595205e-05,0.00012600126001260012,0.00011900095200761606,9.000054000324003e-05,0.00012100096800774406,0.00011001259360229488,9.625117907387564e-05,0.00010800344363705891,0.00011066837945390294,0.00011482186938878841
Baculoviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.062143716532353e-06,0.0
Baekduiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,4e-05,5e-05,1.000010000100001e-05,2.700021600172801e-05,2.4000240002400024e-05,2.7000216001728015e-05,2.400014400086401e-05,2.9000232001856017e-05,2.5440412270530696e-05,2.406279476846891e-05,2.751680092663921e-05,2.7495249553764704e-05,2.268935143610789e-05
Baeriidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baetidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,5.000040000320002e-06,1.0000060000360005e-06,1.0000080000640005e-06,2.750314840057372e-06,6.875084219562546e-07,6.879200231659802e-07,2.062143716532353e-06,1.375112208248963e-06
Bakuellidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375157420028686e-06,0.0,0.0,1.3747624776882351e-06,1.375112208248963e-06
Balamuthiidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,1.3750168439125092e-06,0.0,0.0,0.0
