phylum,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Candidatus Chisholmiibacteriota,,,,,,,,,,,,,,,,,1.1682515946634276e-06,1.1663453385259595e-06,,,,,2.3973475746435438e-06,,7.963768040921443e-07
Candidatus Cloacimonadota,,,,,,,0.0001219363492257042,,,,7.355374940237585e-05,0.00010661864878632438,2.483299808785915e-05,4.7903044238461356e-05,9.491493249175434e-05,8.635004206647767e-05,8.528236641043025e-05,8.980859106649889e-05,7.94874462436962e-05,8.282935752417631e-05,9.1098771045619e-05,8.381821505519261e-05,9.030009197824015e-05,9.428617772625373e-05,8.043405721330658e-05
Candidatus Coatesiibacteriota,,,,,,,0.0001219363492257042,,,,,,,,,4.667569841431225e-06,9.346012757307424e-06,3.499036015577879e-06,5.84466516497766e-06,8.166274685482172e-06,4.794672160295737e-06,7.184418433302223e-06,3.995579291072573e-06,7.990354044597774e-06,7.1673912368293005e-06
Candidatus Collierbacteria,,,,,,,,,,,,,,,,,4.67300637865371e-06,,1.1689330329955326e-06,3.4998320080637884e-06,1.5982240534319122e-06,4.789612288868148e-06,,7.990354044597774e-07,
Candidatus Colwelliibacteriota,,,,,,,,,,,1.2258958233729307e-05,1.184651653181382e-05,1.2416499043929574e-05,,5.932183280734646e-05,3.5006773810734185e-06,3.5047547839902834e-06,1.1663453385259595e-06,1.1689330329955326e-06,1.1666106693545962e-06,5.593784187011693e-06,3.99134357405679e-06,3.196463432858058e-06,3.995177022298887e-06,4.778260824552867e-06
Candidatus Cryosericota,,,,,,,,,,,,,,,,,,,,,,,,,7.963768040921443e-07
Candidatus Culexarchaeota,,,,,,,,,,,1.2258958233729307e-05,,,,,,,,,,,7.98268714811358e-07,,,7.963768040921443e-07
Candidatus Curtissbacteria,,,,,,,,,,,,,,,,,1.1682515946634276e-06,,3.5067990989865972e-06,,7.991120267159561e-07,3.193074859245432e-06,1.598231716429029e-06,7.990354044597774e-07,3.981884020460722e-06
Candidatus Daviesbacteria,,,,,,,,,0.00012484394506866417,,,,1.2416499043929574e-05,,,5.834462301789031e-06,5.841257973317139e-06,3.4990360155778787e-06,3.5067990989865972e-06,9.33288535483677e-06,3.1964481068638243e-06,2.394806144434074e-06,7.991158582145147e-06,8.78938944905755e-06,3.1855072163685772e-06
Candidatus Deferrimicrobiota,,,,,,,,,,,,,,,,,,,,,,,1.5982317164290292e-06,,1.592753608184289e-06
Candidatus Delongiibacteriota,,,,,,,0.0001219363492257042,,0.00012484394506866417,,3.677687470118793e-05,2.369303306362764e-05,6.208249521964787e-05,2.3951522119230678e-05,1.1864366561469292e-05,1.9837171826082703e-05,2.570153508259541e-05,3.265766947872686e-05,2.104079459391958e-05,1.9832381379028136e-05,2.077691269461486e-05,1.6763643011038517e-05,1.997789645536287e-05,2.47700975382531e-05,2.229855051458004e-05
Candidatus Desantisbacteria,,,,,,,,,,,1.2258958233729307e-05,,,1.1975761059615339e-05,,2.3337849207156123e-06,2.336503189326855e-06,,3.5067990989865972e-06,1.1666106693545962e-06,3.1964481068638243e-06,3.193074859245432e-06,4.7946951492870875e-06,,3.981884020460722e-06
Candidatus Dormiibacterota,,,,,,,,,,,,,,1.1975761059615339e-05,,1.1668924603578062e-05,4.67300637865371e-06,8.164417369681717e-06,7.013598197973194e-06,6.999664016127577e-06,5.593784187011693e-06,6.386149718490864e-06,6.392926865716117e-06,3.1961416178391097e-06,1.592753608184289e-06
Candidatus Doudnaibacteriota,,,,,,,,,,,,,,1.1975761059615339e-05,2.3728733122938585e-05,,,4.665381354103838e-06,3.506799098986597e-06,5.833053346772981e-06,3.99556013357978e-06,7.184418433302224e-06,5.593811007501602e-06,5.593247831218442e-06,7.963768040921443e-07
Candidatus Edwardsiibacteriota,,,,,,,,,,,,,,,,,2.336503189326855e-06,1.1663453385259595e-06,3.506799098986597e-06,4.666442677418385e-06,2.3973360801478686e-06,1.596537429622716e-06,7.991158582145145e-07,2.397106213379332e-06,1.592753608184289e-06
Candidatus Eiseniibacteriota,,,,,0.0024213075060532684,0.00012250398137939484,,,,0.00037726358148893363,0.00019614333173966872,3.5539549595441456e-05,3.724949713178872e-05,7.185456635769203e-05,7.118619936881577e-05,8.401625714576204e-05,0.00011215215308768906,8.630955505092101e-05,7.598064714470959e-05,0.00010032851756449528,0.00010468367549979025,9.978358935141973e-05,7.991158582145148e-05,7.03151155924604e-05,9.954710051151804e-05
Candidatus Electryoneota,,,,,,,,,,,1.2258958233729307e-05,,,,,1.1668924603578062e-06,1.1682515946634276e-06,1.1663453385259595e-06,1.1689330329955326e-06,,,7.98268714811358e-07,,1.5980708089195544e-06,7.963768040921443e-07
Candidatus Elulimicrobiota,,,,,,,0.0001219363492257042,,,,2.4517916467458613e-05,1.184651653181382e-05,2.483299808785915e-05,2.3951522119230678e-05,3.559309968440789e-05,2.100406428644051e-05,4.20570574078834e-05,3.7323050832830704e-05,4.558838828682575e-05,3.8498152088701675e-05,3.356270512207016e-05,3.272901730726568e-05,4.2353140485369275e-05,2.47700975382531e-05,3.8226086596422934e-05
Candidatus Falkowbacteria,,,,,,0.00012250398137939484,,,,,1.2258958233729307e-05,1.184651653181382e-05,1.2416499043929574e-05,4.7903044238461356e-05,2.3728733122938585e-05,2.450474166751393e-05,3.2711044650575974e-05,1.3996144062311515e-05,1.1689330329955322e-05,1.1666106693545962e-05,1.678135256103508e-05,1.8360180440661233e-05,1.758054888071932e-05,1.7578778898115104e-05,1.592753608184289e-05
Candidatus Fermentibacterota,,,,,,,,,,,2.4517916467458613e-05,8.292561572269674e-05,,2.3951522119230678e-05,1.1864366561469292e-05,1.86702793657249e-05,1.9860277109278272e-05,1.9827870754941314e-05,1.7533995494932984e-05,2.799865606451031e-05,2.3973360801478682e-05,3.113247987764296e-05,2.4772591604649952e-05,2.1573955920413984e-05,2.0705796906395757e-05
Candidatus Fervidibacterota,,,,,,,,,,,,,,,,,1.1682515946634276e-06,1.1663453385259595e-06,,,7.991120267159561e-07,1.596537429622716e-06,1.5982317164290292e-06,,3.185507216368578e-06
Candidatus Firestoneibacteriota,,,,,,,,,,,,1.184651653181382e-05,,,,1.1668924603578062e-06,2.336503189326855e-06,1.1663453385259595e-06,1.1689330329955326e-06,1.1666106693545962e-06,1.5982240534319122e-06,7.98268714811358e-07,,7.990354044597774e-07,3.185507216368578e-06
Candidatus Fischeribacteriota,,,,,,,,,,,,2.369303306362764e-05,,,1.1864366561469292e-05,,2.336503189326855e-06,6.998072031155757e-06,3.506799098986597e-06,,,1.596537429622716e-06,7.991158582145145e-07,7.990354044597774e-07,
Candidatus Fraseribacteriota,,,,,,,,,,,,,1.2416499043929574e-05,,,,,,4.67573213198213e-06,2.3332213387091924e-06,5.593784187011693e-06,1.596537429622716e-06,,1.5980708089195548e-06,2.3891304122764334e-06
Candidatus Geothermarchaeota,,,,,,,,,,,,,,,,,,,1.1689330329955326e-06,,,,7.991158582145145e-07,7.990354044597774e-07,
Candidatus Gerdarchaeota,,,,,,,,,,,,,,,,,1.1682515946634276e-06,,,,7.991120267159561e-07,,,,
Candidatus Giovannonibacteria,,,,,,,,,,,,1.184651653181382e-05,,1.1975761059615339e-05,,1.1668924603578062e-06,7.009509567980566e-06,2.332690677051919e-06,1.1689330329955326e-06,2.3332213387091924e-06,2.3973360801478686e-06,1.596537429622716e-06,4.7946951492870875e-06,2.397106213379332e-06,7.963768040921443e-07
