,1K,10K,100K,1M,10M
Botryosphaeriales,,,,5.773502691896258e-07,2.2173557826083448e-07
Acanthopleuribacterales,,,1.1547005383792516e-05,2.6076809620810604e-06,8.616843969807043e-07
Methanophagales,,,,5.773502691896259e-07,2.98607881119482e-07
Nitriliruptorales,,,2.309401076758503e-05,1.1401754250991378e-06,4.4253060157839157e-07
Basidiobolales,,,,2.3874672772626647e-06,4.6188021535170056e-07
Natrialbales,,,5.773502691896259e-06,2.16794833886788e-06,1.258305739211794e-07
Tepidisphaerales,,,5.773502691896259e-06,1.414213562373095e-06,6.07590871118606e-07
Acidaminococcales,,,,1.9493588689617926e-06,6.480740698407861e-07
Chitinispirillales,,,,1.7320508075688778e-06,2.7537852736430503e-07
Umbelopsidales,,,5e-06,1.1401754250991378e-06,4.898979485566355e-07
Sessilida,,,,1.414213562373095e-06,3.3040379335998354e-07
Silvanigrellales,,,5e-06,1.673320053068151e-06,4.6547466812563155e-07
Iodidimonadales,,,,,3.1091263510296056e-07
Olpidiales,,,,2.0000000000000003e-06,3.201562118716423e-07
Sporichthyales,,,,2.16794833886788e-06,8.164965809277251e-08
Candidatus Acidulodesulfobacterales,,,,1.2583057392117915e-06,2.06155281280883e-07
Acanthocystida,,,,8.94427190999916e-07,1.707825127659933e-07
Nephroselmidales,,,7.0710678118654756e-06,4.560701700396552e-06,4.932882862316242e-07
Mycosphaerellales,,,,3.6742346141747674e-06,1.3403979508588735e-06
Nephromycida,,,,1.5811388300841898e-06,2.986078811194818e-07
Trueperales,,,1.2909944487358059e-05,3.507135583350037e-06,8.185352771872456e-07
Thermosediminibacterales,,,,9.574271077563383e-07,4.031128874149276e-07
Thermodesulfovibrionales,,,,2.7748873851023218e-06,4.203173404306161e-07
Candidatus Uabimicrobiales,,,,1.3038404810405296e-06,4.349329450233299e-07
Candidatus Sulfidibacteriales,,,7.0710678118654756e-06,3.1144823004794877e-06,1.4142135623730975e-07
Plasmodiophorida,,,1.5275252316519466e-05,2.387467277262665e-06,1.047218538160334e-06
Eucoccidiorida,,,1.2583057392117915e-05,6.1400325732035005e-06,1.2396235987858033e-06
Pucciniales,,,1.4142135623730953e-05,1.9235384061671345e-06,9.21502396451939e-07
Chroococcidiopsidales,,,7.071067811865475e-06,1.140175425099138e-06,2.5819888974716116e-07
Methanobacteriales,,,,1.673320053068151e-06,4.242640687119288e-07
Halobacteriales,,,,3.346640106136302e-06,4.760952285695237e-07
Endogonales,,,,1.673320053068151e-06,2.3629078131263015e-07
Perkinsida,,,5.773502691896259e-06,3.507135583350036e-06,9.287087810503353e-07
Onygenales,,,7.0710678118654756e-06,2.4494897427831784e-06,1.5000000000000026e-07
Jakobida,,,5.773502691896259e-06,8.944271909999157e-07,4.2720018726587655e-07
Aggregatilineales,,,5.773502691896259e-06,1.7888543819998317e-06,2.9860788111948203e-07
Porphyridiales,,,,1.5165750888103101e-06,8.755950357709134e-07
Gymnodiniales,,,5e-06,1.6733200530681514e-06,4.04145188432738e-07
Erysiphales,,,,8.366600265340756e-07,3.5939764421413044e-07
Pezizales,,,,2.7018512172212593e-06,7.593857166596343e-07
Exobasidiales,,,,2.1213203435596424e-06,2.9439202887759493e-07
Gigartinales,,,5.773502691896259e-06,2.3452078799117152e-06,2.380476142847615e-07
Rhodogorgonales,,,,,5.773502691896257e-08
Chaetothyriales,,,5.773502691896259e-06,3.898717737923585e-06,3.593976442141306e-07
Pedinellales,,,1.7078251276599332e-05,2.1908902300206638e-06,8.421203397773194e-07
Trichomonadida,,,,5.47722557505166e-07,2.3804761428476162e-07
Ostropales,,,,,1.1547005383792514e-07
Gonyaulacales,,,,1.6733200530681514e-06,4.349329450233297e-07
Halanaerobiales,,,5e-06,3.96232255123179e-06,6.952217871538072e-07
Euglenales,,,5.773502691896259e-06,2.0736441353327718e-06,1.1690451944500123e-06
Filobasidiales,,,,1.2247448713915894e-06,1.2909944487358042e-07
Microstromatales,,,,1.140175425099138e-06,3.304037933599835e-07
Thalassiophysales,,,5.773502691896259e-06,2.3021728866442675e-06,6.480740698407861e-07
Cyclophorales,,,,1.9235384061671345e-06,2.886751345948128e-07
Sporidiobolales,,,,1.30384048104053e-06,3.915780041490245e-07
Nautiliales,,,,1.7888543819998317e-06,4.4347115652166896e-07
Rhopalodiales,,,1.1547005383792516e-05,2.3021728866442675e-06,3.6514837167011067e-07
Victivallales,,,,1.140175425099138e-06,1.5000000000000007e-07
Coniochaetales,,,,7.071067811865477e-07,3.3166247903553995e-07
Sebacinales,,,,1.2247448713915894e-06,2.4999999999999994e-07
Corticiales,,,,7.071067811865475e-07,1.707825127659933e-07
Rhizochromulinales,,,,1.7888543819998317e-06,1.7320508075688794e-07
Magnaporthales,,,,5e-07,9.574271077563382e-08
Nitrososphaerales,,,5.773502691896259e-06,2.6076809620810596e-06,4.78713553878169e-07
Venturiales,,,,1.788854381999832e-06,1.707825127659933e-07
Jiangellales,,,5e-06,5.612486080160911e-06,6.396613687465164e-07
Desulfurobacteriales,,,,2.509980079602227e-06,6.683312551921141e-07
Nakamurellales,,,5e-06,5.019960159204454e-06,1.2579745625409126e-06
Endomicrobiales,,,,1.5275252316519466e-06,2.380476142847617e-07
Cocconeidales,,,,,2.5166114784235833e-07
Mastigamoebida,,,,1.0954451150103323e-06,4.0824829046386294e-07
Aulographales,,,,7.071067811865477e-07,7.410578025138568e-07
Cladosporiales,,,,1.0000000000000002e-06,2e-07
Motilibacterales,,,5e-06,3.193743884534262e-06,5.567764362830027e-07
Methanotrichales,,,7.0710678118654756e-06,2.16794833886788e-06,4.425306015783919e-07
Melosirales,,,1.414213562373095e-05,1.30384048104053e-06,2.4494897427831773e-07
Lecanorales,,,,1.0000000000000002e-06,9.574271077563393e-08
Mixiales,,,7.0710678118654756e-06,1.224744871391589e-06,1.2583057392117922e-07
Florenciellales,,,,1.0000000000000002e-06,8.460693430998035e-07
Jatrophihabitantales,,,,2.6076809620810596e-06,3.5118845842842453e-07
Syntrophorhabdales,,,7.071067811865475e-06,3.7416573867739415e-06,3.947573094109001e-07
Vaucheriales,,,7.0710678118654756e-06,1.6431676725154984e-06,5.354126134736336e-07
Dacrymycetales,,,,1.0000000000000002e-06,
Ulotrichales,,,,1.51657508881031e-06,3.6855573979159984e-07
Oedogoniales,,,,,1.2583057392117916e-07
Tilletiales,,,,1.4142135623730952e-06,1.8929694486000921e-07
Colpodida,,,,,5e-08
Thermomicrobiales,,,,2.607680962081059e-06,4.924428900898054e-07
Tabellariales,,,,,8.164965809277259e-08
Dinophysiales,,,,,5.773502691896258e-08
Methanocellales,,,,1.1547005383792516e-06,2.872281323269014e-07
Jaapiales,,,,1.0000000000000002e-06,1.892969448600092e-07
Parmales,,,7.0710678118654756e-06,3.2863353450309967e-06,6.480740698407864e-07
Chthonomonadales,,,,5.773502691896258e-07,1.4999999999999994e-07
Chitinivibrionales,,,,1.3038404810405298e-06,2.2173557826083448e-07
Kallotenuales,,,,1.8708286933869708e-06,5.446711546122732e-07
Eggerthellales,,,,3.391164991562634e-06,6.855654600401045e-07
Blastocatellales,,,,1.788854381999832e-06,1.7078251276599326e-07
Trichosporonales,,,,5.773502691896258e-07,2.499999999999999e-07
Candidatus Sumerlaeales,,,,,1.2583057392117916e-07
Chloroflexales,,,7.0710678118654756e-06,5.941380311005179e-06,1.3880441875771343e-06
Glomerellales,,,,2.880972058177587e-06,7.632168761236876e-07
Caulochytriales,,,,1.5811388300841898e-06,2.516611478423582e-07
Nemaliales,,,,9.57427107756338e-07,5.773502691896257e-08
Blastocladiales,,,,1.2247448713915888e-06,4.5734742446707496e-07
Dothideales,,,,1.8708286933869708e-06,2.8722813232690126e-07
Bicosoecida,,,,3.162277660168379e-06,5.123475382979798e-07
Microthamniales,,,,,5e-08
Microbotryales,,,,,3.095695936834452e-07
Sphaerobacterales,,,,1.870828693386971e-06,1.892969448600091e-07
Balbianiales,,,,7.071067811865475e-07,8.164965809277259e-08
Verrucariales,,,,,4.9999999999999945e-08
Orbiliales,,,,1.6733200530681511e-06,1.707825127659933e-07
Gloeobacterales,,,,2.0493901531919194e-06,3.774917217635374e-07
Natranaerobiales,,,,,1.707825127659933e-07
Telonemida,,,,2.408318915758459e-06,4.4347115652166917e-07
Tritrichomonadida,,,,2.3804761428476165e-06,6.849574196011503e-07
Candidatus Geothermincolales,,,,,1.2909944487358055e-07
Archaeoglobales,,,,,2.0816659994661328e-07
Thermoproteales,,,,5.773502691896258e-07,5.773502691896257e-08
Diplomonadida,,,,1.5275252316519466e-06,4.112987559751022e-07
Neolectales,,,,9.57427107756338e-07,2e-07
Chaetopeltidales,,,,7.071067811865477e-07,1.2583057392117916e-07
Euglyphida,,,,1.5000000000000002e-06,4.9999999999999945e-08
Surirellales,,,,8.94427190999916e-07,3.1622776601683797e-07
Albuginales,,,,1.6733200530681507e-06,5.315072906367327e-07
Trechisporales,,,,7.071067811865474e-07,8.164965809277259e-08
Methylacidiphilales,,,,1.6733200530681514e-06,3.7749172176353733e-07
Compsopogonales,,,,4.4721359549995787e-07,4.9999999999999945e-08
Violaceomycetales,,,,,1.2583057392117916e-07
Togniniales,,,,,5.773502691896257e-08
Longimicrobiales,,,,1.30384048104053e-06,3.464101615137754e-07
Thermoanaerobaculales,,,,7.071067811865475e-07,2.3804761428476164e-07
Tsukubamonadida,,,,,9.57427107756338e-08
Terrimicrobiales,,,,5e-07,3.872983346207417e-07
Entomoplasmatales,,,,2.607680962081059e-06,3.3040379335998354e-07
Paraliales,,,,5.477225575051665e-07,2.516611478423584e-07
Kosmotogales,,,,1.341640786499874e-06,3.3665016461206924e-07
Myriangiales,,,,1.2583057392117917e-06,2.98607881119482e-07
Paraglomerales,,,,8.944271909999158e-07,2.3804761428476164e-07
Armatimonadales,,,,2.863564212655271e-06,3.304037933599835e-07
Acidothermales,,,,1e-06,4.5092497528228946e-07
Candidatus Mcinerneyibacteriales,,,,1.414213562373095e-06,1.7078251276599329e-07
Prorocentrales,,,,,3.1091263510296045e-07
Rhodymeniales,,,,1.0000000000000002e-06,2.0615528128088303e-07
Cercomonadida,,,,1.1547005383792516e-06,1.2583057392117916e-07
Candidatus Altiarchaeales,,,,8.366600265340756e-07,3.7416573867739424e-07
Gloeomargaritales,,,,8.94427190999916e-07,2.2173557826083453e-07
Auriculariales,,,,8.944271909999157e-07,2.629955639676584e-07
Chaetophorales,,,,1.224744871391589e-06,2.081665999466133e-07
Erythropeltidales,,,,,2.9439202887759493e-07
Hildenbrandiales,,,,4.472135954999579e-07,2.872281323269014e-07
Pneumocystidales,,,,1.7888543819998323e-06,4.425306015783918e-07
Entylomatales,,,,5.773502691896258e-07,1.825741858350554e-07
Myzocytiopsidales,,,,7.071067811865475e-07,8.164965809277259e-08
Urostylida,,,,5e-07,2.217355782608345e-07
Egibacterales,,,,5.773502691896258e-07,1e-07
Candidatus Gastranaerophilales,,,,1.2583057392117915e-06,2.2173557826083448e-07
Picocystales,,,,1.140175425099138e-06,2.217355782608345e-07
Neobodonida,,,,,1.5000000000000002e-07
Methanococcales,,,,1.0000000000000002e-06,3.0956959368344515e-07
Sulfolobales,,,,1.1547005383792516e-06,2.6299556396765834e-07
Haplosporida,,,,,7.071067811865474e-08
Ahnfeltiales,,,,,8.164965809277259e-08
Patellariales,,,,1.414213562373095e-06,3.1091263510296045e-07
Glaucocystales,,,,1.1547005383792516e-06,1.707825127659933e-07
Thelephorales,,,,,1.154700538379252e-07
Phallales,,,,4.4721359549995787e-07,2.0816659994661328e-07
Cystofilobasidiales,,,,,1.914854215512676e-07
Desulfurococcales,,,,,1.2583057392117916e-07
Prasiolales,,,,,5.773502691896257e-08
Endogenida,,,,,
Dictyoglomales,,,,,2.449489742783178e-07
Chlamydodontida,,,,,1.4999999999999997e-07
Chaetosphaeriales,,,,5.773502691896257e-07,1.1547005383792514e-07
Nassellaria,,,,,
Himatismenida,,,,,5.773502691896257e-08
Synhymeniida,,,,,
Acrosymphytales,,,,,
Rhabdonematales,,,,,1.2909944487358055e-07
Umbilicariales,,,,,5e-08
Gloeophyllales,,,,1.1547005383792516e-06,2.872281323269014e-07
Mytilinidiales,,,,5e-07,2.886751345948129e-07
Actinopolysporales,,,,5e-07,5.773502691896251e-08
Microthyriales,,,,5e-07,1.914854215512676e-07
Trypetheliales,,,,5.773502691896258e-07,1.707825127659933e-07
Acrospermales,,,,5.773502691896258e-07,5e-08
Thermogemmatisporales,,,,5e-07,2.3629078131263045e-07
Mastogloiales,,,,5e-07,2.5819888974716116e-07
Methanomassiliicoccales,,,,2.16794833886788e-06,4.5e-07
Caliciales,,,,,1.2583057392117916e-07
Monomastigales,,,,1.414213562373095e-06,2.081665999466133e-07
Marsupiomonadales,,,,1.0000000000000002e-06,2.081665999466133e-07
Phaeomoniellales,,,,,1.2909944487358055e-07
Goniochloridales,,,,,2.0615528128088303e-07
Acanthoecida,,,,,1.414213562373095e-07
Coprothermobacterales,,,,,9.57427107756338e-08
Metopida,,,,,1.4142135623730952e-07
Thermotomaculales,,,,8.944271909999158e-07,2.0615528128088303e-07
Labyrinthulida,,,,,5e-08
Lineolatales,,,,5e-07,1.5000000000000005e-07
Candidatus Limnocylindrales,,,,,1.2909944487358055e-07
Atribacterales,,,,,1e-07
Candidatus Aquicultorales,,,,5e-07,5.000000000000005e-08
Sphacelariales,,,,2.0816659994661327e-06,1.4142135623730954e-07
Dimargaritales,,,,1.414213562373095e-06,3.3665016461206924e-07
Thermococcales,,,,,2.9860788111948187e-07
Microascales,,,,1.0000000000000002e-06,4.9999999999999945e-08
Limnochordales,,,,5.773502691896259e-07,1.8257418583505539e-07
Abditibacteriales,,,,8.164965809277261e-07,2.081665999466133e-07
Candidatus Termititenacales,,,,1.1547005383792516e-06,1e-07
Phaeothamnales,,,,7.071067811865475e-07,5e-08
Phaeotrichales,,,,7.071067811865475e-07,5e-08
Colponemida,,,,5.773502691896258e-07,1e-07
Rotaliida,,,,,5.773502691896257e-08
Hibberdiales,,,,,5e-08
Plocamiales,,,,,9.57427107756338e-08
Oltmansiellopsidales,,,,,1.5000000000000002e-07
Diplonemea,,,,,1.1547005383792514e-07
Wallemiales,,,,5e-07,1.825741858350554e-07
Gomphales,,,,,8.164965809277259e-08
Prasinococcales,,,,,5e-08
Dactylopodida,,,,,1.892969448600091e-07
Elusimicrobiales,,,,,2.5e-07
Rhodellales,,,,,1.8257418583505536e-07
Ceraceosorales,,,,5.773502691896258e-07,2.0615528128088303e-07
Ralfsiales,,,,,5.773502691896258e-08
Chrysanthemodiscales,,,,,9.57427107756338e-08
Thermostichales,,,,,1.5e-07
Candidatus Anstonellales,,,,,5e-08
Candidatus Absconditabacterales,,,,5.773502691896258e-07,2.5000000000000004e-07
Thermoleophilales,,,,5.773502691896259e-07,2.753785273643052e-07
Geastrales,,,,1.414213562373095e-06,2.160246899469287e-07
Xylonales,,,,7.071067811865475e-07,1.7320508075688772e-07
Malawimonadida,,,,,1.6329931618554518e-07
Trentepohliales,,,,,9.57427107756338e-08
Arthoniales,,,,,1e-07
Ochromonadales,,,,,9.57427107756338e-08
Mischococcales,,,,,5.773502691896257e-08
Tintinnida,,,,,
Ignatiales,,,,,9.57427107756338e-08
Kathablepharidacea,,,,,1.5000000000000002e-07
Glissomonadida,,,,,
Dixoniellales,,,,,1.5e-07
Palmophyllales,,,,,9.57427107756338e-08
Dolichomastigales,,,,5.773502691896257e-07,5.773502691896257e-08
Mesoaciditogales,,,,5.773502691896257e-07,1.2583057392117916e-07
Candidatus Babeliales,,,,,1.892969448600091e-07
Candidatus Methanoliparales,,,,,8.164965809277259e-08
Parabodonida,,,,,7.071067811865474e-08
Amphidiniales,,,,7.071067811865475e-07,1.7320508075688772e-07
Tepidiformales,,,,,1.4142135623730952e-07
Palmariales,,,,,5e-08
Haptorida,,,,,
Bonnemaisoniales,,,,,8.164965809277259e-08
Heteronematales,,,,,
Rhaponeidales,,,,,1e-07
Geoglossales,,,,,1.5000000000000002e-07
Sticholonchida,,,,,8.164965809277259e-08
Spongomonadida,,,,,5.773502691896257e-08
Cyathomonadacea,,,,,1.892969448600091e-07
Thermofilales,,,,7.071067811865475e-07,5e-08
Desmarestiales,,,,,1.414213562373095e-07
Hysterangiales,,,,,1.2909944487358055e-07
Acidilobales,,,,,5.773502691896258e-08
Candidatus Tiddalikarchaeales,,,,,5.773502691896257e-08
Cladophorales,,,,,5e-08
Acrochaetiales,,,,,1.2583057392117916e-07
Loxodida,,,,,
Pedinomonadales,,,,,1.2583057392117916e-07
Chlorosarcinales,,,,,1.414213562373095e-07
Euamoebida,,,,,5e-08
Corethrales,,,,,1.2909944487358055e-07
Oxyrrhinales,,,,,
Candidatus Nanoperiomorbales,,,,,
Eremomycetales,,,,,1.914854215512676e-07
Sporolithales,,,,,2.3094010767585028e-07
Stichotrichida,,,,,9.57427107756338e-08
Haloplasmatales,,,,,5.773502691896257e-08
Caldisericales,,,,,1.7320508075688772e-07
Candidatus Eremiobacterales,,,,,8.164965809277259e-08
Oltmannsiellopsidales,,,,,1.2909944487358055e-07
Culicoidibacterales,,,,,1.2583057392117914e-07
Halymeniales,,,,,9.57427107756338e-08
Protosteliida,,,,,1.1547005383792514e-07
Candidatus Nanohalobiales,,,,,8.164965809277259e-08
Thoracosphaerales,,,,,
Gloeochaetales,,,,,9.57427107756338e-08
Methanopyrales,,,,,5.773502691896258e-08
Sorogenida,,,,,5e-08
Trichonymphida,,,,,5e-08
Pseudoamphisiellida,,,,,5.773502691896258e-08
Candidatus Fermentibacterales,,,,,5.773502691896257e-08
Lagenidiales,,,,,5e-08
Vestibuliferida,,,,,
Entodiniomorphida,,,,,
Sarcinochrysidales,,,,,
Chrysomeridales,,,,,
Leptomitales,,,,,
Balliales,,,,,5.773502691896257e-08
Arcellinida,,,,,
Coccolithales,,,,,
Cryomonadida,,,,,
Fervidicoccales,,,,,
Amylocorticiales,,,,,9.574271077563382e-08
Pinguiochrysidales,,,,,5e-08
Miliolida,,,,,
Scotinosphaerales,,,,,
Hapalidiales,,,,,
Candidatus Peribacterales,,,,,
Candidatus Borkfalkiales,,,,,
Mycoplasmoidales,,,,,
Conexivisphaerales,,,,,
Exogenida,,,,,
Peltigerales,,,,,
Striatellales,,,,,
Collodaria,,,,,7.071067811865474e-08
Methanonatronarchaeales,,,,,
Candidatus Humimicrobiales,,,,,
Gelidiales,,,,,
Asterolamprales,,,,,
Candidatus Saccharimonales,,,,,
Orphellales,,,,,
Tetrasporales,,,,,
