,1K,10K,100K,1M,10M
Veillonellales,,,4.47213595499958e-06,3.1304951684997056e-06,6.020797289396148e-07
Trebouxiales,,,1.2247448713915892e-05,6.379655163094633e-06,1.1470977871713183e-06
Miltoncostaeales,,,2.5e-05,4.919349550499537e-06,1.1916375287812982e-06
Gemmatales,,,2.302172886644268e-05,8.848728722251576e-06,1.3961255912942351e-06
Chytridiales,,,8.16496580927726e-06,1.7888543819998317e-06,1.135781669160055e-06
Ophiostomatales,,,,1.9235384061671345e-06,1.8257418583505539e-07
Ustilaginales,,,,1.6431676725154984e-06,1.7320508075688775e-07
Heterotrichida,,,9.574271077563381e-06,2.880972058177586e-06,5.033222956847172e-07
Georgefischeriales,,,,5.773502691896257e-07,2.160246899469287e-07
Thermales,,,2.1213203435596428e-05,4.324349662087931e-06,8.920949127381758e-07
Frankiales,,,1.5000000000000002e-05,3.898717737923584e-06,3.109126351029606e-07
Placidida,,,,5.773502691896258e-07,1.2909944487358055e-07
Acholeplasmatales,,,1.5165750888103103e-05,3.346640106136302e-06,7.164728420068226e-07
Catenulisporales,,,5.773502691896259e-06,4.774934554525329e-06,1.1116804097101531e-06
Synurales,,,,2.3874672772626643e-06,6.557438524302002e-07
Rhizophydiales,,,8.94427190999916e-06,4.266145801540307e-06,4.203173404306161e-07
Euzebyales,,,1.1547005383792516e-05,8.366600265340744e-07,1.202774570177914e-06
Candidatus Nanopelagicales,,,1.9235384061671346e-05,2.345207879911715e-06,2.0615528128088258e-07
Capsulimonadales,,,,1.3416407864998739e-06,9.57427107756337e-08
Eubodonida,,,,1.4832396974191324e-06,3.593976442141304e-07
Salsipaludibacterales,,,7.0710678118654756e-06,5.805170109479997e-06,3.9157800414902436e-07
Methanomicrobiales,,,7.0710678118654756e-06,3.361547262794322e-06,2.6299556396765866e-07
Neocallimastigales,,,8.94427190999916e-06,2.966479394838265e-06,5.715476066494085e-07
Dictyochales,,,,7.071067811865476e-07,2.4999999999999994e-07
Synergistales,,,5.773502691896259e-06,3.646916505762094e-06,9.574271077563452e-08
Chattonellales,,,1.140175425099138e-05,3.577708763999664e-06,1.1701139545645399e-06
Toxariales,,,,2.6832815729997478e-06,7.274384280931732e-07
Bacteroidetes Order II. Incertae sedis,,,8.94427190999916e-06,3.0495901363953804e-06,1.0210288928331071e-06
Gaiellales,,,,1.5811388300841898e-06,3.685557397915996e-07
Haloferacales,,,1.527525231651947e-05,2.3874672772626643e-06,5.477225575051659e-07
Fimbriimonadales,,,5.773502691896259e-06,1.4832396974191324e-06,5.686240703077329e-07
Egicoccales,,,,1.5165750888103101e-06,3.5939764421413044e-07
Holosporales,,,2.073644135332772e-05,5.449770637375485e-06,8.920949127381771e-07
Koleobacterales,,,,7.071067811865475e-07,1.707825127659933e-07
Vicinamibacterales,,,5e-06,8.366600265340761e-07,1.7078251276599337e-07
Peniculida,,,1.224744871391589e-05,4.868264577855233e-06,1.3073510112692259e-06
Sedimentisphaerales,,,2.1602468994692865e-05,3.962322551231789e-06,7.67571929311297e-07
Selenomonadales,,,1.30384048104053e-05,3.420526275297414e-06,7.141428428542843e-07
Dictyotales,,,,1.3038404810405298e-06,1.7320508075688754e-07
Diaporthales,,,1.5e-05,2.7748873851023218e-06,1.9148542155126743e-07
Monoblepharidales,,,1.4142135623730951e-05,3.209361307176243e-06,3.3166247903554e-07
Haemosporida,,,7.071067811865475e-06,4.979959839195492e-06,9.215023964519379e-07
Philasterida,,,9.999999999999999e-06,6.760177512462228e-06,8.499999999999987e-07
Bryobacterales,,,1.140175425099138e-05,4.919349550499537e-06,9.000000000000003e-07
Mariprofundales,,,2.073644135332772e-05,6.534523701081817e-06,4.1932485418030346e-07
Bradymonadales,,,7.071067811865475e-06,9.813256340277676e-06,7.410578025138572e-07
Chthoniobacterales,,,9.574271077563381e-06,4.39317652729776e-06,1.2841988423397163e-06
Acytosteliales,,,5.773502691896257e-06,5.263078946776307e-06,7.804912982645394e-07
Dictyosteliales,,,8.366600265340756e-06,1.923538406167134e-06,1.70782512765993e-07
Chloropicales,,,9.574271077563381e-06,4.1593268686170844e-06,7.499999999999997e-07
Minwuiales,,,1.1401754250991382e-05,3.420526275297414e-06,3.1622776601683744e-07
Pelobiontida,,,9.574271077563381e-06,4.183300132670378e-06,4.5734742446707464e-07
Thraustochytrida,,,1.140175425099138e-05,5.540758070878028e-06,1.51657508881031e-06
Trypanosomatida,,,8.366600265340756e-06,6.610597552415364e-06,1.2569805089976536e-06
Tichowtungiales,,,1.1547005383792514e-05,4.06201920231798e-06,9.48683298050514e-07
Ulvales,,,7.0710678118654756e-06,2.3452078799117152e-06,7.804912982645397e-07
Entomophthorales,,,,2.588435821108957e-06,4.787135538781692e-07
Tremellales,,,5e-06,2.6076809620810596e-06,
Piroplasmida,,,9.999999999999999e-06,5e-06,8.995369179009092e-07
Schizosaccharomycetales,,,7.0710678118654756e-06,1.4142135623730952e-06,3.0956959368344515e-07
Chlorodendrales,,,5.773502691896259e-06,1.8165902124584949e-06,9.574271077563371e-08
Glomerales,,,9.574271077563381e-06,3.4928498393145964e-06,6.946221994724905e-07
Coriobacteriales,,,5e-06,5.674504383644443e-06,6.396613687465164e-07
Lithodesmiales,,,8.366600265340757e-06,4.764451699828639e-06,8.655441448399196e-07
Atheliales,,,,,2.2173557826083453e-07
Orbales,,,8.94427190999916e-06,1.949358868961792e-06,1.5427248620541509e-06
Longamoebia,,,9.999999999999999e-06,4.711687595755899e-06,1.0847426730181984e-06
Tissierellales,,,5.773502691896259e-06,5.540758070878027e-06,1.2369316876852975e-06
Synchytriales,,,8.94427190999916e-06,4.816637831516918e-06,5.74456264653803e-07
Cavosteliida,,,,2.4899799195977465e-06,4.358898943540674e-07
Thermoplasmatales,,,,2.9495762407505253e-06,2.160246899469287e-07
Thermotogales,,,,1.140175425099138e-06,1.732050807568875e-07
Fucales,,,,5e-07,1.5000000000000005e-07
Dasycladales,,,,5e-07,2.753785273643051e-07
Kickxellales,,,,1.3038404810405298e-06,4.991659710623979e-07
Polyporales,,,,4.560701700396552e-06,7.632168761236876e-07
Physariida,,,,,1.6329931618554518e-07
Batrachospermales,,,,1.1547005383792516e-06,3.8622100754188215e-07
Corallinales,,,,1.4142135623730952e-06,2.5166114784235833e-07
Gracilariales,,,,2.966479394838265e-06,2.9439202887759493e-07
Aquificales,,,1.7320508075688774e-05,4.979959839195492e-06,8.962886439832498e-07
Spizellomycetales,,,1.4142135623730951e-05,3.361547262794322e-06,2.2173557826083487e-07
Eugregarinorida,,,,1.788854381999832e-06,9.574271077563371e-08
Opalinata,,,,2.408318915758459e-06,3.6514837167011125e-07
Harpellales,,,5e-06,2.7386127875258307e-06,6.238322424070963e-07
Thermoanaerobacterales,,,1.5275252316519466e-05,6.220932405998316e-06,6.976149845485441e-07
Glycomycetales,,,9.574271077563381e-06,1.7888543819998317e-06,3.0956959368344494e-07
Candidatus Poseidoniales,,,,4.604345773288536e-06,9.912113800799505e-07
Capnodiales,,,,5.773502691896257e-07,2.061552812808829e-07
Malasseziales,,,,1.4832396974191326e-06,2.872281323269015e-07
Thaumatomonadida,,,,7.071067811865477e-07,1.7320508075688778e-07
Chrysiogenales,,,5.773502691896259e-06,2.7748873851023218e-06,7.410578025138572e-07
Cenarchaeales,,,,,1.414213562373095e-07
Desulfurellales,,,,2.190890230020664e-06,4.573474244670747e-07
Leucosporidiales,,,,,2.0615528128088303e-07
Phaeocystales,,,5.773502691896259e-06,,2.6299556396765834e-07
