family,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Acinetosporaceae,,,,,,,,,,,,,,,1.517911353976929e-05,1.4840582463181359e-06,2.9647022549525373e-06,4.4334756971642975e-06,1.0383199390061782e-05,1.4801416791616117e-06,4.060876601127745e-06,2.0273509922363747e-06,1.7243880197636183e-05,2.0225944020655894e-05,2.0187705283729277e-06
Ackermannviridae,,,,,,,,,,,,1.519133486259438e-05,,,,2.9681164926362718e-06,2.9647022549525373e-06,5.911300929552396e-06,2.9666283971605103e-06,1.4801416791616117e-06,2.0304383005638725e-06,3.041026488354562e-06,3.0430376819357966e-06,4.045188804131179e-06,
Acmaeidae,,,,,,,,,,,,,,,,,,,,,,,,,
Acoetidae,,,,,,,,,,,,,,,,,,,,,,,,,
Acrasidae,,,,,,,,,,,,,,,,,,,1.4833141985802551e-06,1.4801416791616117e-06,,,,1.0112972010327949e-06,1.0093852641864636e-06
Acrididae,,,,,,,,,,,1.5866719555731866e-05,,1.5993858358390378e-05,1.5259254737998596e-05,4.553734061930787e-05,2.2260873694772038e-05,1.9270564657191494e-05,2.807867941537388e-05,2.0766398780123564e-05,1.3321275112454505e-05,2.335004045648454e-05,2.0273509922363747e-05,1.6229534303657585e-05,2.2248538422721485e-05,2.927217266140745e-05
Acroceridae,,,,,,,,,,,,,,,,,,,,,,,,,
Acrochaetiaceae,,,,,,,,,,,1.5866719555731866e-05,,,,,,,,,,,,,1.0112972010327949e-06,
Acroporidae,,,,,,0.00015762925598991173,,0.0001571338780641106,,0.0001620745542949757,4.76001586671956e-05,7.595667431297189e-05,6.397543343356151e-05,7.629627368999298e-05,0.0001669702489374622,5.194203862113476e-05,6.67058007364321e-05,4.285693173925487e-05,5.933256794321019e-05,5.7725525487302855e-05,5.380661496494262e-05,6.994360923215494e-05,4.158818165312256e-05,5.461004885577092e-05,6.661942743630661e-05
Acrospermaceae,,,,,,,,,,,,,,,1.517911353976929e-05,,1.4823511274762687e-06,,2.9666283971605103e-06,,1.0152191502819362e-06,2.0273509922363747e-06,1.0143458939785989e-06,1.0112972010327949e-06,
Acrothesauraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Acrotrichaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Actinidiaceae,,,,,,,,,,,,,,1.5259254737998596e-05,,4.452174738954408e-06,1.4823511274762687e-06,1.477825232388099e-06,2.9666283971605103e-06,4.440425037484835e-06,4.060876601127745e-06,6.082052976709124e-06,4.0573835759143955e-06,6.067783206196769e-06,2.0187705283729273e-06
Actiniidae,,,,,,,,,0.0001620745542949757,,,3.038266972518876e-05,,1.5259254737998596e-05,,2.3744931941090174e-05,2.0752915784667765e-05,2.5123028950597683e-05,4.59827401559879e-05,1.9241841829100953e-05,1.928916385535679e-05,1.4191456945654622e-05,2.1301263773550577e-05,2.730502442788546e-05,2.2206475812102203e-05
Actinomycetaceae,,,,,,,,0.0004714016341923319,,,4.76001586671956e-05,3.038266972518876e-05,1.5993858358390378e-05,4.5777764213995795e-05,7.589556769884645e-05,3.4133339665317127e-05,3.557642705943045e-05,3.3989980344926273e-05,3.559954076592612e-05,2.3682266866585787e-05,3.1471793658740023e-05,3.7505993356372935e-05,4.057383575914396e-05,3.9440590840278994e-05,3.8356640039085625e-05
Actinopolymorphaceae,,,,,,,,,,,1.5866719555731866e-05,,,4.5777764213995795e-05,7.589556769884646e-05,1.780869895581763e-05,1.185880901981015e-05,8.866951394328595e-06,1.9283084581543312e-05,2.9602833583232234e-06,1.11674106531013e-05,1.7232483434009184e-05,9.12911304580739e-06,2.123724122168869e-05,3.0281557925593914e-06
Actinopolysporaceae,,,,,,,,,,,1.5866719555731866e-05,,,,,2.9681164926362718e-06,,2.955650464776198e-06,2.9666283971605103e-06,1.4801416791616117e-06,2.0304383005638725e-06,,2.0286917879571977e-06,1.0112972010327949e-06,3.0281557925593914e-06
Actinospicaceae,,,,,,,,,,,,,,,,7.42029123159068e-06,1.4823511274762687e-06,4.433475697164297e-06,,5.920566716646447e-06,2.0304383005638725e-06,5.068377480590937e-06,1.0143458939785989e-06,3.0338916030983846e-06,3.0281557925593914e-06
Actinostolidae,,,,,,,,,,,,,,,,2.9681164926362718e-06,,2.955650464776198e-06,,,,,,,
Acutalibacteraceae,,,,,,,,,,,,,,,,1.4840582463181359e-06,1.4823511274762687e-06,2.955650464776198e-06,2.9666283971605103e-06,4.440425037484835e-06,5.076095751409682e-06,1.0136754961181873e-06,6.086075363871593e-06,,6.056311585118783e-06
Acytosteliaceae,,,,,,,,,,,,3.038266972518876e-05,1.5993858358390378e-05,6.103701895199438e-05,4.553734061930788e-05,5.194203862113476e-05,3.854112931438299e-05,5.172388313358346e-05,5.043268275172866e-05,3.256311694155546e-05,6.801968306888974e-05,5.1697450302027555e-05,3.3473414501293765e-05,7.382469567539402e-05,4.138479583164502e-05
Adelgidae,,,,,,,,,,,,,,,,,4.447053382428806e-06,1.477825232388099e-06,4.449942595740765e-06,1.4801416791616117e-06,5.076095751409682e-06,3.041026488354562e-06,4.057383575914396e-06,3.0338916030983846e-06,4.037541056745855e-06
Adelidae,,,,,,,,,,,,,,,,,,,,,,,,,
Adenocystaceae,,,,,,,,,,,,,,,,,,,,,,,1.0143458939785989e-06,,
Adenoviridae,,,,,,,,,,,,,,,,,,1.477825232388099e-06,,,,,,,
Aderidae,,,,,,,,,,,,,,,,,,,,,,,,,
Adinetidae,,,,,,0.00015762925598991173,,,,0.0003241491085899514,6.346687822292746e-05,4.557400458778314e-05,9.596315015034226e-05,1.5259254737998596e-05,0.00010625379477838503,4.8973922128498485e-05,4.595288495176433e-05,6.059083452791206e-05,4.8949368553148403e-05,6.216595052478769e-05,6.497402561804392e-05,5.271112579814575e-05,5.7817715956780135e-05,6.371172366506608e-05,7.368512428561186e-05
Adintoviridae,,,,,,,0.00015723270440251572,,,,1.5866719555731866e-05,,,,,4.452174738954408e-06,3.2611724804477914e-05,4.433475697164297e-06,1.4833141985802551e-06,2.9602833583232234e-06,2.3350040456484532e-05,3.041026488354562e-06,1.1157804833764587e-05,4.045188804131179e-06,9.084467377678173e-06
Aegisthidae,,,,,,,,,,,,,,,,,,,,,,,,,
Aeglidae,,,,,,,,,,,,,,,,,,,,,,,,,1.0093852641864636e-06
Aerococcaceae,,,,,,,,,,0.0001620745542949757,,,1.5993858358390378e-05,1.5259254737998596e-05,,1.3356524216863224e-05,1.7788213529715224e-05,2.3645203718209583e-05,2.96662839716051e-05,1.4801416791616117e-05,8.12175320225549e-06,1.520513244177281e-05,8.114767151828791e-06,1.820334961859031e-05,1.0093852641864637e-05
Aeromonadaceae,,,,,,0.0006305170239596469,0.0012578616352201257,0.0001571338780641106,0.0001620745542949757,0.0009724473257698542,0.00042840142800476034,0.00022787002293891569,0.00047981575075171137,0.0003509628589739677,0.00027322404371584727,0.0004066319594911692,0.00041802301794830783,0.0003990128127447867,0.0004197779181982121,0.00044552264542764504,0.0004121789750144662,0.0004074975494395113,0.00040066662812154657,0.00043991428244926576,0.0003754913182773646
Aerosakkonemataceae,,,,,,0.00015762925598991173,0.00015723270440251572,,,,,,3.1987716716780756e-05,1.5259254737998596e-05,,2.9681164926362718e-06,7.411755637381343e-06,7.389126161940494e-06,1.0383199390061786e-05,4.440425037484836e-06,3.0456574508458093e-06,5.068377480590937e-06,9.12911304580739e-06,1.0112972010327947e-05,4.0375410567458554e-06
Aestuariirhabdaceae,,,,,,,0.00015723270440251572,0.0001571338780641106,,,4.76001586671956e-05,0.00012153067890075504,6.397543343356151e-05,0.00018311105685598313,9.107468123861573e-05,5.7878271606407304e-05,7.55999075012897e-05,6.206865976030016e-05,5.933256794321019e-05,8.584821739137348e-05,6.395880646776198e-05,6.38615562554458e-05,5.376033238086575e-05,7.180210127332843e-05,5.955373058700136e-05
Aestuariivirgaceae,,,,,,,,,0.0001620745542949757,0.0001620745542949757,3.173343911146373e-05,1.519133486259438e-05,4.798157507517113e-05,6.103701895199438e-05,6.071645415907716e-05,5.491015511377103e-05,6.374109848147956e-05,5.911300929552396e-05,5.4882625347469426e-05,5.180495877065641e-05,6.903490221917166e-05,5.777950327873667e-05,4.4631219335058356e-05,4.5508374046475764e-05,5.349741900188258e-05
Afifellaceae,,,,,,,,,,0.0001620745542949757,3.173343911146373e-05,,,1.5259254737998596e-05,,2.522899018740831e-05,1.3341160147286416e-05,2.0689553253433387e-05,1.3349827787222295e-05,1.776170014993934e-05,1.8273944705074855e-05,1.6218807937890997e-05,2.1301263773550577e-05,2.0225944020655894e-05,1.816893475535635e-05
Agalmatidae,,,,,,,,,,,,,,3.051850947599719e-05,,,,,,2.9602833583232234e-06,,,2.028691787957198e-06,,
Agaonidae,,,,,,,,,,,,,1.5993858358390378e-05,,,1.4840582463181359e-06,1.0376457892333882e-05,4.4334756971642975e-06,2.9666283971605103e-06,2.9602833583232234e-06,4.060876601127745e-06,3.041026488354562e-06,3.0430376819357966e-06,3.0338916030983846e-06,4.0375410567458554e-06
Agaraceae,,,,,,,,,,,,,,,,,,,,,,,,,
Agaricaceae,,,,,,,,,,,,,,1.5259254737998596e-05,,5.9362329852725436e-06,2.9647022549525373e-06,4.433475697164297e-06,2.9666283971605103e-06,7.400708395808059e-06,4.060876601127745e-06,4.054701984472749e-06,4.0573835759143955e-06,5.0564860051639735e-06,6.056311585118783e-06
Agaricostilbaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Agelasidae,,,,,,,,,,,,,,,,,,,,,1.0152191502819362e-06,,,,
Aggregatilineaceae,,,,,,,,,,,,,,,,2.9681164926362718e-06,4.447053382428806e-06,4.4334756971642975e-06,4.449942595740765e-06,1.4801416791616117e-06,5.076095751409682e-06,1.0136754961181874e-05,3.0430376819357966e-06,7.079080407229562e-06,4.0375410567458554e-06
Aggregaviridae,,,,,,,,,,,,,,3.051850947599719e-05,,,,5.911300929552396e-06,1.4833141985802551e-06,,1.0152191502819362e-06,4.054701984472749e-06,5.071729469892994e-06,1.0112972010327949e-06,
Agriolimacidae,,,,,,,,,,,,,,,,,,,,2.9602833583232234e-06,,,,,
Agromyzidae,,,,,,,,,,,,,,,,,,,,,,,1.0143458939785989e-06,,
Ahnfeltiaceae,,,,,,,,,,,1.5866719555731866e-05,,,,,1.4840582463181359e-06,,,,,2.0304383005638725e-06,,1.0143458939785989e-06,1.0112972010327949e-06,1.0093852641864636e-06
Ahrensiaceae,,,,,0.0016,0.0006305170239596469,0.0006289308176100629,0.0001571338780641106,0.00113452188006483,0.0004862236628849271,0.0008568028560095204,0.000805140747717502,0.0006077666176188344,0.0005645924253059481,0.0004705525197328479,0.0006218204052072217,0.0006581639005994631,0.0006458096265534927,0.0007401737850915173,0.0006364609220393921,0.0006304510923249806,0.0006294924830892638,0.0006745400194956312,0.0006836369078981347,0.0006601379627778638
Aiptasiidae,,,,,0.0016,0.00015762925598991173,,0.0001571338780641106,,,,,6.397543343356151e-05,0.00010681478316599016,9.107468123861576e-05,0.00010240001899595137,0.0001645409751498657,0.00010788124196433123,7.5649024127593e-05,6.956665892059574e-05,0.00011878064058298654,0.00025544622502167094,0.00013085062032323926,0.0001405703109435585,9.992914115445992e-05
Aizoaceae,,,,,,,,,,,,,,,,,,,,1.4801416791616117e-06,,,,1.0112972010327949e-06,
Ajellomycetaceae,,,,,,,0.00031446540880503143,,,0.0001620745542949757,1.5866719555731866e-05,,3.1987716716780756e-05,,1.517911353976929e-05,8.904349477908816e-06,7.411755637381343e-06,7.389126161940495e-06,4.449942595740765e-06,5.920566716646447e-06,5.076095751409682e-06,8.109403968945499e-06,3.043037681935796e-06,9.101674809295155e-06,7.065696849305247e-06
Akkermansiaceae,0.00463678516228748,0.00303951367781155,0.0061162079510703364,0.004702194357366771,0.008,0.004886506935687263,0.006132075471698113,0.005656819610307982,0.005510534846029173,0.004862236628849271,0.00531535105117017,0.005681559238610297,0.005581856567078242,0.005951109347819452,0.005525197328476016,0.004918169028298216,0.005081499664988644,0.004910813247225538,0.0048118712601943215,0.0050013987338870065,0.004914675906514742,0.00468723549405044,0.004768440047593306,0.004671181771570401,0.004852114964944234
Akkesiphycaceae,,,,,,,,,,,,,,,,,1.4823511274762687e-06,,,,,,,1.0112972010327949e-06,
Alariaceae,,,,,,,,,,,,,,,,,,2.955650464776198e-06,1.4833141985802551e-06,2.9602833583232234e-06,2.0304383005638725e-06,,1.0143458939785989e-06,2.0225944020655897e-06,
Albuginaceae,,,,0.001567398119122257,,0.00015762925598991173,,,,,3.173343911146373e-05,6.076533945037752e-05,6.397543343356151e-05,6.103701895199438e-05,4.553734061930787e-05,4.4521747389544076e-05,4.4470533824288064e-05,4.729040743641917e-05,3.411622656734586e-05,4.588439205400996e-05,7.411099797058134e-05,4.561539732531843e-05,5.984640774473734e-05,5.359875165473811e-05,5.55161895302555e-05
Alcaligenaceae,,,,,,0.00031525851197982345,0.00015723270440251572,0.0006285355122564424,0.0004862236628849271,0.0003241491085899514,0.0004125347084490285,0.0006228447293663696,0.0006557481926940054,0.0004577776421399579,0.00037947783849423224,0.0004867711047923485,0.0005291993525090279,0.0006014748695819562,0.0005072934559144472,0.0005876162466271598,0.0004670008091296908,0.0006700395029341219,0.0004655847653361769,0.0005471117857587419,0.0005602088216234874
Alcanivoracaceae,0.0015455950540958269,,,,,0.001733921815889029,0.0014150943396226416,0.0017284726587052167,0.0017828200972447327,0.00113452188006483,0.0017453391511305042,0.0013824114724960883,0.0012955025270296205,0.0017853328043458357,0.0016545233758348517,0.001494446654042131,0.0014082335711024547,0.001290141427874615,0.0014061818602539924,0.0013469289280368707,0.001489326493463565,0.0013137234429689549,0.0014829736969965723,0.0013642399241930497,0.0014101112140683088
Alciopedidae,,,,,,,,,,,,,,,,,,,,,,,,,
Alciopidae,,,,,,,,,,,,,,,,,,,,,,,,,
Aleyrodidae,,,,,,,,,,,,1.519133486259438e-05,,,1.517911353976929e-05,1.3356524216863224e-05,1.185880901981015e-05,1.0344776626716692e-05,7.416570992901273e-06,7.400708395808058e-06,1.0152191502819364e-05,1.0136754961181874e-05,8.114767151828793e-06,1.0112972010327947e-05,9.084467377678173e-06
Algiphilaceae,,,,,,,,,,0.0001620745542949757,1.5866719555731866e-05,1.519133486259438e-05,,,,2.2260873694772038e-05,5.929404509905075e-06,1.477825232388099e-05,1.7799770382963057e-05,2.072198350826256e-05,1.0152191502819364e-05,1.824615893012737e-05,1.2172150727743186e-05,1.1124269211360744e-05,3.230032845396684e-05
Alicyclobacillaceae,,,,,,,,,,,3.173343911146373e-05,3.038266972518876e-05,,0.00010681478316599017,3.035822707953858e-05,2.6713048433726447e-05,3.112937367700164e-05,2.660085418298578e-05,1.779977038296306e-05,2.2202125187424177e-05,3.3502231959303896e-05,2.5341887402954684e-05,3.3473414501293765e-05,3.539540203614782e-05,2.2206475812102203e-05
Alismataceae,,,,,,,,,,,,,,,,,,,,,,,,,
Aliterellaceae,,,,,,,,,,,,,,,,2.9681164926362718e-06,1.0376457892333882e-05,,,7.400708395808058e-06,9.13697235253743e-06,,7.1004212578501925e-06,3.0338916030983846e-06,
Alloherpesviridae,,,,,,,,,,,1.5866719555731866e-05,,,,,,,,,,,,1.0143458939785989e-06,1.0112972010327949e-06,
Alloionematidae,,,,,,,,,,,,,,,,,,,,,,,,,
Allomimiviridae,,,,,,0.00031525851197982345,,,,,6.346687822292746e-05,1.519133486259438e-05,3.1987716716780756e-05,,6.071645415907716e-05,3.264928141899899e-05,1.9270564657191494e-05,3.694563080970248e-05,1.1866513588642038e-05,2.664255022490901e-05,3.04565745084581e-05,2.2300860914600124e-05,2.130126377355058e-05,3.4384104835115024e-05,2.422524634047513e-05
Alphamonaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Alphamycetaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Alpheidae,,,,,,,,,,,,,,,,,,,,1.4801416791616117e-06,,,,,
Alsobacteraceae,,,,,,,,,,,,3.038266972518876e-05,4.798157507517114e-05,,4.553734061930788e-05,1.0388407724226952e-05,1.6305862402238954e-05,1.0344776626716693e-05,1.6316456184382805e-05,7.400708395808059e-06,1.2182629803383237e-05,1.7232483434009184e-05,1.014345893978599e-05,1.0112972010327947e-05,6.056311585118783e-06
Alteromonadaceae,0.0633693972179289,0.0729483282674772,0.06574923547400612,0.10815047021943575,0.0752,0.07629255989911726,0.07452830188679245,0.06662476429918289,0.06158833063209076,0.06320907617504051,0.07205077350257834,0.07041183708812494,0.07208431962126544,0.07200842310861538,0.07181238615664845,0.07010542749781737,0.07061476065958695,0.07051295313816157,0.0704203415775926,0.07050950917021702,0.0707668660895482,0.07051025383448065,0.07057210122766192,0.0703963981638881,0.07014924770516165
Alvernaviridae,,,,,,,,,,,,,,,,,,1.477825232388099e-06,,,,,,,1.0093852641864636e-06
Alvinellidae,,,,,,,,,,,,,,,,,1.4823511274762687e-06,,,,,,,,
Alydidae,,,,,,,,,,,,,,,,,,,,,7.1065340519735555e-06,1.0136754961181873e-06,,,
Amanitaceae,,,,,,,,,,,,,,,,1.4840582463181359e-06,5.929404509905075e-06,7.389126161940495e-06,4.449942595740765e-06,8.880850074969671e-06,1.0152191502819364e-05,5.068377480590937e-06,6.086075363871593e-06,8.090377608262359e-06,7.065696849305246e-06
Amaranthaceae,,,,,,,,,,,,,,,,4.452174738954408e-06,,8.866951394328593e-06,4.449942595740765e-06,7.400708395808059e-06,2.0304383005638725e-06,2.0273509922363747e-06,6.086075363871595e-06,6.067783206196769e-06,1.0093852641864636e-06
Amaryllidaceae,,,,,,,,,,,,,,,,,,,,,,,,,
