family,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Azospirillaceae,,,,,,,0.00031446540880503143,0.0003142677561282212,0.0003241491085899514,0.0001620745542949757,0.00012693375644585493,0.00019748735321372695,0.00027189559209263645,0.00021362956633198035,0.0001669702489374622,0.00021815656220876595,0.00022531737137639282,0.00022906291102015532,0.0002566133563543841,0.00019685884332849434,0.00019796773430497762,0.00021388552968093754,0.00021707002131142016,0.0003195699155263631,0.00026748709500941294
Bacillaceae,,,,,,0.0007881462799495585,0.0014150943396226416,0.0010999371464487744,0.0006482982171799028,0.0008103727714748785,0.000698135660452202,0.00047093138074042574,0.0005437911841852729,0.0004882961516159551,0.0007437765634486952,0.0018877220893166562,0.0005543993216761246,0.0004418697444840416,0.0005132267127087682,0.001959707583209926,0.0005543096560539372,0.0005007556950823845,0.0005264455189748929,0.0019042726295446183,0.000542039886868131
Bacilladnaviridae,,,,,,,,,,,,,,,,,,,,,,,,1.0112972010327949e-06,
Bacillales Family X. Incertae Sedis,,,,,,,,,,0.0001620745542949757,3.173343911146373e-05,,,,,,,2.955650464776198e-06,,1.4801416791616117e-06,2.0304383005638725e-06,3.041026488354562e-06,9.12911304580739e-06,5.056486005163974e-06,3.0281557925593914e-06
Bacillariaceae,0.020092735703245747,0.015197568389057751,0.013761467889908258,0.014106583072100314,0.009600000000000001,0.009930643127364438,0.012735849056603772,0.011785040854808295,0.012317666126418152,0.012479740680713128,0.011709639032130105,0.01172771051392286,0.011371633292815559,0.012649922177800836,0.011596842744383728,0.012031260202900629,0.011317750858281302,0.010888616312234782,0.012634870343505814,0.012128280919049607,0.010982640767749375,0.012137750390518343,0.012124476470725355,0.01115865331619548,0.013493462211644049
Backusellaceae,,,,,,,,,,,,,,,,8.904349477908814e-06,8.894106764857612e-06,2.955650464776198e-06,4.449942595740765e-06,,2.0304383005638725e-06,5.068377480590937e-06,4.057383575914396e-06,,6.056311585118783e-06
Bacteriovoracaceae,,,0.0030581039755351682,,0.0032,0.0004728877679697351,0.00031446540880503143,0.0012570710245128848,0.0001620745542949757,0.0003241491085899514,0.0006822689408964697,0.0006076533945037751,0.0006077666176188344,0.0006103701895199438,0.0006982392228293868,0.0005327769104281868,0.0006299992291774138,0.0005482731612159136,0.0005310264830916243,0.0005402517128939704,0.0005299443964470376,0.0005879317877484908,0.000570062392415966,0.000627004264640203,0.0005026738615648181
Bacteroidaceae,,,0.0015290519877675841,0.001567398119122257,,0.0006305170239596469,0.0007861635220125787,0.0001571338780641106,0.0008103727714748785,0.0003241491085899514,0.00044426814756049214,0.0003494007018396707,0.00038385260060136905,0.0004119998779259621,0.00033394049787492436,0.0004170203672153962,0.0004387759337329755,0.00043595844355448916,0.00044351094537549624,0.00044108222039016025,0.0004690312474302546,0.0004531129467648297,0.00043921177209273334,0.0004469933628564953,0.0004481670572987899
Baculoviridae,,,,,,,,,,,,,,,,,1.4823511274762687e-06,,,,1.0152191502819362e-06,1.0136754961181873e-06,1.0143458939785989e-06,2.0225944020655897e-06,1.0093852641864636e-06
Baekduiaceae,,,,,,,,,,,1.5866719555731866e-05,1.519133486259438e-05,1.5993858358390378e-05,,,8.904349477908816e-06,1.4823511274762687e-06,5.911300929552396e-06,5.933256794321021e-06,2.9602833583232234e-06,2.0304383005638725e-06,9.123079465063685e-06,4.0573835759143955e-06,6.067783206196769e-06,2.0187705283729277e-06
Baeriidae,,,,,,,,,,,,,,,,,,1.477825232388099e-06,,,,,,,
Baetidae,,,,,0.0016,,,,0.0001620745542949757,,3.173343911146373e-05,1.519133486259438e-05,1.5993858358390378e-05,1.5259254737998596e-05,1.517911353976929e-05,8.904349477908816e-06,2.37176180396203e-05,2.3645203718209583e-05,1.779977038296306e-05,1.9241841829100953e-05,1.7258725554792916e-05,7.095728472827312e-06,1.014345893978599e-05,2.1237241221688688e-05,1.0093852641864637e-05
Bakuellidae,,,,,,,,,,,,,,,,,,,,,,1.0136754961181873e-06,,,
Balamuthiidae,,,,,,,,,,,,,,,,1.4840582463181359e-06,,1.477825232388099e-06,1.4833141985802551e-06,,,,,,1.0093852641864636e-06
Balanidae,,,,,,,,,0.0001620745542949757,,1.5866719555731866e-05,0.00010633934403816064,1.5993858358390378e-05,,9.107468123861576e-05,4.1553630896907796e-05,5.929404509905075e-05,5.172388313358346e-05,5.4882625347469426e-05,9.176878410801992e-05,4.771530006325101e-05,5.372480129426393e-05,3.7530798077208155e-05,8.090377608262358e-05,8.478836219166296e-05
Balanophoraceae,,,,,,,,,,,,,,,,1.4840582463181359e-06,1.4823511274762687e-06,,,1.4801416791616117e-06,,,,,
Balbianiaceae,,,,,,,,,,,,,,,,,,,,,1.0152191502819362e-06,1.0136754961181873e-06,,,1.0093852641864636e-06
Balneatrichaceae,,,,,,,,0.0001571338780641106,,0.0001620745542949757,,1.519133486259438e-05,,7.629627368999298e-05,4.553734061930787e-05,3.264928141899899e-05,5.781169397157448e-05,4.729040743641917e-05,5.933256794321019e-05,2.072198350826256e-05,3.7563108560431646e-05,2.939658938742743e-05,4.057383575914396e-05,3.640669923718061e-05,3.3309713718153306e-05
Balneicellaceae,,,,,,,,,,,,,1.5993858358390378e-05,,1.517911353976929e-05,4.452174738954408e-06,,7.389126161940494e-06,1.4833141985802551e-06,4.440425037484836e-06,8.12175320225549e-06,5.068377480590937e-06,7.1004212578501925e-06,7.079080407229562e-06,5.046926320932319e-06
Balneolaceae,,,,,,0.0006305170239596469,0.00031446540880503143,0.0006285355122564424,0.0004862236628849271,0.0008103727714748785,0.00042840142800476034,0.0005013140504656144,0.0005437911841852729,0.00027466658528397473,0.0003339404978749244,0.000443733415648986,0.0003720701329965434,0.00035911153147030804,0.0003826950632337057,0.00037151556146956447,0.00036547889410149713,0.00035884112562583833,0.0004310970049409046,0.0003691234783769701,0.0003623693098429405
Balsaminaceae,,,,,,,,,,,,1.519133486259438e-05,,,1.517911353976929e-05,2.9681164926362718e-06,2.9647022549525373e-06,5.911300929552396e-06,7.416570992901273e-06,2.9602833583232234e-06,6.091314901691619e-06,6.082052976709124e-06,,1.0112972010327949e-06,
Bangiaceae,,,,,,,,,0.0001620745542949757,,,1.519133486259438e-05,4.798157507517114e-05,1.5259254737998596e-05,,5.9362329852725436e-06,1.334116014728642e-05,1.330042709149289e-05,1.0383199390061786e-05,1.4801416791616116e-05,1.1167410653101301e-05,1.4191456945654624e-05,1.4200842515700385e-05,1.6180755216524714e-05,1.615016422698342e-05
Barentsiidae,,,,,,,,,,,,,,,,,,,,,,,,,
Barnesiellaceae,,,,,,,,,,,,0.0007747580779923133,3.1987716716780756e-05,,4.553734061930787e-05,1.1872465970545087e-05,8.894106764857612e-06,1.330042709149289e-05,1.0383199390061786e-05,5.920566716646447e-06,1.0152191502819364e-05,9.123079465063685e-06,2.1301263773550577e-05,1.2135566412393538e-05,8.07508211349171e-06
Bartheletiaceae,,,,,,,,,,,,,,,,,,,,,,,,1.0112972010327949e-06,1.0093852641864636e-06
Bartonellaceae,,,,,,0.00015762925598991173,,0.0003142677561282212,,,1.5866719555731866e-05,4.5574004587783144e-05,1.5993858358390378e-05,1.5259254737998596e-05,1.517911353976929e-05,2.8197106680044584e-05,3.2611724804477914e-05,3.5467805577314373e-05,2.3733027177284082e-05,3.256311694155546e-05,3.654788941014971e-05,1.520513244177281e-05,3.753079807720816e-05,2.629372722685266e-05,3.8356640039085625e-05
Basidiobolaceae,,,,,,,0.00015723270440251572,,,,,,1.5993858358390378e-05,3.051850947599719e-05,,4.452174738954408e-06,1.334116014728642e-05,1.1822601859104792e-05,5.933256794321019e-06,8.88085007496967e-06,1.1167410653101303e-05,8.109403968945499e-06,1.1157804833764587e-05,1.2135566412393538e-05,9.084467377678173e-06
Bathycoccaceae,,0.004559270516717325,0.0045871559633027525,0.001567398119122257,,0.0014186633039092054,0.0006289308176100629,0.0029855436832181012,0.0024311183144246355,0.0027552674230145865,0.002078540261800872,0.0018077688486487311,0.002591005054059241,0.0025788140507217627,0.002216150576806314,0.0024071424755277063,0.002491832245287605,0.00225811695508873,0.0022991370077990974,0.002507360004499597,0.002380688907410942,0.0024155887072494124,0.00235328247403019,0.0022855316743339606,0.0024094026256128876
Bathylasmatidae,,,,,,,,,,,,,,,,,,,,1.4801416791616117e-06,,1.0136754961181873e-06,,,
Bathyspinulidae,,,,,,,,,,,,,1.5993858358390378e-05,,,,,,,,,1.0136754961181873e-06,,,
Batillariidae,,,,,,,,,,,7.933359777865932e-05,4.557400458778314e-05,,1.5259254737998596e-05,3.035822707953858e-05,2.6713048433726447e-05,2.9647022549525373e-05,2.8078679415373877e-05,2.966628397160509e-05,3.256311694155545e-05,2.7410917057612283e-05,2.9396589387427434e-05,2.4344301455486373e-05,2.9327618829951047e-05,2.9272172661407443e-05
Batrachospermaceae,,,,,,,,,,,,,,,,,1.4823511274762687e-06,1.477825232388099e-06,1.4833141985802551e-06,,4.060876601127745e-06,9.123079465063685e-06,4.057383575914396e-06,4.0451888041311794e-06,5.046926320932319e-06
Beijerinckiaceae,,,,,,0.00015762925598991173,0.00015723270440251572,,,,0.00011106703689012304,0.0001367220137633494,6.397543343356151e-05,7.629627368999298e-05,0.00010625379477838503,6.826667933063425e-05,8.745871652109987e-05,0.00011231471766149551,9.344879451055606e-05,8.584821739137348e-05,6.598924476832587e-05,8.920344365840048e-05,7.911897973033073e-05,7.989247888159078e-05,0.00010093852641864639
Belidae,,,,,,,,,,,,,,,,,,,,,,,,,
Bellerocheaceae,,,,,,,,,,,,,1.5993858358390378e-05,,,,,1.0344776626716692e-05,,,1.0152191502819362e-06,,3.0430376819357966e-06,3.0338916030983846e-06,
Belostomatidae,,,,,,,,,,,,,,,,,,,,,,1.0136754961181873e-06,,,
Berberidaceae,,,,,,,,,,,,,,,,,,,,,1.0152191502819362e-06,,,,
Berkeleyaceae,,,,,0.0016,0.00031525851197982345,,0.0001571338780641106,0.0003241491085899514,,9.520031733439118e-05,4.5574004587783144e-05,0.00017593244194229416,0.00018311105685598315,0.00016697024893746204,0.0006886030262913416,0.00011414103681567267,0.00011231471766149551,0.00018838090321969233,0.00012729218440789858,0.00038679849625734993,7.602566220886406e-05,8.419070920022371e-05,6.270042646403328e-05,0.00010901360853213807
Bernardetiaceae,,0.00303951367781155,,,0.0016,0.001103404791929382,0.0006289308176100629,0.0004714016341923319,0.0006482982171799028,0.0006482982171799028,0.0015073383577945258,0.001078584775244201,0.0009436376431450323,0.0009308145390179143,0.0015179113539769277,0.00114124079141845,0.0011769867952161563,0.0011246250018471004,0.0011377019903109009,0.0010420197421297504,0.0011918672824308687,0.0012245199993106068,0.001133024363573884,0.0011377093511618812,0.0012617315802328055
Berothidae,,,,,,,,,,,,,,,,,,,,,,,,,
Betulaceae,,,,,,,,,,,,,,,,8.904349477908816e-06,5.929404509905075e-06,7.389126161940494e-06,1.4833141985802551e-06,1.4801416791616117e-06,2.0304383005638725e-06,3.041026488354562e-06,4.057383575914396e-06,7.079080407229562e-06,3.0281557925593914e-06
Beutenbergiaceae,,,,,,,,,,,,1.519133486259438e-05,,,,,7.411755637381343e-06,7.389126161940495e-06,1.4833141985802551e-06,4.440425037484835e-06,4.060876601127745e-06,8.109403968945499e-06,7.100421257850194e-06,5.0564860051639735e-06,9.084467377678175e-06
Bianqueaceae,,,,,,,,,,,,,,,,,,1.477825232388099e-06,,,2.0304383005638725e-06,,2.028691787957198e-06,1.0112972010327949e-06,
Bibionidae,,,,,,,,,,,,,,,,,,,,,,,,,
Biddulphiaceae,,,,,,,,0.0001571338780641106,0.0001620745542949757,0.0001620745542949757,0.00012693375644585493,,4.798157507517114e-05,0.00012207403790398874,4.553734061930788e-05,2.3744931941090174e-05,2.0752915784667765e-05,1.9211728021045287e-05,2.521634137586433e-05,4.884467541233318e-05,6.497402561804392e-05,1.9259834426245557e-05,5.984640774473734e-05,3.337280763408223e-05,4.845049268095026e-05
Biecheleriaceae,,,,,,,,,,,,,,,,,,1.477825232388099e-06,1.4833141985802551e-06,,1.0152191502819362e-06,,,,
Bifidobacteriaceae,,,,,,,,,,,3.173343911146373e-05,,4.798157507517114e-05,3.051850947599719e-05,,3.4133339665317127e-05,3.112937367700165e-05,2.807867941537388e-05,1.779977038296306e-05,1.3321275112454505e-05,2.335004045648454e-05,2.331453641071831e-05,1.9272571985593378e-05,3.539540203614782e-05,3.230032845396684e-05
Bignoniaceae,,,,,,,,,,,,,,,,,2.9647022549525373e-06,1.477825232388099e-06,,1.4801416791616117e-06,1.0152191502819362e-06,,1.0143458939785989e-06,1.0112972010327949e-06,2.0187705283729277e-06
Bionectriaceae,,,,,,,,,,,,,,1.5259254737998596e-05,1.517911353976929e-05,2.9681164926362718e-06,2.9647022549525373e-06,7.389126161940495e-06,1.0383199390061786e-05,1.4801416791616117e-06,5.076095751409682e-06,6.082052976709124e-06,9.12911304580739e-06,3.0338916030983846e-06,3.0281557925593914e-06
Blaberidae,,,,,,,,,,,1.5866719555731866e-05,3.038266972518876e-05,1.5993858358390378e-05,,,1.038840772422695e-05,7.4117556373813425e-06,1.1822601859104792e-05,8.89988519148153e-06,1.776170014993934e-05,4.060876601127745e-06,8.109403968945499e-06,9.12911304580739e-06,6.067783206196769e-06,1.312200843442403e-05
Blasiaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Blastobasidae,,,,,,,,,,,,,,,,,,,,,,,,,
Blastocatellaceae,,,,,,,,,,,,1.519133486259438e-05,,,3.035822707953858e-05,1.1872465970545087e-05,5.929404509905075e-06,5.911300929552396e-06,5.933256794321019e-06,1.036099175413128e-05,6.091314901691619e-06,6.082052976709124e-06,1.014345893978599e-05,9.101674809295153e-06,2.0187705283729277e-06
Blastochloridaceae,,,,,,,,,,,3.173343911146373e-05,4.557400458778314e-05,,6.103701895199438e-05,,1.6324640709499495e-05,1.185880901981015e-05,1.6256077556269087e-05,2.3733027177284072e-05,1.3321275112454505e-05,1.928916385535679e-05,1.4191456945654624e-05,1.724388019763618e-05,1.820334961859031e-05,1.3122008434424031e-05
Blastocladiaceae,,,,,,,,,,,,3.038266972518876e-05,,3.051850947599719e-05,1.517911353976929e-05,1.3356524216863224e-05,1.7788213529715224e-05,1.1822601859104792e-05,1.0383199390061786e-05,1.036099175413128e-05,1.7258725554792916e-05,1.4191456945654624e-05,1.825822609161478e-05,1.8203349618590306e-05,1.7159549491169884e-05
Blastocystidae,,,,,,,,,0.0001620745542949757,,1.5866719555731866e-05,3.038266972518876e-05,1.5993858358390378e-05,3.051850947599719e-05,1.517911353976929e-05,1.6324640709499495e-05,1.9270564657191494e-05,2.3645203718209583e-05,3.5599540765926113e-05,2.812269190407062e-05,2.0304383005638727e-05,2.2300860914600124e-05,2.7387339137422173e-05,1.92146468196231e-05,2.2206475812102203e-05
Blattabacteriaceae,,,,,,,,,,,,3.038266972518876e-05,3.1987716716780756e-05,,,5.9362329852725436e-06,5.929404509905075e-06,2.955650464776198e-06,7.416570992901276e-06,5.920566716646447e-06,3.0456574508458093e-06,1.0136754961181873e-06,1.1157804833764587e-05,7.079080407229564e-06,3.0281557925593914e-06
Blattellidae,,,,,,,,,,,,,1.5993858358390378e-05,,,1.632464070949949e-05,8.894106764857612e-06,2.660085418298578e-05,2.9666283971605103e-06,8.88085007496967e-06,7.1065340519735555e-06,8.109403968945499e-06,9.12911304580739e-06,4.0451888041311794e-06,1.4131393698610492e-05
Blattidae,,,,,,,,,,,1.5866719555731866e-05,4.557400458778314e-05,3.1987716716780756e-05,1.5259254737998596e-05,,1.038840772422695e-05,1.0376457892333882e-05,1.1822601859104792e-05,1.63164561843828e-05,1.1841133433292893e-05,1.0152191502819364e-05,1.2164105953418249e-05,8.114767151828793e-06,1.0112972010327947e-05,7.065696849305246e-06
Blechnaceae,,0.001519756838905775,,,,,,,,,,,,,,,,1.477825232388099e-06,,,1.0152191502819362e-06,,,,
Blepharismidae,,,0.0030581039755351682,,,0.00031525851197982345,,,,,7.933359777865932e-05,7.595667431297189e-05,0.00014394472522551342,6.103701895199438e-05,0.00010625379477838502,7.271885406958864e-05,8.745871652109986e-05,7.684691208418115e-05,7.713233832617326e-05,6.068580884562607e-05,8.020231287227299e-05,6.892993373603674e-05,8.520505509420232e-05,7.98924788815908e-05,6.258188637956076e-05
Bodonidae,,,,,,,,,0.0001620745542949757,,4.7600158667195605e-05,3.038266972518876e-05,4.798157507517113e-05,3.051850947599719e-05,3.035822707953858e-05,2.522899018740831e-05,1.7788213529715224e-05,3.694563080970248e-05,2.3733027177284076e-05,3.1082975262393845e-05,1.5228287254229047e-05,1.6218807937890997e-05,3.651645218322956e-05,2.6293727226852668e-05,1.6150164226983422e-05
Bogoriellaceae,,,0.0015290519877675841,,,,,,,0.0003241491085899514,,,,3.051850947599719e-05,,1.484058246318136e-05,1.6305862402238954e-05,1.0344776626716692e-05,1.0383199390061786e-05,1.628155847077773e-05,2.1319602155920663e-05,6.082052976709124e-06,1.2172150727743186e-05,3.0338916030983846e-06,9.084467377678175e-06
Bolbitiaceae,,,,,,,,,,0.0001620745542949757,,1.519133486259438e-05,,,,,,1.477825232388099e-06,,,1.0152191502819362e-06,,1.0143458939785989e-06,3.0338916030983846e-06,2.0187705283729277e-06
Boldiaceae,,,,,,,,,,,,,,,,,,,1.4833141985802551e-06,,,,,1.0112972010327949e-06,
Boletaceae,,,,,,,,,,,,1.519133486259438e-05,,,1.517911353976929e-05,4.452174738954408e-06,4.447053382428806e-06,1.477825232388099e-06,2.9666283971605103e-06,2.9602833583232234e-06,2.0304383005638725e-06,2.0273509922363747e-06,1.0143458939785989e-06,2.0225944020655897e-06,3.0281557925593914e-06
Boletinellaceae,,,,,,,,,,,,,,,,,,,,,,1.0136754961181873e-06,,1.0112972010327949e-06,
Bolinopsidae,,,,,,,,,,,,,,,,,,,,,,,1.0143458939785989e-06,,
Bombycidae,,,,,,0.00015762925598991173,0.00031446540880503143,,,,1.5866719555731866e-05,,3.1987716716780756e-05,,1.517911353976929e-05,5.9362329852725436e-06,4.447053382428806e-06,2.955650464776198e-06,2.9666283971605103e-06,4.440425037484835e-06,3.0456574508458093e-06,2.0273509922363747e-06,9.12911304580739e-06,8.090377608262357e-06,8.075082113491711e-06
Bombyliidae,,,,,,,,,,,,,,,,,,,,,,,,,
Bondarzewiaceae,,,,,,,,,,,,,,,,2.9681164926362718e-06,2.9647022549525373e-06,5.911300929552396e-06,5.933256794321019e-06,5.920566716646447e-06,6.091314901691619e-06,1.0136754961181873e-06,2.028691787957198e-06,3.0338916030983846e-06,6.056311585118783e-06
Boniniidae,,,,,,,,,,,,,,,,,,,,,,,,,
Bonnemaisoniaceae,,,,,,,,,,,,,,,,,,1.477825232388099e-06,1.4833141985802551e-06,,,1.0136754961181873e-06,3.0430376819357966e-06,3.0338916030983846e-06,
Boodleaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Boraginaceae,,,,,,,,,,,,,,,1.517911353976929e-05,7.420291231590678e-06,2.9647022549525373e-06,2.955650464776198e-06,1.4833141985802551e-06,4.440425037484836e-06,2.0304383005638725e-06,3.041026488354562e-06,2.028691787957198e-06,,1.0093852641864636e-06
Borealophlyctidaceae,,,,,,0.00015762925598991173,,,,,,,,1.5259254737998596e-05,,5.9362329852725436e-06,7.4117556373813425e-06,7.389126161940494e-06,1.1866513588642038e-05,5.920566716646447e-06,1.2182629803383237e-05,9.123079465063687e-06,7.1004212578501925e-06,1.1124269211360743e-05,4.0375410567458554e-06
Boreohydridae,,,,,,,,,,,,,,,,,,,,,,,,,
Borreliaceae,,,,,,,,,,,,,,,,4.452174738954408e-06,1.4823511274762687e-06,,,1.4801416791616117e-06,1.0152191502819362e-06,3.041026488354562e-06,1.0143458939785989e-06,1.0112972010327949e-06,3.0281557925593914e-06
Boseaceae,,,,,,0.00015762925598991173,0.00015723270440251572,,,,6.346687822292746e-05,1.519133486259438e-05,1.5993858358390378e-05,4.5777764213995795e-05,6.071645415907716e-05,5.936232985272544e-05,5.336464058914568e-05,8.719168871089783e-05,8.009896672333377e-05,7.104680059975736e-05,8.832406607452846e-05,6.082052976709124e-05,8.723374688215951e-05,7.68585872784924e-05,6.863819796467954e-05
Bosminidae,,,,,,,,,,,,,,,,,1.4823511274762687e-06,,,,,1.0136754961181873e-06,,1.0112972010327949e-06,
Bostrichidae,,,,,,,,,,,,,,,,,4.447053382428806e-06,1.477825232388099e-06,1.4833141985802551e-06,7.400708395808058e-06,,,,,1.0093852641864636e-06
Botrydiaceae,,,,,,,,,,,,,,,,2.9681164926362718e-06,,1.477825232388099e-06,,,1.0152191502819362e-06,,,,
Botryobasidiaceae,,,,,,,,,0.0001620745542949757,,,,,,3.035822707953858e-05,,4.447053382428806e-06,,7.416570992901273e-06,1.4801416791616117e-06,,1.0136754961181873e-06,3.0430376819357966e-06,1.0112972010327949e-06,2.0187705283729277e-06
Botryochloridaceae,,,,,,,,,0.0001620745542949757,,,,,,,,,,,,,,,,
Botryosphaeriaceae,,,,,,,,,,,3.173343911146373e-05,,,,,7.42029123159068e-06,4.447053382428806e-06,1.4778252323880988e-05,2.9666283971605103e-06,2.9602833583232234e-06,7.106534051973555e-06,5.068377480590937e-06,3.0430376819357966e-06,8.090377608262359e-06,5.046926320932319e-06
Brachionidae,,0.00303951367781155,0.0030581039755351682,0.003134796238244514,0.0048000000000000004,0.002206809583858764,0.0015723270440251573,0.0006285355122564424,0.0035656401944894655,0.0004862236628849271,0.0016501388337961124,0.0014887508165342491,0.0016793551276309895,0.001617481002227851,0.001760777170613236,0.0014944466540422019,0.0015653627906149386,0.0016329968817886237,0.0016227457332466738,0.0016325962721151623,0.0015888179701911231,0.0015265952971538236,0.0014758732757388048,0.0015826801196161683,0.0015231623636571701
Brachybasidiaceae,,,,,,,,,,,,,,,,,,,1.4833141985802551e-06,1.4801416791616117e-06,,3.041026488354562e-06,1.0143458939785989e-06,1.0112972010327949e-06,
Brachyspiraceae,,,,,,,,,,,1.5866719555731866e-05,,1.5993858358390378e-05,,,5.9362329852725436e-06,1.0376457892333882e-05,5.911300929552396e-06,2.9666283971605103e-06,1.0360991754131282e-05,7.106534051973555e-06,3.041026488354562e-06,1.4200842515700385e-05,5.0564860051639735e-06,4.037541056745855e-06
Brachytheciaceae,,,,,,,,,,,,,,,,1.4840582463181359e-06,,,,,,1.0136754961181873e-06,,,
Braconidae,,,,,,,0.00015723270440251572,,,,4.76001586671956e-05,3.038266972518876e-05,,4.5777764213995795e-05,4.553734061930787e-05,4.303768914322594e-05,4.447053382428806e-05,3.103432988015007e-05,2.96662839716051e-05,5.7725525487302855e-05,5.076095751409682e-05,3.851966885249113e-05,3.144472271333657e-05,3.9440590840278994e-05,3.936602530327209e-05
Bracteacoccaceae,,,,,,,,,,,,,,,,,7.411755637381343e-06,5.911300929552396e-06,,,,,1.2172150727743186e-05,2.0225944020655897e-06,2.0187705283729273e-06
Bradymonadaceae,,,,,,,,,,,1.5866719555731866e-05,,6.397543343356151e-05,3.051850947599719e-05,3.035822707953858e-05,3.5617397911635256e-05,4.595288495176434e-05,2.807867941537388e-05,4.449942595740764e-05,5.180495877065641e-05,2.9441355358176155e-05,3.8519668852491115e-05,2.840168503140077e-05,3.9440590840278994e-05,4.138479583164502e-05
Brahmaeidae,,,,,,,,,,,,,,,,,,,,,,1.0136754961181873e-06,,,
Brassicaceae,,,,,,0.00031525851197982345,0.00015723270440251572,,,0.0004862236628849271,0.0001745339151130505,0.00012153067890075504,0.0001599385835839038,0.00010681478316599017,0.00015179113539769292,8.904349477908815e-05,8.894106764857613e-05,8.719168871089783e-05,5.7849253744629944e-05,0.00010360991754131282,9.136972352537428e-05,8.818976816228231e-05,7.506159615441632e-05,7.382469567539402e-05,7.469450954979832e-05
Brentidae,,,,,,,,,,,,,,,,,,,,,,,,,
Brevibacteriaceae,,,,,,,,0.0001571338780641106,,,1.5866719555731866e-05,6.076533945037752e-05,3.1987716716780756e-05,,1.517911353976929e-05,1.6324640709499495e-05,2.6682320294572833e-05,2.0689553253433383e-05,1.779977038296306e-05,1.036099175413128e-05,1.5228287254229045e-05,1.3177781449536435e-05,1.825822609161478e-05,1.7192052417557512e-05,4.037541056745855e-06
Breznakiellaceae,,,,,,,,,,,1.5866719555731866e-05,,,,,,2.9647022549525373e-06,,4.449942595740765e-06,1.4801416791616117e-06,1.0152191502819362e-06,1.0136754961181873e-06,1.0143458939785989e-06,1.0112972010327949e-06,2.0187705283729273e-06
Briareidae,,,,,,,,,,,,,,,,,,,,,,,,,
Bromeliaceae,,,,,,0.00015762925598991173,,,,,1.5866719555731866e-05,,,4.577776421399579e-05,,2.9681164926362718e-06,5.929404509905075e-06,7.389126161940494e-06,7.416570992901273e-06,7.400708395808058e-06,8.12175320225549e-06,8.109403968945499e-06,9.12911304580739e-06,1.2135566412393538e-05,7.065696849305246e-06
Brucellaceae,,,,,,,,0.0001571338780641106,,0.0003241491085899514,9.52003173343912e-05,0.00015191334862594378,0.0001599385835839038,7.629627368999298e-05,6.071645415907716e-05,0.00012614495093704153,8.449401426614731e-05,0.0001359599213797051,0.00010531530809919811,9.916949250382797e-05,0.00010253713417847558,0.00011657268205359155,9.737720582194549e-05,0.00010416361170637786,0.00010194791168283284
Bruguierivoracaceae,,,,,,,,,,,,,,1.5259254737998596e-05,,8.904349477908816e-06,2.9647022549525373e-06,2.955650464776198e-06,1.4833141985802551e-06,8.88085007496967e-06,8.12175320225549e-06,5.068377480590937e-06,8.114767151828793e-06,4.0451888041311794e-06,5.046926320932319e-06
Bryaceae,,,,,,,,,,,,,,,,,,,,,,,,,
Bryobacteraceae,,,,,,,0.00015723270440251572,0.0001571338780641106,0.0001620745542949757,,4.7600158667195605e-05,3.038266972518876e-05,9.596315015034226e-05,0.00012207403790398874,3.035822707953858e-05,6.381450459167984e-05,5.188228946166942e-05,6.206865976030015e-05,5.339931114888918e-05,6.216595052478769e-05,5.7867491566070374e-05,6.183420526320943e-05,5.9846407744737337e-05,6.775691246919725e-05,4.138479583164502e-05
Bryopsidaceae,,,,,,,,,0.0001620745542949757,0.0001620745542949757,3.173343911146373e-05,6.076533945037752e-05,3.1987716716780756e-05,4.577776421399579e-05,,1.7808698955817628e-05,2.6682320294572833e-05,3.694563080970247e-05,1.63164561843828e-05,1.9241841829100953e-05,1.0152191502819364e-05,2.1287185418481938e-05,3.1444722713336577e-05,2.6293727226852668e-05,1.4131393698610494e-05
Budviciaceae,,,,,,,,,,,,,,,,6.67826210843161e-05,2.2235266912144035e-05,2.5123028950597683e-05,1.779977038296306e-05,2.3682266866585787e-05,8.12175320225549e-06,4.156069534084568e-05,1.4200842515700385e-05,2.325983562375428e-05,1.4131393698610494e-05
Bugulidae,0.0015455950540958269,,,,,,,,,,1.5866719555731866e-05,1.519133486259438e-05,,1.5259254737998596e-05,7.589556769884645e-05,2.07768154484539e-05,1.9270564657191494e-05,2.660085418298578e-05,1.779977038296306e-05,8.88085007496967e-06,1.2182629803383237e-05,1.6218807937890997e-05,2.028691787957198e-05,1.4158160814459123e-05,1.9178320019542812e-05
Buliminidae,,,,,,,,,,,,,,,,,,,,,,,,,
