family,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Lycidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycopodiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,2.000020000200002e-05,7.000056000448003e-06,1.000010000100001e-05,5.000040000320002e-06,1.6000096000576005e-05,9.000072000576005e-06,1.7189467750358575e-05,1.3750168439125092e-05,1.2382560416987648e-05,1.2372862299194117e-05,2.750224416497926e-06
Lygaeidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Lygodiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lymnaeidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,6.875084219562546e-07,6.879200231659802e-07,6.873812388441177e-07,6.875561041244814e-07
Lynceidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,2.000020000200002e-06,0.0,0.0,3.000024000192002e-06,0.0,6.875084219562546e-07,6.879200231659802e-07,6.873812388441177e-07,6.875561041244814e-07
Lynchellidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,2e-05,3.0000000000000004e-05,0.0,9.000072000576005e-06,2.000020000200002e-06,1.0000080000640006e-05,4.000024000144002e-06,6.000048000384003e-06,4.813050970100401e-06,8.250101063475055e-06,3.4396001158299015e-06,8.248574866129412e-06,6.875561041244815e-06
Lysianassidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lysobacteraceae,0.001,0.0,0.0,0.0,0.0,0.0008,0.0007,0.00030000000000000003,0.0006000000000000001,0.0007000000000000001,0.0004900049000490005,0.0007,0.0005300000000000001,0.00031,0.00033000330003300033,0.0005980047840382442,0.00043100431004310043,0.0004420035360282882,0.0004890029340176041,0.0006740053920430962,0.0004606777357096098,0.0006359452903095031,0.0004829198562625182,0.000782239849804547,0.0004379732383272947
Lythraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,1e-05,0.0,1e-05,1.000010000100001e-05,6.000048000384003e-06,5.000050000500004e-06,4.000032000256002e-06,2.000012000072001e-06,1.0000080000640006e-05,3.437893550071715e-06,4.125050531737528e-06,2.751680092663922e-06,5.499049910752941e-06,4.125336624746889e-06
Machilidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Macrobiotidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000072000576005e-06,9.00009000090001e-06,8.000064000512004e-06,7.000042000252001e-06,5.000040000320002e-06,5.500629680114744e-06,6.875084219562546e-06,5.503360185327843e-06,8.93595610497353e-06,8.250673249493778e-06
Macrostomidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,1.000010000100001e-05,2e-05,7e-05,5e-05,4.000040000400004e-05,3.9000312002496016e-05,3.4000340003400034e-05,4.800038400307202e-05,6.500039000234001e-05,7.400059200473604e-05,8.663491746180722e-05,7.081336746149422e-05,6.947992233976402e-05,5.155359291330882e-05,5.019159560108715e-05
Macrotrichidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,3.000030000300003e-06,2.000016000128001e-06,5.00003000018e-06,0.0,0.0,0.0,0.0,0.0,6.875561041244814e-07
Mactridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnaporthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,1e-05,0.0,0.0,1.000010000100001e-05,0.0,1.000010000100001e-06,0.0,1.0000060000360005e-06,1.0000080000640005e-06,0.0,2.7500336878250184e-06,1.3758400463319607e-06,2.062143716532353e-06,2.0626683123734445e-06
Magnetococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1.000010000100001e-05,1e-05,0.0,1e-05,1.000010000100001e-05,1.2000096000768006e-05,7.000070000700007e-06,1.1000088000704005e-05,5.000030000180002e-06,1.5000120000960007e-05,1.1688838070243832e-05,1.1687643173256328e-05,9.630880324323725e-06,9.623337343817647e-06,1.2376009874240668e-05
Magnetospirillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,2.000020000200002e-05,9.000072000576005e-06,7.000070000700007e-06,1.4000112000896006e-05,7.000042000252002e-06,3.0000240001920015e-06,6.188208390129087e-06,1.925023581477513e-05,1.1694640393821664e-05,1.2372862299194118e-05,5.500448832995852e-06
Magnetovibrionaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.00011,2e-05,9.999999999999999e-05,8.000080000800008e-05,6.500052000416003e-05,4.400044000440005e-05,4.500036000288003e-05,3.3000198001188005e-05,5.200041600332802e-05,5.43187180911331e-05,5.15631316467191e-05,5.090608171428255e-05,4.811668671908823e-05,4.331603455984233e-05
Magnoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,1.000010000100001e-06,2.000016000128001e-06,2.000012000072001e-06,1.0000080000640005e-06,6.87578710014343e-07,1.3750168439125092e-06,2.063760069497941e-06,4.811668671908823e-06,1.375112208248963e-06
Majidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,1.000010000100001e-05,3e-05,2e-05,1e-05,1.000010000100001e-05,3.0000240001920018e-05,2.100021000210002e-05,1.6000128001024008e-05,1.7000102000612004e-05,1.6000128001024008e-05,2.1314940010444632e-05,2.062525265868764e-05,1.719800057914951e-05,1.787191220994706e-05,1.5813790394863074e-05
Malasseziaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,2.000020000200002e-05,3.0000000000000004e-05,1e-05,0.0,0.0,5.000040000320003e-06,5.000050000500005e-06,6.000048000384003e-06,7.000042000252003e-06,6.000048000384003e-06,6.8757871001434295e-06,1.1000134751300074e-05,1.0318800347489707e-05,1.3747624776882352e-05,9.625785457742741e-06
Malawimonadidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,6.873812388441177e-07,0.0
Maldanidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,6.879200231659802e-07,0.0,0.0
Maliibacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,6.873812388441177e-07,6.875561041244814e-07
Mallomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,2e-05,0.0,0.0,1.2000096000768008e-05,1.3000130001300014e-05,3.0000240001920015e-06,9.000054000324003e-06,8.000064000512004e-06,6.1882083901290874e-06,3.437542109781273e-06,7.567120254825784e-06,2.062143716532353e-06,5.500448832995852e-06
Malvaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0002,6.000060000600006e-05,3.0000000000000004e-05,9e-05,5e-05,1.000010000100001e-05,4.700037600300802e-05,4.2000420004200037e-05,3.900031200249602e-05,5.0000300001800016e-05,4.400035200281602e-05,3.850440776080321e-05,4.056299689541903e-05,4.127520138995882e-05,3.093215574798529e-05,5.156670780933611e-05
Mamiellaceae,0.002,0.002,0.001,0.002,0.002,0.0018,0.0018,0.0019,0.0021,0.0013,0.001580015800158,0.00179,0.00167,0.0015799999999999998,0.001740017400174,0.001653013224105728,0.0017550175501755,0.0016320130561043639,0.001749010494062876,0.0017090136721092642,0.001730635613106043,0.0016960832769660002,0.0016874678168261,0.0017555716840077882,0.0017271409335605733
Mangrovivirgaceae,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0001,4.000040000400004e-05,1e-05,4e-05,3e-05,4.0000400004000046e-05,3.700029600236802e-05,3.200032000320004e-05,2.100016800134401e-05,2.1000126000756008e-05,3.600028800230401e-05,2.8878305820602407e-05,3.162538740998771e-05,2.8204720949805195e-05,2.7495249553764708e-05,3.369024910209959e-05
Mantidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marasmiaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1.000010000100001e-05,5.000040000320003e-06,5.000050000500005e-06,2.000016000128001e-06,2.000012000072001e-06,7.000056000448003e-06,5.500629680114744e-06,4.125050531737528e-06,4.127520138995882e-06,7.561193627285294e-06,2.7502244164979258e-06
Marattiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Marchantiaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,7.000070000700006e-05,2e-05,6.000000000000001e-05,4e-05,1.000010000100001e-05,1.700013600108801e-05,2.6000260002600028e-05,2.500020000160001e-05,2.1000126000756008e-05,2.300018400147201e-05,1.9252203880401603e-05,2.2000269502600147e-05,2.063760069497941e-05,1.4435006015726467e-05,2.750224416497926e-05
Maricaulaceae,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.0006000000000000001,0.0002,0.0003,0.0,0.00014000140001400014,0.00012,0.00017,0.00023,0.00034000340003400025,0.0002190017520140161,0.0002040020400204002,0.0001850014800118401,0.00021200127200763207,0.00023100184801478412,0.00022277550204455226,0.00019318986656970756,0.00023870824803859516,0.0002117134215639882,0.0001815148114888631
Marinifilaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0002,0.0001,0.00015000150001500016,0.00016,7.000000000000001e-05,8e-05,7.000070000700007e-05,0.00015300122400979207,0.00014900149001490014,0.00011600092800742405,0.00013900083400500405,0.00012400099200793606,0.00015126731620315547,0.00012925158332777588,0.0001540940851891796,0.00013541410405229116,0.00014782456238676353
Marinilabiliaceae,0.0,0.001,0.0,0.0,0.001,0.0002,0.0004,0.0002,0.0001,0.00030000000000000003,0.00030000300003000033,0.00023,0.00021,0.00023,0.0003100031000310003,0.0001980015840126721,0.0002050020500205002,0.0002000016000128001,0.00020200121200727206,0.0002090016720133761,0.0002110866639744033,0.00017943969813058247,0.00018367464618531675,0.00020002794050363821,0.00018839037253010792
Marinobacteraceae,0.012,0.007,0.008,0.007,0.014,0.0087,0.010499999999999999,0.0093,0.009,0.0091,0.008220082200822,0.00637,0.00901,0.00696,0.007080070800708001,0.006949055592444668,0.006211062110621101,0.005881047048376321,0.006344038064228324,0.006715053720429693,0.006501744281895586,0.006423391186337224,0.0066329248633663065,0.006358963840546894,0.006793741864853989
Mariprofundaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.00011000110001100011,6.000000000000001e-05,3.0000000000000004e-05,3.0000000000000004e-05,1.000010000100001e-05,3.800030400243202e-05,3.5000350003500036e-05,4.200033600268802e-05,3.000018000108001e-05,2.7000216001728015e-05,3.98795651808319e-05,4.537555584911281e-05,2.8204720949805195e-05,3.986811185295882e-05,4.81289272887137e-05
Marivirgaceae,0.0,0.002,0.002,0.0,0.0,0.0004,0.0004,0.0006000000000000001,0.0001,0.0001,0.00033000330003300017,0.00041,0.00044,0.00045000000000000004,0.0004400044000440003,0.00039800318402540013,0.00036100361003610023,0.0004170033360266441,0.00038800232801392405,0.0004310034480275361,0.0003987956518083045,0.00038500471629548266,0.0004299500144787128,0.0003691237252592029,0.0004462239115767868
Marseilleviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1.5000120000960007e-05,1.100011000110001e-05,1.0000080000640006e-05,8.000048000288004e-06,1.2000096000768006e-05,1.5126731620315546e-05,8.93760948543131e-06,1.926176064864745e-05,8.248574866129412e-06,7.5631171453692965e-06
Marsileaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,0.0,0.0,1.375157420028686e-06,1.3750168439125092e-06,0.0,2.7495249553764707e-06,2.0626683123734445e-06
Marsupiomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000040000320002e-06,6.000060000600006e-06,3.000024000192002e-06,0.0,4.000032000256002e-06,4.125472260086058e-06,4.812558953693784e-06,3.439600115829901e-06,0.0,6.875561041244814e-07
Massarinaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,2.000016000128001e-06,0.0,2.000016000128001e-06,2.062736130043029e-06,2.062525265868764e-06,4.127520138995882e-06,1.3747624776882351e-06,4.125336624746888e-06
Massisteriidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Mastigamoebidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Mastogloiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000240001920015e-06,4.000040000400004e-06,2.000016000128001e-06,1.0000060000360005e-06,1.0000080000640005e-06,6.87578710014343e-07,1.3750168439125092e-06,0.0,6.873812388441177e-07,1.3751122082489629e-06
Mastotermitidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Matoniaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0
Meessiidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,6.879200231659802e-07,0.0,0.0
Megachilidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,1.000010000100001e-05,4.000032000256002e-06,2.000020000200002e-06,2.000016000128001e-06,3.000018000108001e-06,3.0000240001920015e-06,4.125472260086058e-06,3.437542109781273e-06,2.751680092663921e-06,2.7495249553764707e-06,3.4377805206224074e-06
Megalyridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megascolecidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melampsoraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,6.000048000384003e-06,2.000020000200002e-06,7.000056000448003e-06,1.0000060000360005e-06,0.0,8.250944520172118e-06,5.500067375650037e-06,2.063760069497941e-06,5.4990499107529405e-06,6.875561041244814e-07
Melanogastraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,0.0,1.0000060000360005e-06,0.0,1.375157420028686e-06,0.0,0.0,1.3747624776882351e-06,0.0
Melanommataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,0.0,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,2.000016000128001e-06,0.0,0.0,6.87578710014343e-07,2.7500336878250184e-06,6.879200231659802e-07,6.873812388441177e-07,1.375112208248963e-06
Melanthiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melastomataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,1.000010000100001e-05,5.000040000320002e-06,4.000040000400004e-06,2.000016000128001e-06,3.000018000108001e-06,1.0000080000640005e-06,1.375157420028686e-06,1.3750168439125092e-06,6.879200231659802e-07,3.436906194220588e-06,6.875561041244814e-07
Meliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,1.000010000100001e-05,0.0,1e-05,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,2.000016000128001e-06,2.000012000072001e-06,2.000016000128001e-06,1.375157420028686e-06,1.3750168439125092e-06,6.879200231659802e-07,2.062143716532353e-06,1.375112208248963e-06
Melioribacteraceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0001,0.0002,6.000060000600007e-05,8e-05,0.00011,9e-05,9.000090000900009e-05,8.600068800550404e-05,9.100091000910009e-05,9.800078400627205e-05,6.800040800244802e-05,9.700077600620805e-05,0.00010726227876223749,7.631343483714426e-05,8.048664271041969e-05,9.692075467702058e-05,9.006984964030707e-05
Melittidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Meloidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Meloidogynidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,9.000072000576005e-06,1.4000140001400014e-05,7.000056000448003e-06,5.000030000180001e-06,1.1000088000704005e-05,8.250944520172116e-06,9.625117907387565e-06,5.503360185327842e-06,1.3747624776882353e-06,4.125336624746888e-06
Melosiraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,2.000016000128001e-06,2.000020000200002e-06,0.0,1.0000060000360005e-06,1.0000080000640005e-06,7.563365810157773e-06,2.7500336878250184e-06,2.0637600694979405e-06,3.436906194220588e-06,6.875561041244814e-07
Melyridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Membraniporidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meripilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,3.000024000192002e-06,1.0000060000360005e-06,1.0000080000640005e-06,6.87578710014343e-07,2.7500336878250184e-06,6.879200231659802e-07,3.436906194220588e-06,3.437780520622407e-06
Merismopediaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000030000300003e-05,0.0,3.0000000000000004e-05,0.0,1.000010000100001e-05,1.5000120000960009e-05,1.6000160001600015e-05,2.0000160001280012e-05,1.6000096000576005e-05,1.800014400115201e-05,2.062736130043029e-05,8.93760948543131e-06,1.2382560416987645e-05,1.3060243538038233e-05,2.337690754023237e-05
Meruliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,2.000016000128001e-06,4.000040000400004e-06,1.0000080000640005e-06,5.000030000180002e-06,1.0000080000640005e-06,1.375157420028686e-06,2.7500336878250184e-06,0.0,1.3747624776882351e-06,3.4377805206224074e-06
Merulinidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000300003000036e-05,0.0,0.0,1e-05,1.000010000100001e-05,2.9000232001856017e-05,1.000010000100001e-05,1.0000080000640006e-05,2.5000150000900008e-05,1.2000096000768006e-05,8.938523230186459e-06,1.031262632934382e-05,1.5134240509651568e-05,1.0998099821505884e-05,5.500448832995852e-06
Mesoaciditogaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,1.3750168439125092e-06,0.0,2.062143716532353e-06,0.0
Mesocestoididae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.000010000100001e-05,2.000016000128001e-06,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,0.0,0.0,1.3758400463319607e-06,2.062143716532353e-06,1.375112208248963e-06
Mesodesmatidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3750168439125092e-06,0.0,0.0,0.0
Mesodiniidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,1.3758400463319607e-06,6.873812388441177e-07,6.875561041244814e-07
Mesofilidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesomimiviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesopsocidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesosporaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Mesostigmataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,1.000010000100001e-06,1.0000080000640005e-06,4.000024000144001e-06,0.0,0.0,6.875084219562546e-07,6.879200231659802e-07,1.3747624776882351e-06,1.375112208248963e-06
Mesotaeniaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Mesyanzhinovviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,2.000020000200002e-06,4.000032000256002e-06,0.0,1.0000080000640005e-06,2.062736130043029e-06,4.812558953693783e-06,2.063760069497941e-06,2.7495249553764702e-06,5.500448832995852e-06
Metacrangonyctidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metacylididae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metamycoplasmataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,1.000010000100001e-05,3.0000000000000004e-05,1e-05,1e-05,1.000010000100001e-05,9.000072000576005e-06,1.0000100001000008e-05,1.800014400115201e-05,5.000030000180003e-06,1.1000088000704007e-05,8.250944520172116e-06,8.250101063475055e-06,7.567120254825783e-06,7.561193627285295e-06,8.938229353618259e-06
Metasarcidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metastrongylidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.000010000100001e-05,2.000016000128001e-06,9.00009000090001e-06,6.000048000384003e-06,3.0000180001080015e-06,1.0000080000640005e-06,6.188208390129087e-06,4.125050531737528e-06,3.4396001158299015e-06,6.186431149597059e-06,4.812892728871371e-06
