class,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Candidatus Methanomethylicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Methylomirabilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,4.000032000256002e-06,1.000010000100001e-06,3.000024000192002e-06,4.000024000144001e-06,1.0000080000640005e-06,2.062736130043029e-06,0.0,0.0,2.7495249553764707e-06,1.375112208248963e-06
Candidatus Micrarchaeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Moduliflexia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Muproteobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Nanoarchaeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Nanohaloarchaea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Nanosyncoccalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Odinarchaeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Ozemobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Paceibacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Peribacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,1e-05,1e-05,1e-05,0.0,7.000056000448003e-06,4.000040000400004e-06,9.000072000576005e-06,7.000042000252001e-06,6.000048000384003e-06,5.500629680114744e-06,4.812558953693783e-06,1.0318800347489704e-05,7.561193627285294e-06,1.1688453770116186e-05
Candidatus Phoenicimicrobiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Polarisedimenticolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Poseidoniia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1.000010000100001e-06,0.0,3.000018000108001e-06,6.000048000384003e-06,1.375157420028686e-06,6.875084219562546e-07,6.879200231659802e-07,6.873812388441177e-07,0.0
Candidatus Saccharimonadia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,1.375157420028686e-06,2.062525265868764e-06,6.879200231659802e-07,6.873812388441177e-07,2.062668312373444e-06
Candidatus Sericytochromatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Sumerlaeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875561041244814e-07
Candidatus Tariuqbacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Termititenacia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Tharpellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Thermofonsia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,4e-05,0.0,1.000010000100001e-05,6.000048000384002e-06,9.000090000900008e-06,2.000016000128001e-06,9.000054000324002e-06,3.000024000192002e-06,4.125472260086058e-06,8.250101063475055e-06,1.1694640393821664e-05,8.24857486612941e-06,1.3063565978365147e-05
Candidatus Uabimicrobiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3.000024000192002e-06,3.000030000300003e-06,2.000016000128001e-06,0.0,6.000048000384003e-06,6.87578710014343e-07,6.875084219562546e-07,1.3758400463319607e-06,2.062143716532353e-06,2.750224416497926e-06
Candidatus Undinarchaeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Vecturitrichia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caudoviricetes,0.0,0.0,0.0,0.001,0.0,0.0004,0.0005,0.0001,0.0004,0.0007,0.0004600046000460003,0.00048,0.00048,0.00037000000000000005,0.0003800038000380004,0.00042200337602691615,0.00040600406004060027,0.00043900351202807617,0.0003650021900131321,0.00037400299202393616,0.00039329502212815277,0.00042350518792497085,0.00043820505475667673,0.00041724041197829705,0.0003829687499972415
Centroplasthelida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,0.0,3.0000180001080015e-06,3.000024000192002e-06,0.0,4.812558953693783e-06,6.879200231659802e-07,0.0,2.0626683123734445e-06
Cephalocarida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cephalopoda,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,6.000060000600007e-05,3.0000000000000004e-05,5e-05,1e-05,3.000030000300003e-05,4.000032000256002e-05,3.900039000390004e-05,4.600036800294402e-05,4.600027600165601e-05,5.0000400003200026e-05,3.919198647081755e-05,3.850047162955026e-05,5.365776180694646e-05,5.224097415215294e-05,3.9878254039219924e-05
Cestoda,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,3.000030000300003e-05,0.0,0.0,2e-05,0.0,5.000040000320003e-06,5.000050000500004e-06,6.000048000384003e-06,4.000024000144001e-06,6.000048000384003e-06,9.626101940200802e-06,6.875084219562546e-06,8.255040277991764e-06,6.873812388441176e-06,1.2376009874240666e-05
Charophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,1.3750168439125092e-06,6.879200231659802e-07,0.0,2.750224416497926e-06
Chilopoda,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,1e-05,1.000010000100001e-05,1.0000080000640006e-05,6.000060000600006e-06,6.000048000384003e-06,6.000036000216002e-06,8.000064000512004e-06,6.87578710014343e-07,3.437542109781273e-06,4.815440162161862e-06,6.186431149597058e-06,7.563117145369296e-06
Chitinispirillia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chitinivibrionia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chitinophagia,0.001,0.0,0.003,0.0,0.0,0.0,0.0001,0.0,0.00030000000000000003,0.0002,0.0001900019000190002,0.00025,0.00014000000000000001,0.00024,0.0002500025000250003,0.00024100192801542413,0.00026600266002660026,0.0002360018880151041,0.00025100150600903604,0.00024400195201561612,0.0002447780207651061,0.00025025306559207667,0.00022288608750577763,0.00021240080280283234,0.00025164553410956023
Chlamydiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000040000400004e-05,4e-05,4e-05,0.0,8.000080000800009e-05,2.4000192001536012e-05,3.0000300003000026e-05,4.3000344002752026e-05,4.100024600147601e-05,3.600028800230402e-05,2.4065254850502004e-05,4.4000539005200294e-05,3.1644321065635094e-05,3.161953698682941e-05,2.9564912477352704e-05
Chlorarachniophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,2.000016000128001e-06,4.000040000400004e-06,3.000024000192002e-06,2.000012000072001e-06,1.0000080000640005e-06,1.375157420028686e-06,1.3750168439125092e-06,0.0,3.4369061942205884e-06,6.875561041244814e-07
Chlorobiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,2e-05,3.0000000000000004e-05,3.0000000000000004e-05,0.0,2.8000224001792016e-05,3.300033000330003e-05,3.400027200217602e-05,2.200013200079201e-05,1.700013600108801e-05,3.712925034077452e-05,3.0250370566075204e-05,2.201344074131137e-05,1.993405592647941e-05,3.231513689385063e-05
Chlorodendrophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,5.0000500005000046e-05,0.0,3.0000000000000004e-05,1e-05,2.000020000200002e-05,8.000064000512004e-06,7.000070000700007e-06,1.1000088000704007e-05,1.5000090000540005e-05,6.000048000384004e-06,1.0313680650215145e-05,1.1000134751300074e-05,2.4077200810809313e-05,6.186431149597058e-06,1.3063565978365149e-05
Chloroflexia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,0.0,2e-05,2.000020000200002e-05,1.1000088000704005e-05,7.000070000700007e-06,1.3000104000832005e-05,1.0000060000360002e-05,8.000064000512004e-06,1.1688838070243832e-05,6.875084219562546e-06,8.255040277991764e-06,1.2372862299194117e-05,8.93822935361826e-06
Chlorokybophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.750224416497926e-06
Chlorophyceae,0.001,0.0,0.0,0.001,0.0,0.0002,0.0002,0.0,0.0001,0.0,7.000070000700007e-05,8e-05,6.000000000000001e-05,6.000000000000001e-05,8.000080000800008e-05,0.00012000096000768007,9.90009900099001e-05,0.00013200105600844807,0.00010300061800370803,9.500076000608005e-05,0.00010863743618226619,0.00011756394015451954,0.00011006720370655686,0.00010173242334892942,0.00012719787926302907
Chloropicophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,2.000020000200002e-05,1.900015200121601e-05,1.000010000100001e-05,1.5000120000960007e-05,3.3000198001188005e-05,1.2000096000768006e-05,1.581431033032989e-05,2.1312761080643893e-05,1.3070480440153627e-05,8.935956104973529e-06,1.0313341561867222e-05
Choanoflagellata,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,8.000064000512004e-06,1.200012000120001e-05,1.8000144001152007e-05,1.9000114000684006e-05,1.2000096000768006e-05,1.2376416780258173e-05,1.2375151595212582e-05,1.1006720370655684e-05,1.0998099821505881e-05,1.5126234290738591e-05
Chromadorea,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,2.000020000200002e-05,6e-05,7.000000000000001e-05,4e-05,1.000010000100001e-05,3.900031200249602e-05,3.600036000360004e-05,3.300026400211202e-05,5.800034800208802e-05,5.0000400003200026e-05,4.95056671210327e-05,5.15631316467191e-05,5.9161121992274306e-05,4.8804067957932354e-05,4.812892728871371e-05
Chrymotiviricetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chrysiogenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,3.000024000192002e-06,6.000060000600006e-06,5.000040000320002e-06,1.0000060000360005e-06,2.000016000128001e-06,6.188208390129088e-06,6.875084219562546e-06,2.751680092663922e-06,4.811668671908823e-06,6.188004937120333e-06
Chrysomerophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,6.879200231659802e-07,0.0,0.0
Chrysophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,1e-05,2.000020000200002e-05,6.000048000384003e-06,7.000070000700006e-06,6.000048000384003e-06,1.4000084000504006e-05,4.000032000256002e-06,7.563365810157773e-06,5.500067375650037e-06,6.1912802084938224e-06,5.4990499107529405e-06,1.1000897665991703e-05
Chthonomonadia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,2.000016000128001e-06,3.0000180001080015e-06,5.000040000320003e-06,0.0,0.0,0.0,0.0,6.875561041244814e-07
Chytridiomycetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,2e-05,1e-05,3.0000300003000036e-05,1.800014400115201e-05,1.2000120001200012e-05,1.5000120000960009e-05,9.000054000324005e-06,1.1000088000704005e-05,6.8757871001434295e-06,1.1687643173256328e-05,1.0318800347489704e-05,1.3060243538038235e-05,1.4438678186614112e-05
Clitellata,0.0,0.0,0.0,0.001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,7.000070000700007e-05,0.00011,0.0001,0.00016,0.00016000160001600016,0.00012500100000800008,0.00013700137001370014,0.00013900111200889606,0.000128000768004608,0.00014600116800934408,0.00013957847813291164,0.00014506427703276972,0.00012451352419304247,0.00015122387254570588,0.00014026144524139421
Clostridia,0.001,0.0,0.001,0.0,0.0,0.0007,0.0006000000000000001,0.0007,0.0001,0.0005,0.0005300053000530005,0.00039000000000000005,0.00044,0.00031,0.0005100051000510005,0.0004350034800278402,0.0003790037900379004,0.0003800030400243202,0.0003630021780130681,0.0004030032240257922,0.00045242679118943766,0.0003911922920931089,0.0003817956128571191,0.0003746227751700441,0.00043247278949429886
Coleochaetophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,3.000024000192002e-06,1.0000060000360005e-06,0.0,6.87578710014343e-07,0.0,3.4396001158299015e-06,1.3747624776882351e-06,0.0
Collembola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640006e-05,1.100011000110001e-05,7.000056000448005e-06,6.000036000216003e-06,6.000048000384003e-06,7.563365810157773e-06,5.500067375650037e-06,4.815440162161862e-06,6.873812388441176e-06,6.188004937120334e-06
Colpodea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000240001920015e-06,0.0,0.0,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,6.879200231659802e-07,1.3747624776882353e-06,6.875561041244814e-07
Compsopogonophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,2.000020000200002e-05,3.0000240001920015e-06,2.000020000200002e-06,7.000056000448003e-06,4.000024000144002e-06,2.000016000128001e-06,4.125472260086058e-06,2.7500336878250184e-06,4.815440162161862e-06,8.935956104973529e-06,1.3751122082489629e-06
Conexivisphaeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Coniocybomycetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conoidasida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.000010000100001e-05,3.0000000000000004e-05,2e-05,5e-05,3.0000300003000036e-05,3.300026400211202e-05,3.100031000310003e-05,4.300034400275202e-05,2.600015600093601e-05,3.600028800230402e-05,2.7503148400573718e-05,4.056299689541902e-05,3.0268481019303137e-05,2.9557393270297057e-05,2.6814688060854777e-05
Coprothermobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coriobacteriia,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.000020000200002e-05,1e-05,3.0000000000000004e-05,2e-05,2.000020000200002e-05,2.6000208001664014e-05,2.4000240002400024e-05,2.300018400147201e-05,1.800010800064801e-05,2.8000224001792016e-05,1.9252203880401603e-05,1.8562727392818873e-05,1.994968067181343e-05,1.3060243538038235e-05,2.200179533198341e-05
Coscinodiscophyceae,0.009000000000000001,0.008,0.005,0.008,0.01,0.0069,0.0081,0.007,0.0068,0.0079,0.006190061900619001,0.0068200000000000005,0.006500000000000001,0.00603,0.006830068300683001,0.0064640517124134374,0.006337063370633702,0.0063640509124070375,0.006416038496230837,0.006347050776405949,0.006347039072142069,0.006421328661071101,0.006416230056068891,0.0062984742915284326,0.006359206407047277
Craniata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cryptophyceae,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.0004,0.0,0.0,0.0,0.00016000160001600016,0.00019,0.00016,0.0001,0.00013000130001300012,0.00020600164801312006,0.00015800158001580018,0.0001660013280106241,0.00015800094800568805,0.00016000128001024007,0.00017258225621360007,0.0001787521897086262,0.0001540940851891796,0.00016978316599449705,0.00021520506059087636
Cubozoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Culicoidibacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanophyceae,0.004,0.0,0.0,0.001,0.0,0.0018000000000000002,0.0011,0.0005,0.0022,0.0009,0.001230012300123001,0.0009400000000000001,0.00126,0.00107,0.0011900119001190008,0.0011800094400754124,0.0011430114301143007,0.0011770094160752564,0.0011500069000413362,0.0011790094320753405,0.0012259528399554721,0.0011557016573083489,0.001188037880007566,0.001187107399483688,0.0012355383191115508
Cystobasidiomycetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,0.0
Cytophagia,0.003,0.003,0.004,0.0,0.005,0.0027,0.0023,0.0024000000000000002,0.0035,0.003,0.0030900309003090024,0.0034500000000000004,0.00317,0.0032700000000000003,0.0031500315003150023,0.0032370258962070293,0.003356033560335602,0.003284026272210009,0.0033210199261194365,0.0031460251682011173,0.0032151180480270245,0.003381166419180653,0.003319902031798919,0.003283620177958088,0.0033305217683788323
Dacrymycetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.0000060000360005e-06,0.0,0.0,6.875084219562546e-07,2.063760069497941e-06,0.0,6.875561041244814e-07
Deferribacteres,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000040000320003e-06,7.000070000700006e-06,8.000064000512004e-06,1.4000084000504005e-05,1.0000080000640006e-05,1.168883807024383e-05,9.625117907387567e-06,6.191280208493823e-06,8.93595610497353e-06,7.563117145369297e-06
Deferrisomatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehalococcoidia,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,5e-05,4e-05,0.0001000010000100001,2.9000232001856013e-05,2.3000230002300022e-05,1.700013600108801e-05,2.5000150000900005e-05,1.4000112000896006e-05,2.4065254850502007e-05,3.506292951976899e-05,2.201344074131137e-05,2.268358088185588e-05,3.0252468581477186e-05
Deinococci,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,9.000090000900009e-05,0.00011,6e-05,0.00011,6.000060000600006e-05,9.500076000608005e-05,7.100071000710006e-05,8.700069600556804e-05,8.500051000306003e-05,8.200065600524804e-05,8.732249617182157e-05,9.900121276170067e-05,8.04866427104197e-05,7.629931751169705e-05,9.144496184855604e-05
Deltaproteobacteria,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,3.000030000300003e-05,2e-05,2e-05,3e-05,3.000030000300003e-05,3.0000240001920014e-05,3.000030000300003e-05,2.300018400147201e-05,2.700016200097201e-05,2.600020800166401e-05,2.4065254850502007e-05,3.0250370566075207e-05,2.132552071814539e-05,2.0621437165323525e-05,2.6814688060854777e-05
Demospongiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,4.000040000400004e-05,0.0,1e-05,3.0000000000000004e-05,3.000030000300003e-05,1.800014400115201e-05,2.2000220002200024e-05,2.8000224001792016e-05,2.1000126000756004e-05,1.2000096000768006e-05,1.856462517038726e-05,2.1312761080643893e-05,1.994968067181343e-05,2.9557393270297057e-05,2.268935143610789e-05
Desulfarculia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,7.000056000448003e-06,6.000060000600006e-06,5.000040000320003e-06,6.000036000216002e-06,2.000016000128001e-06,4.813050970100402e-06,6.8750842195625485e-06,1.1694640393821664e-05,2.062143716532353e-06,4.81289272887137e-06
Desulfobaccia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1.000010000100001e-05,2.000016000128001e-06,3.000030000300003e-06,6.000048000384003e-06,7.000042000252001e-06,4.000032000256002e-06,6.87578710014343e-07,1.3750168439125092e-06,6.191280208493823e-06,6.873812388441177e-07,2.0626683123734445e-06
Desulfobacteria,0.001,0.0,0.0,0.0,0.001,0.0019,0.0013,0.0025,0.0024999999999999996,0.0007,0.0016300163001630001,0.0017800000000000001,0.0017,0.00182,0.0016100161001610003,0.0016780134241073403,0.0017560175601756005,0.0015900127201016602,0.0017360104160624,0.0017480139841117963,0.0017725779144168352,0.0017675841528494403,0.001665454376084782,0.0017590085902020678,0.0016336333033996385
Desulfobulbia,0.001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001,0.0005,0.0001000010000100001,0.00016,0.00013000000000000002,0.00011,7.000070000700007e-05,0.00013300106400851206,0.00016500165001650017,0.00013200105600844807,0.00016000096000576004,0.0001540012320098561,0.00014576668652304073,0.0001306266001716884,0.000139647764702694,0.00013403934157460293,0.00015470012342800834
Desulfomonilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,5.000050000500004e-06,2.000016000128001e-06,1.0000060000360005e-06,5.000040000320002e-06,4.125472260086058e-06,2.7500336878250184e-06,2.751680092663922e-06,4.8116686719088236e-06,3.437780520622407e-06
Desulfovibrionia,0.0,0.0,0.001,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0001,6.000060000600006e-05,0.00019,0.00014000000000000001,9e-05,0.00011000110001100011,0.00012100096800774406,0.00013300133001330013,0.00011300090400723206,0.00012500075000450005,0.00011700093600748805,0.00012995237619271084,9.625117907387565e-05,0.00012451352419304244,0.00012372862299194116,0.00010450852782692119
Desulfurellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,2e-05,0.0,1.000010000100001e-05,0.0,3.0000300003000026e-06,3.000024000192002e-06,2.000012000072001e-06,1.0000080000640005e-06,4.125472260086058e-06,2.7500336878250184e-06,2.063760069497941e-06,1.3747624776882353e-06,0.0
Desulfuribacillia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
