genus,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Alternaria,,,,,,,,,,,,,1.9359210144226116e-05,1.8249507263303893e-05,,1.396011942882255e-05,1.7472803581225834e-05,1.042754679796167e-05,8.718456623935117e-06,1.2187457017451405e-05,3.576989939119856e-06,4.7501989145798296e-06,8.328346240287588e-06,2.3772873962166893e-06,1.4216746142227564e-05
Alternosema,,,,,,,,,,,,,,,,,,,,,,,,,
Alteromonas,0.025490196078431376,0.027522935779816512,0.012987012987012986,0.03131115459882582,0.034220532319391636,0.026500094643195155,0.02783001128243701,0.021830716200689392,0.023752969121140145,0.02277593926416196,0.026495414255225055,0.024080862338039417,0.026425321846868646,0.02589605080662822,0.02505744215077886,0.02415798667157481,0.024114216222449757,0.02392774405238753,0.02434716196799854,0.02416424513502671,0.024324723915992656,0.024475399907370545,0.024116511184372805,0.024190087900200254,0.02443740188964127
Althepus,,,,,,,,,,,,,,,,,,,,,,,,,
Altibacter,,,,,,0.00018928639030853684,0.00018804061677322304,0.0003829950210647262,0.00019794140934283454,0.00019466614755693983,0.0002307292968524678,0.00021776213116539035,0.00017423289129803502,0.00023724359442295055,0.00016282814394007937,0.00021812686607519175,0.00028305941801585837,0.00022419225615617582,0.00020226819367529466,0.00020196357343205183,0.00025038929573838994,0.0002351348462716572,0.00022367558473915242,0.0001973148538859852,0.0001919260729200721
Alvinella,,,,,,,,,,,,,,,,,1.7472803581225835e-06,,,,,,,,
Alysiella,,,,,,,,,,,,1.814684426378253e-05,,,,,3.494560716245167e-06,1.7379244663269445e-06,1.7436913247870234e-06,1.7410652882073435e-06,1.1923299797066186e-06,1.1875497286449574e-06,4.759054994450051e-06,,3.554186535556891e-06
Alyxoria,,,,,,,,,,,,1.814684426378253e-05,,,,1.7450149286028187e-06,1.7472803581225835e-06,,1.7436913247870234e-06,,,1.1875497286449574e-06,5.948818743062562e-06,4.754574792433379e-06,1.1847288451856302e-06
Amalthea,,,,,,,,,,,,,,,,,,,,,,1.1875497286449574e-06,,,
Amanita,,,,,,,,,,,,,,,,1.7450149286028187e-06,6.989121432490334e-06,8.689622331634723e-06,5.23107397436107e-06,1.0446391729244062e-05,1.1923299797066186e-05,5.937748643224787e-06,7.138582491675077e-06,9.509149584866757e-06,8.29310191629941e-06
Amantichitinum,,,,,,,,,,,,,1.9359210144226116e-05,1.8249507263303893e-05,,1.7450149286028187e-06,3.494560716245167e-06,1.7379244663269445e-06,1.7436913247870234e-06,,,2.3750994572899148e-06,1.1897637486125126e-06,,
Amaranthus,,,,,,,,,,,,,,,,5.2350447858084565e-06,,1.0427546797961668e-05,5.231073974361069e-06,8.705326441036719e-06,2.3846599594132372e-06,2.3750994572899148e-06,7.1385824916750775e-06,7.131862188650068e-06,1.1847288451856302e-06
Amaricoccus,,,,,,0.00018928639030853684,0.0003760812335464461,,,0.00038933229511387967,0.00019227441404372336,0.00016332159837404277,0.00011615526086535668,0.00027374260894955836,0.00019901217592676367,0.00016577641821726778,0.0001939481197516068,0.00015815112643575196,0.00021447403294880382,0.00018629398583818574,0.00020746541646895163,0.00016744451173893898,0.00018560314478355201,0.00019137163539544348,0.00015164529218376067
Amazonocrinis,,,,,,,,,,,,,,,,1.7450149286028187e-06,1.7472803581225835e-06,,1.7436913247870234e-06,,,1.1875497286449574e-06,1.1897637486125126e-06,3.565931094325034e-06,1.1847288451856302e-06
Ambispora,,,,,,,,,,,1.9227441404372333e-05,,1.9359210144226116e-05,3.6499014526607785e-05,,1.0470089571616913e-05,1.3978242864980672e-05,1.3903395730615556e-05,2.0924295897444278e-05,2.263384874669547e-05,1.5500289736186043e-05,1.5438146472384447e-05,2.0225983726412717e-05,1.7829655471625163e-05,8.29310191629941e-06
Amblyteles,,,,,,,,,,,,,,,,,,,,,,,,,
Ambo,,,,,,,,,,,,,,,,,,,,,,,,,
Amborella,,,,,,,,,,,3.845488280874467e-05,3.629368852756506e-05,,,,1.7450149286028187e-06,5.241841074367751e-06,5.213773398980835e-06,1.7436913247870234e-06,5.223195864622031e-06,2.3846599594132372e-06,2.3750994572899148e-06,7.138582491675077e-06,5.9432184905417225e-06,4.738915380742521e-06
Ambrosia,,,,,,,,,,,,1.814684426378253e-05,,,,3.4900298572056374e-06,,1.7379244663269445e-06,,3.482130576414687e-06,,,,2.377287396216689e-06,1.1847288451856302e-06
Ambrosiozyma,,,,,,,,,,,,,1.9359210144226116e-05,,,3.4900298572056374e-06,5.241841074367751e-06,5.213773398980835e-06,,1.7410652882073435e-06,4.7693199188264745e-06,1.1875497286449574e-06,,,5.92364422592815e-06
Amedibacillus,,,,,,,,,,,,,,1.8249507263303893e-05,,,,,1.7436913247870234e-06,,,,,1.06977932829751e-05,
Amedibacterium,,,,,,,,,,,,,,,,1.7450149286028187e-06,1.7472803581225835e-06,,,,1.1923299797066186e-06,2.3750994572899148e-06,,1.1886436981083447e-06,1.1847288451856302e-06
Ametastegia,,,,,,,,,,,,,,,,,,,,,,,,,
Ameyamaea,,,,,,,,,,,,,,,,,,,,,,,2.3795274972250257e-06,,
Amicula,,,0.0018552875695732837,,,,0.0003760812335464461,0.0009574875526618154,0.0007917656373713382,,0.00019227441404372314,0.0001270279098464777,0.00027102894201916556,0.0002007445798963428,0.00012664411195339504,8.725074643014093e-05,7.862761611551626e-05,9.732377011430889e-05,6.800396166669389e-05,9.401752556319655e-05,7.988610864034345e-05,6.294013561818274e-05,9.994015488345108e-05,5.5866253811092196e-05,7.582264609188033e-05
Aminiphilus,,,,,,,,,,,,,,,3.618403198668431e-05,,,3.475848932653889e-06,6.974765299148094e-06,,,,1.1897637486125126e-06,,
Aminipila,,,,,,,,,,,,,,,,5.235044785808457e-06,,,,5.223195864622031e-06,3.576989939119856e-06,1.1875497286449574e-06,2.3795274972250257e-06,2.377287396216689e-06,1.1847288451856302e-06
Aminithiophilus,,,,,,,,,,,,,,,,,,,,,,,,,
Aminivibrio,,,,,,,,,,,,,,3.6499014526607785e-05,,1.7450149286028187e-06,,1.7379244663269445e-06,1.7436913247870234e-06,1.7410652882073435e-06,1.1923299797066186e-06,1.1875497286449574e-06,1.1897637486125126e-06,1.1886436981083447e-06,
Aminobacter,,,,,,,,,,0.00019466614755693983,3.845488280874467e-05,3.629368852756506e-05,3.871842028845223e-05,,,2.617522392904228e-05,4.018744823681942e-05,4.171018719184667e-05,2.9642752521379396e-05,3.308024047593953e-05,3.696222937090518e-05,3.562649185934872e-05,2.617480246947528e-05,2.8527448754600272e-05,2.3694576903712604e-05
Aminobacterium,,,,,,,,,,,,,,1.8249507263303893e-05,,1.7450149286028187e-06,,,1.7436913247870234e-06,,,,1.1897637486125126e-06,3.565931094325034e-06,3.55418653555689e-06
Aminomonas,,,,,,,,,,,,,,,,6.980059714411275e-06,1.7472803581225835e-06,,,,,,,,
Ammonia,,,,,,,,,,,1.9227441404372333e-05,,1.9359210144226116e-05,,,,1.7472803581225835e-06,,,,,,1.1897637486125126e-06,,
Ammonifex,,,,,,,,,,,,,1.9359210144226116e-05,,,1.7450149286028187e-06,1.7472803581225835e-06,,,,,,1.1897637486125126e-06,1.1886436981083447e-06,1.1847288451856302e-06
Ammoniphilus,,,,,,,,,,,,,,,,3.4900298572056374e-06,,6.951697865307778e-06,1.7436913247870234e-06,5.223195864622031e-06,1.1923299797066186e-06,2.3750994572899148e-06,1.1897637486125126e-06,,7.10837307111378e-06
Amnibacterium,,,,,,,,,,,1.9227441404372333e-05,1.814684426378253e-05,,,1.8092015993342154e-05,1.221510450021973e-05,5.2418410743677504e-06,5.213773398980834e-06,1.7436913247870227e-05,5.223195864622031e-06,9.538639837652949e-06,1.5438146472384443e-05,2.260551122363774e-05,1.6641011773516825e-05,9.477830761485042e-06
Amniculibacterium,,,,,,,,,,,,,3.871842028845223e-05,,,3.4900298572056374e-06,1.7472803581225835e-06,1.7379244663269445e-06,1.7436913247870234e-06,3.482130576414687e-06,1.1923299797066186e-06,3.562649185934872e-06,2.3795274972250257e-06,,
Amniculicola,,,,,,,,,,,,,,,,6.980059714411275e-06,1.0483682148735503e-05,1.2165471264288611e-05,1.7436913247870234e-06,3.482130576414687e-06,7.153979878239712e-06,5.937748643224787e-06,3.5692912458375383e-06,1.1886436981083447e-06,5.92364422592815e-06
Amnimonas,,,,,,,0.00018804061677322304,,,0.00019466614755693983,,3.629368852756506e-05,,7.299802905321557e-05,,5.758549264389302e-05,3.494560716245167e-05,3.1282640393885005e-05,3.138644384616642e-05,8.357113383395248e-05,5.961649898533093e-05,4.5126889688508386e-05,3.093385746392534e-05,2.7338805056491924e-05,4.501969611705394e-05
Amoebidium,,,,,,,,,,,,,,,,,,,,1.7410652882073435e-06,,,,,
Amoeboaphelidium,,,,,,,,,,,1.9227441404372333e-05,7.258737705513012e-05,5.8077630432678344e-05,5.474852178991168e-05,,3.141026871485074e-05,3.14510464462065e-05,4.518603612450056e-05,3.8361209145314505e-05,4.874982806980562e-05,3.81545593506118e-05,2.4938544301544108e-05,3.6882676206987896e-05,2.4961517660275238e-05,4.146550958149706e-05
Amoebophrya,0.00196078431372549,,,,,0.0003785727806170737,0.0003760812335464461,,,0.00019466614755693983,0.00017304697263935106,0.00014517475411026024,0.00019359210144226114,0.0002007445798963428,9.046007996671078e-05,0.0001884616122891044,0.00016424435366352286,0.00021028886042556027,0.0001604196018804061,0.0001967403775674298,0.00020865774644865826,0.00019713325495506292,0.00018203385353771448,0.00015690096815030146,0.00017060095370673078
Amorpha,,,,,,,,,,,,,,,,,,,,,,,,,
Amorphochlora,,,,,,,,,,,,,,,,,1.7472803581225835e-06,,,,1.1923299797066186e-06,,,,
Amorphophallus,,,,,,,,,,,,,,,,,,,,,,,,,
Amorphotheca,,,,,,,,,,,,,,,,,,,1.7436913247870234e-06,,,1.1875497286449574e-06,2.3795274972250257e-06,,2.3694576903712604e-06
Amorphus,,,,,,,,,,,3.845488280874467e-05,,,1.8249507263303893e-05,1.8092015993342154e-05,8.725074643014094e-06,1.2230962506858088e-05,6.951697865307778e-06,8.718456623935114e-06,1.0446391729244062e-05,9.538639837652949e-06,7.125298371869744e-06,5.948818743062562e-06,8.320505886758411e-06,5.92364422592815e-06
Amoyvirus,,,,,,,,,,,,,,,,,,1.7379244663269445e-06,1.7436913247870234e-06,1.7410652882073435e-06,,,2.3795274972250257e-06,1.1886436981083447e-06,1.1847288451856302e-06
Ampelomyces,,,,,,,,,,,,,,,1.8092015993342154e-05,3.4900298572056374e-06,3.494560716245167e-06,1.7379244663269445e-06,,1.7410652882073435e-06,,,,,4.738915380742521e-06
Amphiamblys,,,,,,,,,,,,,,,,,,3.475848932653889e-06,,1.7410652882073435e-06,,3.562649185934872e-06,2.3795274972250257e-06,3.565931094325034e-06,1.1847288451856302e-06
Amphibacillus,,,,,,,,,,,,,,,,1.7450149286028187e-06,,1.7379244663269445e-06,,,2.3846599594132372e-06,,,,1.1847288451856302e-06
Amphibalanus,,,,,,,,,0.00019794140934283454,,1.9227441404372333e-05,0.0001270279098464777,1.9359210144226116e-05,,0.00010855209596005295,4.8860418000878915e-05,6.989121432490334e-05,6.082735632144306e-05,6.451657901711984e-05,0.0001079460478688553,5.603950904621107e-05,6.294013561818274e-05,4.4021258698662966e-05,9.509149584866756e-05,9.833249415040731e-05
Amphicaryon,,,,,,,,,,,,,,,,,,,,,,,,,
Amphidinium,,,,,,,,,,,,,,,,1.7450149286028187e-06,3.494560716245167e-06,1.7379244663269445e-06,3.487382649574047e-06,,,3.562649185934872e-06,1.1897637486125126e-06,1.1886436981083447e-06,
Amphidium,,,,,,,,,,,,,,,,,,,,,,,,,
Amphiduros,,,,,,,,,,,,,,,,,,,,,,,,,
Amphimedon,,,,,,,,,,,,1.814684426378253e-05,3.871842028845223e-05,3.6499014526607785e-05,1.8092015993342154e-05,1.7450149286028188e-05,3.319832680432909e-05,3.1282640393885005e-05,1.220583927350916e-05,6.964261152829374e-06,1.5500289736186043e-05,1.66256962010294e-05,2.1415747475025232e-05,2.615016135838358e-05,1.658620383259882e-05
Amphipleura,,,,,,,,,,,,,,,,,,,,,2.3846599594132372e-06,,,1.1886436981083447e-06,
Amphiplicatus,,,,,,,,,0.00019794140934283454,,1.9227441404372333e-05,,,,,2.2685194071836645e-05,8.736401790612917e-06,1.7379244663269446e-05,5.23107397436107e-06,1.3928522305658748e-05,1.6692619715892662e-05,9.500397829159659e-06,1.4277164983350153e-05,1.0697793282975102e-05,1.1847288451856302e-05
Amphipoea,,,,,,,,,,,,,,,,,,,,,,,,,
Amphiprora,,,,,,,,,,,,,,,,,,,,,,,,,
Amphipyra,,,,,,,,,,,,,,,,,,,,,,,,,
Amphisamytha,,,,,,,,,,,,,,,,,,,,,,,,,
Amphisiella,,,,,,,,,,,,,,,,,,,,,,1.1875497286449574e-06,,1.1886436981083447e-06,1.1847288451856302e-06
Amphisolenia,,,,,,,,,,,,,,,,,,,,,,,,,
Amphitetras,,,,,,,,,,,,,1.9359210144226116e-05,,,,,,,,,,,,
Amphora,,,,,,,0.00018804061677322304,,,,,1.814684426378253e-05,,1.8249507263303893e-05,,5.2350447858084565e-06,1.0483682148735501e-05,,1.7436913247870234e-06,5.223195864622031e-06,,4.7501989145798296e-06,2.3795274972250253e-06,3.565931094325034e-06,4.738915380742521e-06
Amphritea,,,,,,0.00018928639030853684,0.00018804061677322304,0.0005744925315970893,0.0003958828186856691,0.0005839984426708196,0.0004422311523005637,0.00025405581969295543,0.0005226986738941051,0.00027374260894955836,0.0004161163678468695,0.000347257970791961,0.0004770075377674653,0.0003110884794725231,0.00042894806589760764,0.00045093590964570193,0.0003326600643381466,0.00044889379742779384,0.00040214014703102933,0.00039819563886629543,0.0004158398246601562
Amplisiphonia,,,,,,,,,,,,,,,,1.7450149286028187e-06,,,1.7436913247870234e-06,,,1.1875497286449574e-06,,,
Ampulex,,,,,,,,,,,1.9227441404372333e-05,,1.9359210144226116e-05,3.6499014526607785e-05,,3.4900298572056374e-06,1.0483682148735503e-05,1.0427546797961668e-05,3.487382649574047e-06,6.964261152829374e-06,2.3846599594132372e-06,2.3750994572899148e-06,2.3795274972250257e-06,4.754574792433379e-06,3.554186535556891e-06
Ampunavirus,,,,,,,,,,,,1.814684426378253e-05,,,,,,,,,,,,,
Amrasca,,,,,,,,,,,,,,,,,,,1.7436913247870234e-06,,,,,,
Amycolatopsis,,,,,,,,,,,,9.073422131891265e-05,3.871842028845223e-05,3.6499014526607785e-05,9.046007996671075e-05,7.154561207271557e-05,5.766025181804526e-05,6.951697865307778e-05,3.313013517095345e-05,4.526769749339093e-05,5.246251910709122e-05,5.462728751766804e-05,6.543700617368819e-05,7.488455298082572e-05,5.212806918816773e-05
Amyelois,,,,,,,,,,,,,,,,,1.7472803581225835e-06,,8.718456623935114e-06,1.7410652882073435e-06,1.1923299797066186e-06,,,1.1886436981083447e-06,
Amygdalobacter,,,,,,,,,,,,,,,,,,,,1.7410652882073435e-06,2.3846599594132372e-06,,,,
Amylibacter,,,,0.001956947162426614,,0.0018928639030853683,0.0016923655509590073,0.0015319800842589048,0.0009897070467141727,0.001362663032898579,0.0015766501951585304,0.0012521322542009944,0.0014906591811054107,0.0012592160011679686,0.001157889023573897,0.0011918451962357037,0.0013034711471594464,0.0013017054252788462,0.0012572014451713946,0.001274459790967775,0.0012531388086716253,0.0013086798009666178,0.0012552007547861675,0.0013241490796925739,0.001213162337470015
Amylocarpus,,,,,,,,,,,,,,,,,,3.475848932653889e-06,,,,,1.1897637486125126e-06,2.377287396216689e-06,
Amylocystis,,,,,,,,,,,,,,,,,3.494560716245167e-06,,,,,3.562649185934872e-06,,,
Amylomyces,,,,,,,,,,,,,,,,,,,,,,,,,
Amylostereum,,,,,,,,,,,,,,,,,,,,,,,4.759054994450052e-06,4.754574792433379e-06,2.3694576903712604e-06
Amynthas,,,,,,,,,,,,,,,,,,,,,,,,,
Anabaena,,,,,,,,0.0001914975105323631,0.00019794140934283454,,3.845488280874467e-05,5.444053279134759e-05,,,,2.2685194071836645e-05,3.3198326804329085e-05,3.1282640393885005e-05,2.4411678547018328e-05,3.482130576414687e-05,2.8615919512958847e-05,4.2751790231218465e-05,3.331338496115036e-05,2.9716092452708617e-05,3.4357136510383275e-05
Anabaenopsis,,,,,,,,,,,,,,1.8249507263303893e-05,,1.7450149286028187e-06,,1.7379244663269445e-06,3.487382649574047e-06,3.482130576414687e-06,,1.1875497286449574e-06,,2.377287396216689e-06,2.3694576903712604e-06
Anacaena,,,,,,,,,,,,,,,,,,,1.7436913247870234e-06,,,1.1875497286449574e-06,,,
Anadara,,,,,,,,,,,,,,,,,,,,,,,,,
Anaeramoeba,,,,,,,,,,,3.845488280874467e-05,7.258737705513012e-05,1.9359210144226116e-05,1.8249507263303893e-05,0.00010855209596005295,2.966525378624792e-05,3.844016787869684e-05,5.7351507388789174e-05,4.010490047010153e-05,4.526769749339093e-05,4.292387926943827e-05,3.0876292944768893e-05,3.6882676206987896e-05,4.041388573568371e-05,3.0802949974826384e-05
Anaeroarcus,,,,,,,,,,,,,,,,1.7450149286028187e-06,3.494560716245167e-06,5.213773398980835e-06,,,,,,,
Anaerobaca,,,,,,,,,,,,3.629368852756506e-05,1.9359210144226116e-05,,1.8092015993342154e-05,8.725074643014094e-06,6.989121432490334e-06,8.689622331634723e-06,8.718456623935114e-06,1.0446391729244062e-05,2.3846599594132372e-06,1.0687947557804616e-05,1.546692873196267e-05,1.06977932829751e-05,5.92364422592815e-06
Anaerobacillus,,,,,,0.0003785727806170737,,,,,,,,,,3.4900298572056374e-06,1.2230962506858086e-05,1.7379244663269445e-06,5.23107397436107e-06,8.705326441036719e-06,2.3846599594132372e-06,3.562649185934872e-06,2.3795274972250253e-06,1.307508067919179e-05,1.1847288451856302e-06
Anaerobacterium,,,,,,,,,,,,,,,,,,,,1.7410652882073435e-06,1.1923299797066186e-06,,4.759054994450052e-06,2.377287396216689e-06,2.3694576903712604e-06
Anaerobiospirillum,,,,,,,,,,,1.9227441404372333e-05,,,,,3.4900298572056374e-06,6.989121432490334e-06,1.0427546797961668e-05,6.974765299148094e-06,1.0446391729244062e-05,8.346309857946331e-06,9.500397829159659e-06,3.5692912458375383e-06,4.754574792433379e-06,4.738915380742521e-06
Anaerobium,,,,,,,,,,,,,,,1.8092015993342154e-05,,,,,1.7410652882073435e-06,,2.3750994572899148e-06,1.1897637486125126e-06,1.1886436981083447e-06,
Anaerobranca,0.00196078431372549,,,,,,,,,,,,,,,,,,1.7436913247870234e-06,3.482130576414687e-06,2.3846599594132372e-06,2.3750994572899148e-06,3.5692912458375383e-06,2.3772873962166893e-06,
Anaerobutyricum,,,,,,,,,,,,,,,,,1.7472803581225835e-06,3.475848932653889e-06,,1.7410652882073435e-06,1.1923299797066186e-06,,,,
Anaerococcus,,,,,,,,,,,,,,,,5.2350447858084565e-06,1.7472803581225835e-06,3.475848932653889e-06,,3.482130576414687e-06,3.576989939119856e-06,1.1875497286449574e-06,2.3795274972250253e-06,7.131862188650068e-06,5.923644225928151e-06
Anaerocolumna,,,,,,0.0003785727806170737,0.0003760812335464461,,,,1.9227441404372333e-05,,,7.299802905321557e-05,,5.2350447858084565e-06,1.2230962506858086e-05,8.689622331634723e-06,1.2205839273509164e-05,1.0446391729244062e-05,1.4307959756479423e-05,1.5438146472384443e-05,1.1897637486125126e-05,1.0697793282975102e-05,1.5401474987413192e-05
Anaerofilum,,,,,,,,,0.0003958828186856691,,,,,,3.618403198668431e-05,3.4900298572056374e-06,1.7472803581225835e-06,,3.487382649574047e-06,3.482130576414687e-06,2.3846599594132372e-06,8.312848100514702e-06,,4.754574792433378e-06,2.3694576903712604e-06
Anaerofustis,,,,,,,,,,,,1.814684426378253e-05,,,,,,,,,,,,,
Anaeroglobus,,,,,,,,,,,,,,,1.8092015993342154e-05,,,,1.7436913247870234e-06,,,,,,
Anaerohalosphaera,,,,,,,,,0.00019794140934283454,,3.845488280874467e-05,1.814684426378253e-05,1.9359210144226116e-05,1.8249507263303893e-05,1.8092015993342154e-05,2.7920238857645106e-05,2.7956485729961337e-05,2.259301806225028e-05,3.138644384616642e-05,4.178556691697625e-05,1.6692619715892662e-05,2.3750994572899144e-05,3.6882676206987896e-05,2.615016135838358e-05,2.7248763439269495e-05
Anaerolinea,,,,,,,,0.0003829950210647262,,,1.9227441404372333e-05,5.444053279134759e-05,5.8077630432678344e-05,3.6499014526607785e-05,1.8092015993342154e-05,4.7115403072276116e-05,5.766025181804526e-05,4.344811165817361e-05,3.138644384616642e-05,5.745515451084234e-05,4.1731549289731664e-05,3.325139240205881e-05,3.3313384961150364e-05,5.230032271676715e-05,5.094334034298209e-05
Anaeromassilibacillus,,,,,,,,,,,,,,,,,,,,,1.1923299797066186e-06,,1.1897637486125126e-06,,
Anaeromicrobium,,,,,,,,,,,,,1.9359210144226116e-05,,1.8092015993342154e-05,3.4900298572056374e-06,1.7472803581225835e-06,6.951697865307778e-06,1.7436913247870234e-06,,,2.3750994572899148e-06,3.5692912458375383e-06,3.565931094325034e-06,1.1847288451856302e-06
Anaeromicropila,,,,,,,,,,,,,,,1.8092015993342154e-05,,5.2418410743677504e-06,,3.487382649574047e-06,,2.3846599594132372e-06,2.3750994572899148e-06,4.7590549944500505e-06,1.1886436981083447e-06,
Anaeromonas,,,,,,,,,,,,,,,,,1.7472803581225835e-06,,1.7436913247870234e-06,,1.1923299797066186e-06,1.1875497286449574e-06,,1.1886436981083447e-06,
Anaeromusa,,,,,,,,,,,,,,,,1.7450149286028187e-06,1.7472803581225835e-06,3.475848932653889e-06,,1.7410652882073435e-06,,1.1875497286449574e-06,1.1897637486125126e-06,2.377287396216689e-06,1.1847288451856302e-06
Anaeromyces,,,,,,,,,,,,,,1.8249507263303893e-05,1.8092015993342154e-05,3.4900298572056374e-06,,1.7379244663269445e-06,6.974765299148092e-06,5.223195864622031e-06,9.538639837652949e-06,8.312848100514705e-06,2.3795274972250257e-06,,5.92364422592815e-06
Anaeromyxobacter,,,,,,,,,,,1.9227441404372333e-05,1.814684426378253e-05,1.9359210144226116e-05,5.474852178991168e-05,,2.4430209000439464e-05,2.0967364297471005e-05,1.3903395730615556e-05,1.569322192308321e-05,2.959810989952484e-05,1.5500289736186043e-05,2.6126094030189065e-05,2.2605511223637744e-05,2.13955865659502e-05,2.3694576903712604e-05
Anaeropeptidivorans,,,,,,,,,,,,,,,,1.7450149286028187e-06,,1.7379244663269445e-06,,,,,,,1.1847288451856302e-06
Anaerophaga,,,,,,,,0.0001914975105323631,,,3.845488280874467e-05,5.444053279134759e-05,1.9359210144226116e-05,,1.8092015993342154e-05,1.0470089571616913e-05,8.736401790612917e-06,6.951697865307778e-06,1.569322192308321e-05,2.089278345848812e-05,1.1923299797066186e-05,9.500397829159659e-06,1.0707873737512615e-05,7.131862188650068e-06,1.0662559606670673e-05
Anaerophilus,,,,,,,,,,,,,,1.8249507263303893e-05,,3.4900298572056374e-06,,,3.487382649574047e-06,,,,,,1.1847288451856302e-06
Anaerosacchariphilus,,,,,,,,,,,,,3.871842028845223e-05,1.8249507263303893e-05,,,3.494560716245167e-06,,,5.223195864622031e-06,1.1923299797066186e-06,,2.3795274972250257e-06,,
Anaerosalibacter,,,,,,,,,,,,,,,,,1.7472803581225835e-06,,,1.7410652882073435e-06,,,1.1897637486125126e-06,2.3772873962166893e-06,
Anaerosolibacter,,,,,,,,,,,,,,1.8249507263303893e-05,,3.4900298572056374e-06,1.7472803581225835e-06,,,3.482130576414687e-06,,,,,2.3694576903712604e-06
Anaerosoma,,,,,,,,,,,,,,,,,,,1.7436913247870234e-06,,,1.1875497286449574e-06,1.1897637486125126e-06,,
Anaerosphaera,,,,,,,,,,,,,,,,,,,,,,,1.1897637486125126e-06,2.377287396216689e-06,
Anaerospora,,,,,,,,,,,,,,,,3.4900298572056374e-06,3.494560716245167e-06,,3.487382649574047e-06,1.7410652882073435e-06,1.1923299797066186e-06,2.3750994572899148e-06,1.1897637486125126e-06,2.377287396216689e-06,2.3694576903712604e-06
Anaerosporobacter,,,,,,,,,,,,,,,,,1.7472803581225835e-06,,,,1.1923299797066186e-06,2.3750994572899148e-06,3.5692912458375383e-06,,
Anaerosporomusa,,,,,,,,,,,,,,,3.618403198668431e-05,,,1.7379244663269445e-06,,,1.1923299797066186e-06,1.1875497286449574e-06,,,2.3694576903712604e-06
Anaerostipes,,,,,,,,,,,,,,5.474852178991168e-05,,5.2350447858084565e-06,3.494560716245167e-06,5.213773398980834e-06,1.2205839273509164e-05,5.223195864622031e-06,2.3846599594132372e-06,3.562649185934872e-06,3.5692912458375383e-06,1.307508067919179e-05,7.108373071113782e-06
Anaerotalea,,,,,,,,,,,,,,,,,1.7472803581225835e-06,3.475848932653889e-06,,,,2.3750994572899148e-06,2.3795274972250257e-06,,2.3694576903712604e-06
Anaerotardibacter,,,,,,,,,,,,,,,,,,,,,,1.1875497286449574e-06,,,1.1847288451856302e-06
Anaerotignum,,,,,,,,,,,,,,,,3.4900298572056374e-06,3.494560716245167e-06,3.475848932653889e-06,3.487382649574047e-06,1.7410652882073435e-06,5.961649898533093e-06,3.562649185934872e-06,3.5692912458375375e-06,1.1886436981083447e-06,2.3694576903712604e-06
Anaerotruncus,,,,,,,,0.0001914975105323631,0.00019794140934283454,0.00019466614755693983,0.00015381953123497867,0.00014517475411026024,9.679605072113057e-05,7.299802905321557e-05,7.236806397336862e-05,7.154561207271557e-05,8.911129826425177e-05,5.908943185511612e-05,5.5798122393184736e-05,5.223195864622031e-05,3.9346889330318405e-05,6.769033453276256e-05,5.9488187430625637e-05,5.467761011298385e-05,4.857388265261083e-05
Anaerovibrio,,,,,,,,,,,,,,,3.618403198668431e-05,1.7450149286028187e-06,,3.475848932653889e-06,3.487382649574047e-06,,,2.3750994572899148e-06,1.1897637486125126e-06,3.565931094325034e-06,1.1847288451856302e-06
Anaerovirgula,,,,,,,,,,,,,,,,,,1.7379244663269445e-06,3.487382649574047e-06,1.7410652882073435e-06,,3.562649185934872e-06,,3.565931094325034e-06,1.1847288451856302e-06
Anaerovorax,,,,,,,,,,,,,,,,3.4900298572056374e-06,1.7472803581225835e-06,,1.7436913247870234e-06,1.7410652882073435e-06,,2.3750994572899148e-06,,,1.1847288451856302e-06
Analipus,,,,,,,,,,,,,,,,1.7450149286028187e-06,1.7472803581225835e-06,,,,,,,,
Ananas,,,,,,0.00018928639030853684,,,,,1.9227441404372333e-05,,,5.474852178991167e-05,,3.4900298572056374e-06,6.989121432490334e-06,8.689622331634723e-06,8.718456623935114e-06,8.705326441036717e-06,9.538639837652949e-06,9.500397829159659e-06,1.0707873737512615e-05,1.4263724377300136e-05,8.29310191629941e-06
Anania,,,,,,,,,,,,,,,,,,,,,,,,,
Anaplasma,,,,,,,,,,,1.9227441404372333e-05,,,,,5.2350447858084565e-06,1.7472803581225835e-06,6.951697865307778e-06,8.718456623935117e-06,1.7410652882073435e-06,1.1923299797066186e-06,2.3750994572899148e-06,,2.3772873962166893e-06,7.108373071113782e-06
Anaposvirus,,,,,,,,,,,,,,,,1.7450149286028187e-06,3.494560716245167e-06,,,3.482130576414687e-06,,2.3750994572899148e-06,,1.1886436981083447e-06,
Anarsia,,,,,,,,,,,,,,,,,,,,,,,,,
