order,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Actiniaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,2.000020000200002e-05,3.0000000000000004e-05,6e-05,0.0,2.000020000200002e-05,3.800030400243202e-05,2.900029000290003e-05,3.900031200249602e-05,3.800022800136801e-05,3.600028800230402e-05,3.094104195064543e-05,3.6437946363681495e-05,4.127520138995883e-05,3.643120565873824e-05,2.4064463644356854e-05
Actinomycetales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.0,0.0,9.000090000900009e-05,6e-05,8e-05,4e-05,4.000040000400004e-05,4.400035200281602e-05,5.600056000560005e-05,5.500044000352003e-05,4.5000270001620016e-05,5.400043200345603e-05,4.2629880020889264e-05,4.743808111498157e-05,6.191280208493823e-05,5.430311786868529e-05,5.4316932225834036e-05
Actinopolysporales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,3.000024000192002e-06,5.00003000018e-06,1.0000080000640005e-06,1.375157420028686e-06,5.500067375650037e-06,1.3758400463319607e-06,6.873812388441177e-07,0.0
Acytosteliales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,1.000010000100001e-05,1e-05,2e-05,1e-05,0.0,7.000056000448003e-06,7.0000700007000055e-06,1.0000080000640006e-05,4.000024000144002e-06,1.1000088000704005e-05,1.1688838070243832e-05,9.625117907387565e-06,8.942960301157744e-06,1.3060243538038235e-05,9.62578545774274e-06
Adapedonta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adinetida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,3.000024000192002e-06,6.000060000600006e-06,1.0000080000640006e-05,7.000042000252001e-06,4.000032000256002e-06,6.188208390129088e-06,4.812558953693784e-06,2.751680092663922e-06,6.186431149597058e-06,2.0626683123734445e-06
Aeromonadales,0.0,0.001,0.0,0.0,0.0,0.0002,0.00030000000000000003,0.0002,0.00030000000000000003,0.0001,0.00045000450004500036,0.00030000000000000003,0.00034,0.0004,0.0003500035000350004,0.0003440027520220162,0.00034500345003450036,0.00035400283202265614,0.0003340020040120241,0.00039300314402515216,0.00037266766082777393,0.0003513168036196461,0.00034808753172198607,0.0003780596813642647,0.0003348398227086225
Agaricales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,1e-05,1e-05,4.000040000400004e-05,1.3000104000832007e-05,1.2000120001200012e-05,1.700013600108801e-05,1.1000066000396005e-05,1.5000120000960007e-05,1.7189467750358575e-05,1.925023581477513e-05,1.4446320486485586e-05,1.443500601572647e-05,1.2376009874240668e-05
Agaricostilbales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,2.062736130043029e-06,6.875084219562546e-07,0.0,0.0,0.0
Agelasida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,2.000016000128001e-06,3.000030000300003e-06,7.000056000448003e-06,4.000024000144001e-06,1.0000080000640005e-06,2.750314840057372e-06,2.7500336878250184e-06,4.815440162161862e-06,6.186431149597058e-06,3.437780520622407e-06
Aggregatilineales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahnfeltiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,2.000016000128001e-06,1.0000060000360005e-06,1.0000080000640005e-06,0.0,6.875084219562546e-07,1.3758400463319607e-06,1.3747624776882351e-06,6.875561041244814e-07
Alaninales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
