order,1000,10000,100000,1000000,10000000
Abditibacteriales,,,,,
Acanthocystida,2.445070792614994e-06,2.445070792614994e-06,2.445070792614994e-06,2.4450707926149934e-06,2.1879934582831286e-06
Acanthoecida,4.3299293807858874e-06,4.3299293807858874e-06,4.3299293807858874e-06,4.3299293807858874e-06,4.370582280777627e-06
Acanthopleuribacterales,0.00023712713476971146,3.5780344405824714e-05,3.5780344405824714e-05,2.7199026969216318e-05,2.929454301631719e-05
Acarosporales,,,,,
Acaryochloridales,8.392723851830499e-05,8.392723851830499e-05,8.392723851830499e-05,6.264318945052226e-05,5.9030081433362165e-05
Acetobacterales,0.0007045028792999639,0.0007045028792999639,0.0007149766839116779,0.0007676907407807145,0.0007660183509135136
Acholeplasmatales,4.6794244953083926e-05,4.6794244953083926e-05,4.6794244953083926e-05,4.556881446486243e-05,4.545605854154631e-05
Acidaminococcales,2.3867827091560324e-05,2.3867827091560324e-05,2.3867827091560324e-05,1.5476230253358493e-05,1.486392395576897e-05
Acidiferrobacterales,0.0001374645682440543,0.0001374645682440543,0.00012399163453672527,0.00012298449823441667,0.0001250392924252278
Acidilobales,,,,,
Acidimicrobiales,0.0019292742267917513,0.0019292742267917513,0.0018442108065016248,0.0018842457207483977,0.0018817831435471838
Acidithiobacillales,0.0001362177005715414,0.00013621770057154137,0.00010817170013980992,9.17993922875821e-05,9.094086055661212e-05
Acidothermales,8.3383851726606e-06,8.338385172660602e-06,8.338385172660602e-06,4.136025487640562e-06,2.912947883184535e-06
Acoela,6.418897233455687e-06,6.418897233455687e-06,6.418897233455687e-06,6.418897233455687e-06,
Acrochaetiales,4.368154811362624e-06,4.368154811362624e-06,4.368154811362624e-06,4.368154811362624e-06,4.368154811362624e-06
Acrospermales,4.077170292328761e-06,4.077170292328761e-06,4.077170292328761e-06,4.077170292328761e-06,4.366410850862401e-06
Acrosymphytales,3.2443468455544483e-06,3.2443468455544483e-06,3.2443468455544483e-06,3.2443468455544483e-06,3.2783684638517012e-06
Actiniaria,0.0001255844076303035,0.00012558440763030346,0.00011054511861950283,0.0001116648653639459,0.00010756484914739456
Actinomycetales,0.00022747976235159848,0.0002274797623515985,0.00017821209015098343,0.000164559820323567,0.0001657159094573229
Actinopolysporales,7.565811938820929e-06,7.5658119388209295e-06,7.5658119388209295e-06,7.5658119388209295e-06,7.106032855043199e-06
Acytosteliales,5.2149991182607235e-05,5.2149991182607235e-05,3.286320852039288e-05,2.9374214164340952e-05,3.36565156556256e-05
Adapedonta,,,,,
Adinetida,1.8104488782250478e-05,1.8104488782250478e-05,1.8104488782250478e-05,1.6633667152534848e-05,1.3984041316994533e-05
Aeromonadales,0.0011684903956937127,0.001055093609636474,0.0011645626456037387,0.0011367770350841483,0.0011348868773947214
Agaricales,4.97802006955398e-05,4.97802006955398e-05,4.97802006955398e-05,4.656916976377324e-05,4.940112207471352e-05
Agaricostilbales,3.980621891650097e-06,3.980621891650097e-06,3.980621891650097e-06,3.980621891650097e-06,4.368759008023244e-06
Agelasida,1.3728083932258843e-05,1.3728083932258846e-05,1.3728083932258846e-05,1.179958170516846e-05,1.2678357758390659e-05
Aggregatilineales,,,,,
Ahnfeltiales,3.6488053653918213e-06,3.6488053653918213e-06,3.6488053653918205e-06,3.648805365391821e-06,3.280179325638197e-06
Alaninales,2.193049786616398e-06,2.193049786616398e-06,2.193049786616398e-06,2.193049786616398e-06,2.193049786616398e-06
Albuginales,1.3379054006291632e-05,1.3379054006291632e-05,1.3379054006291632e-05,1.3379054006291632e-05,1.0051024146668263e-05
Algavirales,0.00017854838082724588,0.00017854838082724585,0.00012444500555566294,0.0001238073245119254,0.00012287103891638326
Alismatales,5.4301150625155476e-05,5.430115062515546e-05,5.430115062515546e-05,5.0575323959329004e-05,5.289563880706034e-05
Alteromonadales,0.25581366895266927,0.2537450959848696,0.2542036091822567,0.2531493923157692,0.25245125217552744
Amborellales,1.0905131003635977e-05,1.0905131003635977e-05,1.090513100363598e-05,5.4113451741642794e-06,4.805588998177936e-06
Amphidiniales,3.793240832034486e-06,3.793240832034486e-06,3.793240832034486e-06,3.793240832034486e-06,3.2812358056966005e-06
Amphipoda,1.730576913303985e-05,1.730576913303985e-05,1.730576913303985e-05,1.4184341831390874e-05,1.4863489716734947e-05
Amylocorticiales,,,,,
Anaerolineales,0.0005495080179070925,0.00019861684363950806,0.00018098418797093594,0.00018523056730312853,0.0001884323401612991
Anaeroplasmatales,,,,,
Anaerosomatales,,,,,
Anaulales,0.00027337673281044544,0.0002733767328104454,0.0002689646100742091,0.0002836408408400983,0.00031394939316892927
Ancyromonadida,6.527233866246923e-06,6.527233866246923e-06,6.527233866246923e-06,6.527233866246923e-06,6.556868503356753e-06
Andreaeales,2.193049786616398e-06,2.193049786616398e-06,2.193049786616398e-06,2.193049786616398e-06,2.193049786616398e-06
Anisolpidiales,,,,,
Anostraca,2.037427389980762e-05,2.037427389980762e-05,2.0374273899807615e-05,1.7853033703089e-05,1.7048947141623713e-05
Anthoathecata,1.6387036033932027e-05,1.6387036033932027e-05,1.6387036033932027e-05,1.6387036033932027e-05,2.0555392996625594e-05
Anthocerotales,,,,,
Antipatharia,2.181843570543502e-06,2.181843570543502e-06,2.181843570543502e-06,2.181843570543502e-06,2.181843570543502e-06
Aphragmophora,,,,,
Apiales,4.529624870007959e-05,4.52962487000796e-05,4.52962487000796e-05,4.43976228711849e-05,4.6339733997251235e-05
Aplysiida,1.7993969894808444e-05,1.7993969894808444e-05,1.7993969894808444e-05,1.3190745643656754e-05,1.2238215323757956e-05
