,1000,10000,100000,1000000,10000000
Phylum,0.7902,0.8068,0.8061619999999999,0.8064772,0.80931896
Class,0.7902000000000001,0.8068,0.8061619999999999,0.8064772,0.8093175800000001
Order,0.7806000000000001,0.79418,0.79281,0.7928734000000001,0.79546782
Family,0.7476,0.7595999999999999,0.759746,0.7591338,0.76104904
Genus,0.7166,0.70976,0.7151419999999999,0.7153082,0.7174774600000001
Species,0.6534,0.65016,0.6540779999999999,0.6563825999999999,0.6601197400000001
