class,1000_1_nr_rpm,1000_2_nr_rpm,1000_3_nr_rpm,1000_4_nr_rpm,1000_5_nr_rpm,10000_1_nr_rpm,10000_2_nr_rpm,10000_3_nr_rpm,10000_4_nr_rpm,10000_5_nr_rpm,100000_1_nr_rpm,100000_2_nr_rpm,100000_3_nr_rpm,100000_4_nr_rpm,100000_5_nr_rpm,1000000_1_nr_rpm,1000000_2_nr_rpm,1000000_3_nr_rpm,1000000_4_nr_rpm,1000000_5_nr_rpm,10000000_1_nr_rpm,10000000_2_nr_rpm,10000000_3_nr_rpm,10000000_4_nr_rpm,10000000_5_nr_rpm
Armatimonadia,,,,,,,,,0.0002660281989890929,,3.887974494887317e-05,2.5002500250025007e-05,1.3127494223902542e-05,2.524360074721059e-05,2.4982512241431017e-05,1.3530534726733118e-05,8.612564994106552e-06,1.4721632334594007e-05,1.7237536952970745e-05,9.835271496523124e-06,1.5981239706820838e-05,1.597473637481188e-05,1.7667576967538073e-05,1.1776739929205596e-05,1.1756170309960464e-05
Armophorea,,,,,,,,,,,,,,,,1.2300486115211924e-06,,,,8.605862559457733e-06,4.2055893965317996e-06,,,,
Arthoniomycetes,,,,,,,,,,,,1.2501250125012503e-05,,,,1.2300486115211924e-06,3.6910992831885217e-06,7.3608161672970026e-06,3.6937579184937327e-06,3.6882268111961716e-06,2.52335363791908e-06,1.6815511973486187e-06,5.047879133582305e-06,1.1776739929205596e-05,4.1986322535573095e-06
Ascetosporea,,,,,,,,,,,,,,,,,,,,,,,,,
Atractiellomycetes,,,,,,,,,,,,,,,,3.6901458345635777e-06,1.2303664277295073e-06,1.2268026945495004e-06,6.156263197489552e-06,1.2294089370653905e-06,1.6822357586127198e-06,1.6815511973486187e-06,2.523939566791153e-06,3.3647828369158844e-06,1.6794529014229239e-06
Atribacteria,,,,,,,,0.00012919896640826872,,0.00013271400132714006,,1.2501250125012503e-05,1.3127494223902542e-05,,,2.0910826395860273e-05,1.59947635604836e-05,2.0855645807341506e-05,2.708755806895403e-05,1.9670542993046248e-05,1.345788606890176e-05,1.1770858381440332e-05,1.4302324211816534e-05,1.9347501312266333e-05,2.099316126778655e-05
Bacillariophyceae,0.03164556962025317,0.03270440251572327,0.043037974683544304,0.040051679586563305,0.03430749682337992,0.03170890188434049,0.036466358500256806,0.03501291989664083,0.03750997605746209,0.034107498341074995,0.03355321989087751,0.057643264326432644,0.033658895190086115,0.0608118342000303,0.0571474967522734,0.06698721733483105,0.06706727397553539,0.07059758786054399,0.06985881225983072,0.06918990556910165,0.06665606858138928,0.06929336174034068,0.06971205214795881,0.06663279451944405,0.07044213277083057
Bacilli,,,,0.002583979328165375,,0.0015594541910331386,0.002054442732408834,0.0024547803617571058,0.001729183293429104,0.0017252820172528206,0.0012182320083980258,0.0010876087608760877,0.001260239445494644,0.0012243146362397135,0.0012616168681922665,0.0023321721674441705,0.0011626962742043844,0.0010292874607270308,0.0011709212601625132,0.002319894664242352,0.001381956675700292,0.0010728296639084187,0.001338529283588178,0.002298987873322666,0.0011487457845732799
Bacteriovoracia,0.0012658227848101266,,0.002531645569620253,,0.003811944091486658,0.0012995451591942821,0.000898818695428865,0.002583979328165375,0.0015961691939345574,0.0010617120106171205,0.0014515104780912639,0.0014126412641264129,0.0014440243646292796,0.001413641641843793,0.0018986709303487558,0.0013936450768534368,0.001462905682570383,0.0014095962960371544,0.0013703841877610264,0.0013646439201424007,0.001355882021441659,0.0014494971321143105,0.001433597673937241,0.0014384446627813967,0.00134188286823676
Bacteroidia,0.008860759493670886,0.012578616352201257,0.006329113924050633,0.003875968992248062,0.003811944091486658,0.007537361923326835,0.00719054956343092,0.005426356589147287,0.00784783187017824,0.005706702057067022,0.006622516556291392,0.007325732573257326,0.006721277042638101,0.006613823395769173,0.005945837913460578,0.006347050835448937,0.006342538934945605,0.006243198912562116,0.006200588292511098,0.0064396440123481976,0.006056889848884757,0.006198197713426651,0.0061685083012373125,0.006107080849002089,0.006268557954560749
Balneolia,,0.0012578616352201257,,,,0.0005198180636777129,0.00025680534155110427,0.0005167958656330749,0.00039904229848363934,0.0006635700066357002,0.00041471727945464713,0.0004250425042504251,0.0005119722747321992,0.0002650578078457112,0.0002748076346557412,0.00040468599319035906,0.0003383507676256145,0.0003312367275283651,0.00033613197058292955,0.00033562863981885163,0.00032803597292948043,0.0003245393810882834,0.00039794113836407184,0.000349096219330023,0.00033085222158031597
Bangiophyceae,,,,,,,,,0.00013301409949454646,0.0002654280026542801,7.775948989774634e-05,5.0005000500050013e-05,7.876496534341526e-05,3.786540112081588e-05,1.2491256120715508e-05,4.92019444608477e-05,4.306282497053276e-05,5.888652933837602e-05,5.2943863498410156e-05,4.4258721734354046e-05,4.3738129723930715e-05,5.296886271648148e-05,6.98289946812219e-05,5.299532968142518e-05,4.870413414126479e-05
Bartheletiomycetes,,,,,,,,,,,,,,,,,,,,,,,,8.411957092289711e-07,8.397264507114618e-07
Basidiobolomycetes,,,,,,,0.00012840267077555214,,,,,,1.3127494223902542e-05,2.524360074721059e-05,,3.6901458345635777e-06,1.1073297849565567e-05,9.814421556396003e-06,4.925010557991642e-06,7.376453622392342e-06,9.252296672369961e-06,6.726204789394475e-06,9.254445078234227e-06,1.0094348510747652e-05,7.557538056403156e-06
Bdellovibrionia,,,,,0.0025412960609911056,0.00025990903183885643,0.0006420133538777607,0.00038759689922480625,0.00013301409949454646,0.0002654280026542801,0.0005702362592501395,0.0006000600060006001,0.0005250997689561017,0.0005301156156914224,0.0008494054162086541,0.0006285548404872553,0.0005758114881774093,0.0006170817553582857,0.0005713012247270255,0.0005790516093577446,0.0006451374134279384,0.0006179700650255239,0.0005577906442607852,0.0005711718865664534,0.0005987249593572651
Betaproteobacteria,0.021518987341772152,0.0389937106918239,0.03291139240506329,0.04651162790697675,0.03303684879288437,0.03326835607537362,0.03518233179250129,0.03204134366925065,0.03777600425645119,0.03291307232913073,0.03431785487487202,0.03489098909890989,0.03481411468178954,0.03352350179229566,0.03307684620765464,0.030125120544764572,0.0312402339664799,0.030129047375440237,0.02969781366468838,0.02925009743065863,0.030021179348201324,0.029507019635473794,0.029938971141275354,0.029720285602767488,0.03021083851724479
Bigyra,0.0012658227848101266,,,,,0.0005198180636777129,0.0005136106831022085,,0.00013301409949454646,,0.0003110379595909851,0.0004000400040004,0.00021003990758244065,0.0002650578078457112,0.0002872988907764565,0.000323502784829975,0.00031128270621556505,0.00027357700088444524,0.0003570632654543694,0.00034915213812648224,0.0003213070298949202,0.00035396652704181345,0.00030876194033741916,0.0003558257850038188,0.0003006220693546592
Bivalvia,0.0012658227848101266,0.0025157232704402514,,,0.0012706480304955528,0.00142949967511371,0.0006420133538777607,0.001550387596899225,0.00039904229848363934,0.0005308560053085602,0.00046655693938647797,0.00048754875487548756,0.0006957571938668347,0.0005301156156914224,0.0007369841111222147,0.0005830430418610452,0.0006287172445697783,0.0005765972664382652,0.0005516011824950639,0.0006405220562110684,0.0006081282267384982,0.000595269123861411,0.0005948084245737818,0.0005795838436587611,0.000744837361780985
Blastocatellia,0.0012658227848101266,0.0012578616352201257,,,,0.00038986354775828464,0.00012840267077555214,,0.00013301409949454646,0.00039814200398142016,0.00014255906481253495,0.00020002000200020005,0.00014440243646292796,0.00013883980410965823,0.0001623863295693016,0.00023985947924659308,0.00023623035412406523,0.00019628843112792004,0.00022408798038855074,0.00021883479079763942,0.00021869064861960525,0.00023373561643142633,0.000217900115932871,0.00023385240716554238,0.00019313708366355055
Blastocladiomycetes,,,,,,,,,,,1.2959914982957723e-05,2.5002500250025007e-05,,2.524360074721059e-05,2.4982512241431017e-05,1.476058333825431e-05,1.9685862843672117e-05,1.7175237723693003e-05,1.4775031673974929e-05,9.835271496523124e-06,2.6074654258497156e-05,1.345240957878895e-05,2.5239395667911527e-05,2.1871088439953245e-05,1.76342554649407e-05
Bolidophyceae,0.0012658227848101266,,0.0012658227848101266,,,0.0010396361273554257,0.0006420133538777607,0.0005167958656330749,0.00039904229848363934,0.0010617120106171203,0.000505436684335351,0.0006625662566256625,0.0005644822516278093,0.0006058464179330541,0.0005371240131907666,0.00041575643069416304,0.0004527748454044587,0.0004600510104559693,0.00044078844494025197,0.0004364401726582136,0.0004214000575324863,0.000761742692398868,0.00042149790765412255,0.00044583372589135465,0.0004458947453277862
Branchiopoda,,,,,,0.00012995451591942821,0.00025680534155110427,0.00012919896640826872,,0.00039814200398142016,3.887974494887317e-05,0.00010001000100010003,0.00021003990758244068,6.310900186802647e-05,0.00017487758569001714,0.00017835704867057294,0.00015871726917710645,0.00013740190178954402,0.00015636908521623466,0.00013769380095132372,0.00014383115736138756,0.00015890658814944448,0.00016237344546356417,0.00014384446627815404,0.00015702884628304337
Breviatea,,,,,,,,,,,,,,,,,,,,,8.411178793063599e-07,,,,
Bryopsida,,,,,,,,,0.00013301409949454646,0.00013271400132714006,6.47995749147886e-05,8.750875087508752e-05,7.876496534341525e-05,6.310900186802647e-05,0.00012491256120715507,3.8131506957156957e-05,4.7984290681450786e-05,5.275251586562852e-05,3.8168831824435224e-05,4.9176357482615624e-05,4.3738129723930715e-05,4.708343352576133e-05,5.552667046940537e-05,4.542456829836444e-05,5.5421945746956474e-05
Calcarea,,,,,,,,,,,,,,,,,,1.2268026945495004e-06,,1.2294089370653905e-06,8.411178793063599e-07,,3.365252755721537e-06,1.6823914184579422e-06,
Caldilineae,,,,,0.0012706480304955528,0.00012995451591942821,0.0006420133538777607,0.0007751937984496125,0.0005320563979781857,0.0006635700066357002,0.0005961560892160548,0.0005500550055005501,0.000603864734299517,0.0005301156156914224,0.000574597781552913,0.0005436814862922537,0.0005019895025136387,0.0005716900556600621,0.0005552949404134689,0.0005606104753017489,0.0005854180439971722,0.0005549118951250414,0.0005628385233944165,0.0005358416667787646,0.0005550591839202164
Caldisericia,,,,,,,,,,,,,1.3127494223902542e-05,,1.2491256120715508e-05,1.2300486115211924e-06,3.6910992831885217e-06,6.134013472747502e-06,8.618768476485376e-06,3.688226811196171e-06,5.04670727583816e-06,4.2038779933715466e-06,1.0095758267164613e-05,3.364782836915884e-06,5.038358704268771e-06
Calditrichia,0.002531645569620253,,,,,0.00012995451591942821,0.00012840267077555214,0.00025839793281653745,,,0.00010367931986366178,0.0001125112511251125,0.0001837849191346356,0.00011359620336244765,7.494753672429306e-05,0.00010086398614473777,0.00010581151278473764,9.569061017486102e-05,9.850021115983285e-05,0.00011679384902121209,9.925190975815048e-05,8.239600867008231e-05,0.00011610122007239305,9.926109368901858e-05,0.00011168361794462443
Candelariomycetes,,,,,,,,,,,,,,,,2.460097223042385e-06,2.4607328554590146e-06,,2.462505278995822e-06,1.2294089370653905e-06,8.411178793063599e-07,4.2038779933715466e-06,3.365252755721538e-06,3.3647828369158844e-06,4.198632253557309e-06
Candidatus Abyssobacteria,,,,,,,,,,,1.2959914982957723e-05,1.2501250125012503e-05,1.3127494223902542e-05,2.524360074721059e-05,4.996502448286205e-05,1.2300486115211926e-05,1.4764397132754089e-05,1.3494829640044503e-05,1.1081273755481196e-05,6.147044685326953e-06,1.514012182751448e-05,1.345240957878895e-05,1.2619697833955765e-05,8.41195709228971e-06,9.236990957826079e-06
Candidatus Altiarchaeia,,,,,,,,,,,,,1.3127494223902542e-05,,,9.84038889216954e-06,4.921465710918029e-06,1.4721632334594005e-05,8.618768476485376e-06,1.1064680433588515e-05,1.766347546543356e-05,1.261163398011464e-05,9.254445078234227e-06,1.1776739929205596e-05,5.038358704268771e-06
Candidatus Aminicenantia,,,,,,,0.00012840267077555214,,,,,1.2501250125012503e-05,,,,1.2300486115211924e-06,1.2303664277295073e-06,3.6804080836485017e-06,,2.458817874130781e-06,8.411178793063599e-07,2.522326796022928e-06,,1.682391418457942e-06,4.198632253557309e-06
Candidatus Aquicultoria,,,,,,,,,,,,,,,,,1.2303664277295073e-06,,,1.2294089370653905e-06,8.411178793063599e-07,,,,
Candidatus Asgardarchaeia (ex Tamarit et al. 2024),,,,,,,,,,,,,,,1.2491256120715508e-05,2.460097223042385e-06,1.2303664277295073e-06,,,3.6882268111961716e-06,3.3644715172254396e-06,3.3631023946972373e-06,1.6826263778607687e-06,8.411957092289711e-07,8.397264507114618e-07
Candidatus Auribacteria,,,,,,,,,,,,,,,,1.2300486115211924e-06,,1.2268026945495004e-06,2.462505278995822e-06,1.2294089370653905e-06,5.04670727583816e-06,8.407755986743093e-07,,8.411957092289711e-07,3.3589058028458478e-06
Candidatus Babeliae,,,,,,,,,0.00013301409949454646,,6.47995749147886e-05,6.25062506250625e-05,1.3127494223902542e-05,1.2621800373605294e-05,3.747376836214654e-05,2.3370923618902658e-05,3.445025997642621e-05,4.048448892013352e-05,2.2162547510962392e-05,2.7046996615438587e-05,2.52335363791908e-05,3.61533507429953e-05,2.6922022045772296e-05,3.869500262453267e-05,1.5954802563517776e-05
Candidatus Bathyarchaeia,,,,,,,,,,,1.2959914982957723e-05,2.5002500250025007e-05,,2.524360074721059e-05,2.4982512241431017e-05,8.610340280648347e-06,9.842931421836059e-06,8.587618861846501e-06,7.387515836987465e-06,9.835271496523124e-06,6.728943034450879e-06,9.248531585417405e-06,4.206565944651921e-06,6.729565673831768e-06,5.878085154980233e-06
Candidatus Binatia,,,,,,,,,,,3.8879744948873176e-05,1.2501250125012503e-05,3.9382482671707626e-05,3.786540112081588e-05,4.9965024482862034e-05,4.797189584932651e-05,3.691099283188523e-05,1.717523772369301e-05,4.309384238242687e-05,3.5652859174896325e-05,4.289701184462436e-05,3.531257514432099e-05,4.458959901331037e-05,3.8695002624532666e-05,3.1909605127035546e-05
Candidatus Bipolaricaulia,,,,,,,,,,,,,,,,4.92019444608477e-06,3.6910992831885217e-06,1.2268026945495004e-06,1.231252639497911e-06,2.458817874130781e-06,,,8.413131889303842e-07,8.411957092289711e-07,4.1986322535573095e-06
Candidatus Borrarchaeia,,,,,,,,,,,,,,,,,,,,,8.411178793063599e-07,1.6815511973486187e-06,,8.411957092289711e-07,8.397264507114618e-07
Candidatus Brocadiia,,,,,,0.00025990903183885643,0.00038520801232665646,,0.0005320563979781858,0.00039814200398142016,0.0001036793198636618,0.00023752375237523756,0.00017065742491073307,0.0003407886100873429,0.00022484261017287918,0.0002632304028655352,0.00028667537766097505,0.00028829863321913255,0.00030165689667694865,0.00029628755383269016,0.0002456064207574571,0.0002438249236155497,0.00026837890726879264,0.0002632942569886175,0.00034596729769310956
Candidatus Cloacimonadia,,,,,,,,,,,,1.2501250125012503e-05,,,,3.6901458345635773e-06,6.151832138647537e-06,7.360816167297003e-06,7.3875158369874645e-06,6.147044685326953e-06,9.25229667236996e-06,1.1770858381440332e-05,7.571818700373458e-06,5.888369964602798e-06,3.3589058028458473e-06
Candidatus Cryosericia,,,,,,,,,,,,,,,,,,,,,,,,,8.397264507114618e-07
Candidatus Culexarchaeia,,,,,,,,,,,1.2959914982957723e-05,,,,,,,,,,,8.407755986743093e-07,,,8.397264507114618e-07
Candidatus Dadabacteria,,,,,,0.00025990903183885643,0.00025680534155110427,,0.00013301409949454646,,0.0001295991498295771,0.00021252125212521255,7.876496534341525e-05,0.00010097440298884236,0.00013740381732787048,0.00015744622227463386,0.00012549737562840964,0.0001386287044840444,0.00014036280090267805,0.00012294089370653902,0.00012869103553382768,0.0001235940130051235,0.0001177838464502538,0.00013290892205814503,0.0001301575998602507
Candidatus Deferrimicrobia,,,,,,,,,,,,,,,,,,,,,,,1.6826263778607687e-06,,1.6794529014229239e-06
Candidatus Desulfofervidia,,,,,,,,,,,,,,,,3.6901458345635777e-06,3.691099283188522e-06,3.6804080836485013e-06,3.6937579184937327e-06,,4.2055893965317996e-06,5.885429190720166e-06,8.413131889303842e-07,8.41195709228971e-06,3.3589058028458478e-06
Candidatus Dormibacteria,,,,,,,,,,,,,,1.2621800373605294e-05,,,,,,,8.411178793063599e-07,,,,
Candidatus Elulimicrobia,,,,,,,0.00012840267077555214,,,,2.5919829965915446e-05,1.2501250125012503e-05,2.6254988447805085e-05,2.524360074721059e-05,3.747376836214654e-05,2.2140875007381464e-05,4.429319139826227e-05,3.9257686225584014e-05,4.801885294041851e-05,4.057049492315788e-05,3.532695093086712e-05,3.4471799545646686e-05,4.458959901331037e-05,2.6077066986098107e-05,4.030686963415017e-05
Candidatus Entotheonellia,,,,,,,,0.00012919896640826872,,,0.00011663923484661952,2.5002500250025007e-05,2.6254988447805085e-05,1.2621800373605294e-05,4.996502448286205e-05,3.075121528802981e-05,2.706806141004916e-05,3.312367275283651e-05,2.955006334794985e-05,4.057049492315788e-05,4.289701184462436e-05,3.194947274962375e-05,4.29069726354496e-05,4.290098117067753e-05,4.1146596084861635e-05
Candidatus Fermentibacteria (class),,,,,,,,,,,,2.5002500250025007e-05,,,,1.2300486115211924e-06,1.2303664277295073e-06,3.6804080836485013e-06,1.231252639497911e-06,2.458817874130781e-06,8.411178793063599e-07,8.407755986743093e-07,8.413131889303842e-07,1.6823914184579422e-06,8.397264507114618e-07
Candidatus Fermentithermobacillia,,,,,,,,,,,,,,,1.2491256120715508e-05,1.2300486115211924e-06,1.2303664277295073e-06,,1.231252639497911e-06,1.2294089370653905e-06,2.52335363791908e-06,2.522326796022928e-06,2.523939566791153e-06,8.411957092289711e-07,8.397264507114618e-07
Candidatus Geothermincolia,,,,,,,,,,,,,,,,2.460097223042385e-06,,2.453605389099001e-06,1.231252639497911e-06,1.2294089370653905e-06,8.411178793063599e-07,,8.413131889303842e-07,4.205978546144856e-06,5.038358704268771e-06
Candidatus Hadarchaeia,,,,,,,,,,,,2.5002500250025007e-05,,,,1.2300486115211924e-06,,4.907210778198002e-06,1.231252639497911e-06,2.458817874130781e-06,8.411178793063599e-07,8.407755986743093e-07,2.5239395667911523e-06,,
Candidatus Hydrogenedentia,,,,,,,,,0.00013301409949454646,,1.2959914982957723e-05,2.5002500250025007e-05,1.3127494223902542e-05,,,9.84038889216954e-06,1.353403070502458e-05,1.9628843112792007e-05,8.618768476485373e-06,6.147044685326951e-06,9.252296672369961e-06,9.248531585417404e-06,9.254445078234227e-06,1.0094348510747652e-05,8.397264507114619e-06
Candidatus Izimaplasma,,,,,,,,,,0.00013271400132714006,1.2959914982957723e-05,1.2501250125012503e-05,1.3127494223902542e-05,1.2621800373605294e-05,1.2491256120715508e-05,1.476058333825431e-05,4.921465710918029e-06,6.134013472747502e-06,3.6937579184937327e-06,6.147044685326953e-06,1.1775650310289039e-05,7.5669803880687835e-06,6.730505511443075e-06,5.888369964602798e-06,1.1756170309960466e-05
Candidatus Jordarchaeia,,,,,,,,,,,,,,,,,,,2.462505278995822e-06,,8.411178793063599e-07,,1.6826263778607687e-06,,
Candidatus Korarchaeia,,,,,,,,,,,,,,,,1.2300486115211924e-06,,,,1.2294089370653905e-06,8.411178793063599e-07,,2.523939566791153e-06,,8.397264507114618e-07
Candidatus Krumholzibacteriia,,,,,,,0.00025680534155110427,,,,6.47995749147886e-05,0.00010001000100010003,9.189245956731779e-05,0.00013883980410965823,0.00016238632956930144,0.00012177481254059804,8.61256499410655e-05,0.00010550503173125703,8.126267420686209e-05,9.712330602816583e-05,0.00010598085279260136,0.00010089307184091712,9.759232991592461e-05,9.673750656133168e-05,0.0001167219766488932
Candidatus Lambdaproteobacteria,,,,,,0.00012995451591942821,,,,,,,,,,6.150243057605963e-06,1.353403070502458e-05,2.453605389099001e-06,6.156263197489552e-06,8.605862559457733e-06,4.2055893965317996e-06,1.1770858381440332e-05,8.413131889303842e-07,5.888369964602798e-06,1.0076717408537542e-05
Candidatus Limnocylindria,,,,,,,,,,,,,,,,2.460097223042385e-06,4.921465710918029e-06,4.907210778198002e-06,2.462505278995822e-06,,,4.2038779933715466e-06,2.523939566791153e-06,8.411957092289711e-07,4.198632253557309e-06
