,family,read count,relative error
2957,Hemidiscaceae,100K,0.39999999999999997
2958,Cymatosiraceae,100K,0.7071067811865476
2959,Campylobacteraceae,100K,0.5863019699779286
2960,Kineosporiaceae,100K,0.38030001206094344
2961,Acidimicrobiaceae,100K,0.17668469596940836
2962,Rubrobacteraceae,100K,0.46205911157505775
2963,Geodermatophilaceae,100K,0.47573810334685895
2964,Crenotrichaceae,100K,0.7071067811865475
2965,Gallionellaceae,100K,0.38400817320977254
2966,Brucellaceae,100K,0.42127085800286396
2967,Opitutaceae,100K,0.23594562882420358
2968,Leptocylindraceae,100K,0.1044534998182488
2969,Prevotellaceae,100K,0.7302335223953478
2970,Deinococcaceae,100K,0.5527707983925666
2971,Herpetosiphonaceae,100K,
2972,Eunotiaceae,100K,0.288972919311356
2973,Fibrobacteraceae,100K,
2974,Acidobacteriaceae,100K,0.3912303982179758
2975,Biddulphiaceae,100K,0.6741998624632421
2976,Desulfohalobiaceae,100K,0.5590169943749473
2977,Syntrophaceae,100K,0.7071067811865475
2978,Bdellovibrionaceae,100K,0.5393131982084
2979,Oscillospiraceae,100K,0.27081698014469824
2980,Moritellaceae,100K,0.5317036244443005
2981,Polymastigidae,100K,
2982,Noelaerhabdaceae,100K,0.5270462766947298
2983,Pavlovaceae,100K,0.37267799624996495
2984,Desulfarculaceae,100K,0.5471012044321931
2985,Anaulaceae,100K,0.5454545454545454
2986,Holophagaceae,100K,
2987,Kiloniellaceae,100K,0.23564655857259567
2988,Iamiaceae,100K,0.33502969713024494
2989,Cohaesibacteraceae,100K,0.5004723666617973
2990,Phycisphaeraceae,100K,0.2211083193570267
2991,Lentitheciaceae,100K,0.39999999999999997
2992,Sandaracinaceae,100K,0.3871709966805512
2993,Aspergillaceae,100K,0.4648111258522642
2994,Candidatus Midichloriaceae,100K,0.1019803902718557
2995,Stephanodiscaceae,100K,0.3045873232752801
2996,Candidatus Competibacteraceae,100K,0.3318507462960201
2997,Petrotogaceae,100K,
2998,Acidiferrobacteraceae,100K,0.5592469952052408
2999,Microbulbiferaceae,100K,0.13419091951824624
3000,Microthrixaceae,100K,0.4999999999999999
3001,Microcystaceae,100K,0.6782329983125268
3002,Microcoleaceae,100K,0.446282038122234
3003,Oscillatoriaceae,100K,0.3011039359538722
3004,Erwiniaceae,100K,0.3391164991562634
3005,Yersiniaceae,100K,0.15971914124998493
3006,Micropepsaceae,100K,
3007,Immundisolibacteraceae,100K,
3008,Microscillaceae,100K,0.19999999999999998
3009,Dysgonomonadaceae,100K,0.5868455973269636
3010,Zoogloeaceae,100K,0.2049425795689609
3011,Chelatococcaceae,100K,0.43852900965351466
3012,Endozoicomonadaceae,100K,0.09689925866040991
3013,Kryptoperidiniaceae,100K,0.2716334335501104
3014,Thiofilaceae,100K,0.6928203230275509
3015,Candidatus Cryosericaceae,100K,
3016,Lichenibacteriaceae,100K,0.5592469952052407
3017,Odontellaceae,100K,0.4648111258522642
3018,Sulfuricellaceae,100K,0.3952847075210474
3019,Salibacteraceae,100K,0.37267799624996495
3020,Maricaulaceae,100K,0.45832212645434556
3021,Ornithinimicrobiaceae,100K,0.15745916432444346
3022,Bruguierivoracaceae,100K,0.6928203230275509
3023,Boseaceae,100K,0.7071067811865475
3024,Thalassospiraceae,100K,0.4712827580301754
3025,Mangrovivirgaceae,100K,0.6388765649999399
3026,Perlucidibacaceae,100K,0.5592469952052408
3027,Phototrophicaceae,100K,0.5590169943749473
3028,Ectocarpaceae,100K,0.686978002202548
3029,Brachyspiraceae,100K,0.12782749814122837
3030,Desulfovibrionaceae,100K,0.25471121485525733
3031,Staurosiraceae,100K,0.04563404035713856
3032,Coscinodiscaceae,100K,0.46770717334674267
3033,Coxiellaceae,100K,0.34311591606329733
3034,Coleofasciculaceae,100K,0.2608202654786505
3035,Prochlorotrichaceae,100K,0.7468943965979539
3036,Leptospiraceae,100K,0.3431159160632973
3037,Chlamydiaceae,100K,0.43301270189221935
3038,Corynebacteriaceae,100K,0.7200822998230955
3039,Streptosporangiaceae,100K,0.36989636312446583
3040,Tribonemataceae,100K,0.6162942431211802
3041,Peronosporaceae,100K,0.15309310892394862
3042,Mortierellaceae,100K,0.5471012044321931
3043,Sordariaceae,100K,0.43301270189221935
3044,Metschnikowiaceae,100K,0.3849001794597505
3045,Sclerotiniaceae,100K,
3046,Ceramiaceae,100K,
3047,Gigasporaceae,100K,0.49487165930539345
3048,Hemiaulaceae,100K,0.816496580927726
3049,Piptocephalidaceae,100K,
3050,Cellulomonadaceae,100K,0.2478642228476387
3051,Simkaniaceae,100K,0.29880715233359845
3052,Parachlamydiaceae,100K,0.6236095644623235
3053,Stereaceae,100K,
3054,Rikenellaceae,100K,0.38030001206094344
3055,Porphyromonadaceae,100K,0.3912303982179758
3056,Peptostreptococcaceae,100K,0.5471012044321931
3057,Planococcaceae,100K,0.6011057519272295
3058,Nitrospiraceae,100K,0.2049425795689609
3059,Syntrophobacteraceae,100K,0.7505142270059054
3060,Geosiphonaceae,100K,0.7975554366664508
3061,Suillaceae,100K,
3062,Parvularculaceae,100K,0.27741286830649564
3063,Halothiobacillaceae,100K,0.45756572334974244
3064,Diversisporaceae,100K,0.3849001794597506
3065,Stylonemataceae,100K,
3066,Caldilineaceae,100K,0.7071067811865475
3067,Hemiselmidaceae,100K,0.6928203230275509
3068,Leptotrichiaceae,100K,
3069,Magnetococcaceae,100K,0.40824829046386296
3070,Ruaniaceae,100K,0.4714045207910316
3071,Ardenticatenaceae,100K,0.5592469952052407
3072,Thermoflexaceae,100K,
3073,Marinifilaceae,100K,0.09094130723196474
3074,Ichthyobacteriaceae,100K,
3075,Pseudanabaenaceae,100K,0.2411214110852061
3076,Spirulinaceae,100K,0.28523840334983314
3077,Kangiellaceae,100K,0.34015067152490375
3078,Calditrichaceae,100K,0.4635124054434789
3079,Tannerellaceae,100K,0.2357022603955158
3080,Thiovulaceae,100K,0.4591283225505124
3081,Segnochrobactraceae,100K,
3082,Treponemataceae,100K,0.4
3083,Desulfallaceae,100K,0.6666666666666666
3084,Candidatus Scalinduaceae,100K,0.4714045207910316
3085,Rhodovibrionaceae,100K,0.22017369119317767
3086,Rhizosoleniaceae,100K,0.3699112319552182
3087,Cesiribacteraceae,100K,0.45542003404264875
3088,Neisseriaceae,100K,0.4193699290716956
3089,Cardiobacteriaceae,100K,0.43301270189221935
3090,Anaplasmataceae,100K,0.7382294351771255
3091,Actinomycetaceae,100K,0.6512350903146595
3092,Mycoplasmataceae,100K,0.40824829046386296
3093,Ceratobasidiaceae,100K,0.4714045207910316
3094,Halteriidae,100K,0.7243558228002943
3095,Veillonellaceae,100K,0.372677996249965
3096,Xylariaceae,100K,
3097,Thalassionemataceae,100K,0.6388765649999399
3098,Thoreaceae,100K,
3099,Enterococcaceae,100K,0.7817359599705715
3100,Brevibacteriaceae,100K,0.43301270189221935
3101,Verrucomicrobia subdivision 3,100K,0.5477225575051661
3102,Entomoneidaceae,100K,0.2547546779093796
3103,Alicyclobacillaceae,100K,0.4999999999999999
3104,Desulfomicrobiaceae,100K,0.4714045207910316
3105,Xanthobacteraceae,100K,0.1530931089239487
3106,Lentisphaeraceae,100K,0.7468943965979539
3107,Chroomonadaceae,100K,0.43301270189221935
3108,Salinisphaeraceae,100K,0.5592469952052407
3109,Berkeleyaceae,100K,0.30291748508477206
3110,Thioalkalispiraceae,100K,0.889278542713481
3111,Chrysochromulinaceae,100K,0.4
3112,Rhizopodaceae,100K,0.3464101615137755
3113,Rhodothalassiaceae,100K,
3114,Pseudobacteriovoracaceae,100K,0.43301270189221935
3115,Chroococcaceae,100K,0.7460835241445826
3116,Hyellaceae,100K,0.24845199749997665
3117,Thiobacillaceae,100K,0.5163977794943222
3118,Geminicoccaceae,100K,0.11907012119677522
3119,Salinarimonadaceae,100K,0.5471012044321931
3120,Trebouxiaceae,100K,0.6123724356957946
3121,Aestuariivirgaceae,100K,0.4516559039308083
3122,Pyramimonadaceae,100K,
3123,Alsobacteraceae,100K,
3124,Parvibaculaceae,100K,0.5137011669140813
3125,Natronospirillaceae,100K,0.4714045207910316
3126,Sphingosinicellaceae,100K,0.1278274981412284
3127,Miltoncostaeaceae,100K,1.1111111111111112
3128,Phreatobacteraceae,100K,0.43301270189221935
3129,Zooshikellaceae,100K,0.3333333333333333
3130,Gemmataceae,100K,0.30291748508477206
3131,Acaryochloridaceae,100K,0.18181818181818182
3132,Fastidiosibacteraceae,100K,0.6373774391990982
3133,Prochlorococcaceae,100K,0.40824829046386296
3134,Acholeplasmataceae,100K,0.631906287004296
3135,Ophiostomataceae,100K,
3136,Ustilaginaceae,100K,
3137,Bodonidae,100K,
3138,Tilletiariaceae,100K,
3139,Frankiaceae,100K,0.5163977794943223
3140,Pleomassariaceae,100K,0.34641016151377546
3141,Thermaceae,100K,0.848528137423857
3142,Stentoridae,100K,0.5471012044321931
3143,Kofleriaceae,100K,0.15971914124998496
3144,Attheyaceae,100K,0.6210273191490665
3145,Patulibacteraceae,100K,
3146,Actinospicaceae,100K,0.43301270189221935
3147,Mallomonadaceae,100K,
3148,Ignavibacteriaceae,100K,0.2857142857142857
