,1000,10000,100000,1000000,10000000
Kingdom,0.020474455812150048,0.007033217684697563,0.0018629424082455969,0.0005897896966490931,0.0001154984594120932
Phylum,0.05244598656257178,0.011702376667952333,0.00648325624827597,0.0007629635286904287,0.001165362641460367
Class,0.0449395585835856,0.018854688095339713,0.009748447113861155,0.0010831653449365106,0.0009388595323697184
Order,0.041799024547146985,0.01607734188070832,0.008234609795547196,0.0016848320266770692,0.0009003066690522943
Family,0.061969271889628995,0.020430789356275625,0.01088360542224963,0.0025637329122578994,0.0012925921626778928
Genus,0.09581142663994541,0.023267945695638812,0.012601870239402275,0.00253219956299612,0.0010773905217025918
Species,0.09565977501460686,0.022692141640721954,0.010456014533318117,0.003066059010515265,0.0012742301659381839
