tip,lfc,p,direction,q,Method,significant
Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales|Solimonadaceae|Oceanococcus,1.4640407490979825,0.06318668819901847,Ocean,0.20819677071874595,PAMA,False
Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales|Solimonadaceae|Polycyclovorans,0.5528519815323483,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Bacteria|Proteobacteria|Gammaproteobacteria|Steroidobacterales|Woeseiaceae|Woeseia,1.786524360670008,0.063395862337951,Ocean,0.20819677071874595,PAMA,False
Bacteria|Proteobacteria|Gammaproteobacteria|Tenderiales|Tenderiaceae|Candidatus_Tenderia,1.6913112054912052,0.07125195083253086,Ocean,0.2159894559719666,PAMA,False
Bacteria|Proteobacteria|Gammaproteobacteria|Thiomicrospirales|Thiomicrospiraceae|Thiomicrorhabdus,1.596502022291932,0.06613439794538928,Ocean,0.20819677071874595,PAMA,False
Bacteria|Proteobacteria|Gammaproteobacteria|Thiomicrospirales|Thiomicrospiraceae|endosymbionts,2.6611344686260745,0.0018277324279044364,Ocean,0.013295451729801178,PAMA,True
Bacteria|Proteobacteria|Gammaproteobacteria|UBA10353_marine_group|UBA10353_marine_group|UBA10353_marine_group,3.164859367953496,1.4556635009530464e-05,Ocean,0.001121052561671049,PAMA,True
Bacteria|Proteobacteria|Gammaproteobacteria|eub62A3|eub62A3|eub62A3,-0.686919304373717,0.39100221895577075,River,0.42104581929869767,PAMA,False
Bacteria|Proteobacteria|Gammaproteobacteria|pItb-vmat-80|pItb-vmat-80|pItb-vmat-80,2.434859314805732,0.003703732575915953,Ocean,0.023718605304044543,PAMA,True
Bacteria|Proteobacteria|Magnetococcia|Magnetococcales|Magnetococcaceae|Magnetococcus,0.49090038214518916,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|SAR324_clade(Marine_group_B)|SAR324_clade(Marine_group_B)|SAR324_clade(Marine_group_B)|SAR324_clade(Marine_group_B)|SAR324_clade(Marine_group_B),0.21084822730724717,0.21275052160681934,Ocean,0.3911212060718523,PAMA,False
Bacteria|Schekmanbacteria|Schekmanbacteria|Schekmanbacteria|Schekmanbacteria|Schekmanbacteria,0.5124730491476956,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Bacteria|Spirochaetota|Leptospirae|Leptospirales|Leptospiraceae|RBG-16-49-21,1.1793536243450387,0.1835107994390328,Ocean,0.3690403173564971,PAMA,False
Bacteria|Spirochaetota|Leptospirae|Leptospirales|Leptospiraceae|Turneriella,0.620790448845634,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|GWE2-31-10,0.664694227336577,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Sediminispirochaeta,1.96697097994294,0.06129190963360697,Ocean,0.20727021122080447,PAMA,False
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Spirochaeta,1.7982186311244792,0.05814435210657546,Ocean,0.20727021122080447,PAMA,False
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Spirochaeta_2,1.4167641662548967,0.0842345651078646,Ocean,0.24683280139183356,PAMA,False
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema,0.43360519110685125,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Sumerlaeota|Sumerlaeia|Sumerlaeales|Sumerlaeaceae|Sumerlaea,1.75849064564623,0.05788654722934235,Ocean,0.20727021122080447,PAMA,False
Bacteria|Sva0485|Sva0485|Sva0485|Sva0485|Sva0485,1.7867898482568618,0.09089809157755141,Ocean,0.2647543811912416,PAMA,False
Bacteria|TA06|TA06|TA06|TA06|TA06,-1.2633811603010727,0.18169902663924112,River,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Criblamydiaceae|Criblamydiaceae,0.565826219477878,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Parachlamydiaceae|Neochlamydia,-0.7141622776836254,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Simkaniaceae|Candidatus_Fritschea,1.2741197480550026,0.1845575148498719,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Simkaniaceae|Candidatus_Renichlamydia,-0.6193207094606707,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Simkaniaceae|Candidatus_Rhabdochlamydia,-0.2591694740431416,0.3910022189557703,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Simkaniaceae|Simkania,0.956236559940236,0.18299569670314822,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Waddliaceae|Waddlia,0.5966521372312057,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|cvE6|cvE6,-0.45791617780082117,0.1345160838662049,River,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Chlamydiae|LD1-PA32|LD1-PA32|LD1-PA32,0.3316528470394946,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Kiritimatiellae|Kiritimatiellales|Kiritimatiellaceae|MSBL3,1.0778077461997597,0.18320058584746082,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Kiritimatiellae|Kiritimatiellales|Kiritimatiellaceae|R76-B128,2.941099360176109,0.0004695546265025301,Ocean,0.004488897909732952,PAMA,True
Bacteria|Verrucomicrobiota|Kiritimatiellae|WCHB1-41|WCHB1-41|WCHB1-41,3.0354079814352906,0.0001592008025601211,Ocean,0.0023325329708429867,PAMA,True
Bacteria|Verrucomicrobiota|Lentisphaeria|Lentisphaerales|Lentisphaeraceae|Lentisphaera,2.696110950679911,0.000324016163268165,Ocean,0.0036306157481968975,PAMA,True
Bacteria|Verrucomicrobiota|Lentisphaeria|Oligosphaerales|Lenti-02|Lenti-02,2.245841551763749,0.00021976074669583334,Ocean,0.002759852494219102,PAMA,True
Bacteria|Verrucomicrobiota|Lentisphaeria|Oligosphaerales|Oligosphaeraceae|SBZC-1223,1.1014363542204428,0.18323947732129256,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Lentisphaeria|P.palmC41|P.palmC41|P.palmC41,2.4370930526655403,0.003169979038400646,Ocean,0.02071195763603665,PAMA,True
Bacteria|Verrucomicrobiota|Lentisphaeria|SS1-B-02-17|SS1-B-02-17|SS1-B-02-17,2.6895848712670527,9.592484105059326e-05,Ocean,0.001750175873507994,PAMA,True
Bacteria|Verrucomicrobiota|Lentisphaeria|Victivallales|BD2-3|BD2-3,0.8839656762876098,0.1859667899307185,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Omnitrophia|Omnitrophales|Omnitrophaceae|Candidatus_Omnitrophus,1.3846603376653883,0.19206576146558224,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Chthoniobacterales|Chthoniobacteraceae|Candidatus_Udaeobacter,-0.5194098537928031,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Chthoniobacterales|Chthoniobacteraceae|Chthoniobacter,-1.1741733057390293,0.21183132909784025,River,0.39091773900307547,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Chthoniobacterales|Terrimicrobiaceae|Terrimicrobium,-1.333286824144155,0.18250616690571606,River,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Chthoniobacterales|Xiphinematobacteraceae|Candidatus_Xiphinematobacter,-0.6328675546448954,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Opitutaceae|Alterococcus,-0.5289982997003175,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Opitutaceae|Cephaloticoccus,-0.6318951479927293,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Opitutaceae|Diplosphaera,0.3316528470394946,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Opitutaceae|Lacunisphaera,-0.674638089364608,0.3910022189557703,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Opitutaceae|Opitutus,-0.7255912401329647,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Puniceicoccaceae|Cerasicoccus,1.8940750036259004,0.0017374333106044762,Ocean,0.012923830856573296,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Puniceicoccaceae|Coraliomargarita,2.1746314204155865,0.0004734928508715213,Ocean,0.004488897909732952,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Puniceicoccaceae|Lentimonas,2.8737674687197043,0.0005189202763660868,Ocean,0.00482496064659621,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Puniceicoccaceae|MB11C04_marine_group,2.8212561174931237,0.0008699143693791492,Ocean,0.007495062326177699,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Puniceicoccaceae|Pelagicoccus,2.56794889909939,0.00017941957664925802,Ocean,0.002470932970938733,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Opitutales|Puniceicoccaceae|Verruc-01,2.902516071634598,0.000452690017528037,Ocean,0.004421729767167796,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|ADurb.Bin063-1,-2.0946940469113997,0.059160351302036854,River,0.20727021122080447,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|ADurb.Bin118,-1.2769331662684875,0.18543946947001028,River,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|DEV008,-1.3613257485536288,0.14797959751149029,River,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|DEV114,-0.5961894413602398,0.3910022189557703,River,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|Ellin516,-1.1253067215984949,0.2000222224805698,River,0.3760534568996626,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|Pedosphaeraceae,-1.6491517449471256,0.10457327736856066,River,0.29741870357470046,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|SCGC_AAA164-E04,0.27630805369537903,0.15203851012678724,Ocean,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Pedosphaerales|Pedosphaeraceae|SH3-11,-1.233218415439012,0.1839901598936412,River,0.3690403173564971,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|S-BQ2-57_soil_group|S-BQ2-57_soil_group|S-BQ2-57_soil_group,-1.524570779843513,0.11788063982225572,River,0.3313679613608177,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|DEV007|DEV007,2.8136789633932398,0.024089003926723612,Ocean,0.12007250926361719,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Rubritaleaceae|DBS1,0.4243398313698705,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Rubritaleaceae|Haloferula,0.620790448845634,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Rubritaleaceae|Luteolibacter,-0.7975464844452835,0.42087149649735806,River,0.44970468189275714,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Rubritaleaceae|Persicirhabdus,2.8922183131974823,0.00013242630874346989,Ocean,0.0020654232347570222,PAMA,True
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Rubritaleaceae|Roseibacillus,2.584975157533082,0.015555246867021456,Ocean,0.08356624289116527,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Rubritaleaceae|Rubritalea,2.1774205406862452,0.009526484914856928,Ocean,0.05468793156962152,PAMA,False
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Prosthecobacter,-0.5569593854014574,0.39100221895577053,River,0.42104581929869767,PAMA,False
Bacteria|WOR-1|WOR-1|WOR-1|WOR-1|WOR-1,-0.49979599018419396,0.3910022189557703,River,0.42104581929869767,PAMA,False
Bacteria|WPS-2|WPS-2|WPS-2|WPS-2|WPS-2,1.4989619348746581,0.07102728574006226,Ocean,0.21598548839823964,PAMA,False
Bacteria|WS2|WS2|WS2|WS2|WS2,1.0399347023626744,0.2721299495334832,Ocean,0.42104581929869767,PAMA,False
Bacteria|Zixibacteria|Zixibacteria|Zixibacteria|Zixibacteria|Zixibacteria,2.105737560238593,0.058457729248518914,Ocean,0.20727021122080447,PAMA,False
Eukaryota|Ancyromonadida|Ancyromonadida|Ancyromonadida|Ancyromonadida|Ancyromonas,1.076382113938699,0.1817074010556486,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Annelida|Annelida|Annelida|Annelida|Annelida,0.3543808750317954,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Annelida|Polychaeta|Eunicida|Eunicida|Eunicida,1.8672183315356694,0.06044149616832152,Ocean,0.20727021122080447,PAMA,False
Eukaryota|Annelida|Polychaeta|Protodrilidae|Protodrilidae|Protodrilus,2.230717528692296,0.05905460272467025,Ocean,0.20727021122080447,PAMA,False
Eukaryota|Annelida|Polychaeta|Scolecida|Orbiniidae|Orbiniidae,1.692479280753414,0.18284380463780922,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Annelida|Polychaeta|Scolecida|Scolecida|Scolecida,0.6855607331365645,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Apicomplexa|Conoidasida|Gregarinasina|Eugregarinorida|Eugregarinorida,0.2889338550078566,0.3910022189557709,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Apicomplexa|Conoidasida|Gregarinasina|Eugregarinorida|Lankesteria,0.7846163229832159,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Apicomplexa|Novel_Apicomplexa_Class_2|Novel_Apicomplexa_Class_2|Novel_Apicomplexa_Class_2|Novel_Apicomplexa_Class_2,0.8189447302073241,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Apusomonadidae|Apusomonadidae|Apusomonadidae|Apusomonadidae|Amastigomonas,2.4041149951881238,0.029935548199902424,Ocean,0.14546570406686254,PAMA,False
Eukaryota|Arthropoda|Arachnida|Acari|Acari|Acari,1.2292951576033664,0.2869718926380126,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Arthropoda|Maxillopoda|Calanoida|Calanoida|Calanoida,-0.16614434701230774,0.43694066990945013,River,0.4653321892097338,PAMA,False
Eukaryota|Arthropoda|Maxillopoda|Cyclopoida|Cyclopoida|Cyclopoida,3.172257352460469,0.006231058234457855,Ocean,0.03765895820450466,PAMA,True
Eukaryota|Arthropoda|Merostomata|Xiphosura|Xiphosura|Xiphosura,2.68968777098459,0.06604737263751675,Ocean,0.20819677071874595,PAMA,False
Eukaryota|Arthropoda|Ostracoda|Podocopida|Podocopida|Podocopida,3.3006340557568317,0.0009126919365174557,Ocean,0.007543359851387861,PAMA,True
Eukaryota|Ascomycota|Archaeorhizomycetes|Archaeorhizomycetales|Archaeorhizomycetaceae|Archaeorhizomyces,-0.6350332233295068,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Ascomycota|Pezizomycotina|Pezizomycotina|Pezizomycotina|Rhopalophora,-0.5689679005167374,0.3910022189557703,River,0.42104581929869767,PAMA,False
Eukaryota|Ascomycota|Sordariomycetes|Microascales|Halosphaeriaceae|Corollospora,1.2908808353259156,0.06604930940293047,Ocean,0.20819677071874595,PAMA,False
Eukaryota|Basidiomycota|Tremellomycetes|Tremellales|Bulleribasidiaceae|Hannaella,-0.5569593854014574,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Bicosoecida|Bicosoecida|Bicosoecida|Bicosoecida|Bicosoeca,-0.4119963674673359,0.03502231755599893,River,0.1684904531176665,PAMA,False
Eukaryota|Bicosoecida|Bicosoecida|Bicosoecida|Bicosoecida|Pseudobodo,3.386339061801656,2.181725268678182e-05,Ocean,0.0011273602392256848,PAMA,True
Eukaryota|Bryozoa|Gymnolaemata|Cheilostomatida|Cheilostomatida|Cheilostomatida,0.6987952702593851,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Centrohelida|Centrohelida|Centrohelida|CV1-B1-93|CV1-B1-93,-2.3983253528639477,0.05822166951187572,River,0.20727021122080447,PAMA,False
Eukaryota|Centrohelida|Centrohelida|Centrohelida|Centrohelida|Centrohelida,1.7315262342306585,0.059016209809639265,Ocean,0.20727021122080447,PAMA,False
Eukaryota|Centrohelida|Centrohelida|Centrohelida|H15-6|H15-6,0.2889338550078566,0.3910022189557709,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cercozoa|Ascetosporea|Ascetosporea|Paradiniidae|Paradinium,0.3543808750317954,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cercozoa|Ascetosporea|Haplosporida|Haplosporida|Haplosporidium,-0.8841643475231509,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Cercozoa|Chlorarachniophyta|Chlorarachniophyta|Chlorarachniophyta|Chlorarachnion,1.231560474992511,0.18322067650430765,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Cercozoa|Chlorarachniophyta|Chlorarachniophyta|Chlorarachniophyta|Minorisa,0.43360519110685125,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cercozoa|Granofilosea|Granofilosea|Granofilosea|Massisteria,0.036825921632977376,0.9754907604173955,Ocean,0.9765005852211401,PAMA,False
Eukaryota|Cercozoa|Imbricatea|Imbricatea|Euglyphida|Paulinella,-0.23463929017614094,0.8183812121894432,River,0.8312758741462096,PAMA,False
Eukaryota|Cercozoa|Imbricatea|Imbricatea|Thaumatomonadida|D2P04A09,3.1863183990898656,3.27240337153368e-05,Ocean,0.0013185058584471118,PAMA,True
Eukaryota|Cercozoa|Imbricatea|Marimonadida|Marimonadida|BB01-173,0.7012590486372945,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cercozoa|Novel_Clade_10|Novel_Clade_10|Novel_Clade_10|Novel_Clade_10,-1.5698703882105747,0.18652121815773912,River,0.3690403173564971,PAMA,False
Eukaryota|Cercozoa|Novel_Clade_2|Novel_Clade_2|Novel_Clade_2|Novel_Clade_2,0.2814328440730085,0.01517147015169455,Ocean,0.08242029009375636,PAMA,False
Eukaryota|Cercozoa|Novel_Clade_Gran-4|Novel_Clade_Gran-4|Novel_Clade_Gran-4|Novel_Clade_Gran-4,1.6171455316692391,0.18515361095917585,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Cercozoa|Thecofilosea|Cryomonadida|Protaspidae|Cryothecomonas,-0.4870533922228777,0.65383506462025,River,0.6740495815434774,PAMA,False
Eukaryota|Cercozoa|Thecofilosea|Cryomonadida|Protaspidae|Protaspis,-2.302904549107635,0.06597138570829983,River,0.20819677071874595,PAMA,False
Eukaryota|Cercozoa|Thecofilosea|Cryomonadida|Ventrifissuridae|Ventrifissuridae,2.0486825724134365,0.0701044773015762,Ocean,0.2152096176210292,PAMA,False
Eukaryota|Cercozoa|Thecofilosea|Ebriacea|Ebriacea|Ebria,-3.5741468330227484,0.0008374268903595468,River,0.00736174366343347,PAMA,True
Eukaryota|Chlorophyta|Chlorodendrophyceae|Chlorodendrales|Chlorodendrales|Tetraselmis,3.323926085331105,0.0013840956999642783,Ocean,0.010631882097105135,PAMA,True
Eukaryota|Chlorophyta|Chlorophyceae|Sphaeropleales|Sphaeropleales|Mychonastes,-0.6954055034207691,0.39100221895577075,River,0.42104581929869767,PAMA,False
Eukaryota|Chlorophyta|Chlorophyceae|Sphaeropleales|Sphaeropleales|Tetranephris,-0.7508661221121065,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Chlorophyta|Chlorophyta|Chlorophyta|Chlorophyta|Chlorophyta,2.0418103753905594,0.05867567700648095,Ocean,0.20727021122080447,PAMA,False
Eukaryota|Chlorophyta|Clade_VII|Subclade_A|Subclade_A|Subclade_A,1.2372009163064615,0.18256526490823274,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Chlorophyta|Clade_VII|Subclade_B|Subclade_B|Subclade_B,0.8903982282465304,0.18539760724922255,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellales|Ostreococcus,2.0465847173261515,0.06202186824063203,Ocean,0.20727021122080447,PAMA,False
Eukaryota|Chlorophyta|Prasinophytae|Prasinococcales|Prasinococcales|Prasinococcus,1.2886122879880606,0.18486636867923278,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Chlorophyta|Prasinophytae|Pseudoscourfieldiales|Pseudoscourfieldiales|Pycnococcus,0.6803598642633677,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Chlorophyta|Prasinophytae|Pyramimonadales|Pyramimonadales|Pyramimonas,-1.445540369860625,0.18191773778327391,River,0.3690403173564971,PAMA,False
Eukaryota|Chlorophyta|Trebouxiophyceae|Incertae_Sedis|Incertae_Sedis|Choricystis,-2.7028073640422696,0.058847788162846935,River,0.20727021122080447,PAMA,False
Eukaryota|Chlorophyta|Trebouxiophyceae|Incertae_Sedis|Incertae_Sedis|Picochlorum,-1.0032189710899857,0.00014165546908493436,River,0.00214032560320518,PAMA,True
Eukaryota|Chlorophyta|Ulvophyceae|Oltmansiellopsidales|Oltmansiellopsidales|Oltmannsiellopsis,0.813812740848717,0.1817189174272116,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Chytridiomycota|Chytridiomycetes|Chytridiales|Chytridiaceae|Dendrochytridium,-0.47584009148497053,0.391002218955771,River,0.42104581929869767,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Conthreep|Colpodea|Aristerostoma,0.514406103807711,0.39100221895577075,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Conthreep|IN2411|IN2411,0.36193267284197717,0.7622051347034018,Ocean,0.7807758106548618,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Conthreep|Oligohymenophorea|Hyalophysa,1.3985853379764643,0.1841677959827624,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Conthreep|Oligohymenophorea|Peniculia,0.7122929925974537,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Conthreep|Prostomatea|Cryptocaryon,-2.437742461974671,0.03085712066266282,River,0.14919417840397473,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Conthreep|Prostomatea|Prorodon,-3.109117488134097,0.0029303060711757044,River,0.019542110143633835,PAMA,True
Eukaryota|Ciliophora|Intramacronucleata|Litostomatea|Mesodiniidae|Mesodiniidae,-0.7085741266454262,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Litostomatea|Mesodiniidae|Myrionecta,-1.765081334365001,0.09435401614767938,River,0.27399499584025816,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Eutintinnus,1.1916472211662033,0.18650790978096368,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Pelagostrobilidium,-1.6340827761664078,0.00010654414709493801,River,0.0018397891114429474,PAMA,True
Eukaryota|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidium,-0.5797795249141888,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Euplotes,1.8171012692812223,0.08051105857777652,Ocean,0.23867356560250136,PAMA,False
Eukaryota|Ciliophora|Intramacronucleata|Spirotrichea|Oligotrichia|Pseudotontonia,0.5013509694497245,0.3910022189557703,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cnidaria|Anthozoa|Actiniaria|Actiniaria|Actiniaria,4.02234402282333,0.0008990974455394137,Ocean,0.007495062326177699,PAMA,True
Eukaryota|Cnidaria|Hydrozoa|Leptothecata|Leptothecata|Leptothecata,3.3262620755184025,0.06474511868805363,Ocean,0.20819677071874595,PAMA,False
Eukaryota|Cnidaria|Hydrozoa|Siphonophorae|Siphonophorae|Siphonophorae,2.6030301114282204,0.013230677122488559,Ocean,0.07269354987185475,PAMA,False
Eukaryota|Cnidaria|Myxozoa|Bivalvulida|Bivalvulida|Bivalvulida,-0.756279864158171,0.4781853748550696,River,0.5048092330620658,PAMA,False
Eukaryota|Cryptomycota|Incertae_Sedis|Incertae_Sedis|Incertae_Sedis|Paramicrosporidium,-0.8366458673748927,0.39100221895577053,River,0.42104581929869767,PAMA,False
Eukaryota|Cryptomycota|Incertae_Sedis|Incertae_Sedis|Incertae_Sedis|Rozella,1.3356924135434767,0.1828865246089519,Ocean,0.3690403173564971,PAMA,False
Eukaryota|Cryptomycota|LKM11|LKM11|LKM11|LKM11,-1.6369290303659074,0.18189400766645572,River,0.3690403173564971,PAMA,False
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Chroomonas,0.4708319027191088,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Cryptomonas,-3.984289895814579,0.0011276711200001064,River,0.009087149775334192,PAMA,True
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Geminigera,-4.229315920580337,2.4579396229631966e-05,River,0.0011273602392256848,PAMA,True
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Hemiselmis,0.04951322352908072,0.9676730895229368,Ocean,0.9696786296048496,PAMA,False
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Proteomonas,3.817305257745234,0.00010958174194356544,Ocean,0.0018503453303667348,PAMA,True
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Rhodomonas,0.7023005469108377,0.39100221895577053,Ocean,0.42104581929869767,PAMA,False
Eukaryota|Cryptophyceae|Cryptophyceae|Cryptomonadales|Cryptomonadales|Teleaulax,-2.7503820007864253,0.022432676000746957,River,0.11538509411022503,PAMA,False
