Family,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
FamilyII,0.0,0.0,0.0,0.0,0.0,1.5149368225896874e-06,1.6163173703809437e-06,1.8177956743128202e-06,1.4142285534765273e-06,2.6262034703662736e-06,0.0,1.7978963782252502e-06,0.0,4.864994005234008e-07
Ferrovaceae,0.0,0.0,0.0,0.0,0.0,2.5248947043161457e-06,2.7275355625178427e-06,2.423727565750427e-06,2.2223591554631143e-06,3.4342660766328192e-06,0.0,2.66655661293607e-06,0.0,4.6621928227981203e-07
Fervidicoccaceae,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,4.0407934259523594e-07,6.059318914376067e-07,3.0304897574497013e-07,6.060469546999093e-07,0.0,5.050163787027194e-07,0.0,1.4279602901912455e-07
Fibrobacteraceae,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,1.111218192136899e-06,9.088978371564101e-07,1.0101632524832338e-06,3.0302347734995466e-07,0.0,8.686521281705911e-07,0.0,3.241860952451814e-07
Flavobacteriaceae,0.0,0.0,0.0,0.0,0.0,1.020057460543723e-05,1.0405043071827325e-05,9.896887560147577e-06,1.1919926379302159e-05,8.686673017365367e-06,0.0,1.0221820926815932e-05,0.0,1.1597246100931709e-06
Foraminifera,0.0,0.0,0.0,0.0,0.0,0.00011008540910818396,0.0001123340572414756,0.00010108963722150739,0.00010525901090875296,0.0001097955066264669,0.0,0.00010771272422127736,0.0,4.50583858538225e-06
Francisellaceae,0.0,0.0,0.0,0.0,0.0,3.029873645179375e-07,0.0,3.0296594571880336e-07,0.0,2.0201565156663643e-07,0.0,1.6159379236067547e-07,0.0,1.5316434160174295e-07
Fusobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0304897574497013e-07,0.0,0.0,6.060979514899403e-08,0.0,1.3552762205548765e-07
Gemmatimonadaceae,0.0,0.0,0.0,0.0,0.0,1.817924187107625e-06,3.9397735903035504e-06,4.140534591490313e-06,3.939636684684612e-06,3.6362817281994555e-06,0.0,3.494830156357111e-06,0.0,9.545658570112815e-07
Gnathostomata,0.0,0.0,0.0,0.0,0.0,2.322903127970854e-06,3.1316149051130784e-06,2.6257048628962957e-06,2.8284571069530545e-06,2.3231799930163187e-06,0.0,2.6463719991899204e-06,0.0,3.457339939327259e-07
Gracilibacteraceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,1.4138410800210823e-06,1.1111795777315571e-06,0.0,0.0,5.858103810791098e-07,0.0,6.323405463662574e-07
Halobacteriaceae,0.0,0.0,0.0,0.0,0.0,8.887629359192834e-06,9.596884386636853e-06,9.593921614428773e-06,9.697567223839044e-06,8.585665191582048e-06,0.0,9.27233355513591e-06,0.0,5.022665017170608e-07
Halomonadaceae,0.0,0.0,0.0,0.0,0.0,2.322903127970854e-06,3.5356942477083147e-06,2.221750268604558e-06,2.121342830214791e-06,2.82821912193291e-06,0.0,2.605981919286285e-06,0.0,5.865997353379829e-07
Haplosclerida,0.0,0.0,0.0,0.0,0.0,1.1109536698991043e-06,9.091785208392809e-07,7.069205400105411e-07,7.071142767382636e-07,1.0100782578331821e-06,0.0,8.888490530640745e-07,0.0,1.8066943637239182e-07
Helicobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0002414809295207962,0.00025123633125858795,0.000246513291166533,0.00024748999685839226,0.0002452470010018966,0.0,0.00024639350996124123,0.0,3.5396849629769543e-06
Helicobasidiales,0.0,0.0,0.0,0.0,0.0,1.918919975280271e-06,2.7275355625178427e-06,1.8177956743128202e-06,2.0203265049664675e-06,1.919148689883046e-06,0.0,2.0807452813920895e-06,0.0,3.6858902596664713e-07
Hemiptera,0.0,0.0,0.0,0.0,0.0,1.6058330319450687e-05,1.6769292717702292e-05,1.7572024851690595e-05,1.7071758966966653e-05,1.626225995111423e-05,0.0,1.6746733361384893e-05,0.0,6.115287904538518e-07
Heteroconchia,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,0.0,0.0,0.0,0.0,0.0,1.21194945807175e-07,0.0,2.7100013735424644e-07
Heterogastridiales,0.0,0.0,0.0,0.0,0.0,7.493887482410321e-05,7.667405525744602e-05,7.351973616109629e-05,7.202463990205458e-05,7.201857978350589e-05,0.0,7.38351771856412e-05,0.0,1.997182490434261e-06
Hydroidolina,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,7.071388495416629e-07,8.079091885834757e-07,6.060979514899403e-07,4.0403130313327287e-07,0.0,5.85832089087787e-07,0.0,1.8066878180361456e-07
Hymenobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,0.0,0.0,4.0407934259523595e-08,0.0,9.035488783463738e-08
Hyphomicrobiaceae,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,7.071388495416629e-07,8.079091885834757e-07,8.08130601986587e-07,3.0302347734995466e-07,0.0,6.060370540304528e-07,0.0,2.3688538398846628e-07
Hyphomonadaceae,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,8.081586851904719e-07,0.0,0.0,5.050391289165911e-07,0.0,3.4343619335952924e-07,0.0,3.470033412292397e-07
I-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,0.0,0.0,4.040653009932935e-08,0.0,9.035174803699175e-08
Idiomarinaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,3.0296594571880336e-07,0.0,0.0,0.0,1.413994386723426e-07,0.0,1.3549906242620864e-07
Ignavibacteriaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,2.0197729714586892e-07,0.0,0.0,0.0,1.2120170895775572e-07,0.0,1.1064151908692927e-07
Imbricatea,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,3.0296594571880336e-07,0.0,0.0,0.0,1.413994386723426e-07,0.0,1.3549906242620864e-07
Insecta,0.0,0.0,0.0,0.0,0.0,2.4440980737780294e-05,2.2628443185333214e-05,2.3227389171774925e-05,2.4546967035342582e-05,2.3534823407513145e-05,0.0,2.3675720707548832e-05,0.0,8.158333931062111e-07
Intramacronucleata,0.0,0.0,0.0,0.0,0.0,3.0500728028139042e-05,3.2326347407618876e-05,3.3831197271933044e-05,3.707299136613468e-05,3.636281728199456e-05,0.0,3.4018816271164036e-05,0.0,2.743124262504636e-06
JG34-KF-161,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,3.0296594571880336e-07,5.050816262416169e-07,4.0403130313327287e-07,0.0,2.8282370927826223e-07,0.0,1.9430059410113142e-07
JGI 0000069-P22,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,2.0203265049664675e-07,2.0201565156663643e-07,0.0,1.2120797568171496e-07,0.0,1.1064723834641404e-07
Jatropha curcas   ,0.0,0.0,0.0,0.0,0.0,0.00058860345347018,0.0007952281462274243,0.0007929628685946813,0.0007972208388597682,0.0006027136964490598,0.0,0.0007153458007202227,0.0,0.0001093831953712644
Klebsormidiophyceae,0.0,0.0,0.0,0.0,0.0,1.3937418767825125e-05,1.3738697648238022e-05,1.2421603774470938e-05,1.3031105957033716e-05,1.2625978222914776e-05,0.0,1.3150960874096516e-05,0.0,6.681849104563944e-07
Leptotrichiaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,0.0,0.0,0.0,0.0,8.080624952858193e-08,0.0,1.1064851544206103e-07
Leuconostocaceae,0.0,0.0,0.0,0.0,0.0,0.0,5.050991782440449e-07,0.0,4.040653009932935e-07,0.0,0.0,1.818328958474677e-07,0.0,2.515342607221878e-07
MAST-3I,0.0,0.0,0.0,0.0,0.0,3.63584837421525e-06,0.0,0.0,0.0,0.0,0.0,7.2716967484305e-07,0.0,1.6260008241254784e-06
Macrodasyidae,0.0,0.0,0.0,0.0,0.0,2.8278820688340833e-06,4.1418132616011685e-06,2.8276821600421646e-06,4.242685660429582e-06,3.5352739024161374e-06,0.0,3.5150674106646275e-06,0.0,6.832585817547697e-07
Macrostomida,0.0,0.0,0.0,0.0,0.0,0.0,5.050991782440449e-07,5.049432428646723e-07,0.0,3.0302347734995466e-07,0.0,2.6261317969173436e-07,0.0,2.535190700242013e-07
Malasseziales,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,4.0395459429173784e-07,0.0,0.0,0.0,1.211892341274059e-07,0.0,1.8065558310077378e-07
Mamiellophyceae,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,0.0,0.0,0.0,0.0,6.061190138928538e-08,0.0,1.3553233175195607e-07
Marine Benthic Group D and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0296594571880336e-07,2.0203265049664675e-07,0.0,0.0,1.0099971924309002e-07,0.0,1.4282930345002217e-07
Marine Group II,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,0.0,3.0296594571880336e-07,7.071142767382636e-07,8.080626062665457e-07,0.0,5.656201420900141e-07,0.0,4.077831339849665e-07
Marinilabiaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,8.081586851904719e-07,0.0,2.0203265049664675e-07,2.0201565156663643e-07,0.0,2.8283971271980936e-07,0.0,3.064135511244238e-07
Maxillopoda,0.0,0.0,0.0,0.0,0.0,7.069705172085208e-07,7.071388495416629e-07,2.0197729714586892e-07,8.08130601986587e-07,6.060469546999093e-07,0.0,6.060528441165097e-07,0.0,2.3691518796566498e-07
Methanobacteriaceae,0.0,0.0,0.0,0.0,0.0,4.060030684540362e-05,3.6266120997922424e-05,3.847667510628803e-05,3.767908931762462e-05,3.16154494701786e-05,0.0,3.692752834748346e-05,0.0,3.358185639139859e-06
Methanocellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0304897574497013e-07,2.0201565156663643e-07,0.0,1.010129254623213e-07,0.0,1.4285565234327074e-07
Methanomicrobiaceae,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,1.3132578634345168e-06,1.6158183771669514e-06,6.060979514899403e-07,1.2120939093998187e-06,0.0,1.0706485661054204e-06,0.0,4.4938992745154186e-07
Methanosaetaceae,0.0,0.0,0.0,0.0,0.0,1.3129452462443959e-06,1.0101983564880899e-06,1.514829728594017e-06,5.050816262416169e-07,5.050391289165911e-07,0.0,9.696188172969422e-07,0.0,4.605441787552307e-07
Methanosarcinaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,3.0305950694642694e-07,3.0296594571880336e-07,6.060979514899403e-07,6.060469546999093e-07,0.0,4.040323870400744e-07,0.0,1.8899127965675426e-07
Methanospirillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,0.0,0.0,4.039545942917378e-08,0.0,9.032699326596742e-08
Methermicoccaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,0.0,0.0,0.0,4.0398315269058335e-08,0.0,9.033337911808215e-08
Methylophilaceae,0.0,0.0,0.0,0.0,0.0,1.5149368225896874e-06,0.0,0.0,1.0101632524832338e-06,0.0,0.0,5.050200150145842e-07,0.0,7.141843766281557e-07
Microbacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0201565156663643e-07,0.0,4.0403130313327284e-08,0.0,9.034414588438218e-08
Micromonosporaceae,0.0,0.0,0.0,0.0,0.0,2.6258904924887917e-06,1.8183570416785619e-06,2.1207616200316238e-06,1.5152448787248506e-06,2.3231799930163187e-06,0.0,2.080686805188029e-06,0.0,4.319136124850506e-07
Mitochondria,0.0,0.0,0.0,0.0,0.0,4.342818891423771e-06,4.0407934259523595e-06,5.756352968657264e-06,4.141669335181259e-06,3.6362817281994555e-06,0.0,4.383583269882822e-06,0.0,8.094203486958157e-07
Monoglobaceae,0.0,0.0,0.0,0.0,0.0,0.0007387841904829043,0.000739364177113633,0.0007297439745880244,0.0007345907172058077,0.0007369530969150897,0.0,0.0007358872312610917,0.0,3.906345671899029e-06
Moraxellaceae,0.0,0.0,0.0,0.0,0.0,3.4338567978699585e-06,2.4244760555714155e-06,2.9286708086150992e-06,2.2223591554631143e-06,2.929226947716228e-06,0.0,2.7877179530471634e-06,0.0,4.7669779628749185e-07
Mycobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,0.0,0.0,4.039545942917378e-08,0.0,9.032699326596742e-08
Mycoplasmataceae,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,2.0197729714586892e-07,0.0,3.0302347734995466e-07,0.0,1.414080891586883e-07,0.0,1.355146180012519e-07
Myxosporea,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,5.050991782440449e-07,4.0395459429173784e-07,4.040653009932935e-07,1.0100782578331821e-06,0.0,5.0503778154151e-07,0.0,3.030330598791719e-07
NS9 marine group,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,0.0,0.0,0.0,4.0398315269058335e-08,0.0,9.033337911808215e-08
Neisseriaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,4.0395459429173784e-07,0.0,4.0403130313327287e-07,0.0,2.0199549475406046e-07,0.0,2.0199647618878192e-07
Nitrospiraceae,0.0,0.0,0.0,0.0,0.0,3.029873645179375e-07,2.0203967129761797e-07,0.0,5.050816262416169e-07,4.0403130313327287e-07,0.0,2.8282799303808903e-07,0.0,1.9430114943320288e-07
Nocardiaceae,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,0.0,3.0304897574497013e-07,3.0302347734995466e-07,0.0,1.8182639200827035e-07,0.0,1.6598402793809664e-07
Novel Apicomplexa Class 2,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,2.0197729714586892e-07,0.0,0.0,0.0,8.079377469823212e-08,0.0,1.1063143238571821e-07
Novel Clade 10,0.0,0.0,0.0,0.0,0.0,3.231865221524667e-06,3.0305950694642694e-06,2.6257048628962957e-06,2.8284571069530545e-06,3.232250425066183e-06,0.0,2.9897745371808936e-06,0.0,2.634572130995377e-07
Nuclearia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101632524832338e-06,8.080626062665457e-07,0.0,3.636451717499559e-07,0.0,5.030422242785673e-07
OCS116 clade,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,2.0197729714586892e-07,0.0,0.0,0.0,8.080339368869738e-08,0.0,1.1064460581332812e-07
OPB56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.040653009932935e-07,0.0,0.0,8.08130601986587e-08,0.0,1.807034960739835e-07
Oceanospirillaceae,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,1.0101983564880899e-06,8.079091885834757e-07,1.1111795777315571e-06,1.1110860836165003e-06,0.0,1.0100662176292161e-06,0.0,1.2379056759828345e-07
Oligoflexaceae,0.0,0.0,0.0,0.0,0.0,2.9086786993722e-05,3.1215129215481975e-05,3.0195605923307403e-05,2.626424456456408e-05,2.7070097309929283e-05,0.0,2.876637280140095e-05,0.0,2.0784475458525533e-06
Opiliones,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,2.0197729714586892e-07,2.0203265049664675e-07,0.0,0.0,1.2120030479756148e-07,0.0,1.1064023672290027e-07
Ostracoda,0.0,0.0,0.0,0.0,0.0,5.049789408632291e-07,9.091785208392809e-07,8.079091885834757e-07,7.071142767382636e-07,7.070547804832275e-07,0.0,7.272471415014954e-07,0.0,1.49851267369719e-07
Paenibacillaceae,0.0,0.0,0.0,0.0,0.0,5.049789408632291e-07,0.0,6.059318914376067e-07,2.0203265049664675e-07,3.0302347734995466e-07,0.0,3.2319339202948743e-07,0.0,2.411056636678373e-07
Pasteurellaceae,0.0,0.0,0.0,0.0,0.0,2.2219073397982086e-06,2.121416548624989e-06,2.019772971458689e-06,1.616261203973174e-06,1.3131017351831368e-06,0.0,1.8584919598076396e-06,0.0,3.8188279573900353e-07
Pectobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049432428646723e-07,0.0,4.0403130313327287e-07,0.0,1.8179490919958903e-07,0.0,2.514766526796414e-07
Peptococcaceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,4.0395459429173784e-07,4.040653009932935e-07,4.0403130313327287e-07,0.0,2.828085549527192e-07,0.0,1.8068382520995337e-07
Peptostreptococcaceae,0.0,0.0,0.0,0.0,0.0,0.00022198874240347556,0.0002284058484019571,0.00022621457280337317,0.00022223591554631144,0.00022100512281390025,0.0,0.00022397004039380347,0.0,3.1795355553757596e-06
Phaeophyceae,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,0.0,0.0,0.0,4.0398315269058335e-08,0.0,9.033337911808215e-08
Phaselicystidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049432428646723e-07,3.0304897574497013e-07,6.060469546999093e-07,0.0,2.828078346619103e-07,0.0,2.802667991329908e-07
Phragmoplastophyta,0.0,0.0,0.0,0.0,0.0,0.0006365764528521867,0.000429435321343087,0.0004366749164293686,0.00043315800266481065,0.0006346321693965883,0.0,0.0005140953725372082,0.0,0.00011095364298462906
Phycisphaeraceae,0.0,0.0,0.0,0.0,0.0,7.069705172085208e-07,5.050991782440449e-07,6.059318914376067e-07,4.040653009932935e-07,9.090704320498639e-07,0.0,6.262274639866659e-07,0.0,1.942675884986482e-07
Phyllobacteriaceae,0.0,0.0,0.0,0.0,0.0,9.089620935538125e-07,1.6163173703809437e-06,2.1207616200316238e-06,2.121342830214791e-06,3.6362817281994555e-06,0.0,2.0807331284761254e-06,0.0,1.0014629584715995e-06
Phytophthora,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,7.071388495416629e-07,4.0395459429173784e-07,3.0304897574497013e-07,7.070547804832275e-07,0.0,5.454343858194946e-07,0.0,1.8350874443975746e-07
Pirellulaceae,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,3.0296594571880336e-07,0.0,3.0302347734995466e-07,0.0,2.0199451515186826e-07,0.0,1.8894778312484833e-07
Planctomycetaceae,0.0,0.0,0.0,0.0,0.0,2.7268862806614377e-06,4.1418132616011685e-06,3.837568645771509e-06,5.050816262416169e-06,3.93930520554941e-06,0.0,3.939277931199939e-06,0.0,8.301771370625399e-07
Platygloeales,0.0,0.0,0.0,0.0,0.0,1.3129452462443959e-06,0.0,0.0,1.2121959029798805e-06,2.2221721672330006e-06,0.0,9.494626632914555e-07,0.0,9.518267335418062e-07
Plectosphaerellaceae,0.0,0.0,0.0,0.0,0.0,0.0005680003126829602,0.000579651816952866,0.0005608909541740779,0.0005615497520554297,0.0005618055270068159,0.0,0.0005663796725744301,0.0,7.955395344283234e-06
Polycystinea,0.0,0.0,0.0,0.0,0.0,1.4947376649551584e-05,1.3031558798696359e-05,1.3734456205919086e-05,1.4445334510510244e-05,1.2019931268214868e-05,0.0,1.3635731486578428e-05,0.0,1.1577404331893313e-06
Polyporales,0.0,0.0,0.0,0.0,0.0,2.252206076250002e-05,2.3638641541821304e-05,2.4944196197514812e-05,2.181952625363785e-05,2.2120713846546688e-05,0.0,2.3009027720404137e-05,0.0,1.282813577155654e-06
Porphyra,0.0,0.0,0.0,0.0,0.0,7.069705172085208e-07,1.0101983564880899e-06,9.088978371564101e-07,8.08130601986587e-07,1.2120939093998187e-06,0.0,9.292582444478853e-07,0.0,1.943229275847501e-07
Porphyromonadaceae,0.0,0.0,0.0,0.0,0.0,1.3937418767825125e-05,1.3334618305642786e-05,1.565324052880484e-05,1.2627040656040423e-05,0.00013898676827784587,0.0,3.8907817307231806e-05,0.0,5.5957037761803944e-05
Postciliodesmatophora,0.0,0.0,0.0,0.0,0.0,0.0008851270875450681,0.0008988744976031024,0.0009008187452705753,0.0008893477274862391,0.0008976565477363489,0.0,0.0008943649211282668,0.0,6.7700209217133775e-06
Prevotellaceae,0.0,0.0,0.0,0.0,0.0,2.686487965392379e-05,2.687127628258319e-05,2.4439252954650137e-05,2.7577456792792282e-05,2.6565058181012692e-05,0.0,2.6463584772992416e-05,0.0,1.1912364362538794e-06
Propionibacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,1.4142776990833259e-06,1.2118637828752134e-06,1.3132122282282039e-06,1.2120939093998187e-06,0.0,1.0302895239173122e-06,0.0,5.820246396142646e-07
Pseudoalteromonadaceae,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-06,7.071388495416629e-06,5.8573416172301985e-06,6.8691101168859895e-06,7.171555630615593e-06,0.0,6.605828630101432e-06,0.0,6.050925149592016e-07
Pseudohongiellaceae,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,0.0,8.079091885834757e-07,1.2121959029798805e-06,5.050391289165911e-07,0.0,7.070204204412811e-07,0.0,4.7376846512621863e-07
Pseudomonadaceae,0.0,0.0,0.0,0.0,0.0,6.867713595739917e-06,5.960170303279731e-06,7.069205400105412e-06,7.071142767382637e-06,6.767524327482321e-06,0.0,6.747151278798004e-06,0.0,4.5906936592773255e-07
Pseudonocardiaceae,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,0.0,0.0,4.0407934259523595e-08,0.0,9.035488783463738e-08
RAD A,0.0,0.0,0.0,0.0,0.0,1.3129452462443959e-06,1.4142776990833259e-06,1.514829728594017e-06,2.121342830214791e-06,1.414109560966455e-06,0.0,1.5555010130205968e-06,0.0,3.242684006237465e-07
RM1-SGM49,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,0.0,5.049432428646723e-07,6.060979514899403e-07,7.070547804832275e-07,0.0,4.84814140774743e-07,0.0,2.8028132504392745e-07
Reticulamoeba,0.0,0.0,0.0,0.0,0.0,3.373259324966371e-05,3.576102181967838e-05,3.433614051479771e-05,3.373945263294001e-05,3.484769989524478e-05,0.0,3.448338162246491e-05,0.0,8.520395741092457e-07
Rhabdocoela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,0.0,0.0,4.039545942917378e-08,0.0,9.032699326596742e-08
Rhizobiaceae,0.0,0.0,0.0,0.0,0.0,1.1109536698991043e-06,1.3132578634345168e-06,1.3128524314481479e-06,1.616261203973174e-06,1.3131017351831368e-06,0.0,1.333285380787616e-06,0.0,1.807848808626444e-07
Rhizobiales Candidatus Hodgkinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,0.0,0.0,4.039545942917378e-08,0.0,9.032699326596742e-08
Rhodobacteraceae,0.0,0.0,0.0,0.0,0.0,9.493604088228708e-06,8.990765372744e-06,8.483046480126495e-06,7.980289694617548e-06,6.363493024349047e-06,0.0,8.26223973201316e-06,0.0,1.2021333422737982e-06
Rhodocyclaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,0.0,0.0,4.040653009932935e-08,0.0,9.035174803699175e-08
Rhodymeniophycidae,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,7.069205400105411e-07,0.0,6.060469546999093e-07,0.0,3.4339012948020675e-07,0.0,3.319066298394348e-07
Rhynchostoma,0.0,0.0,0.0,0.0,0.0,0.0,4.0407934259523594e-07,0.0,0.0,0.0,0.0,8.081586851904719e-08,0.0,1.8070977566927476e-07
Rickettsiaceae,0.0,0.0,0.0,0.0,0.0,0.0,4.0407934259523594e-07,0.0,3.0304897574497013e-07,5.050391289165911e-07,0.0,2.4243348945135944e-07,0.0,2.32547486823278e-07
Rubritaleaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,3.0302347734995466e-07,0.0,1.0100015489916471e-07,0.0,1.42839857829785e-07
Russulales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0403130313327287e-07,0.0,8.080626062665457e-08,0.0,1.8068829176876436e-07
SAR116 clade,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,4.0395459429173784e-07,0.0,3.0302347734995466e-07,0.0,2.2219224486645514e-07,0.0,2.069770285191755e-07
SM2D12,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,2.0197729714586892e-07,0.0,0.0,0.0,8.080339368869738e-08,0.0,1.1064460581332812e-07
Saccharomycetales,0.0,0.0,0.0,0.0,0.0,0.0007515096597926577,0.0007194632694908176,0.0007403477826881825,0.0007423689742499285,0.0006872572466296972,0.0,0.0007281893865702567,0.0,2.5711415973702012e-05
Saccharospirillaceae,0.0,0.0,0.0,0.0,0.0,5.958751502186104e-06,6.566289317172584e-06,5.756352968657264e-06,7.17215909263096e-06,6.464500850132366e-06,0.0,6.383610746155857e-06,0.0,5.55805914995893e-07
Salinibacter,0.0,0.0,0.0,0.0,0.0,0.0,1.111218192136899e-06,1.9187843228857545e-06,1.0101632524832338e-06,2.0201565156663643e-06,0.0,1.2120644566344506e-06,0.0,8.173891450163267e-07
Salinisphaeraceae,0.0,0.0,0.0,0.0,0.0,0.0,8.081586851904719e-07,7.069205400105411e-07,0.0,6.060469546999093e-07,0.0,4.242252359801844e-07,0.0,3.9380031977716997e-07
Saprospiraceae,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,5.050991782440449e-07,0.0,4.040653009932935e-07,4.0403130313327287e-07,0.0,3.4343578701223896e-07,0.0,1.969117377757256e-07
Schizoplasmodiopsis amoeboidea   ,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,1.3132578634345168e-06,8.079091885834757e-07,9.091469272349104e-07,1.414109560966455e-06,0.0,1.090876284389163e-06,0.0,2.615229637314301e-07
Semaeostomeae,0.0,0.0,0.0,0.0,0.0,1.817924187107625e-06,1.0101983564880899e-06,1.514829728594017e-06,1.5152448787248506e-06,1.0100782578331821e-06,0.0,1.373655081749553e-06,0.0,3.5413340972073265e-07
Seriata,0.0,0.0,0.0,0.0,0.0,6.160743078531396e-06,5.8591504676309215e-06,4.039545942917378e-06,3.5355713836913184e-06,5.555430418082502e-06,0.0,5.030088258170704e-06,0.0,1.1679537256834891e-06
Sordariales,0.0,0.0,0.0,0.0,0.0,1.262447352158073e-05,1.2021360442208269e-05,1.2017649180179201e-05,1.282907330653707e-05,1.0807837358815048e-05,0.0,1.2060078761864064e-05,0.0,7.876074472288787e-07
Sphingobacteriaceae,0.0,0.0,0.0,0.0,0.0,7.069705172085209e-06,6.667309152821393e-06,7.473159994397149e-06,6.465044815892696e-06,7.474579107965548e-06,0.0,7.0299596486324e-06,0.0,4.5998284400060215e-07
Sphingomonadaceae,0.0,0.0,0.0,0.0,0.0,2.3128035491535898e-05,2.1517224993196313e-05,2.3227389171774925e-05,2.4951032336335875e-05,2.4443893839563007e-05,0.0,2.34535151664812e-05,0.0,1.335074643002111e-06
Spirochaetaceae,0.0,0.0,0.0,0.0,0.0,3.969134475184981e-05,4.222629130120216e-05,4.594983510068518e-05,4.0204497448832706e-05,4.464545899622665e-05,0.0,4.25434855197593e-05,0.0,2.726155456473478e-06
Spirosomaceae,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,5.050991782440449e-07,4.0395459429173784e-07,6.060979514899403e-07,5.050391289165911e-07,0.0,6.060297469337544e-07,0.0,2.3684298314906085e-07
Spirotrichonymphea,0.0,0.0,0.0,0.0,0.0,4.948793620459646e-06,5.556090960684494e-06,5.554375671511395e-06,5.858946864402756e-06,4.141320857116047e-06,0.0,5.211905594834868e-06,0.0,6.837015642266727e-07
