# Constructed from biom file
#OTU ID	Ocean-lake-1a	Ocean-lake-1b	Ocean-lake-2a	Ocean-lake-2b	Ocean-lake-3a	Ocean-lake-3b	Ocean-lake-4a	Ocean-lake-4b
42b04abb6d8d6967ad7195cf8d063b96	565.0	554.0	419.0	557.0	0.0	0.0	0.0	0.0
c0052a2c8816af3e266a88509e677647	496.0	579.0	401.0	366.0	0.0	48.0	97.0	104.0
270e3ebdba5f2f118a6b44c5196c7927	0.0	0.0	0.0	0.0	223.0	372.0	667.0	785.0
83ad8de13171993730ad0e5bcaf330bb	571.0	671.0	395.0	379.0	0.0	0.0	0.0	0.0
f25c47bfb774885e1082436026b40b1b	629.0	638.0	305.0	442.0	0.0	0.0	0.0	0.0
7ece59ad2f489c18e4797eb91ccef010	395.0	487.0	541.0	567.0	0.0	0.0	0.0	0.0
2ac05d08c6a1ce3a8e7d895c908446b6	0.0	0.0	0.0	0.0	415.0	588.0	398.0	461.0
f0dde7a1ce8d6987116deac5049eaad8	0.0	0.0	0.0	0.0	64.0	95.0	737.0	965.0
fe0be9c4c94a2f5b92833a7f3a058f81	0.0	0.0	0.0	0.0	189.0	288.0	567.0	774.0
ef7e23de28cf20bb362d10ddedb88edb	0.0	0.0	0.0	0.0	630.0	760.0	185.0	206.0
043a9ae1f0d350f487f898ff40674da8	437.0	582.0	301.0	452.0	0.0	0.0	0.0	0.0
ce188aab4559a4ab85641f28f6bd8d7f	360.0	335.0	515.0	560.0	0.0	0.0	0.0	0.0
e6778d8c8b656feb62fa1a08d4a415d4	0.0	0.0	0.0	0.0	181.0	287.0	589.0	695.0
6a55aec477d2bf784809bb63abec9039	492.0	580.0	373.0	264.0	0.0	0.0	0.0	0.0
b9d316b62c26dd2f707f9268e78d2453	0.0	0.0	0.0	0.0	211.0	283.0	583.0	622.0
ae68fac8a05bba7636800df03182ab18	0.0	0.0	0.0	0.0	152.0	346.0	485.0	716.0
691d9a9fc06a7ce445c76da37fd37667	0.0	0.0	0.0	0.0	644.0	1023.0	10.0	14.0
4315ede208a3a8807e4c801bee149b52	0.0	0.0	0.0	0.0	188.0	368.0	632.0	500.0
50a3c67b008611d78dd4fce64774c657	0.0	0.0	704.0	958.0	0.0	0.0	0.0	0.0
f67a8366e94d0ce6336da755d4840b1c	0.0	0.0	0.0	0.0	192.0	279.0	489.0	662.0
8decf24f3265392ce5db056a8eb384dd	0.0	0.0	0.0	0.0	9.0	18.0	772.0	816.0
55bee0f8a59ab6b8059002c3ff7d1a19	445.0	537.0	314.0	315.0	0.0	0.0	0.0	0.0
15445c1e17e276b1567004247f893769	0.0	0.0	0.0	0.0	522.0	761.0	151.0	170.0
be10876daf3f0efa3a6b999588d26b1b	0.0	0.0	0.0	0.0	151.0	194.0	571.0	688.0
0bb0d1fef309c2f5741c8c3169811956	0.0	0.0	0.0	0.0	0.0	0.0	723.0	857.0
77fb44f13e224b10695b3e0393e7e023	0.0	0.0	0.0	0.0	138.0	187.0	488.0	739.0
0251cba9d7a557cc834fc529e57abd5a	0.0	0.0	0.0	0.0	116.0	229.0	566.0	637.0
35aa7857c08eb30047078a04bb47d264	0.0	0.0	0.0	0.0	433.0	633.0	248.0	224.0
aa15a9057145927bd63020eb35e3ce89	0.0	0.0	0.0	0.0	0.0	0.0	665.0	873.0
bfb629b34778fff897268a2dc1822d38	357.0	403.0	362.0	377.0	0.0	0.0	0.0	0.0
19fc7e011fffc20b76be35a9671d377e	417.0	443.0	298.0	303.0	0.0	0.0	0.0	0.0
d21f58b9cf454b66a69f7f6e1bdb194c	219.0	260.0	162.0	110.0	68.0	95.0	238.0	277.0
5aa120f378ef2d77b5833adff980899a	383.0	354.0	288.0	381.0	0.0	0.0	0.0	0.0
217179b39d45e01a48601fed9babedda	0.0	0.0	0.0	0.0	167.0	291.0	463.0	461.0
98a476d15553a9f6704c55f3a95dee49	0.0	0.0	0.0	0.0	152.0	218.0	358.0	625.0
81f20d82f959f2d49102e82838a5e087	0.0	0.0	0.0	0.0	303.0	503.0	281.0	261.0
cc234b4faf915065edcaaaff2d073f75	0.0	0.0	0.0	0.0	167.0	254.0	406.0	491.0
a0749b62e096b323f6e4d769591a759c	126.0	166.0	448.0	535.0	0.0	0.0	0.0	0.0
