# Constructed from biom file
#OTU ID	Ocean-lake-1a	Ocean-lake-1b	Ocean-lake-2a	Ocean-lake-2b	Ocean-lake-3a	Ocean-lake-3b	Ocean-lake-4a	Ocean-lake-4b
a7fb5f1d7787b192ba4add18a180649b	0.0	0.0	0.0	0.0	14.0	35.0	0.0	18.0
cf2a5a4318aacf8ac5820a6c315953a9	0.0	0.0	0.0	0.0	0.0	21.0	18.0	28.0
190c155265cb1f34ea1ea26b5693dcfe	0.0	0.0	0.0	0.0	0.0	14.0	25.0	28.0
20f7de076299241966cdfe332b54dbcd	0.0	0.0	0.0	0.0	0.0	0.0	20.0	47.0
0f279bb4282c3d8052c2dbea3b31aa9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0
177297fcf3a591bfe4207f1afe3f2831	8.0	12.0	4.0	23.0	6.0	13.0	0.0	0.0
c172394bbe2faf9f8545346ec8478089	0.0	0.0	0.0	0.0	7.0	0.0	18.0	41.0
ce61988c45618cb0f79d80807c9b88a9	0.0	0.0	0.0	0.0	5.0	8.0	26.0	27.0
7903cdd960995010a1d8cd6b942aa4c4	0.0	0.0	0.0	0.0	0.0	13.0	29.0	24.0
bfa54a137d4cee7f5250b325378f1e8a	30.0	23.0	5.0	7.0	0.0	0.0	0.0	0.0
fb6c1de4151468999fe1021b033abda3	0.0	0.0	0.0	0.0	33.0	32.0	0.0	0.0
f5f1516fe7354878b081445c5cffe658	0.0	0.0	0.0	0.0	12.0	30.0	23.0	0.0
8fffca76ee0bcb16ef1c8e4ac2b7ea3e	0.0	0.0	0.0	0.0	9.0	17.0	19.0	20.0
52ff0462116e7b47b87bb9f6bfc5b2fd	0.0	0.0	0.0	0.0	7.0	15.0	13.0	30.0
3d7cf847ec332e3b9fee36226368668f	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0
909ff21d370fc2e0db97037eea9ffb73	0.0	0.0	0.0	0.0	0.0	0.0	21.0	44.0
c9f2826d9f8bb2285090de958740db9f	29.0	8.0	13.0	14.0	0.0	0.0	0.0	0.0
0fe09d7b8393049c4721939822c3b285	21.0	8.0	35.0	0.0	0.0	0.0	0.0	0.0
d5626e5f98389349bb9d7bb93bc2ed50	0.0	0.0	0.0	0.0	28.0	36.0	0.0	0.0
72db1c668db578404f6ca664ba5fcadd	0.0	0.0	0.0	0.0	16.0	8.0	23.0	17.0
396884ee1713f8e928d898c3aa96644a	0.0	0.0	0.0	0.0	15.0	7.0	26.0	16.0
18cf1d4fe4df0977de740f45398824d7	0.0	0.0	0.0	0.0	13.0	13.0	26.0	12.0
f742d5961eed862b0ac311c27f65cccf	0.0	0.0	0.0	0.0	8.0	10.0	23.0	23.0
5e3bd9ad02ed16ff51af1d67980143a2	0.0	0.0	0.0	0.0	8.0	18.0	22.0	16.0
777da1204eadaba25311dbce10ba1ca0	0.0	0.0	0.0	0.0	8.0	17.0	39.0	0.0
a0fb4c06bc207ddc6fece3c6498a9b08	0.0	0.0	0.0	0.0	0.0	24.0	10.0	30.0
1d593e51b079b158167f8376e6767507	0.0	0.0	0.0	0.0	0.0	13.0	20.0	31.0
28e4b22c5a95a5aae045ffe8f1ac94b5	0.0	0.0	0.0	0.0	0.0	7.0	0.0	57.0
eb2738c8a00b6352cbff129d90564c64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0
23bd22191073d9689eb32b1f8f8ce1ad	7.0	7.0	22.0	27.0	0.0	0.0	0.0	0.0
9e70ddace0d7b13344829818912df3a8	7.0	17.0	0.0	39.0	0.0	0.0	0.0	0.0
1f2270dd190a202b12a248c60fc1ecc8	0.0	0.0	0.0	0.0	20.0	20.0	0.0	23.0
a1f3a21dbb899df46989abbe73b9dd8e	0.0	0.0	0.0	0.0	11.0	0.0	30.0	22.0
1690138952324a44c68fb7d8a5689f25	0.0	0.0	0.0	0.0	10.0	17.0	17.0	19.0
090f720e89aa01be296da2ef10cfc974	0.0	0.0	0.0	0.0	0.0	15.0	19.0	29.0
205b305aa8577d3e7fd5a3bc4622312f	0.0	0.0	0.0	0.0	0.0	14.0	25.0	24.0
992189da54b3ea573088cebf530b33ec	0.0	0.0	0.0	0.0	0.0	14.0	20.0	29.0
210be746dd9ad44fea1a6008d2748957	23.0	16.0	15.0	8.0	0.0	0.0	0.0	0.0
5b1c972aba00484d65043de98ead71b3	13.0	20.0	13.0	16.0	0.0	0.0	0.0	0.0
f59628b3a2cda269951820fd8389e33f	0.0	0.0	0.0	14.0	10.0	0.0	25.0	13.0
6d90f9efcdeab9e9712f92eecab73848	0.0	0.0	0.0	0.0	17.0	14.0	11.0	20.0
1bce61f69cc294c0f29f95b8273587a4	0.0	0.0	0.0	0.0	13.0	17.0	0.0	32.0
c00e8a75f148c9736510cd42fa738f9d	0.0	0.0	0.0	0.0	5.0	0.0	13.0	44.0
9c8747c9de30aa48a87aafbb7cfb6ca6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0
3e7c5e8568a3fbbfd325d15ec695ecb6	18.0	23.0	9.0	11.0	0.0	0.0	0.0	0.0
e4801837b127a3810337d48ecd77eb00	15.0	0.0	0.0	0.0	0.0	0.0	22.0	24.0
a14a000e60f3f29fe436dea1895b0551	13.0	11.0	28.0	9.0	0.0	0.0	0.0	0.0
78cef7b7e81683fbfa76dedd92866200	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0
7b0b91c93b3c71927bd270e277c64945	0.0	0.0	0.0	0.0	19.0	0.0	42.0	0.0
7869e685cb70e032773c9ab2d747f3f4	0.0	0.0	0.0	0.0	0.0	8.0	14.0	39.0
1533680c017e65b77cd5ee00ca8c336b	0.0	0.0	0.0	0.0	0.0	0.0	17.0	44.0
c5ccc792f4d304e2a5c6131a0540bbea	19.0	20.0	0.0	21.0	0.0	0.0	0.0	0.0
cc286ddc5b93b1d8fe32d0790bf27a70	11.0	9.0	23.0	17.0	0.0	0.0	0.0	0.0
0382da67bd9048897ff6d8dde0e90523	0.0	0.0	0.0	0.0	25.0	35.0	0.0	0.0
858ae6c8eb1987ee49bca512d68b8ee6	0.0	0.0	0.0	0.0	7.0	13.0	26.0	14.0
cc1d8ceb303a8c97f1c7171fe8891153	0.0	0.0	0.0	0.0	0.0	12.0	33.0	15.0
1fc4619da64e271ef01d22c9fa4a5914	0.0	0.0	0.0	0.0	0.0	0.0	30.0	30.0
b98d5b4982fa6732f9676b2e06854c88	4.0	4.0	25.0	26.0	0.0	0.0	0.0	0.0
404121735b1401cd20f665e51379bba7	21.0	0.0	14.0	23.0	0.0	0.0	0.0	0.0
46fb35c96a5874edbdbbf9f4308807fa	15.0	14.0	7.0	22.0	0.0	0.0	0.0	0.0
b7c5110f4de1dd8a63b38b08afde62d2	0.0	0.0	25.0	33.0	0.0	0.0	0.0	0.0
1adb080527f1a466d7ae7c43fbaa3aa5	0.0	0.0	0.0	0.0	25.0	14.0	0.0	19.0
4ba56b8d13cf57866bac80c7f9ed4bf6	0.0	0.0	0.0	0.0	5.0	23.0	19.0	11.0
07e2221484141970a4166755959982a6	0.0	0.0	0.0	0.0	0.0	0.0	24.0	34.0
1918fe5f1ffd18fe5311e1f91e916457	0.0	0.0	0.0	0.0	0.0	0.0	21.0	37.0
0403b83d5b9e1a92907804fb6ef7d485	25.0	20.0	0.0	12.0	0.0	0.0	0.0	0.0
4ad98155556f467605e6e187a9c9d438	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0
4ce1df289294631406a9c7306ec6e1ef	0.0	0.0	0.0	0.0	10.0	19.0	17.0	11.0
e5feec8928cae7436e36c1ba21b8be09	0.0	0.0	0.0	0.0	10.0	14.0	19.0	14.0
48cc4cb3346254de5cf15ff84e23cdbd	0.0	0.0	0.0	0.0	0.0	31.0	0.0	26.0
3851e1c2f548886d9efd1b164d1d2de0	0.0	0.0	0.0	0.0	0.0	19.0	14.0	24.0
4f6907f8d172f6843c11eb0e286da877	0.0	0.0	0.0	0.0	0.0	0.0	27.0	30.0
b556d2f95efc662b83372573ab3bd113	0.0	0.0	0.0	0.0	9.0	11.0	21.0	15.0
34658e3c2a24829c1dfe2b95abf059b8	0.0	0.0	0.0	0.0	0.0	20.0	14.0	22.0
15aba17a8ce19d14c2268862c7855843	0.0	0.0	0.0	0.0	0.0	20.0	0.0	36.0
465c2a9e08f6dba1f1f351c53a3f3d4a	0.0	0.0	0.0	0.0	12.0	21.0	13.0	9.0
21bb9b396f102575bfdda529270edd26	0.0	0.0	0.0	0.0	5.0	0.0	16.0	34.0
03562a298d726a7d3f87ee9222e4014f	0.0	0.0	0.0	0.0	0.0	17.0	16.0	22.0
910a1df0b15a657b3acbd9e3bcc95cb2	0.0	0.0	0.0	0.0	0.0	0.0	19.0	36.0
137b0aced186c4c53af41e0846308146	13.0	16.0	13.0	12.0	0.0	0.0	0.0	0.0
c0440940fa5541224992627867cf426b	8.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0
48d61ca11143b1fa07e8a5373dde15ce	0.0	11.0	23.0	0.0	0.0	11.0	0.0	9.0
b935bdc23acd85566d96b5ef1e3930e4	0.0	0.0	20.0	0.0	0.0	0.0	14.0	20.0
0d9c38912c5e408ae4268ec19c59c61b	0.0	0.0	0.0	0.0	11.0	9.0	10.0	24.0
62283a15c9f42635f0312610c9b30b77	0.0	0.0	0.0	0.0	9.0	18.0	0.0	27.0
a570ddedffb799f408c4a3b97ac2fed8	0.0	0.0	0.0	0.0	0.0	5.0	20.0	29.0
34a1e65d552e8ec35f98ce24e053a7c1	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0
97a01af2afdab6bf5dd6e6471fc72b87	0.0	0.0	0.0	0.0	0.0	0.0	28.0	26.0
57ac77cef5ab072b072d69eda7f7e3ae	12.0	20.0	9.0	12.0	0.0	0.0	0.0	0.0
5ac823de5f6a0c2c652101d1a3dc05f8	0.0	0.0	0.0	0.0	9.0	18.0	11.0	15.0
3e767d597d1dda74ec7684dd19127e01	0.0	0.0	0.0	0.0	6.0	0.0	13.0	34.0
4c156f14fd5913af51b163568ad3aaf2	0.0	0.0	0.0	0.0	0.0	14.0	23.0	16.0
25d8157b240c81832b83e57a176e29c2	12.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
4dd6399f5471cd351f00d03a9fbc923f	0.0	0.0	0.0	0.0	14.0	19.0	6.0	13.0
6b366fbf8e0fd798747ceb0af4871668	0.0	0.0	0.0	0.0	13.0	0.0	19.0	20.0
8885304b83f358a320301d96757d2272	0.0	0.0	0.0	0.0	12.0	11.0	12.0	17.0
de5c24643df6bba91b1a176fb1b89f57	0.0	0.0	0.0	0.0	12.0	20.0	0.0	20.0
6194f628bf8ed010efbbb0f16b4bac40	0.0	0.0	0.0	0.0	11.0	9.0	15.0	17.0
aa59b06f38255fe9d0e002cd3355bb35	0.0	0.0	0.0	0.0	6.0	18.0	13.0	15.0
18094fa9cdbf8231b26c7bf890f9d02a	0.0	0.0	0.0	0.0	0.0	0.0	28.0	24.0
8690c77075f3b1771e48e597ca6e7f7f	0.0	0.0	0.0	0.0	0.0	0.0	26.0	26.0
88949ceaebc201e0820d9cc2b76c79af	24.0	15.0	0.0	12.0	0.0	0.0	0.0	0.0
04246a4240fee23bc17b29aaa5365b82	19.0	0.0	8.0	24.0	0.0	0.0	0.0	0.0
96703edb1877b5e7469e1d32c57eba5e	18.0	22.0	0.0	11.0	0.0	0.0	0.0	0.0
4582526bea5a23af8d83117da68d5739	15.0	18.0	0.0	18.0	0.0	0.0	0.0	0.0
8e697c818a56ec101a16ebed68a3dca7	12.0	9.0	17.0	13.0	0.0	0.0	0.0	0.0
81296e17895413d20120dd12295d12ea	10.0	11.0	8.0	22.0	0.0	0.0	0.0	0.0
c0030f4c322d51307052c52be4d3adfa	0.0	0.0	30.0	21.0	0.0	0.0	0.0	0.0
5b28abfcc0d67ac8e1ee3b523ef1914a	0.0	0.0	21.0	30.0	0.0	0.0	0.0	0.0
4aeb20087699daaf20c1a1ff753bf67c	0.0	0.0	0.0	0.0	22.0	0.0	14.0	15.0
91298a184ed774dc7a47ac40fa857772	0.0	0.0	0.0	0.0	15.0	36.0	0.0	0.0
65d462918c4e395fb3466ae1a9a33b3b	0.0	0.0	0.0	0.0	12.0	9.0	10.0	20.0
6b543a9f247355d22423e9eea2ef8072	0.0	0.0	0.0	0.0	8.0	5.0	12.0	26.0
eb1d129364ee6d7198e7a1ad2da97741	0.0	0.0	0.0	0.0	7.0	7.0	26.0	11.0
98d1db2e6632daf37873836aac218e46	0.0	0.0	0.0	0.0	0.0	11.0	15.0	25.0
6e86838be84a5142b12380df0dfa3c99	0.0	0.0	0.0	0.0	0.0	8.0	23.0	20.0
006e0e2b9a7c39e5d6671643f364d6eb	0.0	0.0	0.0	0.0	0.0	0.0	22.0	29.0
b1204d917723f40d61a7537a6fcf0726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0
3d8a6a1682334a14af844118a5435458	15.0	16.0	19.0	0.0	0.0	0.0	0.0	0.0
8d85c3e6f54c17b6d85653ed89b90452	15.0	9.0	16.0	10.0	0.0	0.0	0.0	0.0
c2d67d6f64c914e98082547bea92bbfd	12.0	15.0	8.0	10.0	0.0	5.0	0.0	0.0
9126e4496cccbbf9bd12ce2fd8326d78	0.0	0.0	0.0	0.0	9.0	12.0	14.0	15.0
68a1f3e7733b188c00ef9faa2c2480eb	0.0	0.0	0.0	0.0	8.0	7.0	19.0	16.0
200ace0c37c61692dd90ef58e439433b	0.0	0.0	0.0	0.0	8.0	12.0	15.0	15.0
7d2e424f26c10b8e6d64425357534847	0.0	0.0	0.0	0.0	7.0	8.0	14.0	21.0
dacc39a6f261f9dd5262d28991e8abea	0.0	0.0	0.0	0.0	5.0	11.0	6.0	28.0
4b8a7cee2ac298f951aa2eac2a6fe8e3	0.0	0.0	0.0	0.0	0.0	19.0	11.0	20.0
0e877386c5404a4fbd666338e4fbb831	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
0458f931329d3c0bfd002be8e5087aa7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
1a3beb53fbf9e5bc81d01787603afca0	34.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
35742d28a8ebc5f8402220e68db8a437	0.0	0.0	0.0	0.0	16.0	33.0	0.0	0.0
437df53f06531c61da50f2d7aa36f512	0.0	0.0	0.0	0.0	5.0	11.0	19.0	14.0
24bfdbbdb08b71e928ecfb09588b9c94	0.0	0.0	0.0	0.0	0.0	15.0	15.0	19.0
cc01d679531bd6a72bdacf741f546fa7	0.0	0.0	0.0	0.0	0.0	14.0	9.0	26.0
24aca4101919f2c87bee9587ab38954f	0.0	0.0	0.0	0.0	0.0	0.0	23.0	26.0
e30638773753915854bbfae6e54ff487	0.0	0.0	0.0	0.0	0.0	0.0	14.0	35.0
aff6f6b46eef0ddf22a66c97526aff06	16.0	9.0	9.0	14.0	0.0	0.0	0.0	0.0
e783960212535fef32e616c5b9ccd72f	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0
12e6b5f34e7d4249429d6d67ed9311dd	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
84cb56d6f7bba40c8d263ed997332ca4	0.0	0.0	0.0	0.0	28.0	20.0	0.0	0.0
c53a5ff75595b97c40ef438ebc249210	0.0	0.0	0.0	0.0	19.0	29.0	0.0	0.0
7cb0c4a401545503e398d36dd03cdf55	0.0	0.0	0.0	0.0	7.0	6.0	13.0	22.0
2793f7f55aeb2e4c1b0f00949e55811f	0.0	0.0	0.0	0.0	6.0	7.0	19.0	16.0
e50b4fe40fdd4f75033ae3291b4ef4ed	0.0	0.0	0.0	0.0	0.0	4.0	39.0	5.0
e415e528de0202f6046bdad6117221f1	26.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
4ddd84bbc642fce6d3ed62506f6ad655	9.0	11.0	27.0	0.0	0.0	0.0	0.0	0.0
3c3c499eae9ef044610b6cf49ca683cf	0.0	0.0	0.0	0.0	12.0	7.0	11.0	17.0
ee3f343e5394ecd18b2e646d95e7718f	0.0	0.0	0.0	0.0	11.0	29.0	0.0	7.0
d7fc77741bc2f8704f8c537e882dc5a1	0.0	0.0	0.0	0.0	6.0	10.0	18.0	13.0
558b3ee9f4dcbcb1d0467040d8493174	0.0	0.0	0.0	0.0	6.0	6.0	12.0	23.0
730c3f6113e854e32488d2c8e2a351a2	0.0	0.0	0.0	0.0	4.0	13.0	13.0	17.0
d5872a99684e015f1ea7bd9a5ea9ec57	0.0	0.0	0.0	0.0	0.0	17.0	10.0	20.0
f0fbed20494492352d7aba94bb069597	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0
e759727cf6d1f7e3116017075fe0eb4d	0.0	0.0	0.0	0.0	0.0	0.0	18.0	29.0
ec8b12e8b9d49a56390d05d3bfe5360c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
c9634063dc37c16f31d5668e017a84a3	16.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
e9fc18a635177798af581e64d2965b92	0.0	6.0	15.0	25.0	0.0	0.0	0.0	0.0
dabf96fa81157582a559941ce2b44cd3	0.0	0.0	0.0	0.0	15.0	27.0	4.0	0.0
5ef571218a68d61b42ec1f25fa8a4d18	0.0	0.0	0.0	0.0	13.0	0.0	17.0	16.0
3c5cf4981b38cfafc2622d9c95cf4321	0.0	0.0	0.0	0.0	9.0	11.0	19.0	7.0
aa3a7d0365ab4cf53456e216e95d5238	0.0	0.0	0.0	0.0	0.0	14.0	20.0	12.0
a6246763575176b50b35f88033556c4d	0.0	0.0	0.0	0.0	0.0	0.0	22.0	24.0
e708fe2a9b6dab7fd7a85d73ca81bb88	31.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
579b2d1db4e1651166c7fd50890a3977	21.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
b24a00210f491976e3d47c1ff93fbfeb	14.0	11.0	0.0	20.0	0.0	0.0	0.0	0.0
c1b9c091bbe877ff0183b6dca089222d	13.0	16.0	0.0	16.0	0.0	0.0	0.0	0.0
ae3290d7535bb7c360970805ace63c83	0.0	0.0	23.0	22.0	0.0	0.0	0.0	0.0
3d02ebf575d9d01eb6a262b81fb83432	0.0	0.0	0.0	0.0	6.0	20.0	7.0	12.0
e4cf82bf556c447b4f27264c33019025	0.0	0.0	0.0	0.0	6.0	8.0	17.0	14.0
26edc127c8f86624bf3daf6a25ca56f8	0.0	0.0	0.0	0.0	0.0	19.0	0.0	26.0
5d43db8c2c8ea4cf76c334eb686c0dea	0.0	0.0	0.0	0.0	0.0	14.0	20.0	11.0
c98eb74c99aef1aa8f482c9ccc4b9af2	0.0	0.0	0.0	0.0	0.0	9.0	22.0	14.0
82b23f25d0ae9b348c795d2f0db0eefb	0.0	0.0	0.0	0.0	0.0	4.0	15.0	26.0
4ff062db23f01674eddd7c1828099d60	20.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
2caa63935097268162e216d72b9b820b	9.0	12.0	0.0	23.0	0.0	0.0	0.0	0.0
9fdf77d849eab1a1c9b4ca0ac656ae33	4.0	0.0	25.0	15.0	0.0	0.0	0.0	0.0
a6c42ddbeaf6c67bd13ab8f5ccfd7a59	0.0	0.0	0.0	0.0	18.0	0.0	26.0	0.0
28f561dfcc41339e7da8b7f30e225077	0.0	0.0	0.0	0.0	12.0	23.0	9.0	0.0
8ee875c1113b2d390389c173ce2ab00c	0.0	0.0	0.0	0.0	9.0	9.0	18.0	8.0
c31cf0bea43d34e6b7a1982f454dd1f7	0.0	0.0	0.0	0.0	5.0	0.0	6.0	33.0
5da21883f06da723f2b6da9268bdad1c	0.0	0.0	0.0	0.0	5.0	9.0	11.0	19.0
75fe23a37f364881d2c43a7746d42bf3	0.0	0.0	0.0	0.0	2.0	6.0	15.0	21.0
a11dddeffdb1cf62342b5a2d0bb530f7	0.0	0.0	0.0	0.0	0.0	15.0	29.0	0.0
7a2121e0697c687cd1fde791084d4b11	0.0	0.0	0.0	0.0	0.0	15.0	12.0	17.0
593e3921f078adc38ae405cfe9021a82	0.0	0.0	0.0	0.0	0.0	14.0	15.0	15.0
c0bcdeb3e874f2692274ff343503d1fd	0.0	0.0	0.0	0.0	0.0	0.0	19.0	25.0
c381bf315de46f7323df491f3023fce5	18.0	0.0	16.0	9.0	0.0	0.0	0.0	0.0
75a4e6f067e0b0a2d40eef5e62866b7f	10.0	24.0	0.0	0.0	4.0	5.0	0.0	0.0
ff538458707c13776e0067b11931712f	0.0	0.0	32.0	11.0	0.0	0.0	0.0	0.0
d0e3bc34f6b3a0c5d7a677e7739af7da	0.0	0.0	30.0	13.0	0.0	0.0	0.0	0.0
8ee011fdab02ca272834c49cf08b3d8f	0.0	0.0	0.0	0.0	20.0	23.0	0.0	0.0
7cfb807526f1d6f3fdd90059482e4230	0.0	0.0	0.0	0.0	17.0	18.0	0.0	8.0
c92cf0827a05dfaa00e63ffc3df44913	0.0	0.0	0.0	0.0	14.0	12.0	8.0	9.0
d053d1b07e3b2fc696d469d2bd2b6623	0.0	0.0	0.0	0.0	14.0	7.0	0.0	22.0
ef33cd018736dbc50c17d1f1e71160ed	0.0	0.0	0.0	0.0	8.0	7.0	14.0	14.0
e318c36ba6e06bc5d73f9ccfe3a03712	0.0	0.0	0.0	0.0	8.0	0.0	0.0	35.0
680d9d0cbb0d1cf03f27bbf43fbe0a09	0.0	0.0	0.0	0.0	7.0	5.0	16.0	15.0
b91e7cd2576f6a30d5c4b494ed6b3d87	0.0	0.0	0.0	0.0	5.0	12.0	20.0	6.0
79f52b919dded61dd76c9379eb6aa039	0.0	0.0	0.0	0.0	4.0	12.0	17.0	10.0
ed9bd9149cfb8399528fac054e8befaa	0.0	0.0	0.0	0.0	0.0	19.0	0.0	24.0
06b6ffdde4fa6fa4242d24efb711b400	0.0	0.0	0.0	0.0	0.0	16.0	16.0	11.0
61bad498da2f8b63d042081f6037fd4d	0.0	0.0	0.0	0.0	0.0	15.0	16.0	12.0
28345414f865403ad7f5f07fbe52dba0	0.0	0.0	0.0	0.0	0.0	8.0	20.0	15.0
0d0ab8dbd74790df9a43333e6e55aae2	0.0	0.0	0.0	0.0	0.0	7.0	17.0	19.0
76eaa7abad91c6a6847360089f622ad2	24.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
ea90b00758392489508eff1fc3f816d2	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
7811d390f04811092bc84be0f87a6108	0.0	0.0	0.0	0.0	21.0	21.0	0.0	0.0
82a931f2c8d25b37eef1a68b61b900cc	0.0	0.0	0.0	0.0	21.0	21.0	0.0	0.0
06082b5683ea353df19e6e65872d125b	0.0	0.0	0.0	0.0	13.0	29.0	0.0	0.0
b423fec42415d8ecd892d640a9a38716	0.0	0.0	0.0	0.0	7.0	14.0	7.0	14.0
1927e7989c136fbc6a986290a1d28024	0.0	0.0	0.0	0.0	5.0	14.0	6.0	17.0
2bcd8dc5ec020c0aeaa53e24a6481755	0.0	0.0	0.0	0.0	4.0	18.0	10.0	10.0
6a2439cea0c7e31d99bd023c618f2d12	0.0	0.0	0.0	0.0	0.0	10.0	15.0	17.0
afcfd826056d0acc39de1647cae0f819	0.0	0.0	0.0	0.0	0.0	9.0	16.0	17.0
d6cf1b91f9c2d3d7bdf688fe5c696ea8	0.0	5.0	0.0	36.0	0.0	0.0	0.0	0.0
854e9bbedb747884cf9ea4bed69f13b3	0.0	0.0	18.0	23.0	0.0	0.0	0.0	0.0
9cd854bc64386505b43f9dd4a07240aa	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
23ffba0bfede461a4c67a0bbf64cef92	0.0	0.0	0.0	0.0	17.0	0.0	24.0	0.0
e2b56348d1046306013dfd171371a4c9	0.0	0.0	0.0	0.0	7.0	0.0	0.0	34.0
2fbea89a36dcec3eb30590f07a4f8bc2	0.0	0.0	0.0	0.0	5.0	0.0	18.0	18.0
929667bb23ece42686336f311089ea58	0.0	0.0	0.0	0.0	0.0	27.0	0.0	14.0
6eaa3de6d26676690cdf95256a66586e	0.0	0.0	0.0	0.0	0.0	18.0	23.0	0.0
8082ba5e9dd32fe8a95299608d86cb72	0.0	0.0	0.0	0.0	0.0	16.0	25.0	0.0
aa0ebb7ad2342212d92e7d34730f109b	0.0	0.0	0.0	0.0	0.0	15.0	17.0	9.0
f30b09df3533e15b9112d025b33d1e98	14.0	11.0	6.0	9.0	0.0	0.0	0.0	0.0
54dde59dc20b8e94dcfa700a7ad414ff	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
ee66129eb23c42954e1a1c9e5f76faed	0.0	6.0	19.0	15.0	0.0	0.0	0.0	0.0
70fd5cc8a3cba23184290c56c87cee56	0.0	0.0	21.0	19.0	0.0	0.0	0.0	0.0
dcebc1ca5d07ffd22694f89dc7df8d9c	0.0	0.0	0.0	0.0	13.0	15.0	12.0	0.0
061d6d9bdef96ab8221d2350ad529993	0.0	0.0	0.0	0.0	6.0	10.0	13.0	11.0
7f31399785f687571efea860783efd43	0.0	0.0	0.0	0.0	6.0	16.0	0.0	18.0
3aabc34a22288c9e28176e3cf7fdb1c2	0.0	0.0	0.0	0.0	0.0	16.0	6.0	18.0
8a6f3fde185e19a38f99196325af874d	0.0	0.0	0.0	0.0	0.0	12.0	0.0	28.0
bd0d655d0b2463d76ca0146aa9096ee1	0.0	0.0	0.0	0.0	0.0	9.0	12.0	19.0
a7f1d2e1f133fad85ea4bc171eeb8653	0.0	0.0	0.0	0.0	0.0	9.0	0.0	31.0
284486d608d86eb4e43f84ad78e8e917	0.0	0.0	0.0	0.0	0.0	0.0	16.0	24.0
028716aa2435d4c81b08d40825cf17fd	0.0	0.0	0.0	0.0	0.0	0.0	14.0	26.0
fba68a7ea19857ce0a75a66a0d1ed3cc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
183dc7505cd1af9896bd5636dbbbdf24	9.0	0.0	0.0	0.0	11.0	12.0	0.0	7.0
8d158df3425fffb5cc3d7832b4f1c586	5.0	0.0	0.0	10.0	0.0	24.0	0.0	0.0
1c630c8eda457131357f7279ba129399	0.0	8.0	11.0	20.0	0.0	0.0	0.0	0.0
63ea7a41fa4a969954c06aae79af1ed0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
a37489b5c934cb152d81f68d5281701c	0.0	0.0	0.0	0.0	6.0	19.0	9.0	5.0
f3710a1c1856bf5d344d59cbb3558829	0.0	0.0	0.0	0.0	4.0	9.0	13.0	13.0
4907b40cebb5459cd824ff83ed271f5a	0.0	0.0	0.0	0.0	0.0	10.0	19.0	10.0
64f11ec759766adc5a9a719b2abe3ed3	0.0	0.0	0.0	0.0	0.0	0.0	25.0	14.0
8c0f0c4b40f33479826c6e788290558f	0.0	0.0	0.0	0.0	0.0	0.0	23.0	16.0
35f252f4f836d1ec56b7921b2b73137d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
965dec0743ce144d7a2e73102393d756	21.0	9.0	8.0	0.0	0.0	0.0	0.0	0.0
53afec0130a74a1127a211b78843dd99	18.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
6fc6d522be1f0a34bee5e2a25bf25c02	10.0	9.0	8.0	11.0	0.0	0.0	0.0	0.0
8b60e7bea401fbdcb41784453d372389	4.0	7.0	9.0	18.0	0.0	0.0	0.0	0.0
f79b13991ca5449ed2de3056982e879d	0.0	24.0	0.0	14.0	0.0	0.0	0.0	0.0
cf9df0a43354323e0ae02ad08c9af05d	0.0	0.0	10.0	13.0	0.0	0.0	0.0	15.0
48f7566154185f806ff47eccbb89c2e7	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
c1fc0a0c669f2f10bf698e0d25f2c53b	0.0	0.0	0.0	0.0	0.0	23.0	4.0	11.0
