# Constructed from biom file
#OTU ID	OL-PAMA-1a	OL-PAMA-1b	OL-PAMA-2a	OL-PAMA-2b	OL-PAMA-3a	OL-PAMA-3b	OL-PAMA-4a	OL-PAMA-4b
20789e97d35c1aa7765a966aa284a1e4	0.0	0.0	0.0	0.0	1238.0	8701.0	4199.0	1568.0
7ed481ad307c180f62b9883f810d3958	4249.0	4605.0	1725.0	4820.0	0.0	0.0	0.0	0.0
818294e2df5229cef86b33865f0859a6	4793.0	6815.0	1737.0	1942.0	0.0	0.0	0.0	0.0
28f4d759c8229b4665623e264a703c5b	4561.0	7046.0	1686.0	1881.0	0.0	0.0	0.0	0.0
b6352f50979c7bfee5dd8d23e1ec1c43	4106.0	4555.0	1685.0	4747.0	0.0	0.0	0.0	0.0
c85f5eebe63643b5f58ced12e4a1e695	0.0	0.0	0.0	0.0	4476.0	1224.0	982.0	8375.0
404c94a06cc2138bb14b9800c63a6561	0.0	0.0	0.0	0.0	1550.0	5696.0	3563.0	3532.0
de5b61155b1c66aa0a79452ce3f4ad3c	0.0	0.0	0.0	0.0	1106.0	7942.0	3876.0	1202.0
0f70c44d135929226b0d9ba6ca8c097e	0.0	0.0	0.0	0.0	4332.0	1175.0	838.0	7619.0
6339a9f8724485878490e262460687c8	0.0	0.0	0.0	0.0	0.0	13915.0	0.0	0.0
1b929fd58fa6d70966ff8f94edff9ad5	0.0	0.0	0.0	0.0	0.0	13630.0	0.0	0.0
547aa5a886a623ead9e74d103952d33e	0.0	0.0	0.0	0.0	1583.0	3546.0	3250.0	5140.0
8a3a768e5178e4e9cf18271da6abc408	0.0	0.0	0.0	0.0	1664.0	3402.0	3339.0	4615.0
4efe4e79e06715d6c8a9712b40688704	2852.0	4377.0	2972.0	1021.0	464.0	1200.0	90.0	37.0
dfa102616bb02cb15efe005ef42111b1	0.0	0.0	0.0	0.0	2015.0	3550.0	3954.0	3353.0
a2fa10e48d4893f75d56d47ce6d5bc4c	1396.0	2561.0	4411.0	4230.0	0.0	0.0	0.0	0.0
b10fc890bbf75b33bb146e44e4f4f6b2	2931.0	3796.0	3140.0	1004.0	537.0	1087.0	67.0	22.0
df512a0602bb42fdcc6354c205cdc32c	1290.0	2282.0	4169.0	4200.0	0.0	0.0	0.0	0.0
384a480a6f6e29d7496afd93963ad027	2235.0	2607.0	3349.0	3655.0	0.0	0.0	0.0	0.0
2efd4124aa63b934ee470155bd3e76a3	2127.0	2754.0	3291.0	3661.0	0.0	0.0	0.0	0.0
7507ed7b1bc55dcb8c748e7baeff5607	0.0	0.0	0.0	0.0	1877.0	3276.0	3728.0	2833.0
006d1f651eaafa7895c9f36a8bc74fad	11636.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a8fed48edac79d02b6c734719100ca12	11623.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f92daae0b73ffc00fcf0f1d713495173	0.0	0.0	0.0	0.0	1744.0	3285.0	2335.0	2374.0
0d84bdc1f5a62895f3c0ccb5851530c8	0.0	0.0	0.0	0.0	1678.0	3135.0	2295.0	2481.0
f9eed936bae6961403ad5316896b7a5e	1410.0	1505.0	2851.0	3807.0	0.0	0.0	0.0	0.0
e0ca5563ee64af18c8de2ce29c517099	0.0	0.0	0.0	0.0	1240.0	4918.0	2384.0	1028.0
334d319a6059c6c223e245ff8b70168c	1388.0	4045.0	1246.0	2813.0	0.0	0.0	0.0	0.0
e4b510366fecf1465c06a6094b18644e	1329.0	3735.0	1347.0	2874.0	0.0	0.0	0.0	0.0
fa75116da6c57c8895465fa4c65bfc02	1544.0	1203.0	2839.0	3689.0	0.0	0.0	0.0	0.0
8153aa5ac671342c06edbda8ee934200	0.0	0.0	0.0	0.0	1192.0	4723.0	2310.0	851.0
31500d9c7bbbf1019be814798972bccf	0.0	0.0	0.0	0.0	752.0	5121.0	1653.0	994.0
db827fdfc6c0fd93a58499497611a771	0.0	0.0	0.0	0.0	691.0	5082.0	1679.0	870.0
1c86c1601bc6ebd7ce23872defc1f8d0	0.0	0.0	0.0	0.0	198.0	3817.0	1380.0	2765.0
